Time (seconds),accel0,accel1,accel2,gyro0,gyro1,gyro2
-0.644,0.199003756,-0.9962411522,0.0528068952,-0.6111909151,-0.7334290742,0.2291965931
-0.624,0.1948476582,-0.9952632784,0.0515845119,-0.9626256823,-0.4431134164,0.1222381815
-0.604,0.1931363195,-0.9969745874,0.0515845119,-1.2376616001,-0.8709470629,0.2291965931
-0.5839999999,0.1899581402,-1.0001528263,0.0562295615,-1.4821379184,-1.390459299,0.2291965931
-0.5639999999,0.1889802217,-1.0011307001,0.0545182302,-1.7418941259,-2.200287342,-0.0305595453
-0.544,0.186779946,-1.0018640756,0.0576964206,-1.7724536657,-3.0253949165,-0.1069584116
-0.524,0.1887357532,-1.0016196966,0.0598967075,-1.8030132055,-3.8810622692,-0.4889527261
-0.504,0.1916694641,-1.0030865669,0.0537847988,-1.9710906744,-4.6603307723,-0.7945481538
-0.4839999999,0.199003756,-1.0106652975,0.0491397492,-1.2071020603,-5.1034440994,-0.9473459124
-0.464,0.2075604349,-1.0192219018,0.0508510842,0.763988614,-4.7825689315,-0.6570302248
-0.444,0.2092717587,-1.0079760551,0.055007182,3.0559544563,-4.1560983657,-0.1680774986
-0.424,0.2117165327,-1.0079760551,0.0589188039,3.4226691722,-3.7893836498,0.0305595453
-0.404,0.2114720493,-1.0079760551,0.0625859498,4.5839319229,-2.6892399787,0.4125538468
-0.3839999999,0.2070714831,-1.0006417036,0.0662530958,5.2256822586,-1.6043760776,0.9473459124
-0.3639999999,0.1992482393,-0.9967301487,0.0616080425,4.6450510025,-0.4278336465,0.9931852221
-0.3439999999,0.1963145136,-1.0001528263,0.0579408966,3.6671454906,0.5653516054,0.7945481538
-0.324,0.1909360438,-1.0023530721,0.0523179396,2.9642758369,1.100143671,0.6875897645
-0.304,0.1828683167,-1.0011307001,0.0537847988,2.6892399787,1.3446199893,0.7334290742
-0.2839999999,0.1870244145,-0.9994193911,0.0559850856,2.5364422798,1.1307032108,0.7181493043
-0.264,0.1933808028,-0.9989303946,0.0594077557,2.2155671119,1.0084650516,0.7334290742
-0.2439999999,0.1980258524,-1.0001528263,0.0616080425,1.9710906744,1.2223818302,0.5653516054
-0.224,0.2024264335,-0.9923295378,0.0623414739,1.6349356174,1.9405311346,0.4431134164
-0.214,0.2060935795,-0.9864621162,0.065764144,1.1918222904,2.6128411293,0.381994307
-0.1939999999,0.2107386291,-0.9832839369,0.0611190907,0.0458393171,3.6824252605,0.381994307
-0.1739999999,0.2200287282,-0.9891513586,0.056718517,-1.4210188388,5.302081108,0.3055954575
-0.154,0.2322525382,-0.9950187802,0.0508510842,-1.879412055,7.4718089103,0.5195122957
-0.134,0.2400757819,-0.9959967136,0.0503621287,-1.6502153873,10.1610488891,0.6723099946
-0.114,0.2447208315,-0.9045625329,0.029337164,3.1781926155,13.4462003707,1.9405311346
-0.0939999999,0.0889893993,-1.0414693355,0.0205360148,-4.7672891616,13.0947647094,-1.4821379184
-0.074,-0.0342266894,-0.8387984037,-0.0843443423,40.4608383178,13.0336456298,-18.1982097625
-0.054,0.3439782559,-1.1712862253,0.0520734637,-47.3978538513,-10.0082511901,-6.4327840805
-0.034,0.4192769527,-1.3108822107,0.2141612917,-31.1554565429,-6.7536597251,13.9045934677
-0.014,0.1894691735,-0.9695932269,0.1012132167,6.0966291427,6.7078204154,11.2611923217
0.006,0.0486507974,-0.6952907443,-0.0616080425,19.9859428405,12.4377346038,1.1765425205
0.026,0.1149038895,-0.9087186455,-0.0002444763,-13.3392419815,-3.0253949165,-7.3801302909
0.0459999999,0.1716224104,-1.088897705,0.0941234007,-16.8688697814,-4.4464139938,-5.1340036392
0.066,0.1877578496,-1.0412248373,0.0620969943,-5.8521528244,-1.4821379184,1.390459299
0.0859999999,0.1840907037,-0.9923295378,0.0224918257,-3.75882411,-1.4057390689,2.3683648109
0.106,0.1906915605,-1.0157992839,0.0261589698,-5.9591112136,-2.4753232002,-0.1527977287
0.126,0.1882468014,-1.0258227586,0.0259144939,-4.568652153,-2.2766861915,0.0763988643
0.1459999999,0.1657549738,-1.0429362058,0.0334932617,-3.8352229595,-2.1238884925,-0.5042325258
0.166,0.1501084864,-1.040980339,0.045961555,-0.3055954575,-2.2614064216,-0.6111909151
0.1859999999,0.1579317301,-1.0201998949,0.0422944091,4.1713781356,-2.9795556068,1.0237448215
0.206,0.1718668788,-0.9940409064,0.0410720296,4.9659261703,-4.3394556045,1.7418941259
0.226,0.1897136569,-0.9761941432,0.0374048836,3.3615500926,-6.1119089126,1.7724536657
