# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.2061, 0.0121661, 0.182103, 0.196001, 0.897556, 2.55069, 1.72291, 0.301197, 0.579079, 0.42386, 0.267018, 0.401681, 0.450097, 1.0412, 1.22111, 0.513324, 0.527782, 0.629962, 0.564897, 0.444022, 0.693198, 0.317488, 0.597344, 0.297963, 0.341884, 0.591602, 0.612702, 0.576634, 0.530353, 0.646417, 0.537354, 0.393813, 0.584627, 0.628356, 0.468953, 0.857363, 1.09743, 0.595931, 0.926775, 1.19527, 1.40976, 1.9144, 2.37779, 2.47158, 2.40491, 2.00481, 1.08137, 0.630782, 0.495793, 0.741254
0.01, 0.0319375, 0.176511, 0.123331, 0.149691, 0.406543, 0.910679, 2.57417, 1.74905, 0.251514, 0.590954, 0.410178, 0.284402, 0.338919, 0.570545, 0.912687, 1.09347, 0.328565, 0.5826, 0.610462, 0.306702, 0.392606, 0.816692, 0.451719, 0.483819, 0.374636, 0.478241, 0.672046, 0.535616, 0.61956, 0.564598, 0.595193, 0.632885, 0.497895, 0.673585, 0.633726, 0.498062, 0.74213, 0.946722, 0.400373, 0.834423, 1.54432, 1.62657, 2.19636, 2.19558, 2.53225, 2.51885, 2.12953, 1.15685, 0.715975, 0.519209, 0.599711
0.02, 0.0319375, 0.0521673, 0.0779227, 0.268453, 0.398965, 0.951699, 2.57402, 1.726, 0.345933, 0.36073, 0.346435, 0.460792, 0.572515, 0.805845, 0.993434, 1.05124, 0.592822, 0.433515, 0.560528, 0.387145, 0.334443, 0.983887, 0.501566, 0.6046, 0.434536, 0.377402, 0.569379, 0.467471, 0.452756, 0.510786, 0.514475, 0.51318, 0.505476, 0.74502, 0.747214, 0.582677, 0.6716, 0.874149, 0.479549, 0.876902, 1.49085, 1.77912, 2.3499, 2.31664, 2.48379, 2.91332, 2.21992, 1.03193, 0.572954, 0.444519, 0.686887
0.03, 0.0319375, 0.257398, 0.197611, 0.294722, 0.262518, 0.889693, 2.58943, 1.83137, 0.235566, 0.346008, 0.327192, 0.317818, 0.222766, 0.63763, 0.836551, 1.17782, 0.537475, 0.639887, 0.643234, 0.302674, 0.306538, 1.02319, 0.485351, 0.597422, 0.431724, 0.398625, 0.739252, 0.55904, 0.443311, 0.343429, 0.454709, 0.52695, 0.683124, 0.721634, 0.658323, 0.683813, 0.725704, 1.02564, 0.594495, 0.879551, 1.36548, 1.75471, 2.16324, 2.60926, 2.59817, 2.76912, 2.25457, 1.0038, 0.778119, 0.402662, 0.557857
0.04, 0.0319375, 0.279022, 0.192721, 0.145903, 0.206414, 0.928888, 2.57654, 1.73793, 0.249543, 0.233653, 0.321452, 0.281861, 0.235766, 0.439633, 1.02823, 1.10007, 0.783193, 0.897175, 0.564993, 0.258713, 0.435241, 0.931499, 0.392552, 0.289825, 0.381955, 0.412436, 0.733336, 0.712492, 0.63742, 0.519526, 0.455329, 0.520933, 0.693099, 0.512224, 0.587758, 0.545347, 0.645602, 0.964978, 0.805955, 1.37622, 1.3463, 1.5825, 1.84888, 2.60959, 2.66054, 2.94733, 2.04254, 0.90126, 0.704888, 0.492188, 0.811711
0.05, 0.0319375, 0.185688, 0.180564, 0.147585, 0.195128, 0.807549, 2.567, 1.80768, 0.351826, 0.228977, 0.213272, 0.405858, 0.345638, 0.380781, 0.812457, 1.07841, 0.670193, 0.618644, 0.536588, 0.560514, 0.542789, 0.941973, 0.398154, 0.319209, 0.414921, 0.336703, 0.546875, 0.447975, 0.554265, 0.493802, 0.52228, 0.359102, 0.471584, 0.4989, 0.545399, 0.646571, 0.731598, 0.944746, 0.626822, 1.06462, 1.27737, 1.55583, 2.01549, 2.66783, 2.39344, 2.68626, 2.15616, 0.915931, 0.670742, 0.480491, 0.926612
0.06, 0.0319375, 0.129614, 0.152612, 0.269694, 0.22682, 0.840974, 2.57868, 1.7826, 0.365816, 0.504482, 0.322364, 0.297807, 0.328706, 0.578054, 0.840966, 1.17559, 0.624256, 0.531368, 0.675115, 0.349031, 0.418231, 0.977743, 0.458086, 0.363242, 0.311941, 0.279989, 0.491625, 0.378756, 0.654012, 0.426522, 0.531819, 0.424622, 0.291334, 0.646474, 0.579855, 0.564139, 0.729891, 1.00781, 0.539191, 1.01716, 1.11805, 1.41182, 2.37085, 2.72537, 2.62509, 2.53924, 2.20841, 1.02079, 0.688618, 0.574532, 0.755568
0.07, 0.0319375, 0.157872, 0.184724, 0.25519, 0.376761, 0.856891, 2.58133, 1.81176, 0.236189, 0.462257, 0.378085, 0.306703, 0.343065, 0.580753, 0.889769, 1.16567, 0.678737, 0.662587, 0.683921, 0.495878, 0.412066, 0.94663, 0.439427, 0.268652, 0.406972, 0.317161, 0.568613, 0.60654, 0.492455, 0.305236, 0.459103, 0.413848, 0.263854, 0.624271, 0.567766, 0.551915, 0.876553, 0.986031, 0.671232, 0.921466, 1.37627, 1.69748, 2.17761, 2.43895, 2.64008, 2.84743, 2.23137, 1.02478, 0.638908, 0.526807, 0.775336
0.08, 0.0319375, 0.180346, 0.294436, 0.326557, 0.210407, 0.901981, 2.596, 1.81868, 0.351285, 0.477293, 0.390583, 0.290378, 0.231913, 0.433979, 0.803734, 1.09163, 0.677876, 0.530138, 0.539917, 0.417379, 0.42479, 1.08469, 0.485143, 0.359341, 0.472879, 0.419657, 0.459605, 0.77259, 0.685916, 0.460155, 0.438367, 0.349643, 0.424135, 0.801136, 0.633698, 0.48906, 0.883119, 1.06065, 0.594993, 0.880593, 1.26747, 1.45376, 1.65728, 2.26981, 2.3743, 2.45749, 1.96909, 0.883024, 0.704687, 0.498985, 0.708816
0.09, 0.0319375, 0.206005, 0.250668, 0.323669, 0.148489, 0.835304, 2.58754, 1.78492, 0.398928, 0.3254, 0.580929, 0.416873, 0.199174, 0.444539, 1.02038, 1.09652, 0.768711, 0.478001, 0.617646, 0.491431, 0.374966, 0.996219, 0.345406, 0.219547, 0.470634, 0.565157, 0.382609, 0.572298, 0.68527, 0.564159, 0.407012, 0.376457, 0.503603, 0.712685, 0.728962, 0.426336, 0.715355, 1.05134, 0.451107, 0.884947, 1.53238, 1.8144, 2.19253, 2.20354, 2.44354, 2.60274, 1.89623, 1.13556, 0.553315, 0.438618, 0.632268
