# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5
0.0203121, 0, -0.009211, -0.124409, -0.0054595, -0.0415625, -0.0153125, 0.004375
0.0406243, 0, -0.0092415, -0.124379, -0.005551, -0.048125, -0.0175, 0.0153125
0.0609364, 0, -0.0094245, -0.124501, -0.0054595, -0.065625, -0.0153125, 0.0175
0.0812486, 0, -0.0093025, -0.124501, -0.0055815, -0.0721875, -0.0065625, 0.0175
0.101561, 0, -0.0090585, -0.124348, -0.0057645, -0.0590625, 0.0065625, 0.00875
0.121873, 0, -0.009028, -0.12447, -0.0057035, -0.0546875, 0.0196875, 0.0153125
0.142185, 0, -0.009028, -0.124501, -0.0056425, -0.0459375, 0.0328125, 0.00875
0.162497, 0, -0.009028, -0.124532, -0.0055815, -0.0415625, 0.0590625, 0.0109375
0.182809, 0, -0.009089, -0.124409, -0.005612, -0.039375, 0.074375, 0.0021875
0.203121, 0, -0.009272, -0.124379, -0.0058865, -0.0634375, 0.102812, -0.0021875
0.223434, 0, -0.0093025, -0.124348, -0.005795, -0.0634375, 0.102812, -0.0021875
0.243746, 0, -0.009394, -0.124409, -0.005978, -0.074375, 0.102812, -0.0021875
0.264058, 0, -0.009272, -0.124379, -0.005856, -0.0634375, 0.100625, -0.00875
0.28437, 0, -0.0091195, -0.124409, -0.0061305, -0.07, 0.100625, -0.0109375
0.304682, 0, -0.00915, -0.124348, -0.0061305, -0.0721875, 0.105, -0.0065625
0.324994, 0, -0.00915, -0.124288, -0.0061, -0.06125, 0.100625, -0.0109375
0.345306, 0, -0.0093025, -0.124318, -0.0060695, -0.056875, 0.091875, -0.0109375
0.365618, 0, -0.0092415, -0.124501, -0.0060695, -0.0590625, 0.0940625, -0.004375
0.385931, 0, -0.0094245, -0.124348, -0.0061305, -0.056875, 0.091875, -0.0021875
0.406243, 0, -0.00915, -0.124348, -0.0060695, -0.048125, 0.083125, -0.004375
0.426555, 0, -0.009333, -0.12444, -0.005978, -0.0546875, 0.074375, 0.0021875
0.446867, 0, -0.009333, -0.12447, -0.006039, -0.0415625, 0.06125, -0.004375
0.467179, 0, -0.0093635, -0.124409, -0.0061, -0.039375, 0.06125, -0.004375
0.487491, 0, -0.009394, -0.12447, -0.005978, -0.039375, 0.0678125, -0.0065625
0.507803, 0, -0.009455, -0.12444, -0.0061915, -0.030625, 0.0546875, -0.0065625
0.528116, 0, -0.0094855, -0.124348, -0.006039, -0.02625, 0.0503125, -0.0109375
0.548428, 0, -0.0093635, -0.124226, -0.005917, -0.0175, 0.0503125, -0.0109375
0.56874, 0, -0.0093025, -0.12444, -0.0059475, -0.0284375, 0.0371875, -0.0021875
0.589052, 0, -0.009394, -0.124501, -0.006222, -0.0415625, 0.0328125, 0.0021875
0.609364, 0, -0.0092415, -0.12447, -0.0064355, -0.04375, 0.0371875, 0.004375
0.629676, 0, -0.008906, -0.124165, -0.006283, -0.0328125, 0.035, 0.004375
0.649988, 0, -0.0089365, -0.124409, -0.0064355, -0.0525, 0.030625, 0.013125
0.670301, 0, -0.0097295, -0.12505, -0.0070455, -0.065625, 0.030625, 0.0175
0.690613, 0, -0.0099125, -0.124288, -0.006588, -0.0021875, 0.0175, -0.00875
0.710925, 0, -0.009211, -0.123738, -0.006283, 0.004375, 0.035, -0.02625
0.731237, 0, -0.0086315, -0.124104, -0.005978, -0.039375, 0.035, -0.00875
0.751549, 0, -0.0089975, -0.12444, -0.006039, -0.065625, 0.0371875, 0.0109375
0.771861, 0, -0.0093025, -0.12444, -0.006283, -0.0809375, 0.0196875, 0.0196875
