# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5
-0.284, 0, 0.00916786, -0.0986768, 0.0804327, 0.173807, -0.103138, -0.0592091
-0.264, 0, 0.00901507, -0.0983101, 0.080555, 0.166168, -0.0840387, -0.0515692
-0.244, 0, 0.00935122, -0.0983406, 0.0808606, 0.150888, -0.0401094, -0.0496593
-0.224, 0, 0.00977905, -0.0982489, 0.0809522, 0.124148, 0.0248296, -0.0515692
-0.214, 0, 0.00965682, -0.0981267, 0.0805855, 0.110778, 0.00954986, -0.0439293
-0.189, 0, 0.00935122, -0.0981878, 0.0802188, 0.0840387, -0.0324695, -0.0534792
-0.169, 0, 0.0095957, -0.0983101, 0.0800966, 0.0458393, -0.0553892, -0.0725789
-0.149, 0, 0.00956514, -0.0983712, 0.0799438, 0.0802188, -0.0248296, -0.0916786
-0.129, 0, 0.00941234, -0.0983712, 0.0800354, 0.133698, -0.0171897, -0.0954986
-0.109, 0, 0.00941234, -0.0982184, 0.0801577, 0.133698, -0.00381994, -0.0725789
-0.089, 0, 0.0092901, -0.0979433, 0.0806161, 0.120328, 0.0114598, -0.070669
-0.069, 0, 0.00971794, -0.0979433, 0.0807078, 0.124148, 0.0133698, -0.0744889
-0.049, 0, 0.00956514, -0.0977905, 0.080066, 0.0974085, -0.0210097, -0.0878587
-0.029, 0, 0.00947346, -0.098035, 0.0799132, 0.0897687, -0.064939, -0.101228
-0.009, 0, 0.00980961, -0.0981573, 0.0804633, 0.0821288, -0.0496593, -0.066849
0.011, 0, 0.00941234, -0.098524, 0.081105, 0.0763989, 0, -0.0439293
0.031, 0, 0.00938178, -0.0983712, 0.0809217, 0.068759, 0.00572991, -0.0305595
0.051, 0, 0.00919842, -0.0984323, 0.0807994, 0.0725789, -0.0534792, -0.066849
0.071, 0, 0.0095957, -0.0980656, 0.0809217, 0.070669, -0.0878587, -0.0783088
0.091, 0, 0.00971794, -0.0980961, 0.0811356, 0.0783088, -0.0744889, -0.0802188
0.111, 0, 0.00987073, -0.098035, 0.0810134, 0.108868, -0.0210097, -0.0362895
0.131, 0, 0.00980961, -0.0979433, 0.0811967, 0.124148, -0.0190997, -0.0210097
0.151, 0, 0.00907618, -0.0971794, 0.0808911, 0.103138, -0.070669, -0.0381994
0.171, 0, 0.00895395, -0.0975461, 0.0809217, 0.0420194, -0.147068, -0.0763989
0.191, 0, 0.00886227, -0.0974238, 0.0807078, 0.0190997, -0.185267, -0.0744889
0.211, 0, 0.00922898, -0.0978822, 0.0807383, 0.0477493, -0.152798, -0.0515692
0.231, 0, 0.00968738, -0.0978517, 0.0810134, 0.0553892, -0.0821288, -0.0420194
0.251, 0, 0.0100235, -0.09776, 0.0812578, 0.0401094, -0.00381994, -0.00763989
0.271, 0, 0.00971794, -0.0976989, 0.0813801, 0.0324695, -0.0267396, -0.0152798
0.291, 0, 0.00932066, -0.0972405, 0.0810745, -0.0171897, -0.0974085, -0.0534792
0.311, 0, 0.00941234, -0.0976072, 0.0809828, -0.0553892, -0.101228, -0.0572991
0.331, 0, 0.0100846, -0.0975766, 0.0817468, -0.0267396, -0.0630291, -0.0324695
0.351, 0, 0.0097485, -0.0977294, 0.0815329, -0.0229197, -0.0401094, -0.0381994
0.371, 0, 0.00953458, -0.0978211, 0.0815329, -0.00572991, -0.0725789, -0.0496593
