# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.0194333, 0.0245635, 0.0758609, 0.049101, 0.0356498, 0.0639229, 0.0762157, 0.0892308, 0.0402481, 0.0713857, 0.0590197, 0.0457044, 0.0385473, 0.0349413, 0.0439277, 0.0360885, 0.0335608, 0.0389571, 0.0398405, 0.0382009, 0.0546537, 0.0649936, 0.0398679, 0.0499498, 0.0873761, 0.0565132, 0.0350207, 0.0332845, 0.0459315, 0.0575002, 0.0514096, 0.0775532, 0.0395607, 0.0729612, 0.0568666, 0.060655, 0.0677003, 0.0707527, 0.0653084, 0.0632521, 0.0773789, 0.0461255, 0.0366967, 0.0397331, 0.0463917, 0.0342459, 0.0406005, 0.049917, 0.0477851, 0.0401716
0.01, 0.0319375, 0.0197154, 0.0290774, 0.0996172, 0.0668816, 0.0711873, 0.0638434, 0.0540102, 0.0825538, 0.0370973, 0.0417024, 0.074051, 0.0933661, 0.0522286, 0.0565402, 0.0377192, 0.0271158, 0.027063, 0.0518641, 0.0444752, 0.0496025, 0.0313951, 0.0677284, 0.0390228, 0.0486988, 0.115889, 0.0534571, 0.0301723, 0.0413588, 0.0572368, 0.0459067, 0.0706319, 0.0734692, 0.0497588, 0.0573859, 0.0576296, 0.0551559, 0.0476824, 0.0520532, 0.061361, 0.0493175, 0.0578036, 0.0511246, 0.0578922, 0.050232, 0.0378256, 0.0387393, 0.0370965, 0.0461435, 0.0517348, 0.0393929
0.02, 0.0319375, 0.0267703, 0.046147, 0.0534165, 0.0362647, 0.0492698, 0.0478808, 0.0312686, 0.065354, 0.0763712, 0.0293872, 0.0598468, 0.0535679, 0.0381868, 0.0421047, 0.0435055, 0.0256998, 0.0605966, 0.079147, 0.0386676, 0.052975, 0.0371707, 0.0578138, 0.0419989, 0.0437907, 0.0798856, 0.0714936, 0.0432885, 0.0461191, 0.0627524, 0.0499222, 0.0661184, 0.0777956, 0.0494816, 0.0357307, 0.0551016, 0.0309257, 0.0470857, 0.0509092, 0.0722633, 0.0638241, 0.0499513, 0.0480805, 0.0511674, 0.0434042, 0.0283859, 0.0329256, 0.0348536, 0.0364413, 0.0384275, 0.0365655
0.03, 0.0319375, 0.0458322, 0.0155023, 0.0428454, 0.0335304, 0.042961, 0.0500154, 0.0720328, 0.0893658, 0.0831034, 0.0471794, 0.0194162, 0.0220185, 0.0414037, 0.0387692, 0.0353333, 0.0271729, 0.0460363, 0.0646681, 0.0341272, 0.0446641, 0.051963, 0.0367784, 0.0385315, 0.0655999, 0.074533, 0.0510303, 0.0473281, 0.0562692, 0.054575, 0.0440092, 0.0762133, 0.0614231, 0.0441364, 0.034748, 0.0667719, 0.0371926, 0.0866581, 0.0694714, 0.0498403, 0.0646148, 0.0673315, 0.0466548, 0.0520951, 0.0501582, 0.0333324, 0.0345242, 0.0307389, 0.037961, 0.0448676, 0.0434116
0.04, 0.0319375, 0.0215888, 0.0102167, 0.0309204, 0.0372718, 0.049909, 0.0269811, 0.0414092, 0.0572607, 0.0574759, 0.0629188, 0.016632, 0.0260187, 0.0480582, 0.0372923, 0.0543124, 0.0227726, 0.0444256, 0.0529914, 0.049372, 0.0633065, 0.0742669, 0.0466087, 0.0299871, 0.0860025, 0.0866023, 0.0487951, 0.0532791, 0.062051, 0.0484035, 0.0528004, 0.124902, 0.0906624, 0.0337436, 0.0592922, 0.0880289, 0.0770437, 0.0739363, 0.0520177, 0.0434749, 0.0503118, 0.0525704, 0.0475174, 0.0503513, 0.0353476, 0.0397893, 0.0439322, 0.0324458, 0.0448135, 0.0437029, 0.0425505
0.05, 0.0319375, 0.0480047, 0.0194478, 0.0263478, 0.0409935, 0.0176869, 0.0155484, 0.0337417, 0.043633, 0.0296124, 0.0629953, 0.0399078, 0.0678183, 0.0847853, 0.0415629, 0.0509876, 0.0536007, 0.0550328, 0.0574662, 0.0431251, 0.0484341, 0.101803, 0.0986357, 0.0572379, 0.0950044, 0.0724932, 0.0624244, 0.0634493, 0.0656579, 0.0491044, 0.0349314, 0.0895096, 0.0646102, 0.0538412, 0.0544665, 0.0811814, 0.0812788, 0.0750174, 0.0547911, 0.0616706, 0.0648806, 0.0540334, 0.0654671, 0.0563987, 0.0410135, 0.0597043, 0.0678246, 0.0437185, 0.0511296, 0.0615856, 0.0392271
0.06, 0.0319375, 0.0408368, 0.0450337, 0.049521, 0.0299382, 0.0222021, 0.0146618, 0.0212561, 0.0464722, 0.0268357, 0.0289936, 0.0523721, 0.0705431, 0.075104, 0.048163, 0.0260417, 0.0501313, 0.0435746, 0.0415892, 0.0344624, 0.0501639, 0.0555233, 0.0743526, 0.0581824, 0.0636722, 0.0621575, 0.0706682, 0.080492, 0.0352626, 0.0559927, 0.0498107, 0.073984, 0.0836631, 0.0462784, 0.048884, 0.0662626, 0.0505912, 0.054156, 0.0419704, 0.0688693, 0.0499927, 0.0492463, 0.0639608, 0.0522607, 0.0500373, 0.0521767, 0.0392592, 0.0358437, 0.039148, 0.0532584, 0.0414739
0.07, 0.0319375, 0.0727316, 0.0357558, 0.0253359, 0.0219408, 0.0274711, 0.0259867, 0.0141094, 0.0606724, 0.0306542, 0.0222024, 0.0312425, 0.0672632, 0.0974253, 0.0776872, 0.0548469, 0.0537148, 0.0703233, 0.0682794, 0.0317884, 0.0446219, 0.0499926, 0.0494821, 0.0343198, 0.0870188, 0.0759, 0.0546795, 0.0434363, 0.0531233, 0.0553908, 0.05775, 0.0764194, 0.0761657, 0.0521678, 0.0583778, 0.0885429, 0.0637047, 0.0607115, 0.0610818, 0.0963383, 0.0866706, 0.0625602, 0.0462053, 0.0468328, 0.0471404, 0.0560125, 0.0389, 0.0406175, 0.0424705, 0.0445891, 0.0442636
0.08, 0.0319375, 0.0512121, 0.0156115, 0.0196638, 0.0165669, 0.00974741, 0.0277496, 0.0197315, 0.0523923, 0.0304722, 0.0313668, 0.0261573, 0.0382226, 0.0785939, 0.0656866, 0.0646613, 0.0345161, 0.0442352, 0.0506212, 0.0516237, 0.03441, 0.0481866, 0.0525419, 0.0759946, 0.107946, 0.0530105, 0.0568768, 0.0634564, 0.0561822, 0.073081, 0.0608089, 0.0578609, 0.0783298, 0.0495296, 0.0641014, 0.0894545, 0.0711679, 0.0499434, 0.0560225, 0.101913, 0.0847363, 0.0699599, 0.0480144, 0.0529211, 0.055134, 0.061556, 0.0440544, 0.0392186, 0.0442338, 0.0528191, 0.0594144
0.09, 0.0319375, 0.104757, 0.00645907, 0.0479985, 0.0574487, 0.0348043, 0.0279567, 0.0266585, 0.0503847, 0.0615453, 0.0850292, 0.0318778, 0.0660104, 0.0820712, 0.0378317, 0.0490287, 0.0399782, 0.0369669, 0.0448495, 0.0661094, 0.0304189, 0.0476449, 0.0794635, 0.0946721, 0.0804932, 0.102767, 0.0690217, 0.0529972, 0.0464021, 0.0728541, 0.0612367, 0.0510909, 0.0613906, 0.0539144, 0.0723986, 0.0612698, 0.067425, 0.0518406, 0.0548588, 0.0577416, 0.0523976, 0.0516429, 0.0408951, 0.0521458, 0.0461788, 0.0466681, 0.0393262, 0.0409784, 0.0499686, 0.0518895, 0.0334454
