# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -4.23585, -4.4642, -4.2772, -3.8017, -3.39368, -3.07898, -3.06073, -4.00644, -4.35999, -4.40614, -4.60239, -4.95026, -4.71837, -4.80274, -4.29999, -4.43548, -4.27149, -4.34095, -4.60397, -4.58162
0.01, 0.0319375, -4.5786, -5.17862, -4.15216, -3.77743, -3.2957, -3.09799, -3.46826, -3.99817, -4.01673, -4.59572, -4.54528, -4.77058, -4.5323, -4.71046, -4.28265, -4.42506, -4.37625, -4.60557, -4.57017, -4.50771
0.02, 0.0319375, -4.26463, -4.58239, -3.81233, -4.0188, -3.53284, -3.47461, -3.4997, -3.67436, -4.24959, -4.52684, -4.66096, -4.91953, -4.64237, -4.95005, -4.55298, -4.42829, -4.66127, -4.64016, -4.54155, -4.69392
0.03, 0.0319375, -4.18582, -4.01302, -3.81489, -3.78659, -3.9356, -3.43831, -3.3758, -3.60234, -4.16669, -4.09429, -4.43438, -4.76668, -4.4773, -4.86607, -4.74867, -4.44862, -4.64527, -4.78165, -4.58738, -4.81772
0.04, 0.0319375, -4.76171, -4.2677, -3.86272, -3.44644, -3.57971, -3.45907, -3.46083, -3.9148, -4.07678, -4.18306, -4.56416, -4.86793, -4.57929, -4.69528, -4.57456, -4.53722, -4.54801, -4.58843, -4.70283, -4.92217
0.05, 0.0319375, -4.62669, -3.99232, -3.57212, -3.68911, -3.48474, -3.27573, -3.66101, -4.11805, -4.53573, -4.40266, -4.85249, -5.18553, -4.67069, -4.82898, -4.81795, -4.48605, -4.64704, -4.6023, -4.61769, -4.78627
0.06, 0.0319375, -4.36226, -4.07333, -4.03104, -3.12987, -3.81627, -3.95669, -3.47137, -3.86312, -4.05059, -4.2555, -4.67674, -4.81661, -4.43288, -5.08846, -4.89591, -4.5137, -4.67374, -4.70526, -4.68569, -4.83186
0.07, 0.0319375, -3.88521, -4.05314, -4.49246, -3.52095, -3.62724, -4.02347, -3.21086, -3.66989, -3.94945, -4.43981, -4.84075, -4.87675, -4.26201, -5.11958, -5.18489, -4.63512, -4.41838, -4.60452, -4.56038, -4.80619
0.08, 0.0319375, -3.86279, -3.9296, -4.48188, -3.58358, -3.84428, -3.62117, -3.49339, -3.92555, -4.11012, -4.32124, -4.43412, -4.72472, -4.56874, -5.17253, -5.12596, -4.57943, -4.57284, -4.50254, -4.7448, -4.70534
0.09, 0.0319375, -4.35509, -4.07914, -4.01518, -3.40257, -3.80582, -3.45032, -3.39299, -3.6027, -4.06912, -4.77397, -4.90516, -4.78413, -4.47216, -4.85061, -4.9359, -4.56124, -4.53187, -4.56753, -4.66398, -4.63122
0.1, 0.0319375, -4.12296, -4.06117, -3.67578, -3.22225, -3.26176, -3.31255, -3.42675, -4.14993, -4.12616, -4.64471, -4.60856, -4.83877, -4.68293, -4.81735, -4.88016, -4.6077, -4.4845, -4.86198, -4.85141, -4.81523
0.11, 0.0319375, -4.2111, -3.90289, -3.70043, -3.28942, -3.78589, -3.70038, -3.55872, -4.02094, -4.22246, -4.55265, -4.74323, -4.99663, -4.59576, -5.0596, -4.8661, -4.53799, -4.52645, -4.90003, -4.80952, -4.72748
0.12, 0.0319375, -4.86316, -4.3033, -3.98455, -3.68413, -3.62125, -3.02686, -3.14773, -3.68143, -4.16386, -4.63144, -4.92907, -4.84105, -4.45264, -4.66417, -4.50373, -4.3909, -4.37789, -4.70896, -4.78741, -4.65691
0.13, 0.0319375, -4.23478, -4.23863, -4.09213, -3.68341, -3.4409, -3.31501, -3.44474, -3.35757, -3.75165, -4.65358, -5.31467, -4.93074, -4.67165, -4.64581, -4.75845, -4.50714, -4.79085, -4.53393, -4.81059, -4.83889
0.14, 0.0319375, -3.86532, -3.92164, -3.8755, -3.83254, -3.56717, -3.8497, -3.70966, -3.43073, -3.72779, -4.42849, -4.80862, -4.50675, -4.5054, -4.63567, -4.92843, -4.60282, -4.43171, -4.53747, -5.01978, -4.82901
0.15, 0.0319375, -4.51206, -4.37929, -3.28218, -3.47179, -3.56472, -3.09825, -3.62461, -3.58616, -3.79785, -4.45376, -4.90055, -4.41335, -4.60302, -4.89012, -4.50163, -4.40132, -4.35279, -4.60794, -4.70443, -4.63187
0.16, 0.0319375, -4.78017, -4.80283, -3.36862, -3.38528, -3.81612, -3.35228, -3.48419, -3.74085, -3.74804, -4.33134, -4.87708, -4.55126, -4.32014, -4.65062, -4.79006, -4.31453, -4.51603, -4.77344, -4.5388, -4.59729
0.17, 0.0319375, -4.77704, -4.35389, -3.84992, -3.50337, -3.58882, -3.51253, -3.85019, -3.74722, -4.03966, -4.39056, -4.692, -4.80941, -4.39769, -4.75167, -4.86986, -4.20959, -4.59244, -4.77006, -4.5242, -4.71375
0.18, 0.0319375, -4.20338, -3.85168, -3.78281, -3.74715, -3.60011, -3.24716, -3.3169, -3.35319, -4.09358, -4.72451, -4.58082, -4.53606, -4.46431, -4.83523, -4.50942, -4.21111, -4.25238, -4.55261, -4.68204, -4.80422
0.19, 0.0319375, -4.34704, -4.34488, -3.67397, -3.64658, -4.3308, -3.51704, -3.32999, -3.50665, -4.1224, -4.42402, -4.73308, -4.79321, -4.39222, -4.55788, -4.405, -4.46885, -4.65669, -4.5734, -4.50276, -4.57563
0.2, 0.0319375, -4.40141, -4.45214, -3.94008, -3.8728, -3.56161, -3.52149, -3.33288, -3.87567, -3.8591, -4.22102, -4.40331, -4.50262, -4.5962, -4.63241, -4.49976, -4.30315, -4.6079, -4.68677, -4.64621, -4.55483
0.21, 0.0319375, -4.57867, -4.28768, -3.746, -3.66988, -3.42673, -3.13147, -3.08852, -3.68655, -3.89405, -4.3903, -4.41283, -4.72593, -4.42386, -4.42899, -4.52822, -4.21711, -4.39166, -4.7406, -4.61739, -4.68653
