# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, 2.53462, 2.78012, 2.36075, 1.75774, 2.54654, 2.7453, 2.74807, 2.31156, 2.70148, 2.10322, 1.77754, 2.85133, 3.24593, 3.05942, 3.29608, 2.99496, 2.55721, 2.61852, 3.07046, 3.16968
0.01, 0.0319375, 3.40958, 3.73539, 3.41497, 2.91443, 3.55427, 3.54745, 3.48392, 3.14325, 3.77831, 3.39335, 3.38296, 3.90121, 4.22614, 4.00235, 4.24929, 4.15097, 4.32614, 4.42354, 4.34382, 4.26051
0.02, 0.0319375, 2.17443, 2.68674, 2.68558, 2.78662, 3.07133, 3.14033, 3.23175, 3.1791, 3.47958, 3.83544, 3.35562, 3.41775, 3.6629, 3.82339, 4.0436, 4.06541, 4.25742, 4.5363, 4.46173, 4.23545
0.03, 0.0319375, 2.32633, 2.29704, 1.98315, 2.36841, 2.22551, 2.6081, 2.76673, 2.49372, 2.85874, 3.45698, 2.99934, 3.35324, 3.47632, 3.4148, 3.33192, 3.37451, 3.32706, 3.80905, 4.33705, 3.65192
0.04, 0.0319375, 2.12573, 2.2395, 2.16816, 1.80075, 2.24733, 1.85004, 2.43577, 1.97605, 2.55163, 2.79033, 2.60226, 2.53252, 3.09546, 2.87319, 3.04704, 2.94087, 3.07905, 3.32911, 4.01753, 3.21424
0.05, 0.0319375, 1.89479, 2.24434, 2.04567, 1.58439, 2.19837, 1.62407, 2.13762, 1.89667, 2.19177, 2.29771, 2.15067, 2.40743, 2.90299, 2.8652, 2.97726, 2.68826, 2.85095, 2.83257, 3.6011, 2.76144
0.06, 0.0319375, 1.93471, 1.85721, 1.6152, 1.43795, 2.06704, 1.71653, 1.95637, 1.75758, 2.48662, 2.16991, 2.13268, 2.58003, 2.4986, 2.5619, 2.32657, 2.02061, 2.63799, 2.66437, 3.36034, 2.4381
0.07, 0.0319375, 1.32863, 1.79882, 1.70126, 1.47597, 1.75153, 1.19222, 1.58636, 1.40744, 1.97951, 1.82913, 2.25232, 2.31718, 2.41097, 2.00857, 2.16845, 1.8697, 2.33654, 2.32183, 3.41754, 2.30916
0.08, 0.0319375, 0.945701, 1.83337, 1.84438, 1.78382, 1.38549, 1.08076, 0.669492, 1.35562, 1.38682, 1.6749, 1.86879, 2.52127, 2.49156, 1.9838, 1.97855, 1.84388, 2.21997, 2.13975, 2.73491, 2.25919
0.09, 0.0319375, 0.945137, 1.09189, 1.21214, 0.971803, 1.1651, 0.926301, 0.815545, 1.23506, 1.59837, 1.71119, 1.80398, 1.84459, 1.85323, 1.58149, 1.84408, 1.80905, 1.92464, 1.84882, 2.40078, 1.74657
0.1, 0.0319375, 1.0345, 0.912569, 0.756357, 0.921307, 1.05533, 1.10111, 0.886032, 0.961404, 1.50596, 1.51717, 1.62269, 1.43969, 1.76446, 1.44332, 1.76517, 1.68129, 1.54939, 1.59352, 2.09274, 1.56623
0.11, 0.0319375, 0.498203, 0.478516, 0.714874, 0.944617, 1.25812, 0.418502, 0.852095, 0.913332, 1.49716, 1.40415, 1.36763, 1.43444, 1.64498, 1.57853, 1.30574, 1.35818, 1.11566, 1.15101, 1.97364, 1.33592
0.12, 0.0319375, 0.635902, 0.467707, 0.432988, 0.456009, 0.771488, -0.180188, 0.369852, 0.760273, 1.30314, 1.57402, 1.44033, 1.59216, 1.44335, 1.52088, 1.42285, 1.23127, 1.3244, 1.35703, 1.75307, 1.3875
0.13, 0.0319375, 0.401645, -0.0182709, 0.456881, -0.414463, 0.219711, 0.0869838, 0.499178, 0.651199, 1.25747, 1.7044, 1.53908, 1.65245, 1.4562, 1.59918, 1.38404, 1.27835, 1.48479, 1.45686, 1.82488, 1.41076
0.14, 0.0319375, -0.0696697, 0.0453891, 0.288593, -0.209908, 0.397066, 0.0951628, 0.184122, 0.327385, 0.670921, 1.12035, 1.21432, 1.41712, 1.12043, 1.20839, 1.31614, 1.28814, 1.09345, 1.31165, 1.99855, 1.23615
0.15, 0.0319375, -0.253962, 0.226327, 0.163724, -0.082351, 0.000357564, 0.272565, 0.265286, 0.550818, 0.888738, 1.05183, 1.15643, 1.05613, 1.32628, 1.11559, 1.05291, 1.0895, 1.1274, 1.25703, 1.75922, 0.816199
0.16, 0.0319375, -0.594207, 0.193322, 0.147156, -0.183565, 0.186059, 0.269955, -0.188907, -0.0102042, 0.692433, 0.898558, 0.781192, 0.510278, 1.06263, 0.665273, 0.7291, 0.771505, 0.606884, 0.878459, 1.8721, 0.495712
0.17, 0.0319375, -0.354653, 0.0965039, -0.283941, -0.398006, 0.672806, 0.583252, 0.178276, 0.229041, 0.64048, 0.74984, 0.29333, 0.546126, 0.761249, 0.519881, 0.674806, 0.488745, 0.193461, 0.596697, 1.6212, 0.65533
0.18, 0.0319375, -0.681553, -0.327572, -0.403429, -0.322555, 0.119731, -0.286926, -0.332378, -0.143792, 0.247556, 0.435924, 0.205301, 0.675387, 0.696311, 0.225535, 0.48132, 0.393359, 0.138307, 0.43502, 1.10956, 0.573355
0.19, 0.0319375, -0.71174, -0.246724, -0.556167, -0.883253, -0.448502, -0.490273, -0.0512059, -0.356038, 0.177574, 0.6313, 0.333811, 0.736116, 1.22681, 0.479492, 0.654072, 0.558469, 0.53177, 0.541726, 0.989117, 0.697957
0.2, 0.0319375, -1.50414, -0.516348, -0.888278, -0.750228, -0.905064, -0.579417, 0.359759, 0.166371, 0.0698397, 0.8961, 0.623223, 0.721359, 1.64553, 1.51302, 1.49719, 1.28607, 0.972551, 1.56069, 1.74311, 1.59795
0.21, 0.0319375, -1.10289, -0.682786, -0.852453, -1.28247, -0.631793, -0.580832, -0.329689, -0.2174, -0.182305, 0.385258, 0.245413, 0.329645, 1.06943, 1.59816, 1.32217, 0.873029, 0.954222, 1.51257, 1.69221, 1.3004
0.22, 0.0319375, -0.90988, -1.20666, -1.46252, -1.0834, -0.490367, -0.597947, -0.721943, -0.579524, -0.0694936, 0.309268, -0.0927561, 0.309993, 0.666094, 1.38108, 0.819185, 0.197555, 0.931287, 1.42809, 1.24821, 0.60981
0.23, 0.0319375, -1.55711, -1.3838, -1.09613, -0.959534, -0.985716, -0.762858, -0.670589, -0.410129, -0.44563, 0.0878764, 0.0363989, 0.183735, 0.763893, 1.06548, 0.685193, 0.146963, 0.992534, 1.65597, 1.45479, 0.595181
0.24, 0.0319375, -1.69147, -0.960658, -0.948752, -1.11122, -0.648244, -0.560597, -0.479746, -0.457759, -0.358492, -0.241161, 0.21544, 0.329698, 0.636282, 1.33415, 1.08001, 0.155835, 0.523562, 1.31181, 1.22606, 0.205871
0.25, 0.0319375, -1.90535, -1.14507, -1.18693, -1.12552, -1.05784, -1.42486, -0.847165, -0.427008, -0.363455, -0.0947459, 0.0507829, 0.0851771, 0.342661, 1.04325, 0.654037, -0.0397941, 0.0182904, 0.357067, 0.816707, 0.0268094
0.26, 0.0319375, -1.51781, -2.09961, -1.58185, -1.48833, -1.69354, -1.17625, -0.825318, -0.719709, -0.338503, -0.221503, -0.187587, 0.202212, 0.211308, 1.10944, 0.652909, -0.171938, -0.159288, 0.044676, 0.33417, -0.23625
0.27, 0.0319375, -2.11867, -2.13073, -1.41397, -1.30114, -0.998615, -0.840851, -0.744053, -0.556543, -0.349027, 0.543986, 0.274961, 0.653377, 0.637971, 1.15284, 1.018, 0.387765, 0.252573, 0.832245, 0.656963, 0.49594
0.28, 0.0319375, -1.25601, -1.32425, -0.955851, -0.870069, -0.631296, -0.791825, -0.726887, -0.00984715, 0.657242, 1.2566, 0.702142, 1.36093, 1.60296, 1.69675, 1.75809, 1.83128, 1.93347, 1.73539, 1.46789, 1.26095
0.29, 0.0319375, -1.03406, -0.833901, -0.690241, -0.547319, -0.425054, -0.492113, -0.291913, 0.107425, 0.851684, 0.94786, 0.547485, 1.16137, 1.72611, 1.67251, 1.76992, 2.0061, 2.11447, 1.83991, 1.65774, 1.43391
0.3, 0.0319375, -0.743692, -0.143998, -0.152062, 0.0976406, 0.580491, 0.259035, 0.451597, 0.507809, 0.798211, 1.01216, 0.632242, 1.16543, 1.34994, 1.90247, 2.14915, 1.80187, 1.17141, 0.93649, 1.30821, 0.951166
