# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -4.26746, -3.4107, -3.01531, -2.37024, -2.38609, -2.9316, -3.26304, -3.32805, -3.30117, -3.21357, -3.29691, -3.29383, -3.77904, -4.40541, -3.99383, -3.85895, -3.53145, -4.51162, -4.15275, -4.10856
0.01, 0.0319375, -4.41469, -2.72299, -2.58874, -1.5558, -1.88581, -2.32762, -2.88522, -3.16473, -3.3046, -3.00025, -2.76325, -2.45463, -2.69778, -3.65081, -3.42972, -3.24786, -3.0315, -3.75775, -3.28551, -3.44207
0.02, 0.0319375, -3.75694, -3.1049, -2.00127, -2.02123, -1.66191, -2.68531, -3.28292, -3.40008, -2.86439, -2.28082, -2.11059, -2.03949, -2.58043, -3.1132, -2.60916, -2.92964, -2.64861, -3.04775, -3.06313, -3.06972
0.03, 0.0319375, -2.88838, -4.06979, -1.59811, -2.71221, -2.05435, -3.26903, -2.71446, -2.72845, -2.27953, -1.99154, -2.16637, -2.24202, -2.17401, -2.67508, -2.71611, -2.7458, -2.28943, -3.06616, -2.84106, -2.88948
0.04, 0.0319375, -2.03349, -4.10977, -1.48519, -1.92513, -2.42219, -2.30744, -1.84459, -2.0783, -1.98107, -2.04146, -2.65355, -2.02447, -1.84534, -2.80313, -2.98289, -2.60128, -2.32633, -3.17696, -2.95039, -2.96729
0.05, 0.0319375, -1.13941, -2.23785, -1.30873, -1.32511, -1.21937, -1.4015, -1.46755, -1.64379, -2.24821, -2.20706, -2.12341, -2.17381, -2.19082, -2.93537, -2.76013, -2.85899, -2.85106, -3.43813, -3.32562, -3.23147
0.06, 0.0319375, -0.889421, -1.6747, -1.56307, -1.14381, -0.658957, -1.99875, -2.28992, -2.00968, -1.99103, -2.26872, -2.12998, -2.15393, -2.42534, -3.27436, -3.06856, -3.42997, -3.12154, -3.59725, -3.38174, -3.53633
0.07, 0.0319375, -0.985758, -1.24866, -1.2623, -1.06765, -0.402617, -1.76448, -2.99986, -2.63991, -1.77705, -2.03932, -2.10195, -2.19185, -2.41, -3.16444, -3.03853, -3.57702, -3.22695, -3.74512, -3.65105, -3.83164
0.08, 0.0319375, -0.847002, -1.51992, -1.18296, -1.09773, -0.85261, -2.32153, -3.75029, -2.99967, -2.05474, -2.2218, -2.35555, -2.75657, -2.76242, -3.40572, -3.27238, -3.62081, -3.06507, -3.41236, -3.60577, -3.45779
0.09, 0.0319375, -0.919328, -1.72319, -1.23766, -1.08018, -1.66106, -2.67676, -3.40157, -2.77806, -2.43038, -2.59529, -2.74152, -3.06246, -2.82927, -3.31893, -3.56341, -3.33375, -2.96252, -3.07624, -3.35958, -3.24609
