# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905
0.01, 0.0319375, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905
0.02, 0.0319375, -8.02011, -7.98006, -8.05905, -7.98637, -7.96812, -7.54846, -7.39812, -7.15548, -7.13366, -7.40433, -7.7596, -7.37203, -6.93077, -7.17342, -7.72984, -7.27916, -7.23214, -7.1814, -7.20827, -6.68712
0.03, 0.0319375, -8.05905, -8.05905, -8.05905, -8.05608, -7.86786, -7.73654, -7.60565, -7.48221, -7.45889, -7.37735, -7.42168, -7.21568, -7.20386, -7.19484, -7.04742, -7.07295, -6.89983, -6.88031, -6.66455, -6.49195
0.04, 0.0319375, -7.42025, -7.34025, -7.86274, -7.0652, -6.98795, -7.72607, -7.35824, -7.10081, -6.66051, -5.90593, -6.18758, -6.52318, -6.67475, -6.57842, -6.55306, -6.29565, -6.27948, -6.27329, -5.80903, -5.79384
0.05, 0.0319375, -6.74302, -7.01303, -6.93211, -7.24898, -6.95373, -6.39191, -6.42815, -6.6475, -6.39629, -5.95697, -6.02542, -6.06745, -6.23638, -6.13057, -6.49606, -6.35551, -6.315, -6.18542, -6.06469, -5.95288
0.06, 0.0319375, -7.05225, -6.9939, -6.50057, -6.75452, -6.65327, -6.17498, -6.48847, -6.31856, -5.69184, -5.26541, -5.11774, -5.15179, -5.68276, -6.30257, -6.24032, -6.01957, -6.1816, -5.87493, -5.82609, -5.4776
0.07, 0.0319375, -6.51294, -6.74716, -6.50004, -6.83656, -6.76996, -6.53934, -6.65694, -6.43037, -6.18632, -6.23314, -6.16875, -6.1788, -6.10084, -6.29112, -6.18241, -6.15926, -6.08169, -5.95238, -5.82734, -5.70808
0.08, 0.0319375, -5.95668, -5.87924, -6.46521, -5.88281, -6.25242, -6.7235, -6.20426, -6.36904, -6.26718, -6.52495, -6.1487, -5.98569, -5.92846, -5.66007, -5.63315, -5.93748, -5.89713, -5.697, -5.47592, -5.27742
0.09, 0.0319375, -6.11866, -6.12051, -6.71472, -6.27793, -6.36568, -6.65, -6.53726, -6.17671, -6.18894, -6.21728, -6.13588, -5.93181, -5.80426, -5.59465, -5.58257, -5.64067, -5.93214, -5.71206, -5.68934, -5.49026
