Time (seconds),accel0,accel1,accel2,gyro0,gyro1,gyro2
-0.164,0.0706536695,-0.8732695579,0.0977905467,3.8963420391,-54.1515159606,36.1519432067
-0.1439999999,-0.0638083294,-0.9045625329,0.0234697312,7.9913210868,-55.0071830749,52.7457733154
-0.1239999999,-0.1144149377,-0.891116321,-0.0476728901,18.5190849304,-51.9206657409,56.5962791442
-0.104,-0.0752987191,-0.87449193,-0.0515845119,17.3272628784,-47.7798500061,51.0191612243
-0.084,-0.0381383113,-0.9600586891,-0.0344711653,2.6281208992,-44.6933364868,38.9634208679
-0.064,0.0315374508,-1.07740736,0.0711426213,4.1866579055,-40.5066757202,29.199645996
-0.0439999999,0.0806771963,-1.0483146905,0.1760229766,9.0609054565,-42.4319267272,24.2642784118
-0.0239999999,0.1168597042,-1.0109097957,0.2227179706,6.356385231,-36.5950546264,25.4561004638
-0.004,0.1178376078,-1.0510039329,0.2875041961,7.8843626976,-29.3371639251,30.8651409149
0.016,0.0762766227,-1.0634721517,0.2941050529,17.08278656,-27.411912918,31.9958438873
0.0359999999,0.0097790546,-1.0676282644,0.2119610011,19.9401035308,-31.4916114807,29.2302055358
0.056,-0.0315374508,-1.0206887722,0.166488409,24.4781951904,-29.8872356414,28.5578956604
0.0759999999,-0.06943129,-0.9524798989,0.1386180967,24.7532310485,-25.0588264465,29.658039093
0.0959999999,-0.0721205249,-0.8835375905,0.127127707,20.7499313354,-21.6667175292,29.9025154113
0.116,-0.0559850856,-0.8434434533,0.1415518075,9.3512210845,-21.9570331573,26.8618412017
0.136,-0.016379917,-0.8598233461,0.166488409,-4.6908903121,-23.8822841644,21.6208782196
0.156,0.0166243929,-0.895516932,0.1938697546,-12.2849369049,-24.1267604827,16.2118396759
0.1759999999,0.027381353,-0.9439232349,0.2134278714,-17.3731021881,-22.8738193511,10.8027992248
0.1959999999,0.0371604077,-1.0192219018,0.2476545572,-15.493689537,-19.5122699737,7.074534893
0.216,0.029337164,-1.0365797281,0.265990287,-5.4090394973,-13.6295576095,4.7520093917
0.2359999999,0.029337164,-1.0236225128,0.2657458186,0.4125538468,-7.3037314414,3.1629128456
0.256,0.0249365884,-0.9991748929,0.273324579,1.3140604496,-1.3140604496,1.6349356174
0.276,0.0173578225,-0.9854842424,0.2579225599,-0.7487088441,3.911621809,0.4431134164
0.2959999999,0.0129572469,-0.9776609539,0.2549888491,-4.9812059402,9.0303459167,-0.5959111452
0.316,0.0034226691,-0.9742382764,0.2633010447,-7.8385233879,13.0947647094,-1.3293402194
0.336,-0.0422944091,-0.9603031277,0.2809033393,-9.290102005,15.3867311477,-1.7877334356
0.3559999999,-0.0816551074,-0.9656816124,0.2789475321,-9.3206615447,14.2407484054,-2.2919659614
0.3759999999,-0.1087919846,-0.9695932269,0.2941050529,-8.8164291381,12.6974906921,-2.7045197486
0.3959999999,-0.0889893993,-0.9686153531,0.3087736368,-7.2120528221,12.8961277008,-3.2698712348
0.416,-0.051340036,-0.9830394387,0.3552241623,-4.6450510025,15.1116952896,-5.1951227188
0.436,-0.0435167923,-0.96910429,0.3637808263,-0.0458393171,15.3256120681,-8.7247505187
0.456,-0.053295847,-0.9422119259,0.3588913083,3.4226691722,14.0726709365,-13.9045934677
0.4759999999,-0.0902117788,-0.875714302,0.307062298,8.2816371917,10.9097576141,-17.5564594268
0.4959999999,-0.123460561,-0.8566451668,0.2982611656,6.0202302932,8.7094707489,-21.8042354583
0.516,-0.1415518075,-0.8583565354,0.288726598,2.8878769874,6.7078204154,-25.4102611541
0.536,-0.1327506601,-0.8637349605,0.2994835376,-3.4226691722,3.6671454906,-28.8634910583
0.556,-0.1217492297,-0.8845154643,0.3158634603,-7.0134158134,1.6196558475,-31.445772171
0.5759999999,-0.1017021685,-0.910918951,0.3146410882,-9.6568164825,-0.9320661425,-35.2045974731
0.5959999999,-0.0462060309,-1.0334016084,0.2073159515,-14.5005044937,-4.110259056,-38.1383132934
0.616,0.0498731769,-1.1786205768,0.2065825313,-12.8961277008,-0.381994307,-31.2624149322
0.636,0.0244476366,-1.230205059,0.2070714831,-3.4226691722,3.4685084819,-16.8383102416
0.656,-0.0916786342,-1.1888885498,0.2104941457,-0.8709470629,8.3733158111,1.6043760776
0.676,-0.171377927,-1.1605292558,0.1880023181,-6.2188673019,8.235797882,18.5038051605
0.6959999999,-0.0904562547,-1.1737309694,0.1129480823,-8.098279953,5.302081108,28.8023719787
0.716,0.0393606945,-1.1634629964,0.1149038895,-9.1220245361,6.2341470718,35.9991455078
0.7359999999,0.1327506601,-1.1020994186,0.1755340248,-7.3801302909,4.9200868606,31.9500045776
0.756,0.1642881184,-1.0813189744,0.2095162421,-8.0218811035,0.9015066027,16.1660003662
0.7759999999,0.1557314395,-1.0571157932,0.1911805123,-6.9675765037,-6.8300585746,-6.0202302932
0.786,0.1733337342,-1.0370687246,0.1527977287,-4.3852949142,-12.5446929931,-16.9605484008
0.806,0.1884912699,-1.0013751983,0.1342175155,0.8862268328,-12.712770462,-20.5818538665
0.8259999999,0.1977813839,-0.9649481773,0.1520642936,8.388595581,-9.7484951019,-21.1166458129
0.8459999999,0.1515753418,-0.9402561187,0.1515753418,15.0964155197,-13.1406040191,-19.4969902038
0.866,0.1261498034,-0.9250985383,0.1175931319,12.7586097717,-19.4511508941,-17.5717391967
0.8859999999,0.1134370341,-0.9263209104,0.1505974382,7.227332592,-22.7363014221,-13.1100444793
0.906,0.1061027422,-0.94465667,0.199003756,4.7520093917,-27.0146389007,-8.1746788024
0.9259999999,0.1036579757,-0.977172017,0.2315191179,7.6551661491,-31.7055282592,-5.5618371963
0.9459999999,0.1144149377,-0.9955077171,0.2065825313,12.6058120727,-37.0992889404,-6.0049505233
0.966,0.1310393363,-0.998685956,0.200226143,12.0404605865,-40.1552429199,-7.227332592
0.9859999999,0.1508419215,-0.9735049009,0.2202731966,13.7212362289,-45.9921150207,-5.3937597274
1.006,0.170155555,-0.9720380306,0.1982703357,19.2525138854,-50.0106964111,0.2291965931
1.026,0.1814014613,-0.9933074712,0.1606209725,30.5595455169,-52.0887451171,6.5397424697
1.046,0.1574427783,-1.0021085739,0.1598875373,38.9175796508,-52.2568206787,12.9266872406
1.066,0.1606209725,-0.9957522153,0.194114238,39.8343658447,-53.4944839477,17.2814235687
1.086,0.2004706114,-0.9810836315,0.2195397764,35.1129188537,-54.7321472167,19.6803474426
1.106,0.2119610011,-0.9835283756,0.2628120779,33.3710250854,-53.7389602661,19.6345081329
1.1259999999,0.166488409,-0.9837728738,0.2838370501,36.0297050476,-52.1498641967,19.6345081329
1.1459999999,0.0980350226,-0.9715490341,0.2879931628,40.0941238403,-52.2873802185,19.8484249114
1.1659999999,0.0503621287,-0.970326662,0.2686795294,42.6000061035,-58.9799232482,19.4053115844
1.1859999999,0.0562295615,-0.9744827747,0.2398313134,37.007610321,-70.9287033081,18.9316387176
1.2059999999,0.0704091936,-1.0128655433,0.2672126591,32.7598342895,-76.7350158691,20.4901752471
1.2259999999,0.0955902561,-0.9933074712,0.309018135,35.815788269,-76.9794921875,22.2167892456
