Time (seconds),accel0,accel1,accel2,gyro0,gyro1,gyro2
-0.644,0.1909360438,-0.9989303946,0.0672309994,1.1918222904,-0.5195122957,0.1833572685
-0.624,0.1897136569,-0.9991748929,0.0660086199,1.1918222904,-0.5806313753,0.1222381815
-0.604,0.1892247051,-0.9989303946,0.0667420476,1.2376616001,-0.7487088441,0.2291965931
-0.5839999999,0.1865354627,-1.0016196966,0.0667420476,1.3293402194,-0.855667293,0.2750359177
-0.5639999999,0.1884912699,-0.9981969594,0.0689423307,1.3446199893,-0.9626256823,0.2597561478
-0.544,0.1887357532,-0.9977080225,0.0691868141,1.2987806797,-1.0848639011,0.244476363
-0.524,0.1902026087,-0.9979525208,0.06943129,1.1459829807,-1.25294137,0.3055954575
-0.504,0.1902026087,-0.9979525208,0.0706536695,1.0237448215,-1.3293402194,0.244476363
-0.4839999999,0.1914249956,-0.999908328,0.0723650008,0.9931852221,-1.2987806797,0.2597561478
-0.464,0.1926473677,-1.0003973245,0.0696757659,0.8251076936,-1.2835009098,0.2291965931
-0.444,0.1938697546,-0.9994193911,0.0711426213,1.0084650516,-1.2071020603,0.1833572685
-0.424,0.1909360438,-0.998685956,0.0723650008,0.9626256823,-1.1765425205,0.2139168232
-0.404,0.1931363195,-1.0016196966,0.0716315731,0.8862268328,-1.0848639011,0.1680774986
-0.3839999999,0.1909360438,-1.0028420686,0.0708981454,1.1918222904,-1.2071020603,0.1680774986
-0.3639999999,0.1884912699,-0.9991748929,0.0735873878,1.3446199893,-1.1765425205,0.2750359177
-0.3439999999,0.1931363195,-0.9935519099,0.0770100504,1.390459299,-1.2376616001,0.244476363
-0.324,0.19533661,-0.9947743415,0.0801882445,0.9167863726,-1.0543043613,0.1222381815
-0.304,0.1926473677,-0.9952632784,0.0823885351,0.6723099946,-0.9473459124,0.0305595453
-0.2839999999,0.1897136569,-0.9972190856,0.0796992927,0.4889527261,-0.7945481538,0.0152797726
-0.264,0.1921584159,-1.0013751983,0.0762766227,0.3667145371,-0.855667293,0.0458393171
-0.2439999999,0.1926473677,-1.0021085739,0.0760321468,0.5806313753,-0.8403875231,0.1375179588
-0.224,0.1911805123,-1.0016196966,0.0750542432,0.7792683839,-1.0084650516,0.2750359177
-0.214,0.1919139474,-1.0001528263,0.0757876709,1.0848639011,-1.0543043613,0.1833572685
-0.1839999999,0.1911805123,-0.9959967136,0.0809216722,1.1307032108,-0.9931852221,0.1986370384
-0.164,0.1916694641,-0.9945298433,0.0818995833,0.6723099946,-0.9931852221,0.0763988643
-0.1439999999,0.1926473677,-0.9996638298,0.0801882445,0.4278336465,-1.1765425205,0.0763988643
-0.1239999999,0.1911805123,-0.9977080225,0.0787213891,0.7334290742,-1.0237448215,0.244476363
-0.104,0.1926473677,-0.9991748929,0.0801882445,0.6875897645,-1.0390245914,0.1375179588
-0.084,0.1931363195,-0.9974635839,0.0801882445,0.6417504549,-0.8862268328,0.1680774986
-0.064,0.1924028992,-0.9977080225,0.082633011,0.5806313753,-0.855667293,0.1527977287
-0.0439999999,0.1909360438,-0.9979525208,0.082633011,0.4736729562,-0.8098279237,0.1680774986
-0.0239999999,0.1916694641,-0.9981969594,0.0821440592,0.4431134164,-0.8251076936,0.1069584116
-0.004,0.1921584159,-0.9984414577,0.0818995833,0.4431134164,-0.8251076936,0.1069584116
0.016,0.190447092,-0.9991748929,0.0836109146,0.4278336465,-0.7334290742,0.1375179588
0.0359999999,0.1914249956,-0.9994193911,0.0801882445,0.381994307,-0.6570302248,0.0611190907
0.056,0.192891851,-0.998685956,0.0823885351,0.4889527261,-0.6875897645,0.0611190907
0.0759999999,0.1902026087,-0.9955077171,0.0828774869,0.6570302248,-0.6570302248,0.0916786342
0.0959999999,0.190447092,-0.9981969594,0.0821440592,0.381994307,-0.6111909151,0.0763988643
0.116,0.1897136569,-0.9972190856,0.0840998664,0.381994307,-0.6723099946,0.1375179588
0.136,0.1884912699,-0.9964856505,0.0811661556,0.3514347672,-0.5653516054,0.1527977287
0.156,0.1882468014,-0.9967301487,0.0838553905,0.1375179588,-0.5806313753,0.1527977287
0.1759999999,0.1887357532,-0.9984414577,0.0796992927,0.1833572685,-0.5653516054,0.0916786342
0.1959999999,0.1902026087,-0.9977080225,0.082633011,0.1069584116,-0.5195122957,0.0305595453
0.216,0.1894691735,-0.9984414577,0.0811661556,0.1986370384,-0.4431134164,0.1375179588
0.226,0.1884912699,-0.9996638298,0.0818995833,0.2597561478,-0.5042325258,0.1069584116
0.2459999999,0.1880023181,-0.9994193911,0.0823885351,0.2597561478,-0.5195122957,0.0916786342
0.266,0.1860465109,-0.9981969594,0.0816551074,0.2903156876,-0.5806313753,0.0763988643
0.2859999999,0.1880023181,-0.9989303946,0.0806771963,0.0916786342,-0.7181493043,0.0305595453
0.306,0.1877578496,-0.9972190856,0.0816551074,0.1375179588,-0.8251076936,0.1375179588
0.326,0.1860465109,-0.9979525208,0.0779879614,0.1069584116,-0.8709470629,0.1833572685
0.3459999999,0.1872688978,-0.9994193911,0.078965865,0.1375179588,-0.7945481538,0.1680774986
