Time (seconds),accel0,accel1,accel2,gyro0,gyro1,gyro2
-0.1839999999,0.0818995833,-0.9744827747,-0.1344619989,-4.9964857101,-14.8824987411,0.2291965931
-0.1739999999,0.0740763396,-0.9749717116,-0.1356843858,-4.9506464004,-15.6159276962,-0.2750359177
-0.154,0.0743208155,-0.9695932269,-0.1344619989,-5.1034440994,-16.1660003662,-0.381994307
-0.134,0.0907007306,-0.9823060035,-0.1354399025,-6.7842192649,-16.5785541534,-0.9779054522
-0.114,0.106591694,-0.9989303946,-0.1332396119,-6.4786233901,-16.9758281707,-1.543256998
-0.0939999999,0.1061027422,-0.9947743415,-0.1307948529,-4.8742475509,-16.5479946136,-1.1154234409
-0.074,0.1239495128,-0.9947743415,-0.1339730471,-5.5618371963,-16.043762207,-1.0084650516
-0.054,0.1393515318,-0.9964856505,-0.1202823668,-5.2868013381,-15.5395288467,-0.9167863726
-0.034,0.1444855332,-0.9793723225,-0.1141704618,-4.858967781,-13.9045934677,-0.7181493043
-0.014,0.1442410498,-0.9891513586,-0.1117256954,-5.9132719039,-11.6584663391,-1.1765425205
0.006,0.1483971476,-0.9994193911,-0.1153928413,-4.8742475509,-9.6262569427,-1.3751795291
0.026,0.147419244,-0.9959967136,-0.1158817932,-3.5601871013,-7.364850521,-2.0016503334
0.0459999999,0.1405739039,-1.004553318,-0.1122146472,-3.0101151466,-5.4701585769,-2.1238884925
0.066,0.127127707,-1.0106652975,-0.1158817932,-1.3140604496,-4.5228128433,-1.4668581485
0.0859999999,0.1134370341,-1.0013751983,-0.1276166588,0.5959111452,-4.6144914627,-0.5042325258
0.106,0.1075695976,-0.9952632784,-0.1432631462,0.8251076936,-4.6297712326,-0.2291965931
0.126,0.1041469275,-0.9928185343,-0.1432631462,0.6570302248,-4.8284082412,-0.1986370384
0.1459999999,0.0926565378,-0.9945298433,-0.1393515318,0.7334290742,-5.5465574264,-0.0611190907
0.166,0.0843443423,-0.9974635839,-0.143752098,1.2987806797,-6.6314210891,0.5806313753
0.1859999999,0.0948568284,-1.0050423145,-0.149864003,1.8946918249,-7.6246066093,0.3361549973
0.206,0.1063472181,-0.9764385819,-0.123460561,2.9337162971,-7.6551661491,-0.4889527261
0.226,0.1056137904,-0.9742382764,-0.1251718997,0.0458393171,-6.2799863815,-2.1238884925
0.2459999999,0.0931454971,-0.9891513586,-0.1378846615,-0.5959111452,-5.1340036392,-2.3683648109
