# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.0189894, 0.0077217, 0.0191078, 0.0706608, 0.0189132, 0.00694445, 0.0165887, 0.0104168, 0.00852706, 0.00967197, 0.00909696, 0.00679362, 0.0124775, 0.0162638, 0.00824642, 0.00890309, 0.0121959, 0.024125, 0.0553082, 0.0485884, 0.0172326, 0.0169462, 0.0555473, 0.0831463, 0.0454485, 0.0295429, 0.0221721, 0.0395102, 0.098864, 0.0558611, 0.036123, 0.0425297, 0.0284709, 0.0170547, 0.0241995, 0.0236517, 0.0254185, 0.0314405, 0.0384521, 0.03621, 0.0342352, 0.0656997, 0.0517369, 0.0558612, 0.0754212, 0.0727805, 0.0621394, 0.0643955, 0.0636525, 0.0763431
0.01, 0.0319375, 0.033639, 0.0164191, 0.015035, 0.0700825, 0.0245942, 0.00710153, 0.0151197, 0.00826912, 0.00805002, 0.00767485, 0.00522735, 0.00658485, 0.0133424, 0.0103053, 0.00759784, 0.0110857, 0.00954245, 0.0239464, 0.0310071, 0.0501826, 0.0400741, 0.0233064, 0.0871839, 0.0840918, 0.0283911, 0.0436158, 0.038129, 0.0345505, 0.0788788, 0.0537328, 0.0405861, 0.0661329, 0.0303099, 0.033339, 0.0393421, 0.0205802, 0.0367459, 0.0239153, 0.0407405, 0.0488358, 0.0518905, 0.0841973, 0.0802716, 0.0842669, 0.0899185, 0.0715038, 0.06149, 0.0954836, 0.0872159, 0.101465
0.02, 0.0319375, 0.0860253, 0.0536955, 0.0651548, 0.117712, 0.0624564, 0.0206427, 0.0212419, 0.0214493, 0.0113315, 0.0113079, 0.00829832, 0.00812203, 0.0097624, 0.00472678, 0.00879923, 0.0136517, 0.00619243, 0.0206199, 0.0258487, 0.0166877, 0.0508623, 0.0343617, 0.0738516, 0.0827352, 0.0950082, 0.0398431, 0.0573564, 0.0631827, 0.0977352, 0.0680046, 0.0399874, 0.038028, 0.0257343, 0.0336818, 0.0353779, 0.0230824, 0.0308424, 0.0249607, 0.02694, 0.0340528, 0.0287538, 0.0525202, 0.0633853, 0.0730352, 0.0791554, 0.0523772, 0.0474045, 0.0631525, 0.057344, 0.0561013
0.03, 0.0319375, 0.0429936, 0.0408985, 0.0664414, 0.295996, 0.143677, 0.0118931, 0.0122125, 0.0156859, 0.0217415, 0.00988222, 0.0122996, 0.0160393, 0.00942259, 0.00270917, 0.0103875, 0.00983063, 0.00616233, 0.018358, 0.0189015, 0.0144109, 0.0384195, 0.0233252, 0.0795767, 0.0960032, 0.162897, 0.0418621, 0.0630498, 0.072739, 0.156531, 0.0628664, 0.0350622, 0.0306473, 0.0291002, 0.0264196, 0.0309769, 0.0186126, 0.014966, 0.0253788, 0.0220938, 0.02274, 0.0252764, 0.0708917, 0.0750389, 0.0640609, 0.0489467, 0.0352812, 0.0393888, 0.0613258, 0.0301832, 0.0276968
0.04, 0.0319375, 0.0353952, 0.0342339, 0.0514322, 0.351385, 0.215973, 0.0268572, 0.0153072, 0.0270482, 0.0300124, 0.0128439, 0.00906152, 0.0126863, 0.0147966, 0.0055821, 0.0127522, 0.00875421, 0.00902785, 0.0163323, 0.0126174, 0.0245017, 0.0415069, 0.0192079, 0.0782838, 0.0561975, 0.123402, 0.0339335, 0.0343251, 0.0404074, 0.0850127, 0.0483626, 0.026726, 0.0266013, 0.027493, 0.0187275, 0.0193759, 0.0129353, 0.0148242, 0.0260171, 0.0292137, 0.0320803, 0.0241125, 0.0505489, 0.0586634, 0.0528454, 0.033005, 0.0254325, 0.0281493, 0.0311756, 0.021162, 0.0156139
0.05, 0.0319375, 0.05911, 0.0490151, 0.0551214, 0.238542, 0.134467, 0.0345092, 0.017461, 0.0277303, 0.0222976, 0.00831369, 0.00965131, 0.0111191, 0.00835424, 0.00538553, 0.00946404, 0.00595735, 0.00485942, 0.00742959, 0.00790858, 0.0134816, 0.0273822, 0.0218504, 0.0496648, 0.0519096, 0.108674, 0.0272071, 0.0275043, 0.031647, 0.0297819, 0.019799, 0.0245877, 0.0216004, 0.0152297, 0.0202184, 0.0236289, 0.0137661, 0.0210482, 0.0239651, 0.026172, 0.034384, 0.030711, 0.0361968, 0.0382226, 0.0328032, 0.0279187, 0.025269, 0.0277552, 0.0268634, 0.0192099, 0.0173043
0.06, 0.0319375, 0.0258865, 0.0158597, 0.0569975, 0.105294, 0.0348132, 0.0127512, 0.0268492, 0.0343393, 0.0164259, 0.0112417, 0.0215094, 0.00867751, 0.00429161, 0.00718202, 0.00930473, 0.00900553, 0.0103402, 0.0129983, 0.0124484, 0.0130288, 0.0199578, 0.0175406, 0.0204701, 0.034196, 0.0601762, 0.0202624, 0.0183834, 0.0256737, 0.0408898, 0.0218404, 0.0207956, 0.0159056, 0.0217862, 0.0233725, 0.0204125, 0.00902325, 0.0270913, 0.0386242, 0.0258878, 0.0323178, 0.0300627, 0.0296811, 0.0380599, 0.0342813, 0.0367866, 0.0257951, 0.0254999, 0.0307415, 0.0262194, 0.0201659
0.07, 0.0319375, 0.0324421, 0.00406974, 0.0552159, 0.183811, 0.0567202, 0.0190493, 0.034526, 0.0587594, 0.0160369, 0.0164295, 0.0522993, 0.0423707, 0.00732676, 0.00791402, 0.00866522, 0.0107544, 0.0199253, 0.0305306, 0.0357836, 0.0285362, 0.0350468, 0.0246375, 0.0257342, 0.0260333, 0.038234, 0.0179592, 0.0306172, 0.0286497, 0.0667899, 0.0391094, 0.0235008, 0.0165757, 0.0363946, 0.0234067, 0.0216703, 0.0165357, 0.0404121, 0.0685359, 0.0332996, 0.0440313, 0.0362167, 0.0286372, 0.0315572, 0.0291309, 0.0563373, 0.0315742, 0.0238926, 0.0274841, 0.024165, 0.0298585
0.08, 0.0319375, 0.017514, 0.0104467, 0.0689319, 0.496597, 0.378047, 0.0632907, 0.0553239, 0.103531, 0.0345995, 0.0069718, 0.0429406, 0.0799593, 0.0120426, 0.0164688, 0.0231497, 0.0105339, 0.050462, 0.0520604, 0.0392821, 0.0920181, 0.0416257, 0.0323801, 0.0304711, 0.0326211, 0.0348501, 0.0286672, 0.0483382, 0.0613093, 0.0383602, 0.0273979, 0.0292557, 0.0323262, 0.0228129, 0.0251657, 0.0458816, 0.0590988, 0.0550763, 0.0595091, 0.0190335, 0.0233291, 0.020992, 0.0233471, 0.0193501, 0.0219446, 0.0299458, 0.0339671, 0.0272717, 0.0252055, 0.0233472, 0.0166012
0.09, 0.0319375, 0.0100175, 0.0104347, 0.185592, 0.947388, 0.754898, 0.224957, 0.100213, 0.269097, 0.0803866, 0.0142321, 0.0584143, 0.14626, 0.0187999, 0.0456514, 0.0797876, 0.012743, 0.112939, 0.0927473, 0.156325, 0.394685, 0.0615638, 0.0701979, 0.0349508, 0.0656811, 0.0246742, 0.0372718, 0.0363134, 0.0860962, 0.0579936, 0.0398768, 0.0377251, 0.0343029, 0.0238571, 0.0404405, 0.0787307, 0.0861697, 0.0930921, 0.0583331, 0.0162263, 0.0161927, 0.0120506, 0.0180417, 0.0192485, 0.024632, 0.0286808, 0.0359823, 0.0269176, 0.0173543, 0.0176159, 0.0108712
0.1, 0.0319375, 0.0340794, 0.0327113, 0.236389, 0.863299, 0.51176, 0.205002, 0.162761, 0.435011, 0.0945307, 0.016672, 0.119728, 0.215845, 0.0277845, 0.0814133, 0.0817658, 0.0197007, 0.182074, 0.109994, 0.313133, 0.642255, 0.0928181, 0.128373, 0.0400829, 0.0906158, 0.0426678, 0.0487653, 0.0404315, 0.0839686, 0.107908, 0.0461776, 0.0317729, 0.0470125, 0.0310792, 0.0703151, 0.125913, 0.124435, 0.124244, 0.0931475, 0.0229655, 0.0127974, 0.00966949, 0.0167285, 0.0184265, 0.0193296, 0.0344083, 0.0430418, 0.0309568, 0.0197625, 0.0155182, 0.0134529
0.11, 0.0319375, 0.0359545, 0.0304524, 0.220391, 0.392235, 0.138451, 0.0764106, 0.358362, 0.599833, 0.0648693, 0.0317628, 0.253791, 0.183985, 0.029182, 0.132156, 0.0786478, 0.042889, 0.231852, 0.0745025, 0.475622, 0.5408, 0.0862075, 0.103561, 0.0368003, 0.0923524, 0.0515366, 0.0317352, 0.0310637, 0.065129, 0.131888, 0.0529325, 0.0383115, 0.0500125, 0.0498435, 0.100978, 0.129188, 0.138718, 0.15421, 0.0955391, 0.019029, 0.0121109, 0.0105984, 0.0168711, 0.0210204, 0.0215854, 0.0416356, 0.0394673, 0.0330365, 0.0167069, 0.0168832, 0.0182043
0.12, 0.0319375, 0.00619148, 0.0134532, 0.359624, 0.450952, 0.139128, 0.0673853, 0.502255, 0.621158, 0.0642017, 0.0499445, 0.306732, 0.0998906, 0.0286774, 0.129477, 0.0455653, 0.0503476, 0.169957, 0.0967034, 0.42995, 0.235117, 0.0990204, 0.0699044, 0.0406811, 0.0484273, 0.0552442, 0.0384226, 0.031603, 0.121021, 0.143886, 0.0574156, 0.0340911, 0.0350087, 0.0568711, 0.0897312, 0.110263, 0.108869, 0.131855, 0.0899285, 0.0134996, 0.00967835, 0.00592026, 0.0140851, 0.0201069, 0.0214111, 0.0438505, 0.0335338, 0.0245863, 0.0187043, 0.00909743, 0.0130199
0.13, 0.0319375, 0.00649922, 0.0241064, 0.53599, 0.630495, 0.111396, 0.0501298, 0.395909, 0.357308, 0.0545498, 0.0654935, 0.284098, 0.089625, 0.0276059, 0.096792, 0.0253422, 0.0468573, 0.0730692, 0.137969, 0.586849, 0.184311, 0.0924687, 0.0414124, 0.0472452, 0.0308841, 0.0474751, 0.0244652, 0.0383883, 0.162983, 0.15827, 0.071055, 0.0243309, 0.0298704, 0.0249871, 0.0482609, 0.0987915, 0.0858176, 0.0866792, 0.0690207, 0.0121486, 0.00862764, 0.00480995, 0.0135891, 0.0266348, 0.0286001, 0.0483266, 0.0289043, 0.0262266, 0.019818, 0.0074135, 0.00999352
0.14, 0.0319375, 0.00945826, 0.0405548, 0.635908, 0.53358, 0.0968919, 0.0394844, 0.237924, 0.166268, 0.0356479, 0.078638, 0.218661, 0.0467959, 0.0292833, 0.0692509, 0.00997216, 0.0561003, 0.129175, 0.13631, 0.602329, 0.199231, 0.0858207, 0.0374515, 0.0370287, 0.0177344, 0.0421921, 0.0203653, 0.0276176, 0.100424, 0.0832239, 0.0461415, 0.0161716, 0.035029, 0.0371017, 0.0436596, 0.067137, 0.0543363, 0.080587, 0.0494387, 0.00963797, 0.00661647, 0.00578859, 0.0114057, 0.0232326, 0.0237397, 0.0351943, 0.019916, 0.0200994, 0.0150525, 0.00720356, 0.00798971
