# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, 1.29355, 1.12293, 1.54331, 1.42437, 2.25587, 1.49541, 0.955041, 1.42638, 1.43546, 1.39726, 1.01663, 0.787975, 0.549805, 0.571167, 0.644379, 0.491462, 0.265756, 0.487062, 0.309849, 0.283467
0.01, 0.0319375, 1.28401, 1.03271, 1.00102, 0.855292, 1.81059, 1.34183, 0.829263, 1.14383, 1.30873, 1.43072, 1.15445, 0.838101, 1.00205, 0.926978, 0.870022, 0.742433, 0.457863, 0.444428, 0.27864, 0.226
0.02, 0.0319375, 1.20998, 0.971503, 1.40146, 1.60005, 1.90492, 1.34088, 1.42239, 1.15522, 1.24279, 1.28938, 0.935744, 0.853323, 0.994986, 0.721429, 1.08385, 0.816634, 0.597094, 0.556296, 0.175275, 0.119934
0.03, 0.0319375, 1.10405, 0.936192, 1.19695, 1.35019, 2.12081, 1.76705, 1.23637, 1.33006, 1.60745, 1.4376, 1.08031, 1.07135, 1.13932, 0.77962, 0.819648, 0.462597, 0.605278, 0.603879, 0.149987, 0.14421
0.04, 0.0319375, 0.862164, 1.39608, 1.15591, 1.20229, 1.98494, 1.64663, 1.28704, 1.59431, 1.48979, 1.36116, 1.28338, 0.778699, 0.970082, 0.886771, 0.77044, 0.502244, 0.523234, 0.598301, 0.302433, 0.142075
0.05, 0.0319375, 1.46599, 1.25237, 1.48398, 1.65917, 1.87164, 1.5402, 1.41938, 1.53788, 1.57402, 1.74474, 1.11105, 0.665272, 1.03933, 1.19289, 0.8764, 0.570386, 0.315383, 0.401944, 0.260474, 0.20698
0.06, 0.0319375, 1.21032, 1.25705, 1.29933, 1.5456, 1.65258, 1.44028, 1.67229, 1.59372, 1.63218, 1.66166, 1.11751, 0.948998, 0.931994, 0.870768, 1.04541, 0.764679, 0.633361, 0.517546, 0.128645, 0.444191
0.07, 0.0319375, 1.06871, 0.581329, 0.965968, 1.62859, 1.80728, 1.41039, 1.45214, 1.1725, 1.33925, 1.39188, 1.15762, 1.13684, 0.914763, 0.924803, 1.09566, 0.970092, 0.889426, 0.679871, 0.254817, 0.749142
0.08, 0.0319375, 1.09871, 0.934885, 1.31377, 2.08838, 1.75206, 1.2856, 1.58036, 1.50135, 1.52444, 1.2614, 1.11034, 1.23879, 1.18578, 0.928614, 0.959946, 0.726921, 0.680956, 0.73317, 0.364849, 0.69645
0.09, 0.0319375, 1.25814, 0.871328, 1.27149, 1.80763, 1.69828, 1.37173, 1.55638, 1.39661, 1.74389, 1.35534, 0.989028, 1.00874, 1.16314, 0.975974, 0.847834, 0.594748, 0.594444, 0.633464, 0.251985, 0.582841
