Time (seconds),accel0,accel1,accel2,gyro0,gyro1,gyro2
-0.264,0.1787122189,-0.9656816124,-0.28994897,0.1680774986,-0.6875897645,0.2903156876
-0.2439999999,0.1794456541,-0.9661706089,-0.2884820997,0.0458393171,-0.381994307,0.3667145371
-0.224,0.1796901226,-0.9664150476,-0.2889710664,-0.0305595453,-0.0611190907,0.5195122957
-0.204,0.1831128001,-0.9644592404,-0.2897045016,0.244476363,0.1527977287,0.6417504549
-0.1839999999,0.1789567023,-0.9625034332,-0.2894600033,0.3514347672,-0.1069584116,0.5806313753
-0.164,0.1772453635,-0.9627479314,-0.2872597277,0.1680774986,-0.3361549973,0.4125538468
-0.1439999999,0.1757785081,-0.9649481773,-0.2897045016,-0.0763988643,-0.3667145371,0.381994307
-0.1239999999,0.1718668788,-0.9656816124,-0.2919047772,-0.2139168232,-0.3514347672,0.4125538468
-0.104,0.172600314,-0.967392981,-0.2901934385,-0.0611190907,-0.244476363,0.2750359177
-0.084,0.1711334586,-0.9678819179,-0.2882376313,0.1069584116,-0.1986370384,0.3972740769
-0.064,0.1721113622,-0.9678819179,-0.288726598,0.2903156876,-0.4431134164,0.381994307
-0.0439999999,0.1716224104,-0.9659261107,-0.2882376313,0.4583931863,-0.7945481538,0.4736729562
-0.0239999999,0.1755340248,-0.9615255594,-0.2892155349,0.3972740769,-0.9931852221,0.5806313753
-0.004,0.1760229766,-0.961769998,-0.2911713421,0.0611190907,-1.0848639011,0.4736729562
0.016,0.1745561212,-0.9632368683,-0.28994897,-0.2903156876,-1.1459829807,0.2750359177
0.0359999999,0.1752895563,-0.9627479314,-0.2911713421,-0.2903156876,-1.1459829807,0.3361549973
0.056,0.1760229766,-0.9649481773,-0.2911713421,-0.244476363,-1.2835009098,0.3361549973
0.0759999999,0.1772453635,-0.9647037386,-0.293616116,-0.3055954575,-1.3446199893,0.2597561478
0.0959999999,0.1745561212,-0.96910429,-0.2955719232,-0.0611190907,-1.3751795291,0.244476363
0.116,0.1752895563,-0.9664150476,-0.2945940196,0.1069584116,-1.6349356174,0.4736729562
0.136,0.1721113622,-0.9610365629,-0.2921492457,0.1986370384,-1.9099715948,0.626470685
0.156,0.1728447824,-0.9647037386,-0.2933716475,0.2139168232,-1.9710906744,0.8098279237
0.1759999999,0.1745561212,-0.9688598513,-0.2879931628,0.381994307,-1.9405311346,0.8862268328
0.1859999999,0.1765119284,-0.9732604026,-0.2901934385,0.5195122957,-1.7571738958,1.0084650516
0.206,0.1823793649,-0.9820615649,-0.2906824052,1.3598997592,-1.2376616001,1.3751795291
0.226,0.1745561212,-0.9825505018,-0.2843260169,2.3989243507,-1.25294137,2.1391682624
0.2459999999,0.1699110716,-0.9752162098,-0.2721021771,3.3157105445,-1.7113345861,3.0101151466
0.266,0.1645325869,-0.9629923701,-0.2564556896,3.1323533058,-2.1391682624,3.5907466411
0.2859999999,0.1620878279,-0.9629923701,-0.2432539761,2.1850075721,-2.643400669,3.1476330757
0.306,0.1691776365,-0.9786388874,-0.2371420711,1.25294137,-3.1629128456,2.1544480323
0.326,0.1870244145,-1.0011307001,-0.2390978783,1.7571738958,-2.9184365272,1.5585367679
0.3459999999,0.1980258524,-1.0211777687,-0.2488769292,4.1408185958,-2.4294838905,1.5738165378
0.366,0.199003756,-1.0219111442,-0.2530330419,6.9828562736,-2.2308468818,2.3378052711
0.386,0.1980258524,-1.0145769119,-0.2486324608,9.8248939514,-1.4668581485,3.911621809
0.406,0.1924028992,-0.9967301487,-0.2393423616,12.1626987457,-0.1527977287,6.1119089126
0.4259999999,0.1853130757,-0.9783943891,-0.2342083603,13.5837182998,1.25294137,8.1441192626
0.4459999999,0.1884912699,-0.9732604026,-0.2368975877,13.8434743881,2.3378052711,9.2595424652
0.466,0.1887357532,-0.9732604026,-0.2405647337,13.7517957687,3.1629128456,9.3053817749
0.4859999999,0.1850686073,-0.9774165153,-0.2486324608,13.9351530075,3.3462703227,8.9386672973
0.506,0.1792011708,-0.9783943891,-0.2437429279,14.6380224227,3.5449073314,9.137304306
0.5259999999,0.1748006045,-0.9761941432,-0.2295633107,15.4172906875,3.606026411,9.7484951019
0.546,0.1718668788,-0.9840173721,-0.2197842448,16.6702327728,3.911621809,10.5888824462
0.5659999999,0.1787122189,-0.9889068603,-0.2170950025,18.7635612487,5.4701585769,11.4903888702
0.5859999999,0.1828683167,-0.9849952459,-0.2119610011,20.7957706451,7.8996424674,11.9182224273
0.6059999999,0.1843351721,-0.9717935323,-0.196558997,22.445985794,9.9165725708,11.3987102508
0.6259999999,0.1858020424,-0.9634813666,-0.1728447824,23.6989269256,10.6805610656,10.0693702697
0.6459999999,0.1748006045,-0.9610365629,-0.153531149,26.3117675781,10.8791980743,8.7400302886
0.666,0.1733337342,-0.9505240917,-0.1403294354,30.6053848266,11.9029426574,8.54139328
0.676,0.1792011708,-0.9368334412,-0.1303059011,34.3336486816,13.3392419815,8.2205181121
0.6959999999,0.1777343153,-0.9241206645,-0.1217492297,37.0381698608,13.9198732376,6.49390316
0.716,0.1745561212,-0.9175198078,-0.1239495128,38.6272659301,14.2713079452,3.9574611186
0.7359999999,0.1659994572,-0.9260764718,-0.1491305828,39.1620559692,14.2560281753,1.4057390689
0.756,0.1571982949,-0.9568805098,-0.1691776365,38.8717422485,13.2322826385,-0.9015066027
0.7759999999,0.1300614178,-0.9852397441,-0.1586651653,37.7257575988,9.8401737213,-3.101793766
0.796,0.0652751922,-0.9989303946,-0.1391070485,36.0602645874,5.0728845596,-6.3716650009
0.816,0.007334291,-1.0160437822,-0.1576872467,34.318370819,-0.4889527261,-9.5498580932
0.8359999999,-0.0195581093,-1.0219111442,-0.1814014613,33.7835769653,-3.7282645702,-9.3359413146
0.856,-0.0283592585,-0.9832839369,-0.1454634368,29.4594020843,-0.4889527261,-3.1781926155
0.8759999999,0.0,-0.9424563646,-0.0902117788,25.6700172424,7.51764822,4.8284082412
