Time (seconds),x0,x1,x2
0.021040975000000017,0.0351562,-0.1374512,-1.0131836
0.042081950000000035,0.0222168,-0.1152344,-1.0061035
0.063122925,0.0371094,-0.1245117,-1.0292969
0.08416390000000001,0.0197754,-0.1049805,-1.0251465
0.10520487500000003,0.032959,-0.135498,-1.0222168
0.12624585,0.0351562,-0.119873,-1.0229492
0.147286825,0.0371094,-0.1325684,-1.0195312
0.16832780000000003,0.0317383,-0.1286621,-1.0400391
0.18936877500000002,0.0263672,-0.1320801,-1.0334473
0.21040975,0.0407715,-0.1408691,-1.0126953
0.23145072500000002,0.0327148,-0.1154785,-1.0256348
0.2524917,0.0397949,-0.1586914,-1.0217285
0.273532675,0.0241699,-0.130127,-1.0297852
0.29457365,0.0205078,-0.1159668,-1.0219727
0.31561462500000004,0.0354004,-0.1242676,-1.0195312
0.3366556,0.0234375,-0.1298828,-1.0231934
0.357696575,0.0322266,-0.1203613,-1.0388184
0.37873755000000003,0.0217285,-0.1257324,-1.0231934
0.399778525,0.0339355,-0.126709,-1.0280762
0.4208195,0.0290527,-0.1230469,-1.026123
0.438791565,0.0351562,-0.1374512,-1.0131836
0.45676363,0.0222168,-0.1152344,-1.0061035
0.474735695,0.0371094,-0.1245117,-1.0292969
0.49270776,0.0197754,-0.1049805,-1.0251465
0.510679825,0.032959,-0.135498,-1.0222168
0.52865189,0.0305176,-0.1271973,-1.0039062
0.546623955,0.0300293,-0.1152344,-1.0126953
0.56459602,0.0371094,-0.1252441,-1.0231934
0.582568085,0.0256348,-0.1245117,-1.0236816
0.60054015,0.036377,-0.1223145,-1.0161133
0.618512215,0.0251465,-0.1333008,-1.0241699
0.63648428,0.0236816,-0.1079102,-1.034668
0.654456345,0.0241699,-0.130127,-1.0297852
0.67242841,0.0205078,-0.1159668,-1.0219727
0.690400475,0.0354004,-0.1242676,-1.0195312
0.7083725399999999,0.0234375,-0.1298828,-1.0231934
0.726344605,0.0322266,-0.1203613,-1.0388184
0.74431667,0.0217285,-0.1257324,-1.0231934
0.7622887349999999,0.0339355,-0.126709,-1.0280762
0.7802608,0.0290527,-0.1230469,-1.026123
0.801226505,0.0310059,-0.1157227,-1.0378418
0.82219221,0.0222168,-0.1152344,-1.0061035
0.8431579149999999,0.0371094,-0.1245117,-1.0292969
0.86412362,0.0197754,-0.1049805,-1.0251465
0.885089325,0.032959,-0.135498,-1.0222168
0.90605503,0.0305176,-0.1271973,-1.0039062
0.9270207349999999,0.0300293,-0.1152344,-1.0126953
0.94798644,0.0371094,-0.1252441,-1.0231934
0.968952145,0.0256348,-0.1245117,-1.0236816
0.98991785,0.036377,-0.1223145,-1.0161133
1.010883555,0.0251465,-0.1333008,-1.0241699
1.03184926,0.0236816,-0.1079102,-1.034668
1.052814965,0.0270996,-0.1274414,-1.0166016
1.07378067,0.019043,-0.1259766,-1.0136719
1.094746375,0.0263672,-0.1169434,-1.0366211
1.11571208,0.0270996,-0.1210938,-1.0292969
1.136677785,0.0305176,-0.1193848,-1.0253906
1.1576434899999999,0.0449219,-0.1262207,-1.0214844
1.178609195,0.026123,-0.126709,-1.0300293
1.1995749,0.0266113,-0.1269531,-1.0126953
1.2206407,0.0310059,-0.1157227,-1.0378418
1.2417065,0.0246582,-0.1259766,-1.0246582
1.2627723,0.0405273,-0.1259766,-1.0322266
1.2838381,0.0234375,-0.1159668,-1.0290527
1.3049039,0.0280762,-0.1269531,-1.0148926
1.3259697,0.0290527,-0.1269531,-1.0239258
1.3470355,0.0070801,-0.1113281,-1.0302734
1.3681013,0.0380859,-0.1318359,-1.0183105
1.3891670999999999,0.0158691,-0.1220703,-1.0170898
1.4102329,0.036377,-0.1223145,-1.0161133
1.4312987,0.0251465,-0.1333008,-1.0241699
1.4523645,0.0236816,-0.1079102,-1.034668
1.4734303,0.0270996,-0.1274414,-1.0166016
1.4944961,0.019043,-0.1259766,-1.0136719
1.5155619,0.0263672,-0.1169434,-1.0366211
1.5366277,0.0270996,-0.1210938,-1.0292969
1.5576935,0.0305176,-0.1193848,-1.0253906
1.5787593,0.0449219,-0.1262207,-1.0214844
1.5998251,0.026123,-0.126709,-1.0300293
1.6208909,0.0266113,-0.1269531,-1.0126953
1.6418563050000001,0.0310059,-0.1157227,-1.0378418
1.66282171,0.0246582,-0.1259766,-1.0246582
1.683787115,0.0405273,-0.1259766,-1.0322266
1.70475252,0.0234375,-0.1159668,-1.0290527
1.725717925,0.0280762,-0.1269531,-1.0148926
1.74668333,0.0290527,-0.1269531,-1.0239258
1.7676487349999999,0.0070801,-0.1113281,-1.0302734
1.78861414,0.0380859,-0.1318359,-1.0183105
1.809579545,0.0158691,-0.1220703,-1.0170898
1.83054495,0.0268555,-0.1223145,-1.0332031
1.8515103549999998,0.0285645,-0.1169434,-1.0192871
1.87247576,0.027832,-0.1247559,-1.0095215
1.893441165,0.0185547,-0.125,-1.0200195
1.91440657,0.0253906,-0.1130371,-1.0285645
1.9353719749999998,0.0227051,-0.1210938,-1.0229492
1.95633738,0.0454102,-0.1271973,-1.0236816
1.977302785,0.0305176,-0.1193848,-1.0253906
1.9982681899999999,0.0449219,-0.1262207,-1.0214844
2.0192335949999998,0.026123,-0.126709,-1.0300293
2.040199,0.0266113,-0.1269531,-1.0126953
2.05820684,0.010498,-0.1118164,-1.0097656
2.0762146799999996,0.0292969,-0.1279297,-1.0297852
2.0942225199999998,0.0246582,-0.1279297,-1.0358887
2.11223036,0.0263672,-0.1328125,-1.0358887
2.1302382,0.0280762,-0.1269531,-1.0148926
2.14824604,0.0290527,-0.1269531,-1.0239258
2.1662538799999997,0.0070801,-0.1113281,-1.0302734
2.18426172,0.0380859,-0.1318359,-1.0183105
2.20226956,0.0158691,-0.1220703,-1.0170898
2.2202773999999996,0.0268555,-0.1223145,-1.0332031
2.2382852399999997,0.0285645,-0.1169434,-1.0192871
2.25629308,0.027832,-0.1247559,-1.0095215
2.27430092,0.0185547,-0.125,-1.0200195
2.29230876,0.0253906,-0.1130371,-1.0285645
2.3103165999999997,0.0227051,-0.1210938,-1.0229492
2.32832444,0.0454102,-0.1271973,-1.0236816
2.34633228,0.0246582,-0.130127,-1.0239258
2.3643401199999996,0.026123,-0.1181641,-1.0344238
2.3823479599999997,0.026123,-0.1218262,-1.0187988
2.4003558,0.0373535,-0.1328125,-1.0251465
2.421339855,0.010498,-0.1118164,-1.0097656
2.44232391,0.0292969,-0.1279297,-1.0297852
2.463307965,0.0246582,-0.1279297,-1.0358887
2.48429202,0.0263672,-0.1328125,-1.0358887
2.505276075,0.0288086,-0.1286621,-1.0275879
2.52626013,0.0244141,-0.1176758,-1.0227051
2.547244185,0.0385742,-0.137207,-1.0339355
2.56822824,0.019043,-0.1337891,-1.0322266
2.589212295,0.0166016,-0.1201172,-1.0239258
2.61019635,0.0129395,-0.1503906,-1.0236816
2.631180405,0.0214844,-0.1225586,-1.0224609
2.65216446,0.0056152,-0.1259766,-1.0141602
2.673148515,0.020752,-0.1132812,-1.0319824
2.69413257,0.0253906,-0.1130371,-1.0285645
2.715116625,0.0227051,-0.1210938,-1.0229492
2.73610068,0.0454102,-0.1271973,-1.0236816
2.757084735,0.0246582,-0.130127,-1.0239258
2.77806879,0.026123,-0.1181641,-1.0344238
2.799052845,0.026123,-0.1218262,-1.0187988
2.8200369,0.0373535,-0.1328125,-1.0251465
2.8380394349999998,0.010498,-0.1118164,-1.0097656
2.8560419699999997,0.0292969,-0.1279297,-1.0297852
2.8740445049999996,0.0246582,-0.1279297,-1.0358887
2.89204704,0.0263672,-0.1328125,-1.0358887
2.910049575,0.0288086,-0.1286621,-1.0275879
2.92805211,0.0244141,-0.1176758,-1.0227051
2.946054645,0.0385742,-0.137207,-1.0339355
2.9640571799999997,0.019043,-0.1337891,-1.0322266
2.9820597149999997,0.0166016,-0.1201172,-1.0239258
3.00006225,0.0129395,-0.1503906,-1.0236816
3.018064785,0.0214844,-0.1225586,-1.0224609
3.03606732,0.0056152,-0.1259766,-1.0141602
3.054069855,0.020752,-0.1132812,-1.0319824
3.0720723899999998,0.0297852,-0.1201172,-1.0332031
3.0900749249999997,0.0195312,-0.1274414,-1.026123
3.1080774599999996,0.034668,-0.1293945,-1.029541
3.126079995,0.0195312,-0.1181641,-1.0253906
3.14408253,0.0217285,-0.1235352,-1.0048828
3.162085065,0.0283203,-0.1293945,-1.0258789
3.1800876,0.0263672,-0.1184082,-1.0280762
3.20120762,0.026123,-0.119873,-1.0192871
3.2223276399999996,0.0322266,-0.1291504,-1.0368652
3.2434476599999997,0.0200195,-0.1237793,-1.0270996
3.26456768,0.0356445,-0.1325684,-1.032959
3.2856877,0.0231934,-0.1123047,-1.0192871
3.30680772,0.020752,-0.1181641,-1.0317383
3.32792774,0.0297852,-0.1286621,-1.0219727
3.34904776,0.0400391,-0.1218262,-1.0219727
3.37016778,0.0166016,-0.1201172,-1.0239258
3.3912877999999997,0.0129395,-0.1503906,-1.0236816
3.41240782,0.0214844,-0.1225586,-1.0224609
3.43352784,0.0056152,-0.1259766,-1.0141602
3.45464786,0.020752,-0.1132812,-1.0319824
3.4757678800000003,0.0297852,-0.1201172,-1.0332031
3.4968879,0.0195312,-0.1274414,-1.026123
3.51800792,0.034668,-0.1293945,-1.029541
3.53912794,0.0195312,-0.1181641,-1.0253906
3.56024796,0.0217285,-0.1235352,-1.0048828
3.58136798,0.0283203,-0.1293945,-1.0258789
3.602488,0.0263672,-0.1184082,-1.0280762
3.629348825,0.026123,-0.119873,-1.0192871
3.65620965,0.0322266,-0.1291504,-1.0368652
3.683070475,0.0200195,-0.1237793,-1.0270996
3.7099313,0.0356445,-0.1325684,-1.032959
3.736792125,0.0231934,-0.1123047,-1.0192871
3.76365295,0.020752,-0.1181641,-1.0317383
3.790513775,0.0297852,-0.1286621,-1.0219727
3.8173746,0.0400391,-0.1218262,-1.0219727
3.844235425,0.0065918,-0.1066895,-1.0266113
3.87109625,0.0395508,-0.1240234,-1.0288086
3.897957075,0.0314941,-0.1347656,-1.0153809
3.9248179,0.0249023,-0.1105957,-1.0095215
3.951678725,0.0405273,-0.1303711,-1.0241699
3.97853955,0.0085449,-0.1132812,-1.0241699
4.005400375,0.0390625,-0.1057129,-1.0327148
4.0322612,0.0168457,-0.1157227,-1.0007324
4.059122025,0.0195312,-0.1181641,-1.0253906
4.08598285,0.0217285,-0.1235352,-1.0048828
4.112843675,0.0283203,-0.1293945,-1.0258789
4.1397045,0.0263672,-0.1184082,-1.0280762
4.15472052,0.0270996,-0.1276855,-1.0090332
4.16973654,0.0356445,-0.1220703,-1.0415039
4.18475256,0.0095215,-0.092041,-1.0319824
4.19976858,0.0356445,-0.1325684,-1.032959
4.2147846,0.0231934,-0.1123047,-1.0192871
4.22980062,0.020752,-0.1181641,-1.0317383
4.24481664,0.0297852,-0.1286621,-1.0219727
4.25983266,0.0400391,-0.1218262,-1.0219727
4.27484868,0.0065918,-0.1066895,-1.0266113
4.2898647,0.0395508,-0.1240234,-1.0288086
4.30488072,0.0314941,-0.1347656,-1.0153809
4.31989674,0.0249023,-0.1105957,-1.0095215
4.33491276,0.0405273,-0.1303711,-1.0241699
4.34992878,0.0085449,-0.1132812,-1.0241699
4.3649448,0.0390625,-0.1057129,-1.0327148
4.37996082,0.0168457,-0.1157227,-1.0007324
4.39497684,0.0285645,-0.1074219,-1.0371094
4.40999286,0.0236816,-0.1176758,-1.0246582
4.42500888,0.0246582,-0.1179199,-1.0244141
4.4400249,0.0266113,-0.1071777,-1.0358887
