Time (seconds),accel0,accel1,accel2,gyro0,gyro1,gyro2
-0.189,0.0100235305,-0.7586101293,0.6745103001,0.1222381815,0.1222381815,-0.8098279237
-0.169,0.0090456251,-0.7593435645,0.6754881739,0.1680774986,-0.0458393171,-0.7945481538
-0.149,0.0068453382,-0.7568988204,0.673776865,0.1680774986,-0.1527977287,-0.8403875231
-0.129,0.0068453382,-0.7573877573,0.6776884794,0.244476363,-0.1375179588,-0.626470685
-0.109,0.0070898146,-0.7568988204,0.6752437353,0.1222381815,-0.1375179588,-0.4889527261
-0.0889999999,0.0097790546,-0.7576322555,0.6754881739,0.1527977287,-0.0152797726,-0.2291965931
-0.069,0.0090456251,-0.7564098834,0.6769550442,0.2291965931,-0.0305595453,-0.0305595453
-0.049,0.0080677196,-0.7561653852,0.6764661073,0.2139168232,-0.3667145371,0.1986370384
-0.029,0.0066008619,-0.7578766942,0.6735323667,0.1222381815,-0.7028695344,0.244476363
-0.009,0.0034226691,-0.7568988204,0.6720654964,0.0152797726,-0.855667293,0.3208752274
0.0109999999,0.0066008619,-0.7564098834,0.6727989315,0.0458393171,-0.9015066027,0.5653516054
0.031,0.00537848,-0.7583656907,0.6747547388,0.3208752274,-1.0084650516,0.6417504549
0.0509999999,0.0036671455,-0.7573877573,0.6769550442,0.244476363,-1.2376616001,0.5806313753
0.0709999999,0.0034226691,-0.7593435645,0.6769550442,0.2291965931,-1.3446199893,0.3972740769
0.0909999999,0.0056229564,-0.7603214979,0.6779329776,0.3208752274,-1.2071020603,0.244476363
0.111,0.0041560982,-0.7576322555,0.6784219145,0.6723099946,-0.9626256823,0.3055954575
0.131,0.00268924,-0.7566543221,0.6764661073,0.5347920656,-1.0237448215,0.2291965931
0.1509999999,0.00268924,-0.7578766942,0.6764661073,0.3514347672,-0.8098279237,0.2139168232
0.171,0.0031781927,-0.7600769996,0.6769550442,0.4583931863,-0.4736729562,0.1680774986
0.191,0.0063563855,-0.7605659365,0.6774439811,0.5500718355,-0.1527977287,0.1986370384
0.2109999999,0.0061119091,-0.7588546276,0.676710546,0.4583931863,-0.244476363,0.1680774986
0.231,0.0088011492,-0.7546985149,0.6759771704,0.1527977287,-0.3667145371,0.0611190907
0.2509999999,0.00537848,-0.7573877573,0.6762216091,0.0152797726,-0.5959111452,-0.244476363
0.2709999999,0.00537848,-0.7566543221,0.6801332235,0.1375179588,-0.4278336465,-0.1375179588
0.2909999999,0.0056229564,-0.7571433186,0.6779329776,0.5959111452,-0.2750359177,0.1986370384
0.3109999999,0.0044005746,-0.7534761428,0.6769550442,0.7792683839,-0.4278336465,0.2291965931
0.331,0.00537848,-0.7522537708,0.6762216091,0.6875897645,-0.5806313753,0.1527977287
0.3509999999,0.0046450509,-0.7520092725,0.6759771704,0.3208752274,-0.6875897645,-0.0152797726
0.3709999999,0.0046450509,-0.75543195,0.6774439811,0.3208752274,-0.6417504549,-0.1527977287
0.391,0.0061119091,-0.7573877573,0.6786663532,0.5959111452,-0.3972740769,0.1222381815
0.4109999999,0.0058674328,-0.7556764483,0.6811111569,0.9167863726,-0.1833572685,0.381994307
0.4309999999,0.0044005746,-0.7546985149,0.6796442866,0.8098279237,-0.244476363,0.4278336465
0.4509999999,0.0044005746,-0.7559208869,0.6786663532,0.7181493043,-0.5500718355,0.3667145371
0.4709999999,0.0044005746,-0.7556764483,0.6793997883,0.6111909151,-0.7945481538,0.1375179588
0.491,0.0036671455,-0.7561653852,0.6796442866,0.4125538468,-0.5500718355,0.1222381815
0.511,0.0024447636,-0.7546985149,0.6796442866,0.3972740769,-0.1527977287,0.1680774986
0.531,0.0012223818,-0.7549430131,0.6816000938,0.1986370384,-0.2597561478,0.3667145371
0.551,0.0031781927,-0.7527427077,0.6828224658,-0.0763988643,-0.8098279237,0.5347920656
0.5709999999,0.0014668582,-0.7476087212,0.6825780272,-0.3514347672,-1.1154234409,0.5042325258
0.591,0.0014668582,-0.748586595,0.6828224658,-0.6111909151,-1.1154234409,0.4736729562
0.6109999999,0.0024447636,-0.7505424022,0.6840448379,-0.6111909151,-1.0543043613,0.5195122957
0.631,-0.0002444763,-0.7493200302,0.6838003993,-0.6875897645,-1.2987806797,0.763988614
0.6509999999,-0.0051340037,-0.7476087212,0.6879565119,-0.6875897645,-1.543256998,0.6417504549
0.671,-0.0019558109,-0.7505424022,0.6894233226,-0.3361549973,-1.6043760776,0.8251076936
0.681,0.0024447636,-0.7532316446,0.6852672696,-0.0916786342,-1.726614356,1.1918222904
0.7009999999,0.0029337164,-0.7529872059,0.6796442866,0.0916786342,-2.1086087226,1.1612627506
0.7209999999,-0.0004889527,-0.7532316446,0.6747547388,0.1986370384,-2.2919659614,0.8403875231
0.741,-0.0002444763,-0.7515203356,0.6752437353,0.1375179588,-1.8182929754,0.3514347672
0.761,0.0017113345,-0.7490755915,0.6754881739,0.3667145371,-0.9931852221,0.381994307
0.781,0.00537848,-0.7498090267,0.6727989315,0.4736729562,-0.0763988643,0.7792683839
0.8009999999,0.0046450509,-0.7520092725,0.6720654964,0.1375179588,0.5042325258,1.2682211399
0.8209999999,0.0029337164,-0.7561653852,0.6740213036,-0.3055954575,0.4736729562,1.390459299
0.841,0.0048895273,-0.7556764483,0.6762216091,-0.7487088441,0.7945481538,1.2071020603
0.8609999999,0.0100235305,-0.7590991258,0.6784219145,-0.626470685,1.7418941259,1.1307032108
0.881,0.0119793415,-0.7630107402,0.6803777217,-0.4736729562,2.50588274,1.0237448215
0.9009999999,0.0066008619,-0.7620328068,0.6813555955,-0.2597561478,2.353085041,0.9473459124
0.921,0.0017113345,-0.7622773051,0.6808666586,-0.0763988643,1.8641322851,1.1307032108
0.941,0.0034226691,-0.7630107402,0.6779329776,0.2903156876,1.8946918249,1.3751795291
0.9609999999,0.0083121964,-0.7595880627,0.6769550442,0.5347920656,2.1391682624,1.726614356
0.981,0.0078232437,-0.7588546276,0.674999237,-0.1527977287,2.047489643,1.9099715948
1.0009999999,0.0058674328,-0.7603214979,0.676710546,-0.3055954575,1.8182929754,1.7724536657
1.0209999999,0.00268924,-0.7620328068,0.6774439811,0.0458393171,1.7113345861,2.0933289527
1.0409999999,-0.0012223818,-0.7578766942,0.6762216091,0.2291965931,1.543256998,2.7350792884
1.0609999999,0.0004889527,-0.7539650797,0.6735323667,-0.2291965931,1.3446199893,3.5754668712
1.0809999999,0.0014668582,-0.7517648339,0.6774439811,-0.9167863726,1.1307032108,4.4005746841
1.1009999999,-0.0092901019,-0.7488310933,0.6793997883,-1.9252513647,0.5195122957,4.858967781
1.1209999999,-0.0100235305,-0.7551875114,0.6784219145,-3.0101151466,0.0763988643,4.4922533035
1.131,-0.0095345778,-0.7605659365,0.6781774163,-3.0712342262,0.3972740769,3.9421813488
1.151,-0.0092901019,-0.7605659365,0.6830669641,-2.4906029701,1.1307032108,3.4990680217
1.171,-0.0119793415,-0.7622773051,0.68062222,-0.9167863726,1.6654952764,3.0406746864
1.191,-0.014668582,-0.7674112915,0.6776884794,-0.3361549973,1.543256998,2.0780491828
1.211,-0.0298261158,-0.769611597,0.681844592,-1.6196558475,1.6654952764,0.7028695344
1.231,-0.0352045968,-0.7855025529,0.6894233226,-4.5075330734,1.9863704442,-0.6723099946
1.2509999999,-0.0317819267,-0.8131283521,0.7021360993,-6.3716650009,3.3615500926,-1.6960548162
1.2709999999,-0.0202915389,-0.8307306766,0.7175381183,-6.5397424697,4.8742475509,-1.5279772281
1.2909999999,-0.0051340037,-0.8405097126,0.7351404428,-7.4565291404,5.8674325942,-0.6570302248
1.3109999999,-0.011001436,-0.8583565354,0.7446749806,-8.7094707489,5.8521528244,-0.3361549973
1.3309999999,-0.0178467743,-0.8678910732,0.7319622039,-11.0931148529,4.9353666305,-1.0237448215
1.3509999999,-0.0242031607,-0.8810927867,0.7212052941,-14.0115518569,4.4922533035,-1.9863704442
1.3709999999,-0.0405830778,-0.899672985,0.7168046832,-16.4715957641,2.9948353767,-1.7113345861
1.391,-0.0418054573,-0.9153195023,0.7190049886,-19.4053115844,1.0084650516,-1.0390245914
1.411,-0.0178467743,-0.9177642464,0.7094703912,-21.6208782196,0.4278336465,-1.3140604496
1.431,-0.007334291,-0.9246096014,0.6935794353,-23.3780517578,1.1612627506,-2.9337162971
1.451,-0.0107569601,-0.9238761663,0.6938239336,-24.7685108184,1.2987806797,-3.7282645702
1.471,-0.0202915389,-0.9221648573,0.6901567578,-25.8228149414,0.9626256823,-3.8505027294
1.491,-0.0205360148,-0.9219203591,0.6683983802,-26.7243232727,1.7418941259,-3.6518657207
1.5109999999,-0.0298261158,-0.919475615,0.6544632315,-27.0299186706,3.8810622692,-3.6977050304
1.5309999999,-0.0283592585,-0.9158084392,0.6554411053,-26.5104045867,7.0898146629,-4.0338602066
1.5509999999,-0.0193136334,-0.9006509184,0.6419949531,-27.3355140686,8.7553100585,-4.9048070907
1.5709999999,-0.0259144939,-0.879625976,0.6097240447,-29.7649974822,7.5940470695,-5.0423250198
1.5809999999,-0.0271368753,-0.8661797642,0.5967668294,-30.987379074,6.2341470718,-3.75882411
1.6009999999,-0.0232252553,-0.851755619,0.5867432951,-30.7123432159,5.7146348953,-2.3836445808
1.6209999999,-0.0386272668,-0.8441768884,0.5539834499,-30.0094738006,5.760474205,-1.7571738958
1.641,-0.051340036,-0.8319530487,0.5231794118,-30.9720993041,6.0966291427,-2.3683648109
1.661,-0.0388717427,-0.8187513351,0.5102221965,-31.5985698699,5.6229562759,-3.0253949165
1.681,-0.0400941222,-0.7886807322,0.5312471389,-27.2896747589,3.0559544563,-2.5364422798
1.701,-0.0520734637,-0.7701005339,0.5256241559,-21.55975914,0.5195122957,-0.3514347672
1.721,-0.0183357279,-0.7747455835,0.5107111334,-20.2304191589,0.9167863726,1.1612627506
1.741,-0.012712771,-0.787947297,0.458148688,-21.101366043,2.3225255012,1.1307032108
1.7609999999,-0.0344711653,-0.8092167377,0.4317452609,-22.0334320068,1.6196558475,0.7181493043
1.7809999999,-0.0623414739,-0.796503961,0.448369652,-19.772026062,-0.0305595453,0.8862268328
1.8009999999,-0.0547627061,-0.7940592169,0.4491030871,-18.7788410186,-0.8862268328,1.6960548162
1.8209999999,-0.0234697312,-0.8211960792,0.4324786961,-20.1387405395,0.7028695344,2.9642758369
1.841,-0.0156464874,-0.8559117317,0.4160987734,-23.1182956695,1.1612627506,3.6977050304
1.8609999999,-0.0288482103,-0.8872047066,0.4508144259,-23.6072483062,-0.0305595453,3.2545914649
1.881,-0.0523179396,-0.8979616761,0.4779512882,-23.8364448547,-2.7503590583,2.0627694129
1.9009999999,-0.0537847988,-0.928032279,0.4593710899,-24.5545940399,-4.9659261703,1.2376616001
1.921,-0.0435167923,-0.9615255594,0.4224551618,-25.7005767822,-4.9200868606,2.047489643
1.941,-0.04425022,-0.9752162098,0.4248999059,-26.5409641265,-3.8963420391,3.4073894023
1.961,-0.0254255421,-0.9700822234,0.463771671,-27.0604782104,-3.3309905529,2.4600434303
1.981,-0.0317819267,-0.9678819179,0.4647495746,-27.7633476257,-4.4464139938,0.3361549973
2.0009999999,-0.022002872,-0.9867066144,0.4297894537,-27.6258296966,-5.1340036392,0.763988614
2.0209999999,-0.0061119091,-0.9920850992,0.417076677,-26.8924007415,-4.6144914627,2.047489643
2.031,-0.0107569601,-0.9925740361,0.4134095311,-27.0604782104,-3.5449073314,2.1391682624
2.051,-0.0205360148,-1.0008862018,0.4136539995,-28.4203777313,-3.3004307746,1.9099715948
2.071,-0.0212694443,-1.0297344923,0.3872505724,-29.199645996,-4.4005746841,1.9405311346
2.091,-0.0251810643,-1.0651835203,0.3645142614,-30.2845096588,-5.5465574264,2.50588274
2.111,-0.0374048836,-1.0727622509,0.3713595867,-29.9330749511,-6.5550222396,3.3921096324
2.1309999999,-0.0491397492,-1.0458698272,0.3972740769,-27.1674365997,-6.1119089126,2.9337162971
2.1509999999,-0.0440057441,-1.0280231237,0.3970296084,-26.2048091888,-6.9370169639,0.0611190907
2.1709999999,-0.0481618419,-1.0199553966,0.3760046362,-25.6547374725,-8.0218811035,-0.1375179588
2.1909999999,-0.053295847,-1.0077315568,0.3669590055,-24.9671478271,-9.2137031555,1.25294137
2.2109999999,-0.0525624193,-1.0069981813,0.3581578731,-26.5715236663,-10.5888824462,1.1154234409
2.2309999999,-0.0730984359,-0.9991748929,0.3593802452,-22.0487117767,-9.4887390136,1.6502153873
2.2509999999,-0.0469394624,-0.9715490341,0.3637808263,-18.5954837799,-7.5023684501,2.8267579078
2.2709999999,-0.0330043099,-0.9527243971,0.3481343388,-16.2271194458,-5.2715215682,4.1560983657
