# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5
0.020051, 0, -0.0087535, -0.146064, -0.0401685, 4.40125, 1.24906, 0.748125
0.0401019, 0, -0.0291885, -0.123525, -0.0328485, 6.54281, 0.0525, 2.06281
0.0601529, 0, -0.035868, -0.106293, -0.0341295, 7.04375, -1.68656, 2.76719
0.0802039, 0, -0.0251015, -0.086193, -0.0301645, 7.23625, -2.70813, 2.80656
0.100255, 0, -0.01586, -0.072468, -0.024583, 6.24969, -2.29906, 2.24
0.120306, 0, -0.0063135, -0.0898225, -0.024095, 3.59406, -0.448438, 1.8725
0.140357, 0, -0.002013, -0.116907, -0.0360205, 0.623438, 1.20094, 2.55281
0.160408, 0, -0.0003965, -0.136426, -0.032269, -0.413438, 0.949375, 3.5175
0.180459, 0, -0.006588, -0.144875, -0.0281515, 1.77406, 0.872813, 4.08406
0.20051, 0, -0.0194895, -0.133468, -0.02684, 4.18469, 0.964688, 3.58969
0.220561, 0, -0.029646, -0.113826, -0.0225395, 5.44031, 1.06094, 2.62063
0.240612, 0, -0.034221, -0.104462, -0.0136945, 5.01375, 0.767812, 1.925
0.260663, 0, -0.0345565, -0.101108, -0.012139, 4.03594, 0.522812, 1.56406
0.280714, 0, -0.0297985, -0.0976305, -0.0132675, 3.86094, 0.35875, 1.70187
0.300765, 0, -0.025864, -0.099491, -0.011712, 3.08656, -0.153125, 2.38219
0.320816, 0, -0.0221735, -0.112758, -0.0072285, 2.04969, -0.6825, 2.38875
0.340866, 0, -0.0145485, -0.115564, -0.00305, 1.855, -1.12219, 1.22938
0.360917, 0, -0.0058255, -0.108916, -0.0045445, 1.5225, -1.22281, 0.144375
0.380968, 0, -0.001403, -0.10309, -0.0066795, 0.765625, -0.79625, -0.470313
0.401019, 0, -0.00305, -0.100589, -0.0041785, -0.0240625, -0.0678125, -0.877187
0.42107, 0, -0.0080825, -0.105499, -0.004758, -0.599375, 0.70875, -1.56406
0.441121, 0, -0.006344, -0.114741, -0.0050325, -0.5775, 1.09812, -2.28594
0.461172, 0, -0.001525, -0.117333, -0.005063, -0.6125, 1.62531, -2.68187
0.481223, 0, -0.0028365, -0.132797, -0.012749, -0.5425, 1.29719, -2.91812
0.501274, 0, 0.0070455, -0.141245, 0.00244, -0.06125, 1.53562, -2.905
0.521325, 0, 0.014396, -0.150609, 0.017263, 0.330312, 2.7475, -2.28594
0.541376, 0, 0.0145485, -0.154269, 0.014884, 1.18344, 4.30281, -1.82219
0.561427, 0, -0.0012505, -0.125416, 0.0021045, 2.88094, 4.56969, -2.08906
0.581478, 0, -0.022082, -0.110044, -0.004453, 1.76969, 4.00969, -0.93625
0.601529, 0, -0.0494405, -0.162229, -0.0260775, -2.69281, 5.10781, 3.23531
0.62158, 0, -0.0752435, -0.219021, -0.0276635, -5.38344, 4.34219, 6.42469
0.641631, 0, -0.0870775, -0.218837, -0.0241865, -2.27719, 0.662813, 5.64813
0.661682, 0, -0.06161, -0.167781, -0.021045, 2.38875, -1.97969, 0.295312
0.681733, 0, -0.0304695, -0.106293, -0.0180255, 4.40125, -2.40406, -3.16969
0.701784, 0, -0.005368, -0.068991, -0.022265, 3.05156, -0.531563, -3.85656
