# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.0397195, 0.0414379, 0.0240767, 0.0348823, 0.10244, 0.115776, 0.0458029, 0.025125, 0.0967081, 0.0804281, 0.0559839, 0.0231004, 0.0429493, 0.0209338, 0.0184691, 0.0313678, 0.0452502, 0.0424687, 0.0664958, 0.0625536, 0.0473286, 0.0469622, 0.0168519, 0.0157397, 0.0433626, 0.0528757, 0.0538262, 0.0422273, 0.0706435, 0.0483008, 0.041578, 0.055938, 0.0441567, 0.0724606, 0.0426642, 0.0448783, 0.0464931, 0.0368665, 0.0222009, 0.0607074, 0.0559309, 0.0362192, 0.0432827, 0.0209059, 0.0368762, 0.0363562, 0.055036, 0.0735603, 0.0818426, 0.0743766
0.01, 0.0319375, 0.0236722, 0.0370281, 0.0126267, 0.0337462, 0.0755224, 0.0610551, 0.0198475, 0.0253761, 0.0827331, 0.0873917, 0.0346837, 0.0467893, 0.0605705, 0.0304957, 0.0179738, 0.0114002, 0.0342306, 0.0524901, 0.0792975, 0.037815, 0.0260948, 0.0205626, 0.0105101, 0.0208163, 0.0302121, 0.0359158, 0.031827, 0.0210337, 0.0390696, 0.0285788, 0.046461, 0.0532926, 0.0695736, 0.0769372, 0.0341737, 0.0300587, 0.0449554, 0.033681, 0.0305366, 0.0712255, 0.0660763, 0.0646051, 0.0461135, 0.0276137, 0.0342375, 0.0407916, 0.0425232, 0.0608116, 0.0816169, 0.0819748
0.02, 0.0319375, 0.0210659, 0.0255633, 0.0218057, 0.0106735, 0.0320986, 0.0142664, 0.0216946, 0.0222756, 0.0405556, 0.115112, 0.0546357, 0.0454617, 0.025792, 0.0132273, 0.0187068, 0.0157003, 0.038588, 0.0487914, 0.0323121, 0.0327296, 0.0290213, 0.0307645, 0.0157069, 0.0212055, 0.0273387, 0.0274608, 0.0386656, 0.0205983, 0.035901, 0.025947, 0.0619546, 0.0626899, 0.0879034, 0.121255, 0.051951, 0.0470709, 0.0621791, 0.042123, 0.0462152, 0.0666745, 0.0696746, 0.0655317, 0.0392097, 0.0431753, 0.0380663, 0.0538686, 0.0513976, 0.042731, 0.0567952, 0.0975978
0.03, 0.0319375, 0.0126714, 0.0102725, 0.0171136, 0.0274701, 0.0293126, 0.0463908, 0.0281551, 0.0188485, 0.0181217, 0.0892338, 0.0754395, 0.0478455, 0.0183261, 0.006007, 0.00982898, 0.0137001, 0.0289114, 0.0313983, 0.0285254, 0.0353158, 0.0298878, 0.0214178, 0.012252, 0.024232, 0.0368374, 0.0310779, 0.0468615, 0.0262991, 0.0477741, 0.04612, 0.0711528, 0.0848985, 0.0970679, 0.108299, 0.0720088, 0.0577162, 0.0557333, 0.0527569, 0.0579745, 0.0698954, 0.0931615, 0.0987283, 0.0446018, 0.0408959, 0.0337599, 0.0380313, 0.0448278, 0.0533176, 0.0759567, 0.0776539
0.04, 0.0319375, 0.0119691, 0.00977763, 0.00988694, 0.0212586, 0.0098592, 0.0362444, 0.0234554, 0.0184782, 0.0145289, 0.045134, 0.0148959, 0.011717, 0.011919, 0.0159467, 0.00932079, 0.0113742, 0.0191721, 0.0207109, 0.0395644, 0.0405162, 0.0273626, 0.0277807, 0.0158822, 0.0227494, 0.0422336, 0.0212797, 0.0289342, 0.029774, 0.0363812, 0.0502931, 0.0731495, 0.0684237, 0.0638648, 0.0726165, 0.0495616, 0.0478599, 0.0489425, 0.0493901, 0.0514403, 0.0644124, 0.0561055, 0.0841371, 0.0471719, 0.0287076, 0.0365572, 0.0450526, 0.0463779, 0.0651564, 0.0764877, 0.0726165
0.05, 0.0319375, 0.00842505, 0.00417041, 0.00938964, 0.00673157, 0.00720652, 0.0277324, 0.0168751, 0.00748236, 0.0199974, 0.0370009, 0.0117689, 0.00925394, 0.00777717, 0.0117563, 0.00732557, 0.0108026, 0.0157719, 0.0234271, 0.0399775, 0.0431139, 0.0278413, 0.0280408, 0.0174992, 0.0260568, 0.0203167, 0.0243216, 0.0321909, 0.0172635, 0.0224984, 0.0309026, 0.0640731, 0.0456313, 0.0310604, 0.0414075, 0.0372192, 0.0307016, 0.0399127, 0.0347626, 0.0268623, 0.0307822, 0.0432663, 0.0584074, 0.0381248, 0.0351598, 0.03071, 0.0470621, 0.0445858, 0.0479637, 0.0428893, 0.0569879
0.06, 0.0319375, 0.00760505, 0.00420496, 0.008502, 0.0114407, 0.00381896, 0.0198214, 0.0220432, 0.0122127, 0.0129176, 0.0227053, 0.00945778, 0.00760801, 0.00807947, 0.00830104, 0.0142899, 0.0222362, 0.0242794, 0.0201615, 0.0369205, 0.0400479, 0.0392345, 0.030343, 0.0155432, 0.0138276, 0.0242986, 0.0308683, 0.0306024, 0.0381566, 0.0495153, 0.0415086, 0.0442158, 0.0440944, 0.047757, 0.0644303, 0.0422781, 0.0299109, 0.0425901, 0.0351852, 0.0383131, 0.0406404, 0.0471002, 0.0588131, 0.0354669, 0.032081, 0.0287425, 0.0339242, 0.0341078, 0.0592794, 0.0601829, 0.0589517
0.07, 0.0319375, 0.0115974, 0.0144561, 0.0316961, 0.0330437, 0.00492941, 0.0236263, 0.0482392, 0.0123857, 0.00691947, 0.013518, 0.0062795, 0.0177262, 0.0124004, 0.0083832, 0.0083793, 0.0174936, 0.0204946, 0.0242045, 0.0320874, 0.0186462, 0.0364989, 0.0287142, 0.0160325, 0.0130092, 0.0149936, 0.0361892, 0.0246286, 0.0318671, 0.0572375, 0.0709577, 0.0750295, 0.0433155, 0.0423144, 0.0557961, 0.0471035, 0.034465, 0.0449576, 0.0351909, 0.0372788, 0.0485274, 0.0614949, 0.0419539, 0.0440342, 0.0337119, 0.03669, 0.0439583, 0.0502175, 0.0463703, 0.0548823, 0.0625242
0.08, 0.0319375, 0.0195193, 0.0200177, 0.022126, 0.0507294, 0.0365724, 0.0298811, 0.0447407, 0.017491, 0.00978766, 0.0198054, 0.00953359, 0.0277952, 0.0225155, 0.0173435, 0.0063443, 0.0151312, 0.0237388, 0.0260611, 0.0516989, 0.0323023, 0.0215598, 0.0201383, 0.0281844, 0.0129107, 0.0293721, 0.0285816, 0.0318747, 0.0319622, 0.0461218, 0.0421821, 0.0855663, 0.063762, 0.057265, 0.0594641, 0.063877, 0.0401151, 0.062917, 0.0495527, 0.0496585, 0.0396653, 0.0348947, 0.0274992, 0.0385343, 0.0375189, 0.0472208, 0.0499769, 0.029911, 0.0485415, 0.050313, 0.0536963
0.09, 0.0319375, 0.0241543, 0.0090692, 0.0248477, 0.0444256, 0.0434213, 0.0370901, 0.0428068, 0.021111, 0.0123924, 0.0202401, 0.019038, 0.0213083, 0.0257158, 0.0159505, 0.0115749, 0.0236972, 0.0367383, 0.064142, 0.0497126, 0.0183683, 0.0442715, 0.0381683, 0.0403558, 0.0175587, 0.0173165, 0.0317099, 0.0337677, 0.0278176, 0.0227896, 0.0283216, 0.0555638, 0.0622185, 0.0425462, 0.0528192, 0.0676649, 0.0347372, 0.0451309, 0.0461587, 0.0349008, 0.043361, 0.0445, 0.0467202, 0.033551, 0.038597, 0.0367429, 0.0565122, 0.0298069, 0.0445112, 0.0489069, 0.0502583
