# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -5.17317, -4.60034, -3.8765, -2.15401, 1.40101, -0.0498825, -3.42777, -4.34598, -4.96619, -5.44957, -5.87308, -5.99083, -5.78, -6.41454, -6.59911, -6.80991, -6.19577, -7.34305, -6.78846, -6.12064
0.01, 0.0319375, -8.05905, -8.05905, -8.05905, -6.89076, 1.33954, -0.268274, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.59792, -6.5436, -8.05905, -8.05905, -8.05905, -6.47463, -8.05905, -7.87552, -6.67085
0.02, 0.0319375, -8.05905, -8.05905, -8.05905, -6.86345, 1.33952, -0.268486, -8.05905, -8.05905, -7.99861, -7.85912, -8.05905, -6.97454, -6.03389, -8.00906, -7.40192, -7.28292, -6.10303, -7.32556, -6.91579, -6.25017
0.03, 0.0319375, -8.05905, -8.05905, -8.05905, -6.84985, 1.33932, -0.268651, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -6.66982, -5.73663, -8.05905, -7.89896, -7.21852, -5.84945, -7.57349, -7.09023, -6.35149
0.04, 0.0319375, -8.05905, -8.05905, -8.05905, -6.81092, 1.33948, -0.268597, -8.05741, -8.05905, -7.85739, -7.72735, -7.98143, -6.85426, -6.0174, -7.62161, -7.21526, -6.83287, -5.5858, -7.08659, -6.68054, -5.99072
0.05, 0.0319375, -8.05905, -8.05905, -8.05905, -6.85016, 1.33921, -0.269146, -7.99809, -8.05905, -7.85346, -7.75032, -7.96401, -6.82584, -5.83249, -7.62447, -7.26981, -6.98692, -5.77602, -7.07183, -6.44319, -5.57518
0.06, 0.0319375, -8.05905, -8.05905, -8.05905, -6.87676, 1.3392, -0.268668, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.0666, -6.08161, -8.05905, -8.05905, -7.96388, -6.73534, -8.05905, -7.14432, -5.99917
0.07, 0.0319375, -8.05905, -8.05905, -8.05905, -6.89702, 1.33919, -0.268642, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.35179, -6.27528, -8.05905, -8.05905, -8.05905, -7.30138, -8.05905, -7.6698, -6.28954
0.08, 0.0319375, -8.05905, -8.05905, -8.05905, -6.89834, 1.33918, -0.268676, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.18446, -6.18112, -8.05905, -8.05905, -8.05905, -6.97098, -8.05905, -7.37383, -6.14007
0.09, 0.0319375, -8.05905, -8.05905, -8.05905, -6.83815, 1.33939, -0.268569, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -6.85496, -6.07766, -7.99984, -8.05905, -7.40038, -6.20527, -7.73187, -6.7654, -5.68956
0.1, 0.0319375, -8.05905, -8.05905, -8.05905, -6.83456, 1.33956, -0.268237, -7.96146, -8.05905, -8.05905, -8.05905, -8.04434, -7.0546, -6.36389, -7.68307, -7.64439, -7.18419, -6.12549, -7.29123, -6.56739, -5.65036
0.11, 0.0319375, -8.05905, -8.05905, -8.05905, -6.71055, 1.33937, -0.269108, -7.52087, -7.62661, -7.29842, -7.05091, -7.28446, -6.45054, -5.93779, -7.02347, -6.87034, -6.54601, -5.43928, -6.61478, -6.20545, -5.46353
0.12, 0.0319375, -8.05905, -8.05905, -8.05905, -6.80997, 1.33955, -0.26853, -7.94531, -8.05905, -7.72278, -7.45804, -7.87274, -7.00221, -6.41283, -7.46213, -7.19857, -6.87039, -5.60149, -6.92011, -6.41877, -5.78359
0.13, 0.0319375, -8.05905, -8.05905, -8.05905, -6.89726, 1.33955, -0.268267, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.77404, -6.71503, -8.05905, -8.05905, -8.05905, -6.29461, -8.05905, -7.62314, -6.32364
0.14, 0.0319375, -8.05905, -8.05905, -8.05905, -6.89667, 1.33955, -0.268279, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.78262, -6.71806, -8.05905, -8.05905, -8.05905, -6.32044, -8.05905, -7.72066, -6.34039
0.15, 0.0319375, -8.05905, -8.05905, -8.05905, -6.89667, 1.33955, -0.268279, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.78262, -6.71806, -8.05905, -8.05905, -8.05905, -6.32044, -8.05905, -7.72066, -6.34039
0.16, 0.0319375, -8.05905, -8.05905, -8.05905, -6.88805, 1.33957, -0.26825, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.52079, -6.57197, -8.05905, -8.05905, -7.91063, -6.17562, -8.05905, -7.39045, -6.17047
0.17, 0.0319375, -8.05905, -8.05905, -8.05905, -6.82963, 1.33944, -0.268642, -7.92291, -8.05905, -8.05905, -8.05905, -8.05905, -6.75763, -5.90168, -7.82431, -7.89635, -7.08835, -5.81777, -7.44782, -6.74757, -5.80078
0.18, 0.0319375, -8.05905, -8.05905, -8.05905, -6.76784, 1.33923, -0.269242, -7.93249, -8.04268, -7.79004, -7.64138, -7.87041, -6.63003, -5.70803, -7.53721, -7.17115, -6.77351, -5.45402, -6.94756, -6.42313, -5.60774
