# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5
-0.644, 0, 0.0297956, -0.128992, 0.00666198, 0.368625, 0.949256, 0.0515692
-0.624, 0, 0.0280842, -0.125753, 0.00592855, 0.884317, 1.05239, 0.0630291
-0.604, 0, 0.0281148, -0.123705, 0.00678422, 1.02947, 0.846117, -0.0286496
-0.584, 0, 0.0291232, -0.12398, 0.00556184, 0.914876, 0.609281, -0.219647
-0.564, 0, 0.0298567, -0.124194, 0.00611191, 1.06194, 0.450753, -0.328515
-0.544, 0, 0.0303151, -0.125019, 0.00938178, 1.34844, 0.267396, -0.492773
-0.524, 0, 0.0303456, -0.126517, 0.0122238, 1.71897, 0.196727, -0.69714
-0.504, 0, 0.0289093, -0.125111, 0.0130795, 2.25186, 0.221557, -0.70096
-0.484, 0, 0.0270452, -0.121719, 0.0124989, 2.57273, 0.244476, -0.65703
-0.464, 0, 0.0281148, -0.120527, 0.0137518, 2.21366, 0.070669, -0.737249
-0.444, 0, 0.0305901, -0.122758, 0.0159521, 1.59292, -0.250206, -0.869037
-0.424, 0, 0.0327904, -0.122819, 0.0171745, 1.17845, -0.324695, -0.784998
-0.404, 0, 0.0337377, -0.123094, 0.0159521, 0.65894, -0.437384, -0.515692
-0.384, 0, 0.03441, -0.123919, 0.0157076, 0.437384, -0.418284, -0.131788
-0.364, 0, 0.0341961, -0.125233, 0.015891, 0.263576, -0.318965, 0.223467
-0.344, 0, 0.0342267, -0.122727, 0.0143324, 0.145158, -0.066849, 0.460303
-0.324, 0, 0.0340433, -0.121474, 0.0127433, -0.0744889, 0.137518, 0.513782
-0.304, 0, 0.0335238, -0.121321, 0.0135684, -0.166168, 0.217737, 0.372444
-0.284, 0, 0.0332182, -0.121352, 0.0134462, -0.200547, 0.238746, 0.070669
-0.264, 0, 0.03386, -0.121535, 0.0141796, -0.269306, 0.362895, -0.227287
-0.244, 0, 0.0334016, -0.120924, 0.0165327, -0.626471, 0.500413, -0.418284
-0.224, 0, 0.0340433, -0.123766, 0.0148825, -0.744889, 0.513782, -0.513782
-0.204, 0, 0.0353574, -0.124163, 0.0136907, -0.595911, 0.765899, -0.458393
-0.184, 0, 0.0334321, -0.123522, 0.0172356, -0.345705, 0.867127, -0.347615
-0.174, 0, 0.030529, -0.12288, 0.0195275, -0.0916786, 0.788818, -0.311325
-0.144, 0, 0.0286037, -0.121474, 0.0181218, -0.00954986, 0.565352, -0.217737
-0.124, 0, 0.0299789, -0.122116, 0.0168994, 0.0553892, 0.240656, -0.126058
-0.104, 0, 0.0318125, -0.121474, 0.0164716, 0.234927, 0.0305595, -0.0954986
-0.084, 0, 0.0332793, -0.121444, 0.0174801, 0.280766, -0.0878587, -0.198637
-0.064, 0, 0.0334933, -0.119243, 0.016655, 0.609281, -0.0286496, -0.137518
-0.044, 0, 0.0335238, -0.121688, 0.0173578, 0.616921, -0.0897687, 0.0248296
-0.024, 0, 0.0334933, -0.124775, 0.018733, 0.416374, -0.275036, -0.175717
-0.004, 0, 0.0338294, -0.122422, 0.0195275, 0.458393, -0.200547, -0.320875
0.016, 0, 0.0345017, -0.120649, 0.0194359, 0.336155, -0.252116, -0.364805
0.036, 0, 0.036427, -0.12181, 0.0192525, 0.162348, -0.248296, -0.408734
0.056, 0, 0.036427, -0.122758, 0.0204443, 0.254026, -0.244476, -0.458393
0.076, 0, 0.0368548, -0.122941, 0.0205971, 0.280766, -0.173807, -0.498503
0.096, 0, 0.035174, -0.121566, 0.0209333, 0.571082, 0.0401094, -0.359075
0.116, 0, 0.0323931, -0.122208, 0.0206277, 0.65703, 0.122238, -0.227287
0.136, 0, 0.0318736, -0.122299, 0.0197109, 0.605461, 0.118418, -0.116508
0.156, 0, 0.0318736, -0.12181, 0.0184885, 0.618831, 0.0611191, 0.00763989
0.176, 0, 0.032821, -0.121444, 0.0177857, 0.555802, -0.0840387, 0.0477493
0.196, 0, 0.0337377, -0.120771, 0.0180913, 0.565352, -0.242566, 0.0763989
0.216, 0, 0.0345934, -0.12068, 0.018733, 0.487043, -0.357165, 0.0611191
0.236, 0, 0.0348379, -0.12071, 0.0198637, 0.374354, -0.414464, 0.0286496
0.256, 0, 0.0350212, -0.120619, 0.0198943, 0.210097, -0.401094, 0.0210097
0.276, 0, 0.0354491, -0.121566, 0.0198331, 0.103138, -0.441203, -0.00763989
0.296, 0, 0.0358158, -0.121963, 0.0193136, 0.231107, -0.454573, 0.0515692
0.316, 0, 0.0363353, -0.122269, 0.019772, 0.401094, -0.471763, 0.066849
0.336, 0, 0.0337072, -0.122177, 0.0214222, 1.02947, -0.67422, 0.124148
0.356, 0, 0.0326682, -0.120955, 0.0216667, 1.36372, -0.897687, 0.124148
0.376, 0, 0.0306512, -0.118571, 0.0221862, 1.38473, -0.998915, 0.179537
0.396, 0, 0.0325459, -0.11961, 0.0217278, 1.08868, -1.18609, 0.148978
0.416, 0, 0.034899, -0.120894, 0.0220334, 0.939706, -1.21092, 0.0993185
0.436, 0, 0.0368548, -0.12233, 0.021789, 0.945436, -1.2262, 0.0763989
0.456, 0, 0.0379244, -0.123247, 0.0220029, 1.0925, -1.15553, 0.122238
0.476, 0, 0.0348073, -0.111206, 0.0185191, 1.2835, -0.884317, 0.173807
0.496, 0, 0.0379244, -0.131712, 0.0284204, 0.0878587, -0.943526, 0.00572991
0.516, 0, 0.0336461, -0.118968, 0.0226141, 0.899597, -0.296046, 0.263576
0.536, 0, 0.0346851, -0.120985, 0.0225835, 0.532882, -0.215827, 0.148978
0.556, 0, 0.0353574, -0.119243, 0.0222168, 0.330425, -0.103138, 0.0611191
0.576, 0, 0.0349907, -0.118785, 0.0224918, 0.118418, -0.0553892, 0
0.596, 0, 0.0345934, -0.11961, 0.0226752, -0.168077, 0.00954986, -0.105048
0.616, 0, 0.0343489, -0.120221, 0.0225835, -0.389634, 0.0572991, -0.164258
0.636, 0, 0.0347768, -0.120374, 0.0220334, -0.517602, 0.129878, -0.198637
0.656, 0, 0.0358158, -0.120527, 0.0218806, -0.557712, 0.169987, -0.213917
0.676, 0, 0.0351129, -0.120252, 0.0219112, -0.563442, 0.227287, -0.233017
0.696, 0, 0.0343184, -0.119885, 0.021575, -0.630291, 0.192907, -0.242566
0.716, 0, 0.0336461, -0.120741, 0.0217278, -0.739159, 0.0897687, -0.271216
0.736, 0, 0.0331877, -0.121199, 0.0213306, -0.767809, -0.0305595, -0.267396
0.756, 0, 0.0329737, -0.121383, 0.0216667, -0.737249, -0.116508, -0.240656
0.776, 0, 0.0337683, -0.120894, 0.0208722, -0.68186, -0.250206, -0.213917
0.796, 0, 0.0345628, -0.120863, 0.0209944, -0.70096, -0.357165, -0.212007
0.806, 0, 0.0353574, -0.120924, 0.0208416, -0.68759, -0.416374, -0.202457
0.826, 0, 0.0358158, -0.120924, 0.0211166, -0.68568, -0.425924, -0.189087
0.846, 0, 0.0360297, -0.121169, 0.0209638, -0.714329, -0.439293, -0.183357
0.866, 0, 0.0363047, -0.12126, 0.0208111, -0.750619, -0.366715, -0.160438
0.886, 0, 0.0367631, -0.120802, 0.0206888, -0.739159, -0.265486, -0.108868
0.906, 0, 0.0372215, -0.120985, 0.0205055, -0.834658, -0.152798, -0.0993185
0.926, 0, 0.0367326, -0.121658, 0.0202304, -0.884317, -0.0630291, -0.0974085
0.946, 0, 0.0363353, -0.121444, 0.0191608, -0.884317, 0.0897687, -0.0878587
0.966, 0, 0.0359991, -0.121321, 0.0183357, -0.848027, 0.169987, -0.0897687
0.986, 0, 0.0356324, -0.121444, 0.018244, -0.804098, 0.217737, -0.110778
1.006, 0, 0.035663, -0.121138, 0.0172967, -0.775448, 0.248296, -0.122238
1.026, 0, 0.0363353, -0.12123, 0.0175106, -0.851847, 0.244476, -0.158528
1.046, 0, 0.0368854, -0.121413, 0.0173273, -0.872857, 0.265486, -0.185267
1.066, 0, 0.0372521, -0.121871, 0.0166855, -0.828928, 0.288406, -0.173807
1.086, 0, 0.0374049, -0.122574, 0.0170217, -0.66085, 0.309415, -0.143248
1.106, 0, 0.0372826, -0.122177, 0.0170217, -0.460303, 0.334245, -0.064939
1.126, 0, 0.037191, -0.121749, 0.0170522, -0.391544, 0.357165, -0.0190997
1.146, 0, 0.0369159, -0.121016, 0.0171745, -0.391544, 0.403004, 0.0114598
1.166, 0, 0.0368243, -0.121169, 0.0171439, -0.435474, 0.439293, 0.0133698
1.186, 0, 0.0367326, -0.121138, 0.0168383, -0.439293, 0.443113, 0
1.206, 0, 0.0360297, -0.12126, 0.0166244, -0.424014, 0.387724, 0.00572991
1.226, 0, 0.0360908, -0.120863, 0.0165022, -0.422104, 0.324695, 0.0286496
1.246, 0, 0.036702, -0.12126, 0.0157993, -0.433564, 0.271216, 0.0439293
1.266, 0, 0.0374049, -0.121199, 0.0158604, -0.410644, 0.259756, 0.0534792
1.286, 0, 0.0378633, -0.120802, 0.0153409, -0.406824, 0.278856, 0.064939
1.296, 0, 0.037466, -0.120802, 0.0157687, -0.403004, 0.276946, 0.0401094
1.314, 0, 0.0374354, -0.120894, 0.015677, -0.445023, 0.275036, 0.00572991
1.334, 0, 0.0367937, -0.12068, 0.0159521, -0.485133, 0.261666, -0.0229197
1.354, 0, 0.0366103, -0.120343, 0.0156159, -0.569172, 0.254026, -0.0420194
1.374, 0, 0.0363659, -0.120863, 0.0154937, -0.632201, 0.227287, -0.0859487
1.394, 0, 0.0362436, -0.12068, 0.0143019, -0.64557, 0.233017, -0.116508
1.414, 0, 0.0362742, -0.120771, 0.0128656, -0.64366, 0.190997, -0.137518
1.434, 0, 0.0363047, -0.121107, 0.0124989, -0.67422, 0.162348, -0.202457
1.454, 0, 0.0369465, -0.121505, 0.0122544, -0.762079, 0.190997, -0.267396
1.474, 0, 0.036977, -0.122483, 0.013599, -0.924426, 0.154708, -0.425924
1.494, 0, 0.0359075, -0.121352, 0.0134156, -0.796458, 0.171897, -0.406824
1.514, 0, 0.0353268, -0.122422, 0.0134462, -0.865217, 0.143248, -0.395364
1.534, 0, 0.0355102, -0.123399, 0.0135684, -0.869037, 0.106958, -0.412554
1.554, 0, 0.0360603, -0.123888, 0.0132934, -0.744889, 0.066849, -0.359075
1.574, 0, 0.0352963, -0.123797, 0.0123766, -0.527152, 0.0725789, -0.229197
1.594, 0, 0.0350518, -0.123491, 0.0121321, -0.422104, 0.150888, -0.112688
1.614, 0, 0.0347462, -0.122177, 0.0123766, -0.317055, 0.169987, 0.0534792
