# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905
0.01, 0.0319375, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905
0.02, 0.0319375, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905
0.03, 0.0319375, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905
0.04, 0.0319375, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905
0.05, 0.0319375, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905
0.06, 0.0319375, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.70863, -7.0871, -6.38314, -5.00694, -3.32571, -1.22968, 1.28406, 1.29059
0.07, 0.0319375, -8.05905, -7.75996, -7.92117, -7.36322, -7.32918, -7.22598, -7.39847, -7.33399, -7.00539, -6.97328, -7.08544, -6.95822, -6.5155, -5.65289, -5.01192, -3.61236, -1.90504, 0.277352, 3.4893, 3.50635
0.08, 0.0319375, -7.5984, -7.93386, -7.42329, -7.64485, -7.27803, -7.24108, -7.19316, -7.02546, -6.87369, -6.65976, -6.96243, -6.67729, -6.46971, -6.09324, -5.65217, -4.56459, -2.85919, -0.611169, 3.58849, 3.5883
0.09, 0.0319375, -7.85193, -7.94753, -7.55391, -6.94693, -7.35132, -7.02199, -6.96991, -6.84874, -7.21088, -7.04149, -6.74433, -6.83293, -6.91178, -6.34128, -6.30247, -6.0451, -5.38771, -3.6875, 3.40756, 3.37725
