Time (seconds),x0,x1,x2,x3,x4,x5
0.0,1177,1192,0,1204,1200,0
0.012,1179,1192,0,1206,1200,0
0.023,1174,1192,0,1212,1200,0
0.031,1182,1192,0,1205,1200,0
0.041,1180,1192,0,1206,1200,0
0.049,1176,1192,0,1204,1200,0
0.058,1176,1192,0,1211,1200,0
0.066,1179,1192,0,1215,1200,0
0.072,1179,1192,0,1216,1201,0
0.081,1177,1192,0,1218,1201,0
0.089,1184,1192,0,1222,1201,0
0.097,1178,1192,0,1234,1201,0
0.105,1186,1192,0,1252,1201,51
0.113,1179,1192,0,1292,1201,91
0.122,1175,1191,0,1336,1201,135
0.129,1173,1191,0,1365,1201,164
0.136,1182,1191,0,1381,1201,180
0.145,1176,1191,0,1388,1201,187
0.151,1175,1191,0,1389,1201,188
0.16,1177,1191,0,1396,1201,195
0.167,1178,1191,0,1393,1201,192
0.175,1176,1191,0,1394,1201,193
0.182,1176,1191,0,1403,1201,202
0.189,1179,1191,0,1403,1201,202
0.196,1176,1191,0,1405,1201,204
0.203,1176,1191,0,1395,1201,194
0.21,1177,1191,0,1404,1201,203
0.217,1177,1191,0,1406,1201,205
0.225,1180,1191,0,1402,1201,201
0.233,1178,1191,0,1402,1201,201
0.24,1176,1191,0,1404,1201,203
0.249,1178,1190,0,1395,1201,194
0.257,1176,1190,0,1407,1201,206
0.264,1176,1190,0,1408,1201,207
0.272,1175,1190,0,1385,1201,184
0.28,1180,1190,0,1382,1201,181
0.288,1182,1190,0,1338,1201,137
0.299,1180,1190,0,1288,1201,87
0.311,1179,1190,0,1249,1201,48
0.319,1178,1190,0,1222,1201,0
0.329,1176,1190,0,1220,1201,0
0.34,1178,1190,0,1213,1201,0
0.351,1181,1190,0,1205,1201,0
0.358,1183,1190,0,1204,1201,0
0.367,1177,1190,0,1204,1201,0
0.377,1184,1190,0,1201,1201,0
0.385,1178,1190,0,1205,1201,0
0.395,1177,1190,0,1204,1201,0
0.403,1175,1190,0,1199,1201,0
0.412,1177,1190,0,1202,1201,0
0.423,1185,1190,0,1202,1201,0
0.435,1176,1190,0,1205,1201,0
0.445,1175,1189,0,1197,1201,0
0.456,1178,1189,0,1208,1201,0
0.469,1179,1189,0,1200,1201,0
0.48,1178,1189,0,1202,1201,0
0.489,1179,1189,0,1210,1201,0
0.497,1177,1189,0,1204,1201,0
0.509,1175,1189,0,1198,1201,0
0.523,1179,1189,0,1206,1201,0
0.535,1176,1189,0,1198,1201,0
0.546,1179,1189,0,1205,1201,0
0.558,1177,1189,0,1207,1201,0
0.57,1175,1189,0,1206,1201,0
0.582,1179,1189,0,1210,1201,0
0.591,1176,1189,0,1204,1201,0
0.599,1182,1189,0,1202,1201,0
0.607,1184,1189,0,1208,1201,0
0.616,1178,1189,0,1212,1201,0
