# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -4.35795, -3.87691, -3.97294, -3.82753, -3.36144, -3.8678, -4.17282, -3.99226, -4.40875, -4.24601, -4.45177, -4.61169, -4.44331, -4.45529, -4.54845, -4.6996, -4.3234, -4.64105, -4.43965, -4.68588
0.01, 0.0319375, -3.68297, -3.76131, -4.01249, -4.59121, -3.94971, -4.21252, -4.48914, -4.32765, -4.37945, -4.76526, -4.67833, -4.53715, -4.56355, -4.82947, -4.69217, -4.44042, -4.33896, -4.84157, -4.41765, -4.54719
0.02, 0.0319375, -3.93725, -4.3122, -4.37421, -4.56688, -4.16252, -4.4423, -4.37074, -4.62308, -4.30087, -4.66256, -4.57853, -4.50583, -4.67066, -4.85341, -4.6792, -4.54422, -4.26139, -4.5643, -4.54124, -4.57835
0.03, 0.0319375, -3.77939, -4.13125, -4.26174, -4.26461, -3.79447, -4.33678, -4.56731, -4.36437, -4.24937, -4.55842, -4.86193, -4.49201, -4.46868, -4.53306, -4.66638, -4.70865, -4.39968, -4.63254, -4.57402, -4.48966
0.04, 0.0319375, -4.10837, -3.884, -4.19382, -4.58959, -4.0177, -4.52048, -4.49844, -4.00473, -4.27507, -4.50224, -4.84442, -4.54499, -4.49591, -4.66487, -4.76424, -4.76204, -4.62609, -4.7337, -4.5101, -4.51854
0.05, 0.0319375, -4.16427, -4.28905, -4.49141, -4.59813, -4.46268, -4.60664, -4.53701, -4.15961, -4.77965, -4.58412, -4.53909, -4.46565, -4.57704, -4.55285, -4.65238, -4.55442, -4.6053, -4.59827, -4.62175, -4.64244
0.06, 0.0319375, -4.52256, -4.07673, -4.43338, -4.70239, -4.4097, -4.30638, -3.93579, -3.87863, -4.21816, -4.72895, -4.79887, -4.73654, -4.65888, -4.85661, -5.04137, -4.58637, -4.48607, -4.65049, -4.51572, -4.64312
0.07, 0.0319375, -3.91564, -4.0665, -3.90404, -4.48585, -4.78611, -4.4128, -4.18644, -4.05117, -4.21628, -4.51995, -4.55376, -4.34303, -4.36675, -4.85158, -4.96563, -4.68756, -4.46005, -4.60147, -4.48462, -4.61364
0.08, 0.0319375, -3.7451, -4.54056, -4.3469, -4.37613, -4.40409, -4.74996, -4.84563, -3.96545, -4.38486, -4.40692, -4.532, -4.25917, -4.28229, -4.74072, -4.78427, -4.7665, -4.46879, -4.55491, -4.52925, -4.41497
0.09, 0.0319375, -4.12648, -4.28916, -4.14402, -4.69957, -4.43929, -4.4099, -4.66021, -4.09127, -4.35542, -4.58727, -4.53812, -4.53811, -4.55521, -4.48559, -4.71018, -4.62016, -4.40408, -4.73687, -4.56812, -4.4677
0.1, 0.0319375, -3.97245, -4.24491, -4.57762, -4.46576, -4.38154, -4.558, -4.38136, -4.10251, -4.29559, -4.39025, -4.42121, -4.8215, -4.32712, -4.66051, -4.73185, -4.63958, -4.38448, -4.52511, -4.7884, -4.69092
0.11, 0.0319375, -3.49608, -4.34359, -4.86588, -4.32624, -3.79353, -3.85044, -4.07831, -3.8419, -4.22792, -4.63206, -4.42766, -4.31357, -4.63063, -4.76403, -4.65439, -4.56664, -4.52669, -4.43902, -4.45161, -4.44543
0.12, 0.0319375, -3.48144, -4.3466, -5.03205, -4.65363, -4.04718, -4.35697, -4.41665, -4.4252, -4.14723, -4.18291, -4.35522, -4.43581, -4.48349, -4.93529, -5.02909, -4.82941, -4.35916, -4.45549, -4.38321, -4.47598
0.13, 0.0319375, -4.04671, -4.41591, -4.76422, -4.4267, -4.47737, -4.71033, -4.20577, -4.10589, -4.33263, -4.37975, -4.41834, -4.69394, -4.39521, -4.74407, -4.79638, -4.69416, -4.37713, -4.34439, -4.41134, -4.47582
