Time (seconds), x, y, z
0.000,-1.0449219, -0.8327637, -0.46875
0.021,0.014160156, -0.673584, 0.91064453
0.042,0.14697266, -0.9030762, 0.6855469
0.063,0.14672852, -0.7675781, 0.5732422
0.085,0.17993164, -0.7861328, 0.51782227
0.106,0.15942383, -0.8234863, 0.5407715
0.127,0.118896484, -0.8540039, 0.6281738
0.149,0.08618164, -0.8708496, 0.6999512
0.170,0.04345703, -0.86279297, 0.78759766
0.191,-0.016845703, -0.8574219, 0.8835449
0.213,-0.03564453, -0.8498535, 0.9265137
0.234,-0.030761719, -0.7949219, 0.8635254
0.255,-0.012939453, -0.70092773, 0.72680664
0.276,-0.006591797, -0.6152344, 0.6401367
0.298,-0.029785156, -0.60253906, 0.6123047
0.319,-0.05078125, -0.61621094, 0.6064453
0.340,-0.1081543, -0.7038574, 0.7121582
0.362,-0.15771484, -0.829834, 0.89160156
0.383,-0.18334961, -0.79248047, 0.97265625
0.404,-0.18041992, -0.7077637, 0.8745117
0.425,-0.12084961, -0.66503906, 0.5944824
0.446,-0.09667969, -0.7680664, 0.5307617
0.467,-0.075927734, -0.8652344, 0.5070801
0.488,-0.07910156, -0.94140625, 0.45458984
0.509,-0.057617188, -0.9321289, 0.3918457
0.530,-0.031982422, -0.9128418, 0.36547852
0.551,-0.018066406, -0.86206055, 0.35351562
0.572,-0.39746094, -0.5961914, 0.38208008
0.593,-0.2421875, -0.5563965, 0.34326172
0.614,-0.49682617, -1.0998535, 0.6813965
0.635,0.1496582, -1.0986328, 0.28588867
0.656,0.16845703, -1.3178711, 0.6677246
0.677,0.38085938, -1.2529297, 0.5012207
0.698,0.19482422, -1.1132812, 0.46264648
0.719,0.017089844, -0.9453125, 0.47338867
0.740,0.0390625, -0.85131836, 0.52490234
0.761,-0.08911133, -0.7746582, 0.58496094
0.782,-0.103027344, -0.74438477, 0.66503906
0.803,-0.19018555, -0.6904297, 0.7368164
0.824,-0.1430664, -0.6772461, 0.7307129
0.845,-0.021484375, -0.6748047, 0.58813477
0.866,0.05883789, -0.69018555, 0.48754883
0.887,-0.007080078, -0.6269531, 0.5085449
0.908,0.16088867, -0.7529297, 0.45458984
0.929,0.09448242, -0.7973633, 0.44970703
0.950,0.1340332, -0.8125, 0.50219727
0.971,0.1850586, -0.9255371, 0.5373535
0.992,0.14428711, -0.873291, 0.50390625
1.014,0.115722656, -0.8647461, 0.56152344
1.035,0.080322266, -0.88671875, 0.5854492
1.056,0.05419922, -0.8491211, 0.5859375
1.077,0.017578125, -0.7692871, 0.56225586
1.098,-0.016357422, -0.68896484, 0.55737305
1.119,-0.03955078, -0.6394043, 0.5793457
1.140,0.020263672, -0.6352539, 0.6220703
1.161,0.009765625, -0.7121582, 0.7182617
1.182,-0.052001953, -0.67626953, 0.74560547
1.203,-0.07006836, -0.67626953, 0.79663086
1.224,-0.060058594, -0.6269531, 0.78515625
1.245,0.03955078, -0.7302246, 0.70581055
1.266,0.26049805, -0.9301758, 0.611084
1.288,0.28173828, -0.91308594, 0.53881836
1.309,0.20483398, -0.79711914, 0.6101074
1.330,0.25439453, -0.93896484, 0.75634766
1.351,0.31933594, -0.8249512, 0.84375
1.373,-0.014892578, -0.72631836, 0.8845215
1.394,-0.15478516, -0.5319824, 0.8391113
1.415,-0.66503906, -0.40454102, 0.7932129
1.436,-0.16918945, -0.60131836, 0.74487305
1.458,-0.18774414, -0.7302246, 0.75561523
1.479,-0.16333008, -0.83813477, 0.7570801
1.500,-0.12402344, -0.9243164, 0.75634766
1.521,-0.08544922, -0.9711914, 0.7043457
1.543,-0.043945312, -0.95947266, 0.65234375
1.564,-0.001953125, -0.87231445, 0.5756836
1.585,0.013183594, -0.8327637, 0.54418945
1.606,0.0075683594, -0.85058594, 0.5510254
1.627,-0.064453125, -0.8276367, 0.579834
1.648,-0.09790039, -0.7607422, 0.59155273
1.669,-0.16259766, -0.6982422, 0.6328125
1.690,-0.19726562, -0.6621094, 0.6640625
1.711,-0.2055664, -0.60595703, 0.6257324
1.732,-0.20214844, -0.59033203, 0.5900879
1.754,-0.19799805, -0.5974121, 0.5427246
1.775,-0.1628418, -0.59033203, 0.46826172
1.796,-0.14624023, -0.6245117, 0.44262695
1.817,-0.107910156, -0.6855469, 0.45117188
1.838,-0.07788086, -0.75146484, 0.4675293
1.859,-0.049316406, -0.88549805, 0.5046387
1.880,-0.028320312, -1.0102539, 0.55737305
1.902,-0.052001953, -1.1120605, 0.64282227
1.923,-0.05029297, -1.2827148, 0.8000488
1.944,0.028808594, -1.326416, 0.86865234
1.965,0.072753906, -1.2614746, 0.8430176
1.986,-0.004638672, -1.2407227, 0.8925781
2.007,-0.037841797, -1.1767578, 0.9265137
2.028,-0.0234375, -0.8161621, 0.5214844
2.049,-0.04663086, -0.6647949, 0.41333008
2.070,-0.10986328, -0.6147461, 0.4946289
2.091,-0.13598633, -0.50439453, 0.46118164
2.112,-0.15942383, -0.36279297, 0.2211914
2.134,-0.12817383, -0.28100586, 0.083984375
