# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.186452, 0.153555, 0.442134, 0.400114, 0.581799, 0.434517, 0.343935, 0.343648, 0.531865, 0.612637, 0.498269, 0.482917, 0.652068, 0.647378, 0.733046, 0.993491, 0.838288, 1.17227, 0.91477, 1.06752, 1.05385, 1.01074, 0.767839, 0.78397, 0.804822, 0.604041, 0.678489, 0.635261, 0.845462, 0.76574, 0.598883, 0.744074, 0.673556, 0.85571, 0.910103, 0.829572, 0.750835, 0.694812, 0.833913, 0.859504, 1.11739, 1.0889, 1.24336, 1.64545, 1.77384, 1.19462, 1.04521, 0.784018, 0.917263, 0.891832
0.01, 0.0319375, 0.21798, 0.150419, 0.325678, 0.373799, 0.638762, 0.413105, 0.512733, 0.38498, 0.530502, 0.468616, 0.502875, 0.452743, 0.601526, 0.740937, 0.700665, 0.774267, 0.899617, 0.643774, 0.870776, 1.07253, 1.15685, 0.838682, 0.902608, 0.91317, 0.826684, 0.577105, 0.688212, 0.506731, 0.632521, 0.854689, 0.534983, 0.492276, 0.802046, 1.01262, 1.03397, 1.07829, 0.8871, 0.890688, 0.976938, 1.07367, 1.15471, 1.09047, 1.51381, 1.54874, 1.68421, 1.24659, 0.946499, 0.787468, 0.955925, 1.01312
0.02, 0.0319375, 0.150288, 0.0746685, 0.108882, 0.253092, 0.636668, 0.388358, 0.364011, 0.38009, 0.394059, 0.331482, 0.495451, 0.566397, 0.72994, 0.703819, 0.263047, 0.585375, 0.821255, 0.814696, 0.975806, 0.918886, 0.614962, 0.859367, 1.07048, 0.79619, 0.828983, 0.60738, 0.894934, 0.780668, 0.566508, 0.786234, 0.755603, 0.399037, 0.773966, 0.864998, 1.20242, 1.02532, 1.2214, 0.866779, 0.956239, 1.21656, 1.16445, 1.2841, 1.50521, 1.50253, 1.52458, 1.44866, 1.01323, 0.811785, 1.04255, 1.09292
0.03, 0.0319375, 0.174238, 0.154893, 0.138614, 0.17558, 0.536026, 0.343585, 0.260146, 0.440394, 0.389663, 0.417529, 0.603391, 0.414142, 0.457145, 0.629409, 0.252222, 0.549252, 1.18216, 1.02159, 0.873461, 1.21418, 1.13082, 0.653631, 0.645735, 0.804238, 0.913451, 0.723676, 0.685655, 0.71821, 0.592455, 0.644133, 0.960306, 0.882423, 0.841357, 0.895631, 1.32313, 1.02903, 1.03561, 0.943922, 0.932155, 1.10739, 1.12384, 1.07847, 1.44442, 1.6884, 1.71252, 1.45705, 1.05799, 0.794632, 0.861752, 0.98865
0.04, 0.0319375, 0.288009, 0.232197, 0.361704, 0.163201, 0.501864, 0.508588, 0.475189, 0.458141, 0.39942, 0.45968, 0.562327, 0.54329, 0.602236, 0.472642, 0.482595, 0.624095, 0.878795, 0.551046, 0.627783, 1.11783, 1.06842, 0.643515, 0.648654, 1.00606, 1.02113, 0.821697, 0.726889, 0.538635, 0.605316, 0.498132, 0.705099, 1.11934, 1.19969, 1.20936, 1.07341, 1.00025, 1.08781, 0.897973, 1.05971, 1.17995, 0.995393, 1.23277, 1.41943, 1.85478, 2.0493, 1.42214, 1.17331, 0.876938, 0.956103, 0.952289
0.05, 0.0319375, 0.450947, 0.202135, 0.410924, 0.594707, 0.665799, 0.35303, 0.54694, 0.511129, 0.244599, 0.339357, 0.447608, 0.534223, 0.388419, 0.442576, 0.751022, 0.494487, 0.509382, 0.565795, 0.638175, 0.876441, 0.7384, 0.917459, 0.860261, 0.701134, 0.668717, 0.957772, 0.738658, 0.698937, 0.689814, 0.909422, 0.83896, 1.11148, 1.35447, 1.1775, 0.720338, 1.00901, 1.20471, 1.18005, 1.07126, 1.0319, 1.0884, 1.02194, 1.26217, 1.68894, 1.75568, 1.45463, 1.14758, 1.01466, 0.89814, 1.15373
0.06, 0.0319375, 0.296086, 0.392617, 0.575562, 0.486741, 0.587344, 0.468804, 0.556974, 1.02228, 0.702816, 0.437571, 0.528926, 0.333554, 0.549467, 0.370834, 0.563603, 0.438206, 0.756905, 0.61666, 0.638488, 0.99882, 0.719073, 1.02795, 0.993098, 0.772771, 0.632204, 0.601819, 0.796749, 0.813919, 0.820609, 0.74085, 1.00179, 0.941532, 1.04578, 1.08324, 0.960498, 0.800809, 0.907155, 1.26174, 1.22052, 1.11561, 1.01258, 1.05841, 1.47149, 1.68256, 1.80567, 1.3785, 1.23485, 1.11125, 0.866465, 1.21571
0.07, 0.0319375, 0.44919, 0.605281, 0.528358, 0.252016, 0.332723, 0.409457, 0.761616, 1.00759, 1.0066, 0.39711, 0.34585, 0.396649, 0.393678, 0.475804, 0.447397, 0.491259, 0.742174, 0.694009, 0.688025, 1.04564, 0.980047, 0.942052, 0.956484, 0.951878, 1.06202, 0.60901, 0.593341, 0.622565, 0.715225, 0.965431, 1.11485, 1.09298, 1.2349, 1.29288, 1.01849, 0.917218, 0.861055, 1.08393, 1.04766, 1.0401, 1.14316, 1.15744, 1.42001, 1.61937, 1.58634, 1.19651, 1.05699, 1.08401, 0.825017, 1.00209
0.08, 0.0319375, 0.360286, 0.223536, 0.604826, 0.420026, 0.264446, 0.148405, 0.558536, 1.02844, 0.943628, 0.339127, 0.124659, 0.364637, 0.46086, 0.594357, 0.720085, 0.462841, 0.64477, 0.696912, 0.594518, 1.02432, 0.852797, 0.82719, 0.921589, 0.922945, 0.881769, 0.595875, 0.838547, 0.684555, 0.944023, 0.695692, 0.884888, 0.943838, 0.996123, 1.0057, 0.967569, 1.04185, 0.852804, 1.00689, 1.05925, 1.24146, 0.983565, 1.15644, 1.54409, 1.735, 1.4522, 1.22553, 1.12621, 0.973593, 0.763047, 1.02134
0.09, 0.0319375, 0.145852, 0.285444, 0.362984, 0.296102, 0.379814, 0.335329, 0.313615, 0.362712, 0.36297, 0.141883, 0.0961493, 0.416276, 0.696113, 0.553298, 0.99424, 0.62295, 0.523654, 1.15407, 0.940229, 0.616593, 0.949605, 1.12404, 1.07497, 0.965861, 0.822165, 0.802325, 0.670819, 0.524787, 0.883741, 0.605783, 0.797977, 1.10686, 0.753093, 0.858696, 1.10924, 1.25396, 1.02044, 1.00063, 0.924705, 0.945263, 1.02138, 0.898552, 1.32481, 1.61964, 1.51757, 1.26213, 1.24537, 1.00862, 0.951572, 0.972173
