# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5
-0.284, 0, 0.0164716, -0.101824, 0.0745347, 0.0859487, -0.152798, -0.0229197
-0.264, 0, 0.0159826, -0.102069, 0.0746875, 0.114598, -0.106958, 0.00190997
-0.244, 0, 0.0160132, -0.102466, 0.0746875, 0.168077, -0.0974085, 0.0553892
-0.224, 0, 0.015677, -0.101763, 0.0754515, 0.169987, -0.101228, 0.0630291
-0.198, 0, 0.0161966, -0.101305, 0.0756043, 0.0974085, -0.0897687, 0.0381994
-0.178, 0, 0.0163799, -0.101274, 0.0751765, 0.0439293, -0.0935886, 0.00763989
-0.158, 0, 0.0163494, -0.101305, 0.0752376, -0.0133698, -0.116508, -0.00572991
-0.138, 0, 0.0165022, -0.102374, 0.074932, -0.0114598, -0.116508, -0.0229197
-0.118, 0, 0.0167772, -0.102191, 0.0750237, 0.0744889, -0.0783088, -0.00572991
-0.098, 0, 0.0162577, -0.101733, 0.074657, 0.0993185, -0.0611191, 0.00572991
-0.078, 0, 0.0160132, -0.101977, 0.0747792, 0.0534792, -0.0630291, -0.0133698
-0.058, 0, 0.0158298, -0.102069, 0.0747487, 0.0305595, -0.068759, -0.0458393
-0.038, 0, 0.0165327, -0.102222, 0.0749014, 0.0897687, -0.0171897, -0.0439293
-0.018, 0, 0.0167466, -0.102222, 0.0747487, 0.0878587, 0.0133698, -0.0534792
0.002, 0, 0.0162271, -0.101855, 0.0747487, 0.0439293, -0.00763989, -0.0744889
0.022, 0, 0.016166, -0.101886, 0.0751765, 0.0611191, -0.0133698, -0.0821288
0.042, 0, 0.0164105, -0.101794, 0.0751765, 0.068759, -0.0267396, -0.0553892
0.062, 0, 0.0160132, -0.101855, 0.0749931, 0.0362895, -0.0362895, -0.0515692
0.082, 0, 0.0159826, -0.101824, 0.0751765, 0.0458393, -0.066849, -0.0553892
0.102, 0, 0.0164716, -0.101947, 0.0751459, 0.0744889, -0.0725789, -0.0439293
0.122, 0, 0.0163799, -0.102008, 0.0751459, 0.0878587, -0.0744889, -0.0229197
0.142, 0, 0.0159826, -0.102008, 0.075696, 0.0935886, -0.0725789, 0.00572991
0.162, 0, 0.0159521, -0.101733, 0.0753293, 0.101228, -0.0744889, 0.0171897
