# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -5.49178, -4.94196, -4.22773, -2.50637, 1.04785, -0.402801, -3.77514, -4.69041, -5.31021, -5.69536, -6.04653, -5.9104, -5.58875, -6.87986, -7.16683, -6.60579, -5.51234, -6.61847, -6.36607, -5.76685
0.01, 0.0319375, -8.05905, -8.05905, -8.05905, -7.17636, 0.986446, -0.621623, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -6.88631, -5.95121, -8.05905, -8.05905, -7.35151, -5.92376, -7.86651, -7.09995, -6.10635
0.02, 0.0319375, -8.05905, -8.05905, -8.05905, -7.25743, 0.986406, -0.621407, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.41876, -6.34255, -8.05905, -8.05905, -8.05905, -6.53787, -8.05905, -8.05905, -6.80985
0.03, 0.0319375, -8.05905, -8.05905, -8.05905, -7.2498, 0.986407, -0.621425, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.43251, -6.35077, -8.05905, -8.05905, -8.05905, -6.56051, -8.05905, -8.05905, -6.8495
0.04, 0.0319375, -8.05905, -8.05905, -8.05905, -7.22209, 0.986408, -0.621505, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.04885, -6.1208, -8.05905, -8.05905, -7.62125, -6.20205, -8.05905, -7.33426, -6.33539
0.05, 0.0319375, -8.05905, -8.05905, -8.05905, -7.16875, 0.986741, -0.621291, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.21567, -6.41242, -8.05905, -8.05905, -7.33177, -6.06744, -7.83754, -6.98297, -6.01558
0.06, 0.0319375, -8.05905, -8.05905, -8.05905, -7.24754, 0.986744, -0.621062, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.6234, -8.05905, -8.05905, -8.05905, -6.47503, -8.05905, -7.77948, -6.45645
0.07, 0.0319375, -8.05905, -8.05905, -8.05905, -7.1973, 0.986775, -0.621142, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -7.47038, -6.81124, -8.05905, -8.05905, -7.4454, -6.02014, -8.05905, -7.10048, -6.06988
0.08, 0.0319375, -8.05905, -8.05905, -8.05905, -7.17164, 0.986493, -0.621751, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -6.83992, -5.97063, -7.96285, -8.05905, -7.03154, -5.49698, -7.70499, -7.00949, -6.10014
0.09, 0.0319375, -8.05905, -8.05905, -8.05905, -7.15212, 0.986332, -0.621729, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -6.64308, -5.68723, -8.05905, -8.05905, -7.08762, -5.46927, -7.90137, -6.95815, -5.91453
0.1, 0.0319375, -8.05905, -8.05905, -8.05905, -7.09235, 0.986466, -0.621674, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -6.46773, -5.56822, -7.63989, -7.67874, -6.97825, -5.7465, -7.28251, -6.8043, -6.08005
0.11, 0.0319375, -8.05905, -8.05905, -8.05905, -7.17082, 0.985998, -0.621911, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -6.63904, -5.80519, -7.85644, -7.89738, -7.314, -6.3687, -7.49978, -6.84043, -5.96532
0.12, 0.0319375, -8.05905, -8.05905, -8.05905, -7.23664, 0.985908, -0.621995, -8.05905, -8.05905, -8.05905, -8.05905, -8.05905, -6.84272, -5.92429, -8.05905, -8.05905, -7.79044, -6.56134, -8.05905, -7.10855, -6.01063
