# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -3.35906, -2.83486, -3.09304, -3.42425, -2.55507, -2.70784, -3.25206, -3.95654, -3.524, -3.31232, -3.64652, -3.94056, -3.56565, -3.18047, -3.7198, -3.27097, -3.01768, -2.82625, -2.67855, -2.73134
0.01, 0.0319375, -1.4813, -1.59728, -2.35487, -2.73255, -1.61821, -2.01944, -2.65753, -3.01356, -2.78678, -2.53645, -3.00816, -3.66958, -3.00356, -2.52165, -3.02756, -2.81155, -2.90891, -2.77519, -2.66484, -2.60074
0.02, 0.0319375, -1.15683, -1.54668, -2.13233, -2.76274, -2.34985, -2.69986, -3.30012, -3.29544, -3.27469, -3.12085, -3.52584, -3.76962, -3.61103, -3.26275, -3.38277, -3.25399, -3.016, -2.92121, -2.71779, -2.74147
0.03, 0.0319375, 0.0955204, -0.495672, -1.29729, -1.52384, -1.76375, -1.88567, -2.23391, -2.00509, -2.80156, -2.89695, -3.07521, -2.87705, -2.56274, -2.66618, -2.41878, -2.53097, -2.61157, -2.25718, -2.18098, -2.22459
0.04, 0.0319375, 0.246457, -0.317614, -0.867528, -0.739403, -0.638427, -1.4868, -1.09998, -1.58567, -1.93226, -2.63445, -2.86664, -2.10941, -1.64681, -2.06724, -2.05054, -1.81795, -2.21442, -2.16039, -2.27775, -2.32044
0.05, 0.0319375, 0.20264, -0.0828437, -0.958055, -0.985486, 0.0052385, -2.03921, -0.898585, -1.26689, -1.8387, -2.38399, -2.56882, -1.6394, -1.28509, -1.5935, -1.7069, -1.63808, -2.0368, -2.15842, -2.56747, -2.1262
0.06, 0.0319375, -0.368515, -0.439853, -1.70286, -1.73714, 0.00341273, -1.14593, -1.69759, -0.797969, -2.28738, -2.36975, -2.59421, -1.8466, -1.0451, -1.62654, -1.67849, -1.45489, -1.87484, -2.40486, -2.46228, -2.11768
0.07, 0.0319375, -1.22629, -0.38782, -1.54077, -2.44095, -0.512201, -0.821982, -3.00033, -0.899112, -2.62606, -2.84155, -2.59089, -1.91273, -1.30864, -1.62899, -1.71225, -1.50263, -1.79469, -2.42432, -2.28225, -1.91457
0.08, 0.0319375, -1.4255, -0.262168, -1.31813, -2.53392, -0.82073, -0.809468, -3.23896, -1.0989, -2.18629, -2.72773, -2.64933, -1.64789, -1.74297, -1.89153, -1.84861, -1.7043, -1.92741, -2.40783, -2.22473, -1.92732
0.09, 0.0319375, -0.75225, -0.134242, -0.945778, -1.61949, -0.951275, -0.860353, -3.35431, -1.26246, -2.00587, -2.88758, -2.39663, -1.47294, -1.74899, -1.85932, -1.95016, -1.89372, -2.04851, -2.00009, -1.87282, -1.73583
0.1, 0.0319375, -0.08758, -0.351237, -0.849501, -1.07561, -0.827749, -0.916928, -3.06242, -1.13825, -1.7294, -2.4741, -1.94678, -1.37337, -1.58934, -1.6418, -1.66043, -1.72415, -1.86924, -1.59049, -1.58348, -1.36222
0.11, 0.0319375, 0.315851, 0.308924, -0.374567, -0.812777, -0.409264, -0.410138, -2.28405, -1.10726, -1.86986, -2.26497, -1.4073, -1.37725, -2.00605, -1.68717, -1.21237, -1.68856, -1.70701, -1.7123, -1.50894, -1.39478
