# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -1.17807, -1.31277, -0.874806, -0.227101, -0.844098, -0.795453, -1.19468, -1.09335, -1.0578, -1.3243, -1.23482, -1.67354, -1.88413, -1.29802, -0.401328, -1.96136, -2.08074, -2.2931, -2.31221, -2.4269
0.01, 0.0319375, -0.199646, -1.26374, -1.16035, -0.524261, -1.1319, -1.05051, -1.04163, -1.05286, -0.788944, -1.08236, -1.35352, -1.75113, -1.58351, -1.41031, -0.842734, -1.94766, -2.27673, -2.26652, -2.25131, -2.35016
0.02, 0.0319375, -0.251212, -0.891498, -0.556262, -0.325096, -0.37312, -1.69712, -1.5126, -0.47543, 0.737313, 0.26404, 0.206627, -0.797055, -1.34149, -1.57874, -1.18186, -1.68918, -2.21017, -2.33549, -2.4154, -2.21578
0.03, 0.0319375, -0.0321225, -0.742089, -0.371161, -0.346033, -0.61926, -1.51643, -1.14628, -0.851358, 0.2073, -0.207337, 0.0928867, -1.13343, -1.68947, -1.76068, -1.05849, -1.89158, -2.30703, -2.35449, -2.11494, -2.3509
0.04, 0.0319375, -0.0330008, -0.604847, -1.25264, -1.05915, -0.995142, -1.29776, -1.19788, -1.39437, -0.973491, -1.07445, -1.30853, -1.4994, -1.56355, -1.44181, -0.992466, -1.72228, -2.16962, -2.15471, -1.9908, -2.17804
0.05, 0.0319375, 0.0765252, -0.986435, -0.791532, -0.894041, -0.802134, -1.01931, -1.31544, -1.36463, -1.32913, -1.53386, -1.63612, -1.46542, -1.70235, -1.40963, -0.920142, -1.81874, -1.86301, -2.06152, -2.10597, -2.32046
0.06, 0.0319375, -0.703655, -1.1859, -0.789343, -0.533397, -0.234978, -1.09347, -1.36261, -1.36164, -1.23146, -1.54537, -1.47161, -1.57674, -1.78347, -1.57459, -0.717367, -2.18162, -2.0186, -2.20108, -2.29079, -2.20581
0.07, 0.0319375, -0.264547, -1.09063, -0.609687, -0.536466, -0.780794, -1.46533, -1.46764, -1.31445, -1.01349, -1.47941, -1.44567, -1.47798, -1.85965, -1.48649, -0.672158, -2.03668, -2.1384, -2.37449, -2.42458, -2.55175
0.08, 0.0319375, -0.136466, -1.20951, -0.379176, -0.400881, -0.495709, -1.15726, -1.28162, -1.3844, -1.22025, -1.78085, -1.48859, -1.4764, -1.30389, -1.26658, -0.524992, -1.62815, -2.14606, -2.24266, -2.1867, -2.4852
0.09, 0.0319375, -0.145671, -0.88052, -0.242901, -0.656431, -1.00849, -1.51622, -1.19648, -1.39694, -1.65344, -1.47516, -1.36386, -1.81222, -1.92328, -1.51083, -0.420004, -1.81489, -2.00357, -1.91246, -1.93216, -2.24591
0.1, 0.0319375, 0.0702251, -0.668077, -0.448533, -0.938842, -1.00283, -1.24127, -1.38706, -1.1391, -1.62832, -1.65008, -1.36142, -1.70548, -2.03548, -1.4153, -0.31377, -1.9834, -1.94673, -2.15892, -1.95474, -2.07865
0.11, 0.0319375, 0.296183, -0.753034, -0.553488, -0.568006, -0.738129, -1.18563, -1.28111, -1.50134, -1.89067, -1.61538, -1.43641, -1.67802, -1.71862, -1.43161, -0.297615, -1.74051, -2.2151, -2.2276, -2.20467, -2.2864
0.12, 0.0319375, -0.0133271, -0.668934, -0.57377, -0.98255, -1.03867, -1.42264, -1.60435, -1.33496, -1.49275, -1.23553, -1.42271, -1.76239, -1.61526, -1.27686, -0.628817, -1.88102, -2.06721, -2.03633, -2.15388, -2.29639
0.13, 0.0319375, -0.670538, -0.883651, -0.475814, -0.369771, -0.852318, -1.26149, -1.55479, -1.3519, -1.11808, -1.06203, -1.63148, -1.83238, -1.62703, -1.35354, -0.475401, -1.97483, -2.00864, -2.04012, -2.1914, -2.22413
0.14, 0.0319375, -0.26349, -0.884214, -0.447966, -0.543687, -0.866881, -1.12244, -1.38558, -1.65329, -1.26415, -1.201, -1.62056, -1.60145, -0.898538, -0.796429, -0.0227827, -1.94421, -2.02886, -2.19581, -2.34514, -2.44427
0.15, 0.0319375, 0.109875, -0.776191, -0.425303, -0.804772, -0.960174, -1.19548, -1.48534, -1.28956, -0.766079, -1.2673, -1.76891, -1.2891, -0.243128, -0.271206, 0.203669, -1.80671, -1.82777, -2.17849, -1.89711, -2.32035
