Time (seconds),x0,x1,x2
0.01800562,-0.0766602,-0.9753418,0.0688477
0.03601124,-0.1169434,-0.9746094,0.1247559
0.05401686,-0.138916,-0.9543457,0.1098633
0.07202248,-0.1188965,-0.9785156,0.0876465
0.0900281,-0.0993652,-0.9875488,0.0507812
0.10803372,-0.0932617,-1.0107422,0.0332031
0.12603934,-0.0756836,-1.0734863,0.0488281
0.14404496,-0.0976562,-1.0378418,0.0446777
0.16205058,-0.0856934,-1.0290527,0.0412598
0.1800562,-0.0786133,-0.9868164,0.0722656
0.19806182,-0.052002,-0.9836426,0.0595703
0.21606744,-0.050293,-0.9816895,0.0605469
0.23407306,-0.052002,-0.9724121,0.0751953
0.25207868,-0.123291,-0.9711914,0.0021973
0.2700843,-0.1015625,-0.9821777,0.0107422
0.28808992,-0.0839844,-1.0048828,0.0339355
0.30609554,-0.0698242,-1.0007324,0.0546875
0.32410116,-0.1342773,-0.965332,0.0766602
0.34210678,-0.0576172,-0.970459,0.0441895
0.3601124,-0.090332,-1.0019531,0.0512695
0.38115104,-0.0429688,-0.9970703,0.0422363
0.40218968,-0.0388184,-1.0070801,0.0505371
0.42322832,-0.138916,-0.9543457,0.1098633
0.44426696,-0.1188965,-0.9785156,0.0876465
0.4653056,-0.0993652,-0.9875488,0.0507812
0.48634424,-0.0932617,-1.0107422,0.0332031
0.50738288,-0.0756836,-1.0734863,0.0488281
0.52842152,-0.0976562,-1.0378418,0.0446777
0.54946016,-0.0856934,-1.0290527,0.0412598
0.5704988,-0.0786133,-0.9868164,0.0722656
0.59153744,-0.052002,-0.9836426,0.0595703
0.61257608,-0.050293,-0.9816895,0.0605469
0.63361472,-0.052002,-0.9724121,0.0751953
0.65465336,-0.0456543,-1.0026855,0.0856934
0.675692,-0.0419922,-1.0158691,0.0959473
0.69673064,-0.0427246,-1.0178223,0.0849609
0.71776928,-0.0493164,-1.0134277,0.0876465
0.73880792,-0.0471191,-1.0065918,0.0859375
0.75984656,-0.0517578,-1.0183105,0.0559082
0.7808852,-0.052002,-1.0161133,0.0541992
0.8047829449999999,-0.0429688,-0.9970703,0.0422363
0.8286806899999999,-0.0388184,-1.0070801,0.0505371
0.8525784349999999,-0.0253906,-1.0187988,0.0334473
0.8764761799999999,-0.0300293,-0.9921875,0.0529785
0.900373925,-0.0471191,-1.0070801,0.0402832
0.92427167,-0.0263672,-1.0112305,0.0708008
0.948169415,-0.0412598,-1.0029297,0.041748
0.9720671599999999,-0.0244141,-0.9926758,0.0559082
0.9959649049999999,-0.036377,-1.0148926,0.0500488
1.0198626499999999,-0.0161133,-0.9887695,0.0473633
1.043760395,-0.0229492,-0.9746094,0.0524902
1.06765814,-0.050293,-0.9816895,0.0605469
1.091555885,-0.052002,-0.9724121,0.0751953
1.11545363,-0.0456543,-1.0026855,0.0856934
1.139351375,-0.0419922,-1.0158691,0.0959473
1.16324912,-0.0427246,-1.0178223,0.0849609
1.1871468649999999,-0.0493164,-1.0134277,0.0876465
1.21104461,-0.0471191,-1.0065918,0.0859375
1.234942355,-0.0517578,-1.0183105,0.0559082
1.2588401,-0.052002,-1.0161133,0.0541992
1.27385637,-0.0429688,-0.9970703,0.0422363
1.2888726400000001,-0.0388184,-1.0070801,0.0505371
1.30388891,-0.0253906,-1.0187988,0.0334473
1.31890518,-0.0300293,-0.9921875,0.0529785
1.33392145,-0.0471191,-1.0070801,0.0402832
1.34893772,-0.0263672,-1.0112305,0.0708008
1.36395399,-0.0412598,-1.0029297,0.041748
1.37897026,-0.0244141,-0.9926758,0.0559082
1.39398653,-0.036377,-1.0148926,0.0500488
1.4090028,-0.0161133,-0.9887695,0.0473633
1.42401907,-0.0229492,-0.9746094,0.0524902
1.43903534,-0.012207,-1.0019531,0.0458984
1.45405161,-0.0158691,-1.0256348,0.0717773
1.4690678799999999,-0.0185547,-1.0180664,0.0639648
1.48408415,-0.0437012,-1.0004883,0.0583496
1.49910042,-0.0378418,-0.9892578,0.0327148
1.51411669,-0.0344238,-1.003418,0.0336914
1.52913296,-0.0471191,-1.0065918,0.0859375
1.54414923,-0.0517578,-1.0183105,0.0559082
1.5591655,-0.052002,-1.0161133,0.0541992
1.5801573,-0.0322266,-1.0146484,0.0385742
1.6011491,-0.0205078,-1.0002441,0.0385742
1.6221409,-0.0402832,-1.0097656,0.0490723
1.6431327,-0.0341797,-0.9943848,0.0593262
1.6641245,-0.010498,-1.0112305,0.0419922
1.6851163,-0.0263672,-1.0112305,0.0708008
1.7061081,-0.0412598,-1.0029297,0.041748
1.7270999,-0.0244141,-0.9926758,0.0559082
1.7480917,-0.036377,-1.0148926,0.0500488
1.7690835,-0.0161133,-0.9887695,0.0473633
1.7900753,-0.0229492,-0.9746094,0.0524902
1.8110671,-0.012207,-1.0019531,0.0458984
1.8320589,-0.0158691,-1.0256348,0.0717773
1.8530507,-0.0185547,-1.0180664,0.0639648
1.8740425,-0.0437012,-1.0004883,0.0583496
1.8950343,-0.0378418,-0.9892578,0.0327148
1.9160261,-0.0344238,-1.003418,0.0336914
1.9370179,-0.0500488,-0.9934082,0.0407715
1.9580097,-0.0341797,-0.996582,0.0366211
1.9790015,-0.0439453,-1.003418,0.0368652
2.0000308650000003,-0.0322266,-1.0146484,0.0385742
2.0210602300000002,-0.0205078,-1.0002441,0.0385742
2.042089595,-0.0402832,-1.0097656,0.0490723
2.06311896,-0.0341797,-0.9943848,0.0593262
2.084148325,-0.010498,-1.0112305,0.0419922
2.10517769,-0.0449219,-0.980957,0.0661621
2.126207055,-0.0205078,-1.0083008,0.0517578
2.14723642,-0.0253906,-0.998291,0.043457
2.168265785,-0.0412598,-1.0102539,0.0656738
2.18929515,-0.0366211,-1.0019531,0.045166
2.210324515,-0.0466309,-0.9956055,0.0327148
2.23135388,-0.0292969,-1.0048828,0.0429688
2.252383245,-0.0446777,-1.005127,0.0588379
2.2734126100000003,-0.0310059,-1.0041504,0.0515137
2.2944419750000002,-0.0437012,-1.0004883,0.0583496
2.31547134,-0.0378418,-0.9892578,0.0327148
2.336500705,-0.0344238,-1.003418,0.0336914
2.35753007,-0.0500488,-0.9934082,0.0407715
2.378559435,-0.0341797,-0.996582,0.0366211
2.3995888,-0.0439453,-1.003418,0.0368652
2.4175785100000002,-0.0397949,-0.996582,0.0471191
2.43556822,-0.0205078,-1.0002441,0.0385742
2.45355793,-0.0402832,-1.0097656,0.0490723
2.4715476400000003,-0.0341797,-0.9943848,0.0593262
2.48953735,-0.010498,-1.0112305,0.0419922
2.50752706,-0.0449219,-0.980957,0.0661621
2.5255167700000003,-0.0205078,-1.0083008,0.0517578
2.54350648,-0.0253906,-0.998291,0.043457
2.56149619,-0.0412598,-1.0102539,0.0656738
2.5794859,-0.0366211,-1.0019531,0.045166
2.59747561,-0.0466309,-0.9956055,0.0327148
2.61546532,-0.0292969,-1.0048828,0.0429688
2.63345503,-0.0446777,-1.005127,0.0588379
2.65144474,-0.0310059,-1.0041504,0.0515137
2.6694344500000002,-0.0424805,-0.9970703,0.043457
2.68742416,-0.0456543,-1.0048828,0.0593262
2.70541387,-0.032959,-1.015625,0.057373
2.7234035800000003,-0.0463867,-0.9968262,0.0437012
2.74139329,-0.0466309,-0.9990234,0.0458984
2.759383,-0.0437012,-1.0063477,0.0551758
2.78040551,-0.0397949,-0.996582,0.0471191
2.8014280200000004,-0.0390625,-0.996582,0.0458984
2.8224505300000002,-0.0380859,-1.0021973,0.0615234
2.84347304,-0.0368652,-1.0109863,0.052002
2.86449555,-0.0410156,-1.0036621,0.0585938
2.88551806,-0.0351562,-0.9975586,0.0595703
2.90654057,-0.0493164,-0.9929199,0.0559082
2.92756308,-0.0410156,-0.9934082,0.0603027
2.94858559,-0.0493164,-0.9963379,0.0615234
2.9696081000000003,-0.0366211,-1.0019531,0.045166
2.99063061,-0.0466309,-0.9956055,0.0327148
3.01165312,-0.0292969,-1.0048828,0.0429688
3.03267563,-0.0446777,-1.005127,0.0588379
3.05369814,-0.0310059,-1.0041504,0.0515137
3.07472065,-0.0424805,-0.9970703,0.043457
3.09574316,-0.0456543,-1.0048828,0.0593262
3.11676567,-0.032959,-1.015625,0.057373
3.1377881800000003,-0.0463867,-0.9968262,0.0437012
3.15881069,-0.0466309,-0.9990234,0.0458984
3.1798332,-0.0437012,-1.0063477,0.0551758
3.200806665,-0.0397949,-0.996582,0.0471191
3.22178013,-0.0390625,-0.996582,0.0458984
3.242753595,-0.0380859,-1.0021973,0.0615234
3.26372706,-0.0368652,-1.0109863,0.052002
3.284700525,-0.0410156,-1.0036621,0.0585938
3.30567399,-0.0351562,-0.9975586,0.0595703
3.326647455,-0.0493164,-0.9929199,0.0559082
3.3476209199999998,-0.0410156,-0.9934082,0.0603027
3.3685943849999997,-0.0493164,-0.9963379,0.0615234
3.3895678499999997,-0.0415039,-0.9985352,0.0588379
3.410541315,-0.0500488,-1.0026855,0.0522461
3.43151478,-0.0432129,-1.0151367,0.0712891
3.452488245,-0.0224609,-1.003418,0.0505371
3.47346171,-0.0432129,-1.0112305,0.0708008
3.494435175,-0.043457,-0.9943848,0.0571289
3.51540864,-0.0410156,-1.0087891,0.0544434
3.536382105,-0.029541,-1.015625,0.0625
3.55735557,-0.0463867,-0.9968262,0.0437012
3.578329035,-0.0466309,-0.9990234,0.0458984
3.5993025,-0.0437012,-1.0063477,0.0551758
3.6173183399999997,-0.0358887,-0.9931641,0.0646973
3.63533418,-0.0322266,-1.0141602,0.0568848
3.65335002,-0.0490723,-0.9946289,0.0612793
3.67136586,-0.0354004,-0.9963379,0.0461426
3.6893816999999998,-0.0266113,-1.0065918,0.0651855
3.7073975399999997,-0.0351562,-0.9975586,0.0595703
3.72541338,-0.0493164,-0.9929199,0.0559082
3.74342922,-0.0410156,-0.9934082,0.0603027
3.76144506,-0.0493164,-0.9963379,0.0615234
3.7794609,-0.0415039,-0.9985352,0.0588379
3.79747674,-0.0500488,-1.0026855,0.0522461
3.81549258,-0.0432129,-1.0151367,0.0712891
3.83350842,-0.0224609,-1.003418,0.0505371
3.8515242599999997,-0.0432129,-1.0112305,0.0708008
3.8695401,-0.043457,-0.9943848,0.0571289
3.88755594,-0.0410156,-1.0087891,0.0544434
3.90557178,-0.029541,-1.015625,0.0625
3.92358762,-0.0244141,-1.0014648,0.0722656
3.94160346,-0.046875,-0.9914551,0.0634766
3.9596193,-0.0471191,-1.0073242,0.0617676
3.980594615,-0.0358887,-0.9931641,0.0646973
4.00156993,-0.0322266,-1.0141602,0.0568848
4.022545245,-0.0490723,-0.9946289,0.0612793
4.04352056,-0.0354004,-0.9963379,0.0461426
4.064495875,-0.0266113,-1.0065918,0.0651855
4.08547119,-0.0478516,-1.0012207,0.0664062
4.106446505,-0.0266113,-1.0024414,0.0739746
4.12742182,-0.0236816,-1.0026855,0.0571289
4.148397135,-0.0446777,-1.0056152,0.0617676
4.16937245,-0.0473633,-0.9831543,0.0698242
4.190347765,-0.041748,-0.9946289,0.0585938
4.21132308,-0.0378418,-0.9958496,0.0632324
4.232298395,-0.0266113,-1.0041504,0.064209
4.25327371,-0.0432129,-1.0112305,0.0708008
4.274249025,-0.043457,-0.9943848,0.0571289
4.29522434,-0.0410156,-1.0087891,0.0544434
4.316199655,-0.029541,-1.015625,0.0625
4.33717497,-0.0244141,-1.0014648,0.0722656
4.358150285,-0.046875,-0.9914551,0.0634766
4.3791256,-0.0471191,-1.0073242,0.0617676
4.40019925,-0.0378418,-0.9978027,0.0620117
4.4212729,-0.0322266,-1.0141602,0.0568848
4.44234655,-0.0490723,-0.9946289,0.0612793
4.4634202,-0.0354004,-0.9963379,0.0461426
4.48449385,-0.0266113,-1.0065918,0.0651855
4.5055675,-0.0478516,-1.0012207,0.0664062
4.52664115,-0.0266113,-1.0024414,0.0739746
4.5477148,-0.0236816,-1.0026855,0.0571289
4.56878845,-0.0446777,-1.0056152,0.0617676
4.5898620999999995,-0.0473633,-0.9831543,0.0698242
4.61093575,-0.041748,-0.9946289,0.0585938
4.6320094,-0.0378418,-0.9958496,0.0632324
4.65308305,-0.0266113,-1.0041504,0.064209
4.6741567,-0.0385742,-0.9890137,0.0678711
4.69523035,-0.0422363,-1.0080566,0.0720215
4.716304,-0.0332031,-1.0026855,0.0686035
4.73737765,-0.0388184,-1.0012207,0.0546875
4.7584513,-0.045166,-0.9973145,0.064209
4.77952495,-0.0454102,-0.9946289,0.057373
4.8005986,-0.0317383,-1.0026855,0.0588379
4.821517235,-0.0378418,-0.9978027,0.0620117
4.84243587,-0.0183105,-1.0,0.0495605
4.863354505,-0.0310059,-1.0012207,0.0605469
4.8842731399999995,-0.0471191,-0.9953613,0.0661621
