Time (seconds),X,Y,Z
0,-0.01955811,-0.9429453,0.31513003
0.02,-0.03153745,-0.93878925,0.32001957
0.04,-0.034471165,-0.9400116,0.3227088
0.06,-0.03813831,-0.9417229,0.32319775
0.08,-0.04229441,-0.94612354,0.32099748
0.1,-0.045472603,-0.9512575,0.32001957
0.12,-0.044739176,-0.951013,0.31879717
0.14,-0.045472603,-0.95419127,0.31366318
0.16,-0.047917366,-0.96152556,0.30901814
0.18,-0.035204597,-0.96665955,0.3082847
0.2,-0.03300431,-0.9649482,0.31097394
0.22,-0.025670018,-0.96152556,0.31366318
0.24,-0.01882468,-0.9568805,0.31317422
0.26,-0.009534578,-0.9544357,0.31415212
0.28,0,-0.9559026,0.31635243
0.3,0.006111909,-0.951502,0.3175748
0.32,0.0063563855,-0.94612354,0.31781927
0.34,0.0083121965,-0.94465667,0.315619
0.36,0.003911622,-0.94392323,0.31610793
0.38,-0.0056229564,-0.9451456,0.31366318
0.4,-0.01809125,-0.9417229,0.31072944
0.42,-0.026403448,-0.9402561,0.30852917
0.44,-0.03300431,-0.9444122,0.3082847
0.46,-0.038627267,-0.9431898,0.3082847
0.48,-0.045472603,-0.9471014,0.30950707
0.49,-0.045961555,-0.95174646,0.30999604
0.51,-0.049384225,-0.9544357,0.31415212
0.53,-0.045961555,-0.9581029,0.31488556
0.55,-0.04718394,-0.96177,0.31317422
0.57,-0.04498365,-0.9561471,0.31195185
0.59,-0.0403386,-0.9527244,0.31610793
0.61,-0.030804021,-0.95003515,0.31146288
0.63,-0.022491826,-0.9505241,0.30901814
0.65,-0.02078049,-0.95199096,0.31195185
0.67,-0.01882468,-0.9409895,0.31317422
0.69,-0.017846774,-0.9444122,0.31244078
0.71,-0.015402011,-0.94270086,0.31244078
0.73,-0.022002872,-0.9431898,0.31292975
0.75,-0.029092686,-0.94245636,0.3102405
0.77,-0.02884821,-0.9397671,0.31244078
0.79,-0.025670018,-0.9414785,0.31195185
0.81,-0.02615897,-0.9453901,0.31268528
0.83,-0.031048497,-0.9488128,0.31415212
0.85,-0.033248786,-0.94392323,0.3143966
0.87,-0.03227088,-0.946368,0.31390765
0.89,-0.027870305,-0.94587904,0.31390765
0.91,-0.030070592,-0.9485683,0.31366318
0.93,-0.029092686,-0.9451456,0.31733033
0.95,-0.026403448,-0.9453901,0.32197538
0.97,-0.019069156,-0.9493017,0.32295328
0.98,-0.016624393,-0.9527244,0.32075298
1,-0.015157535,-0.95223546,0.32295328
1.02,-0.009045625,-0.95174646,0.32344222
1.04,-0.008556672,-0.9488128,0.3236867
1.06,-0.0068453383,-0.9485683,0.3214864
1.08,-0.0048895273,-0.94270086,0.32344222
