Time (seconds),accel0,accel1,accel2,gyro0,gyro1,gyro2
-0.644,0.1457079052,-1.006753683,-0.0699202418,0.3514347672,-1.100143671,0.1375179588
-0.624,0.1439965814,-1.0013751983,-0.0664975717,0.4125538468,-1.100143671,0.0458393171
-0.604,0.1395960003,-1.004553318,-0.0652751922,0.1375179588,-1.2071020603,-0.1986370384
-0.5839999999,0.1383736282,-1.0084650516,-0.0677199512,-0.1069584116,-1.1459829807,-0.3514347672
-0.5639999999,0.1400849521,-1.012376666,-0.068208903,-0.381994307,-1.0543043613,-0.4431134164
-0.544,0.1393515318,-1.010176301,-0.0706536695,-0.3514347672,-1.25294137,-0.3055954575
-0.524,0.13886258,-1.0074870586,-0.0735873878,-0.3208752274,-1.5585367679,-0.1986370384
-0.504,0.1427741944,-1.0040644407,-0.06943129,-0.2750359177,-1.3598997592,-0.0611190907
-0.4839999999,0.1410628557,-1.0050423145,-0.0701647177,-0.0763988643,-1.1612627506,-0.1069584116
-0.464,0.1395960003,-1.0069981813,-0.0696757659,-0.1375179588,-1.1612627506,-0.2903156876
-0.444,0.1376401931,-1.0096874237,-0.0691868141,-0.6111909151,-1.100143671,-0.5347920656
-0.424,0.1400849521,-1.0104207992,-0.0691868141,-0.763988614,-1.25294137,-0.6417504549
-0.404,0.1415518075,-1.0106652975,-0.0672309994,-0.5959111452,-1.5279772281,-0.6111909151
-0.3839999999,0.141307339,-1.0084650516,-0.0684533789,-0.2903156876,-1.7571738958,-0.4736729562
-0.3639999999,0.1395960003,-1.0052868127,-0.0669865235,-0.2139168232,-1.9099715948,-0.3361549973
-0.3439999999,0.1398404836,-1.0082205533,-0.0696757659,-0.3055954575,-1.7571738958,-0.4125538468
-0.324,0.143752098,-1.0077315568,-0.0711426213,-0.5653516054,-1.6960548162,-0.4583931863
-0.304,0.143752098,-1.0084650516,-0.0704091936,-0.6570302248,-1.7418941259,-0.4583931863
-0.2839999999,0.1447300016,-1.0074870586,-0.071876049,-0.5347920656,-1.6807750463,-0.4431134164
-0.264,0.144974485,-1.0050423145,-0.0686978548,-0.7334290742,-1.6043760776,-0.4583931863
-0.2439999999,0.1439965814,-1.0069981813,-0.0713870972,-1.0084650516,-1.3751795291,-0.4125538468
-0.224,0.1432631462,-1.0091984272,-0.0704091936,-1.0390245914,-1.1154234409,-0.2903156876
-0.204,0.1444855332,-1.0099318027,-0.0706536695,-0.9320661425,-0.9626256823,-0.2291965931
-0.1839999999,0.1432631462,-1.0084650516,-0.0701647177,-1.0695841312,-0.7945481538,-0.4736729562
-0.164,0.141307339,-1.0089539289,-0.0701647177,-1.0390245914,-0.855667293,-0.626470685
-0.1439999999,0.1410628557,-1.0096874237,-0.06943129,-0.8862268328,-1.0543043613,-0.5959111452
-0.1239999999,0.1405739039,-1.0074870586,-0.0713870972,-0.7945481538,-1.2071020603,-0.4431134164
-0.104,0.1422852426,-1.0082205533,-0.0738318637,-0.6570302248,-1.4515783786,-0.5347920656
-0.084,0.1444855332,-1.0082205533,-0.0767655745,-0.6417504549,-1.3446199893,-0.5500718355
-0.064,0.144974485,-1.0084650516,-0.0738318637,-0.8251076936,-1.2835009098,-0.4889527261
-0.0439999999,0.143752098,-1.0082205533,-0.0733429118,-0.7792683839,-1.3293402194,-0.3514347672
-0.0239999999,0.1452189534,-1.0069981813,-0.071876049,-0.5959111452,-1.3751795291,-0.2903156876
-0.004,0.1491305828,-1.0062646865,-0.0706536695,-0.8862268328,-1.3293402194,-0.381994307
0.016,0.1466858237,-1.0091984272,-0.0728539526,-1.3140604496,-1.25294137,-0.5806313753
0.0359999999,0.147419244,-1.0077315568,-0.0760321468,-1.2376616001,-1.2223818302,-0.4889527261
0.056,0.1464413404,-1.0082205533,-0.0779879614,-1.5890963077,-1.100143671,-0.381994307
0.0759999999,0.1464413404,-1.011398673,-0.0782324373,-1.6502153873,-1.1307032108,-0.3972740769
0.0959999999,0.1501084864,-1.0135990381,-0.0777434855,-1.1918222904,-1.1918222904,-0.2597561478
0.116,0.149864003,-1.0104207992,-0.0811661556,-0.6875897645,-1.0848639011,-0.0458393171
0.136,0.1479081958,-1.0057758092,-0.0760321468,-0.4278336465,-1.2223818302,-0.0305595453
0.156,0.1457079052,-1.0016196966,-0.0711426213,-0.5500718355,-1.2071020603,-0.2291965931
0.1759999999,0.1488860994,-1.004553318,-0.0733429118,-0.8709470629,-1.0695841312,-0.4583931863
0.1959999999,0.1488860994,-1.0074870586,-0.0748097673,-1.2223818302,-0.9779054522,-0.3361549973
0.216,0.1471747756,-1.0074870586,-0.0750542432,-1.3598997592,-0.8862268328,-0.0611190907
0.2359999999,0.1523087769,-1.0038199424,-0.0726094767,-1.2987806797,-0.381994307,0.1680774986
0.256,0.1549980193,-1.0016196966,-0.0677199512,-1.5890963077,0.4583931863,0.1833572685
0.276,0.1481526792,-1.005531311,-0.0669865235,-1.879412055,0.9473459124,0.0916786342
0.2959999999,0.1459523886,-1.0065091848,-0.0677199512,-2.2614064216,1.0543043613,-0.0152797726
0.306,0.1435076296,-1.0109097957,-0.0706536695,-2.2308468818,1.0543043613,-0.244476363
0.326,0.1420407593,-1.0121321678,-0.0748097673,-2.0627694129,0.9320661425,-0.0916786342
0.3459999999,0.142529726,-1.004553318,-0.0782324373,-1.8946918249,0.5195122957,0.1680774986
0.366,0.142529726,-1.0003973245,-0.0833664387,-1.9558109045,-0.0916786342,0.4431134164
0.386,0.1415518075,-1.0008862018,-0.0840998664,-2.353085041,-0.8098279237,0.5042325258
0.406,0.1417962908,-1.0096874237,-0.0821440592,-2.5364422798,-1.4210188388,0.5653516054
0.4259999999,0.142529726,-1.012376666,-0.0743208155,-2.1238884925,-2.047489643,0.5806313753
0.4459999999,0.1442410498,-1.0128655433,-0.0723650008,-1.5126974582,-2.5364422798,0.3361549973
0.466,0.149864003,-1.0050423145,-0.0733429118,-1.4057390689,-3.0253949165,-0.2291965931
0.4859999999,0.1537756323,-1.0052868127,-0.0818995833,-1.6349356174,-3.3309905529,-0.6417504549
0.506,0.1542645841,-1.0084650516,-0.0902117788,-1.6043760776,-3.3309905529,-0.9473459124
0.5259999999,0.1530421972,-1.0050423145,-0.0953457802,-1.2682211399,-2.9031567573,-0.8862268328
0.546,0.1527977287,-0.9981969594,-0.0960792079,-1.5126974582,-2.353085041,-0.6570302248
0.5659999999,0.1471747756,-0.9945298433,-0.0977905467,-2.4600434303,-1.879412055,-0.381994307
0.5859999999,0.1454634368,-1.0008862018,-0.0992574021,-3.4990680217,-1.8030132055,-0.4431134164
0.6059999999,0.1483971476,-1.0062646865,-0.1048803627,-4.1408185958,-1.9405311346,-0.9473459124
0.6259999999,0.1501084864,-1.006753683,-0.1083030253,-3.7282645702,-2.0322098731,-1.6349356174
0.6459999999,0.1479081958,-1.0062646865,-0.106591694,-2.8725972175,-1.9405311346,-1.9252513647
0.666,0.141307339,-1.0021085739,-0.1051248386,-2.4600434303,-1.9863704442,-1.8335727453
0.686,0.1403294354,-1.0030865669,-0.1009687408,-2.9948353767,-2.1238884925,-1.6349356174
0.7059999999,0.1391070485,-1.0131100416,-0.0975460708,-3.101793766,-2.1238884925,-1.3293402194
0.7259999999,0.1422852426,-1.0197108983,-0.0924120619,-1.9405311346,-1.7418941259,-0.9167863726
0.7459999999,0.1454634368,-1.0167771577,-0.0904562547,-0.4431134164,-1.6960548162,-0.7181493043
0.766,0.1435076296,-1.0153102874,-0.0931454971,0.7792683839,-2.2308468818,-0.6570302248
0.786,0.1376401931,-1.010176301,-0.0960792079,1.8182929754,-3.0559544563,-0.7945481538
0.796,0.1339730471,-1.0065091848,-0.0999908298,2.5364422798,-3.4685084819,-0.7181493043
0.816,0.1356843858,-1.0025975704,-0.1070806458,2.9948353767,-3.1934723854,-0.5195122957
0.8359999999,0.1378846615,-1.0106652975,-0.1109922677,3.1781926155,-2.8114781379,-0.3361549973
0.856,0.1349509507,-1.0192219018,-0.1048803627,4.2019376754,-2.353085041,0.4278336465
0.8759999999,0.1339730471,-1.022644639,-0.089722827,6.4480638504,-2.1850075721,1.6807750463
