# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -3.50508, -3.24829, -3.58381, -2.89545, -2.66406, -2.91877, -3.42773, -3.97455, -3.42139, -3.08949, -3.42197, -3.44678, -3.19907, -2.89611, -2.68101, -2.40579, -3.32907, -2.79972, -2.25662, -2.39748
0.01, 0.0319375, -1.27433, -1.50495, -1.47417, -0.591339, -0.719122, -1.12977, -2.31503, -2.74444, -1.9219, -1.45098, -1.71625, -2.0875, -1.72043, -1.49364, -0.995783, -0.87169, -1.93123, -1.64072, -1.19306, -1.05881
0.02, 0.0319375, -1.30968, -0.968277, -1.01562, 0.701218, 0.346116, -0.934799, -1.92297, -2.09913, -1.1587, -0.287072, -0.394806, -1.16792, -0.945908, -0.69839, -0.325843, -0.304217, -1.08726, -0.892195, -0.38493, -0.312669
0.03, 0.0319375, -2.04331, -1.47103, -0.446043, 0.462336, 0.079439, -1.05218, -1.93606, -2.18642, -1.16788, -0.670021, -0.886223, -1.15951, -1.20893, -0.789381, -0.653903, -0.26776, -1.01273, -0.888913, 0.0724248, 0.085019
0.04, 0.0319375, -1.71719, -1.62948, -1.45196, -1.34378, -1.10648, -1.90449, -2.82002, -3.14532, -2.48124, -2.11431, -2.25861, -1.89322, -1.87563, -1.44822, -1.8283, -1.04739, -1.71386, -1.56407, -0.769382, -0.793844
0.05, 0.0319375, -0.988341, -1.65205, -2.24248, -1.09195, -1.073, -2.27746, -3.15676, -3.27933, -3.13894, -2.76123, -2.98092, -2.54553, -2.09754, -1.68244, -1.51877, -1.58793, -2.36838, -1.92262, -1.56522, -1.71164
0.06, 0.0319375, -1.26042, -0.641547, -0.863419, -0.166222, 0.318871, -0.865067, -2.17381, -2.50208, -2.52536, -1.99149, -2.27037, -2.16686, -2.00292, -1.28103, -1.33374, -1.19779, -1.77973, -1.96746, -1.48587, -1.72625
0.07, 0.0319375, -1.92099, -0.344422, -1.12499, -0.308568, 0.932917, -0.238781, -1.84956, -2.40378, -1.59469, -1.18718, -1.74869, -1.68558, -2.16273, -1.21781, -1.17182, -1.04264, -1.70219, -1.89876, -1.25041, -1.30063
0.08, 0.0319375, -1.06465, -0.577764, -0.731966, 0.0298891, 0.961728, -0.897136, -1.76964, -2.0641, -1.48887, -1.52787, -1.65443, -1.98101, -2.33641, -1.64694, -1.24934, -1.32031, -1.95529, -2.16453, -1.52095, -1.56894
0.09, 0.0319375, -0.553071, -0.857024, -0.540291, 0.144472, 0.250076, -1.94043, -2.18104, -2.33286, -2.04851, -2.32698, -2.51357, -2.99412, -2.44416, -2.34476, -2.22182, -1.83067, -2.35006, -2.64144, -2.0835, -2.04695
