# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.345773, 0.121401, 0.135826, 0.590746, 1.91025, 1.62954, 0.577317, 0.261191, 0.377632, 0.43625, 0.466167, 0.327111, 0.405359, 0.696631, 0.380361, 0.315323, 0.852833, 0.585945, 0.694104, 0.505644, 0.394462, 0.491688, 0.708079, 0.475378, 0.452935, 0.62589, 0.697099, 0.730012, 0.917007, 0.686061, 0.604017, 0.805365, 0.711611, 0.571174, 0.93877, 0.730727, 0.587697, 0.765497, 0.653126, 0.794935, 1.04214, 0.888442, 1.10701, 1.55777, 1.60501, 1.14318, 0.748499, 0.691921, 0.70531, 0.75093
0.01, 0.0319375, 0.301697, 0.0787986, 0.132807, 0.55254, 1.92251, 1.64482, 0.556632, 0.338675, 0.449963, 0.31661, 0.320636, 0.338982, 0.344666, 0.726834, 0.384288, 0.482413, 0.644722, 0.689756, 0.59023, 0.383182, 0.544272, 0.63727, 0.767962, 0.600998, 0.501257, 0.691714, 0.564683, 0.654904, 0.952066, 0.809194, 0.490769, 0.857686, 0.997754, 0.816289, 0.883092, 0.863991, 0.81106, 0.826048, 0.79562, 0.711514, 0.879057, 0.751047, 0.951212, 1.0732, 1.55812, 1.31066, 0.809958, 0.755161, 0.653971, 0.845949
0.02, 0.0319375, 0.26901, 0.167911, 0.179032, 0.584164, 1.89382, 1.60293, 0.390237, 0.424942, 0.458496, 0.592408, 0.301456, 0.380965, 0.760799, 0.623417, 0.363544, 0.679055, 0.384903, 0.550531, 0.646854, 0.535459, 0.777815, 0.651498, 0.939494, 0.601277, 0.713459, 0.701812, 0.451542, 0.660832, 0.93777, 0.819815, 0.516967, 0.692916, 0.882623, 0.584978, 0.826697, 0.770863, 0.953252, 0.706286, 0.757663, 0.719149, 0.759205, 0.849608, 1.11999, 0.960225, 1.47782, 1.18399, 0.766959, 0.782821, 0.738936, 0.598298
0.03, 0.0319375, 0.130903, 0.0523184, 0.266142, 0.669479, 1.94347, 1.57419, 0.320915, 0.471248, 0.538875, 0.611333, 0.497169, 0.326911, 0.702689, 0.668546, 0.579975, 0.5823, 0.476102, 0.496693, 0.715103, 0.538216, 0.7279, 0.542262, 0.733867, 0.651114, 0.616693, 0.733449, 0.77486, 0.640273, 0.914501, 0.613842, 0.560296, 0.743843, 0.600935, 0.601072, 0.91832, 0.758845, 0.829069, 0.674908, 0.701965, 0.711301, 0.744037, 0.794044, 0.883781, 1.00498, 1.27869, 1.1839, 0.978651, 0.724479, 0.737576, 0.687203
0.04, 0.0319375, 0.209991, 0.17943, 0.352057, 0.602474, 1.94312, 1.61759, 0.343432, 0.396658, 0.498837, 0.404663, 0.342862, 0.510481, 0.414601, 0.322345, 0.432382, 0.59107, 1.02478, 0.723895, 0.914426, 0.874267, 0.677866, 0.391933, 0.663664, 0.500433, 0.485257, 0.541709, 0.512622, 0.581119, 0.897861, 0.745289, 0.507409, 0.721249, 0.674764, 0.554773, 0.772315, 0.582443, 0.672981, 0.625277, 0.589457, 0.760387, 0.715385, 0.984341, 1.14261, 0.822765, 1.16805, 1.1271, 1.08466, 0.945068, 0.820915, 0.881703
0.05, 0.0319375, 0.374086, 0.293271, 0.204652, 0.511063, 1.90931, 1.60911, 0.525357, 0.571103, 0.239585, 0.32493, 0.329627, 0.396564, 0.316617, 0.470452, 0.318786, 0.556185, 0.818123, 0.825035, 1.10261, 1.11399, 0.823232, 0.768333, 0.862126, 0.593066, 0.600927, 0.765378, 0.726047, 0.918191, 1.07251, 0.889343, 0.466584, 0.885435, 0.793688, 0.517813, 0.790388, 0.576193, 0.648354, 0.766585, 0.639206, 0.825484, 0.771317, 0.873898, 1.21943, 1.14312, 1.40575, 1.1134, 0.809965, 1.01298, 0.640804, 0.834014
0.06, 0.0319375, 0.223512, 0.051926, 0.317046, 0.544389, 1.91623, 1.59587, 0.583096, 0.504889, 0.236815, 0.278786, 0.118677, 0.305941, 0.573854, 0.565049, 0.486043, 0.848682, 0.736527, 0.995615, 0.965408, 1.10393, 0.699317, 0.765585, 0.750682, 0.539589, 0.544483, 0.609297, 0.77248, 0.837509, 0.944551, 0.931834, 0.611257, 0.672828, 0.767991, 0.562474, 0.8117, 0.539535, 0.59627, 0.644364, 0.745645, 0.76023, 0.87979, 1.00047, 1.14474, 1.34113, 1.3763, 1.13238, 0.909152, 0.696104, 0.745851, 0.979359
0.07, 0.0319375, 0.188378, 0.260835, 0.234534, 0.643676, 1.93349, 1.56805, 0.430666, 0.384437, 0.427206, 0.317417, 0.225341, 0.309353, 0.491855, 0.46174, 0.584592, 0.755918, 0.52775, 0.63425, 0.658276, 1.07359, 0.637914, 0.498128, 0.577973, 0.698347, 0.72039, 0.324444, 0.429096, 0.859007, 0.968368, 0.709946, 0.713611, 0.838064, 0.745856, 0.763424, 0.811768, 0.704924, 0.712329, 0.604886, 0.714796, 0.646497, 0.78696, 0.987109, 0.931323, 1.25218, 1.28202, 1.325, 0.911866, 0.709243, 0.749605, 0.853652
0.08, 0.0319375, 0.181009, 0.212382, 0.0741222, 0.664839, 1.96546, 1.68858, 0.681937, 0.374799, 0.625243, 0.462746, 0.198483, 0.311666, 0.483258, 0.581887, 0.416733, 0.420171, 0.563199, 0.435112, 0.813641, 0.756075, 0.63114, 0.529301, 0.64848, 0.706207, 0.5997, 0.345513, 0.44724, 0.789637, 0.933653, 0.584385, 0.647273, 0.92361, 0.686474, 0.740713, 0.782548, 0.846944, 0.656835, 0.711206, 0.700133, 0.879897, 0.929043, 0.883838, 0.98096, 1.15521, 1.30679, 1.25164, 0.914533, 0.727452, 0.733678, 0.686243
0.09, 0.0319375, 0.221133, 0.185961, 0.226465, 0.564226, 1.9077, 1.64912, 0.522223, 0.293516, 0.300493, 0.246917, 0.231065, 0.393309, 0.782066, 0.685637, 0.301968, 0.435317, 0.634363, 0.547719, 0.755545, 0.720786, 0.610459, 0.662264, 0.503921, 0.611322, 0.584377, 0.545555, 0.457216, 0.688734, 0.852851, 0.650648, 0.721577, 0.832675, 0.738268, 0.717868, 0.745523, 0.944388, 0.765839, 0.729746, 0.777601, 0.812598, 0.725076, 0.75054, 1.17048, 1.54798, 1.29158, 1.14149, 0.934602, 0.871369, 0.780598, 0.769102
0.1, 0.0319375, 0.248504, 0.269591, 0.164906, 0.671723, 1.88834, 1.5433, 0.251189, 0.383337, 0.35059, 0.319884, 0.268719, 0.404435, 0.560682, 0.549148, 0.446162, 0.555199, 0.659986, 0.664737, 0.701969, 0.474312, 0.948587, 0.472462, 0.440251, 0.57655, 0.76437, 0.822763, 0.502063, 0.620807, 0.841296, 0.592937, 0.553131, 0.871349, 0.727224, 0.713921, 0.820328, 0.860305, 1.00727, 0.823511, 0.694499, 0.695355, 0.642673, 0.790337, 1.17526, 1.65692, 1.28034, 0.988853, 0.871109, 0.779536, 0.546194, 0.719311
0.11, 0.0319375, 0.38401, 0.381272, 0.238443, 0.613715, 1.9305, 1.66278, 0.703331, 0.3148, 0.197695, 0.399604, 0.347948, 0.620253, 0.478845, 0.463256, 0.264158, 0.256935, 0.881444, 0.761043, 1.07926, 0.770612, 1.03733, 0.81354, 0.830108, 0.579167, 0.712054, 0.789879, 0.563406, 0.682942, 0.815103, 0.542786, 0.648545, 0.753949, 0.721887, 0.606488, 0.852827, 0.815887, 0.750172, 0.735515, 0.693736, 0.814185, 0.759616, 0.752863, 1.12542, 1.58441, 1.32909, 1.0435, 0.872346, 0.642542, 0.633505, 0.752856
0.12, 0.0319375, 0.25849, 0.303843, 0.19747, 0.610633, 1.96359, 1.65476, 0.845122, 0.448028, 0.371297, 0.252809, 0.158227, 0.397366, 0.513029, 0.272229, 0.437941, 0.321396, 0.940912, 0.679244, 0.866228, 0.735538, 0.740758, 0.722274, 0.772175, 0.966234, 0.879323, 0.799382, 0.472417, 0.600066, 0.7752, 0.607256, 0.693305, 0.68588, 0.807183, 0.758925, 0.793791, 0.73616, 0.734926, 0.644839, 0.660972, 0.744064, 0.792145, 0.751267, 1.20449, 1.31503, 1.21156, 1.2122, 0.995265, 0.705029, 0.762937, 0.855859
