# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -3.13293, -2.96316, -2.73765, -3.70901, -3.90506, -3.22706, -3.38114, -3.50753, -3.03968, -3.09909, -3.25346, -3.34198, -2.82469, -4.34958, -3.90893, -3.68578, -3.05097, -2.96189, -2.99719, -2.71337
0.01, 0.0319375, -3.03768, -2.76919, -2.69572, -3.42764, -3.27053, -3.14592, -3.29298, -3.49099, -3.08454, -3.10849, -3.16187, -3.36654, -2.85636, -3.95979, -3.79026, -3.55104, -3.05416, -3.09019, -3.13423, -2.83538
0.02, 0.0319375, -3.15765, -2.9719, -3.10879, -3.22065, -3.37659, -4.02867, -3.55311, -3.37128, -3.2592, -3.54276, -3.35136, -3.78864, -3.97858, -3.97608, -3.74048, -3.47366, -3.45241, -3.45083, -3.75092, -4.07462
0.03, 0.0319375, -2.70362, -2.46309, -2.74518, -2.47214, -2.65657, -2.99416, -3.22432, -3.62676, -3.25808, -3.22552, -3.06259, -3.50933, -3.92791, -3.70596, -3.72099, -3.2642, -3.36142, -3.30148, -3.65615, -3.70821
0.04, 0.0319375, -1.81824, -1.54223, -2.17882, -2.17115, -2.08861, -2.44488, -3.01788, -3.67198, -3.25589, -2.86358, -3.03396, -3.44792, -3.35221, -3.16983, -3.2918, -3.25464, -2.98709, -2.84824, -3.43928, -3.63998
0.05, 0.0319375, -2.70247, -2.37006, -2.57469, -2.06254, -2.50964, -2.9811, -3.66036, -3.15546, -3.00375, -2.86601, -3.01582, -3.08249, -3.30226, -3.40718, -3.4138, -3.19383, -3.10041, -2.99655, -3.30812, -3.48219
0.06, 0.0319375, -2.62107, -2.26634, -2.17799, -1.44701, -1.78404, -2.38375, -3.59488, -3.45055, -2.64924, -2.57738, -3.02947, -3.23599, -3.41182, -3.63524, -3.38149, -2.99554, -3.07479, -2.99999, -3.32931, -3.5729
0.07, 0.0319375, -2.94939, -2.46218, -2.58072, -2.12635, -2.32055, -2.70993, -3.21562, -3.63835, -3.23534, -3.1386, -3.63731, -3.89262, -4.1719, -3.96297, -3.49794, -3.41595, -3.41282, -3.48104, -3.67366, -3.90989
0.08, 0.0319375, -2.86399, -2.95371, -3.18112, -2.92243, -2.68508, -3.18402, -2.98715, -3.33365, -3.53218, -3.31517, -3.64904, -4.19004, -4.20411, -3.99914, -3.86979, -3.73225, -3.62983, -3.84828, -3.75319, -3.56784
0.09, 0.0319375, -2.27402, -1.4282, -0.0186217, 0.257755, 0.225006, 0.395712, 0.855384, 0.21509, 0.6012, 0.289116, -1.31787, -0.860227, -0.555242, -0.727784, -0.12921, -0.370926, -0.4733, -0.625589, -0.603454, -0.638957
0.1, 0.0319375, -0.929854, -0.459813, 0.781525, 0.634687, 0.602848, 0.938704, 1.32401, 0.474133, 1.11381, 0.801083, -0.42712, -0.153389, -0.163266, -0.256703, 0.336825, 0.0170801, 0.0293401, -0.338061, -0.340744, -0.268047
0.11, 0.0319375, -0.943905, -0.618076, -0.11572, -1.11431, -0.943635, -0.384885, -0.664511, -1.51477, -0.420429, -0.64942, -1.58019, -1.46454, -1.86548, -2.10256, -1.64547, -1.98015, -1.74677, -2.33203, -2.37133, -2.23487
0.12, 0.0319375, -1.68296, -1.54704, -1.55022, -2.74039, -2.26297, -1.67014, -2.13475, -2.78777, -1.58221, -1.82302, -2.35198, -2.63353, -2.96646, -3.12861, -2.73016, -2.64326, -2.45264, -2.91002, -3.21649, -3.12093
0.13, 0.0319375, -2.25997, -2.70282, -3.28341, -3.45612, -2.9808, -2.09567, -2.21219, -2.67288, -2.37916, -2.12597, -2.72118, -3.04779, -2.84436, -2.8179, -2.66321, -2.78678, -3.05564, -2.9788, -2.8505, -3.43834
0.14, 0.0319375, -2.77609, -3.5237, -3.29192, -3.87839, -2.99072, -2.37071, -2.12898, -2.66806, -2.13834, -2.24492, -2.96565, -2.94508, -2.99083, -2.9386, -2.95681, -2.74657, -2.90207, -3.18167, -2.93479, -3.20084
0.15, 0.0319375, -3.43988, -3.984, -3.99279, -4.25575, -3.27244, -2.61818, -2.60825, -3.11844, -2.67527, -2.57537, -3.23563, -3.37089, -3.209, -3.37608, -3.11583, -3.30325, -3.30375, -3.6658, -3.38222, -3.54138
0.16, 0.0319375, -3.74387, -3.44043, -3.66756, -3.70931, -3.70856, -3.21935, -2.92575, -3.09334, -2.59731, -2.76406, -3.00242, -3.3469, -3.5392, -3.42623, -2.89478, -3.18858, -3.18803, -3.60602, -3.59054, -3.78012
0.17, 0.0319375, -3.65059, -3.47266, -3.31976, -3.55094, -3.96677, -3.09041, -2.78109, -3.17121, -2.70312, -2.76356, -3.03043, -3.33427, -3.56885, -3.22145, -3.24878, -3.32535, -3.19941, -3.69316, -3.63106, -3.92615
0.18, 0.0319375, -2.78811, -3.62138, -3.71495, -3.94075, -3.86896, -3.68859, -3.04694, -3.59072, -2.94969, -2.81499, -3.21793, -3.24187, -3.43825, -3.57961, -3.28836, -3.19068, -3.3707, -3.75339, -3.63157, -3.98195
0.19, 0.0319375, -2.96246, -3.58094, -3.73072, -4.2254, -4.07901, -3.3501, -3.01986, -3.7255, -3.12456, -2.79217, -3.37743, -3.3292, -3.25395, -3.57514, -3.35718, -3.12501, -3.69904, -3.72231, -3.76641, -3.99719
0.2, 0.0319375, -3.3367, -3.89002, -3.8507, -3.93072, -3.87517, -3.5298, -3.30325, -3.39735, -3.13705, -2.89306, -3.3686, -3.59422, -3.67749, -3.62444, -3.34605, -3.30058, -3.56001, -3.65216, -3.81691, -3.97951
0.21, 0.0319375, -3.88338, -4.23146, -3.91767, -3.68704, -3.70248, -3.56077, -3.02576, -3.36004, -3.44723, -3.01042, -3.48858, -3.39968, -3.6542, -3.46663, -3.60145, -3.69494, -3.68991, -3.79747, -3.8563, -3.90075
0.22, 0.0319375, -3.60373, -4.04044, -3.37499, -3.78294, -3.89399, -3.67641, -3.14211, -3.71341, -3.31181, -3.26718, -3.29626, -3.64683, -3.66269, -3.55422, -3.6664, -3.69128, -3.60143, -3.88211, -3.95346, -4.12753
0.23, 0.0319375, -3.47607, -3.88007, -3.2649, -3.69759, -4.09425, -3.41569, -3.61781, -3.58283, -2.93535, -3.56829, -3.31952, -3.92602, -3.98655, -3.6587, -3.63762, -3.75166, -3.70172, -3.73168, -3.98163, -4.24764
0.24, 0.0319375, -3.63482, -4.05601, -3.44275, -3.68942, -3.79253, -3.82674, -3.36738, -3.47302, -3.21465, -3.2382, -3.63383, -4.38127, -4.06012, -3.60873, -3.73111, -3.75477, -3.91721, -3.87664, -3.82453, -4.12932
0.25, 0.0319375, -4.59939, -4.01533, -3.4474, -3.75433, -4.0054, -3.91196, -3.93917, -3.97266, -3.72071, -3.70021, -4.06531, -4.24787, -4.02128, -3.34328, -3.47812, -3.73518, -3.89297, -3.9631, -3.70752, -4.04284
0.26, 0.0319375, -3.06177, -3.35676, -2.91397, -3.00455, -3.39144, -3.13359, -3.19005, -3.55544, -3.25579, -3.21174, -4.00029, -4.20559, -4.31433, -3.97901, -3.62062, -3.87058, -3.99477, -3.93402, -3.89843, -4.14805
0.27, 0.0319375, -3.04874, -3.50065, -3.25722, -3.22416, -3.60422, -3.5162, -3.43757, -3.67502, -3.26411, -3.04201, -3.63951, -3.88654, -4.03398, -4.03385, -3.61426, -3.56139, -3.85082, -3.98385, -3.85355, -4.20266
0.28, 0.0319375, -3.5126, -3.50802, -3.70571, -3.70691, -3.80653, -3.52226, -3.7759, -3.73375, -3.59495, -3.69871, -3.92454, -4.18935, -4.1036, -3.57194, -3.48903, -3.64026, -3.8799, -4.02574, -4.01089, -4.28744
0.29, 0.0319375, -3.98898, -3.9995, -3.67737, -3.58174, -3.85967, -3.58051, -3.54973, -3.65011, -3.49833, -3.30984, -3.8344, -4.17623, -4.09539, -3.68854, -3.78427, -3.69832, -3.91807, -3.73238, -3.88339, -3.87374
0.3, 0.0319375, -3.48856, -4.35589, -4.11213, -4.31713, -4.00142, -3.88423, -3.5842, -3.64776, -3.33512, -3.49103, -3.75862, -3.89727, -4.09788, -3.91686, -3.8854, -3.60735, -3.78494, -3.54628, -3.87851, -3.63022
0.31, 0.0319375, -3.51446, -3.70032, -3.40503, -3.7105, -4.25006, -3.74493, -3.69023, -3.48354, -3.23755, -3.35487, -3.5457, -4.0129, -4.26533, -3.43895, -3.81681, -3.3404, -3.57546, -3.39762, -3.76931, -3.62929
0.32, 0.0319375, -3.30627, -3.79548, -3.42116, -3.13767, -3.54863, -3.31874, -2.80264, -2.4269, -2.0887, -1.6589, -2.95058, -3.34618, -3.32099, -3.36344, -3.38353, -3.01176, -3.13505, -3.32167, -3.33117, -2.3088
0.33, 0.0319375, -3.08838, -3.4625, -2.90785, -3.15644, -3.18681, -3.19139, -2.91576, -2.90415, -2.06257, -1.70569, -3.474, -3.76572, -3.75892, -3.64459, -3.43475, -3.31206, -3.38684, -3.43547, -3.28609, -2.73016
