# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.386226, 0.265302, 0.212278, 0.306777, 1.22068, 0.946711, 0.372816, 0.360933, 0.451418, 0.36428, 0.285051, 0.534321, 0.635404, 0.686335, 0.716879, 0.522228, 0.577839, 0.419132, 0.600921, 0.963301, 0.375757, 0.354039, 0.683724, 1.0334, 0.772046, 0.830062, 1.14485, 0.734591, 0.930752, 0.658676, 0.589817, 0.572379, 0.444609, 0.46823, 0.430154, 0.395255, 0.491186, 0.710185, 0.895427, 0.973776, 1.23343, 0.809606, 1.21576, 1.60882, 1.94311, 1.55375, 1.06553, 0.878067, 0.799104, 0.612563
0.01, 0.0319375, 0.416554, 0.261258, 0.29208, 0.42886, 1.24321, 1.00265, 0.661014, 0.689219, 0.516206, 0.336716, 0.435293, 0.601124, 0.686245, 0.61737, 0.437288, 0.58463, 0.739564, 0.52548, 0.538869, 0.61333, 0.393699, 0.635949, 0.51847, 0.821708, 0.764821, 0.567428, 0.862868, 0.944308, 0.928475, 0.522485, 0.473243, 0.434842, 0.516356, 0.515735, 0.608615, 0.585696, 0.559347, 0.578747, 0.829802, 0.839786, 0.924783, 1.13446, 1.12331, 1.77401, 1.63514, 1.42046, 1.03858, 0.950788, 1.06884, 0.716478
0.02, 0.0319375, 0.417529, 0.115669, 0.234686, 0.450976, 1.17345, 0.847199, 0.648402, 0.518222, 0.700531, 0.654209, 0.600204, 0.658195, 0.653468, 0.615522, 0.223508, 0.423579, 0.574972, 0.499223, 0.489069, 0.757389, 0.455784, 0.606396, 0.409556, 0.744621, 0.800332, 0.89498, 0.943294, 1.08314, 0.90579, 0.601032, 0.494412, 0.49143, 0.434733, 0.413675, 0.419355, 0.32375, 0.505905, 0.857859, 0.966267, 0.890712, 0.82871, 0.904659, 1.02685, 1.52196, 1.6477, 1.41257, 1.10999, 0.956598, 0.877698, 0.695996
0.03, 0.0319375, 0.439846, 0.136624, 0.324233, 0.795805, 1.20834, 0.986925, 0.860889, 0.656607, 0.610287, 0.402505, 0.425013, 0.519226, 0.804675, 0.830446, 0.408374, 0.621944, 0.69869, 0.537264, 0.414453, 0.732602, 0.473731, 0.542877, 0.506759, 0.771399, 0.823198, 0.852931, 0.93975, 1.10837, 0.716653, 0.668474, 0.557026, 0.495291, 0.410161, 0.389259, 0.547742, 0.431485, 0.57613, 0.77102, 1.00455, 1.2215, 1.03366, 0.758014, 1.30119, 1.55539, 1.61137, 1.36935, 1.11958, 0.73915, 0.834167, 0.749382
0.04, 0.0319375, 0.288891, 0.0653868, 0.297979, 0.663612, 1.13792, 0.916676, 0.611979, 0.353595, 0.448728, 0.379701, 0.524946, 0.451571, 0.91057, 1.16323, 0.770916, 0.589751, 0.746441, 0.713472, 0.532792, 0.711682, 0.458078, 0.41403, 0.69913, 0.769695, 0.939289, 1.02426, 1.13947, 1.01686, 0.74599, 0.679858, 0.572219, 0.475805, 0.57672, 0.428092, 0.601432, 0.511014, 0.511785, 0.459321, 0.744026, 0.986188, 0.955837, 1.10255, 1.31739, 1.64727, 1.48934, 1.34085, 1.04358, 0.812847, 0.797504, 0.773596
0.05, 0.0319375, 0.254261, 0.354089, 0.377323, 0.498031, 1.23655, 0.935459, 0.573623, 0.419734, 0.410907, 0.434011, 0.401809, 0.47556, 0.490684, 0.910969, 1.11705, 0.605134, 0.499151, 0.704482, 0.777266, 0.832834, 0.550387, 0.536102, 0.626048, 0.615691, 0.794125, 0.887386, 0.788892, 0.754042, 0.882093, 0.673467, 0.531712, 0.615748, 0.524848, 0.36457, 0.439341, 0.566831, 0.585232, 0.621814, 0.828682, 0.808578, 1.04062, 1.00277, 1.20226, 1.70754, 1.52536, 1.35549, 0.894623, 0.921046, 1.05415, 0.801944
0.06, 0.0319375, 0.35833, 0.319929, 0.421547, 0.624033, 1.2676, 0.96658, 0.593996, 0.438906, 0.292685, 0.444232, 0.439741, 0.439625, 0.36639, 0.574573, 1.06235, 1.06721, 1.04917, 0.592952, 0.563988, 0.87407, 0.643252, 0.588303, 0.459965, 0.641159, 0.830774, 1.01719, 1.12321, 0.892694, 0.728973, 0.709462, 0.709621, 0.594663, 0.493816, 0.407639, 0.549718, 0.475443, 0.464878, 0.88232, 1.02726, 0.756321, 0.940456, 0.947784, 1.06189, 1.45578, 1.25258, 1.22478, 1.0872, 0.858014, 1.0745, 0.893803
0.07, 0.0319375, 0.18827, 0.231889, 0.360567, 0.478209, 1.25026, 0.92849, 0.522275, 0.408097, 0.296373, 0.598077, 0.43672, 0.345708, 0.668253, 0.603555, 0.587076, 0.879808, 0.717044, 0.635514, 0.391716, 0.618913, 0.520326, 0.57291, 0.5226, 0.646317, 0.738911, 0.765079, 1.09147, 0.865415, 0.639956, 0.553343, 0.731518, 0.560612, 0.676064, 0.583571, 0.5031, 0.571414, 0.588867, 0.775493, 1.01868, 0.895069, 0.802901, 1.09299, 1.184, 1.43944, 1.43483, 1.15041, 0.937062, 0.80083, 0.774684, 0.676505
0.08, 0.0319375, 0.363236, 0.165598, 0.307815, 0.32718, 1.19196, 1.05055, 0.439861, 0.201721, 0.492046, 0.482902, 0.391629, 0.374371, 0.643316, 0.631917, 0.634203, 0.659371, 0.59579, 0.492829, 0.484472, 0.607659, 0.702483, 0.593776, 0.632949, 0.682012, 0.935407, 0.746735, 0.756743, 0.658744, 0.759416, 0.57953, 0.586081, 0.451523, 0.680618, 0.559559, 0.615798, 0.611785, 0.652783, 0.667689, 0.89929, 0.986217, 1.03515, 0.970962, 1.14197, 1.29356, 1.44513, 1.34179, 1.03128, 0.749543, 0.750249, 0.628561
0.09, 0.0319375, 0.476505, 0.228527, 0.186751, 0.474298, 1.27309, 1.01248, 0.434002, 0.318173, 0.482815, 0.523242, 0.351009, 0.601044, 0.741954, 0.594658, 0.783968, 0.672475, 0.513186, 0.520979, 0.379171, 0.628134, 0.538879, 0.674528, 0.666478, 1.01453, 0.790216, 0.571606, 0.649219, 0.953218, 1.01729, 0.666568, 0.651388, 0.485783, 0.510165, 0.400571, 0.525299, 0.519303, 0.590911, 0.842874, 1.145, 1.08396, 0.961029, 0.724551, 1.2936, 1.38439, 1.53463, 1.32631, 1.01489, 0.934468, 0.713199, 0.630273
0.1, 0.0319375, 0.281681, 0.229983, 0.294607, 0.590704, 1.2371, 1.06351, 0.568737, 0.346764, 0.510723, 0.293639, 0.361584, 0.440734, 0.683223, 0.820453, 0.903777, 0.871786, 0.347465, 0.358571, 0.56171, 0.75337, 0.396535, 0.425345, 0.623068, 0.815015, 0.710451, 0.590528, 0.694492, 0.98296, 0.933651, 0.497601, 0.413405, 0.614335, 0.447846, 0.539794, 0.483872, 0.389527, 0.469738, 0.804928, 1.16499, 1.04034, 0.944468, 0.852189, 1.08619, 1.48401, 1.69667, 1.16555, 0.946689, 0.795448, 0.762046, 0.544744
0.11, 0.0319375, 0.337009, 0.192804, 0.331297, 0.610764, 1.35443, 1.03172, 0.459026, 0.538403, 0.657952, 0.386966, 0.303654, 0.501457, 0.5528, 0.866294, 0.725351, 0.807966, 0.722701, 0.463202, 0.48911, 0.644197, 0.464098, 0.509757, 0.571418, 0.63593, 0.59952, 0.678184, 0.721932, 0.662463, 1.02054, 0.443781, 0.45033, 0.758116, 0.615147, 0.656706, 0.722323, 0.429774, 0.638519, 0.926017, 0.92677, 1.07192, 0.95788, 1.00286, 1.29506, 1.73157, 1.72761, 1.3002, 0.865894, 0.648708, 0.866924, 0.628851
0.12, 0.0319375, 0.346017, 0.247109, 0.506483, 0.494661, 1.24663, 0.964955, 0.533439, 0.672934, 0.630271, 0.459481, 0.467234, 0.336045, 0.5, 0.726068, 0.790489, 0.798894, 0.840158, 0.521461, 0.512695, 0.835635, 0.675045, 0.53742, 0.449227, 0.461593, 0.805561, 1.04667, 1.03324, 0.70881, 0.749863, 0.485144, 0.641233, 0.892538, 0.878331, 0.726304, 0.823555, 0.494023, 0.536467, 0.883218, 0.916596, 1.15089, 0.929426, 1.11936, 1.14575, 1.53625, 1.61424, 1.17046, 0.913328, 0.74016, 0.82835, 0.891587
0.13, 0.0319375, 0.192463, 0.296286, 0.600396, 0.501223, 1.24731, 0.934202, 0.473237, 0.437404, 0.498382, 0.463875, 0.342006, 0.310568, 0.356744, 0.47352, 0.622056, 0.567748, 0.753425, 0.642285, 0.691901, 0.885265, 0.490591, 0.270141, 0.38432, 0.457599, 1.16697, 1.08688, 0.677606, 0.717914, 0.653277, 0.511383, 0.506741, 0.582886, 0.672219, 0.676615, 0.707171, 0.529805, 0.776617, 0.723455, 0.971483, 1.06998, 0.876156, 0.874118, 1.06345, 1.54569, 1.31385, 1.08487, 1.02311, 0.898548, 0.844996, 0.81324
0.14, 0.0319375, 0.317512, 0.443765, 0.315656, 0.371598, 1.23921, 1.01549, 0.576168, 0.42436, 0.556757, 0.662768, 0.365777, 0.326437, 0.68424, 0.873196, 0.728147, 0.44525, 0.728847, 0.611451, 0.491944, 0.699807, 0.410328, 0.306195, 0.411997, 0.702204, 0.884715, 0.892995, 0.841247, 0.774443, 0.947771, 0.575621, 0.381413, 0.712158, 0.734232, 0.580598, 0.541525, 0.656975, 0.706695, 0.699597, 0.972713, 0.809471, 0.755064, 0.872028, 1.33696, 1.70709, 1.63403, 1.33825, 0.95798, 0.783668, 0.823065, 0.751139
0.15, 0.0319375, 0.519722, 0.260636, 0.494582, 0.582208, 1.25537, 0.979165, 0.571138, 0.42573, 0.573432, 0.754815, 0.487406, 0.427814, 0.620352, 0.688922, 0.714827, 0.597614, 0.75726, 0.626463, 0.708205, 0.716395, 0.490016, 0.390064, 0.694387, 0.791936, 0.503763, 0.79982, 0.94557, 0.773314, 0.736559, 0.464505, 0.291916, 0.649374, 0.537073, 0.62084, 0.601417, 0.837616, 0.72242, 0.817565, 0.92801, 0.821665, 0.603597, 0.803531, 1.1498, 1.52208, 1.65886, 1.22288, 0.938173, 0.873546, 0.898661, 0.796861
0.16, 0.0319375, 0.292924, 0.212202, 0.440921, 0.554424, 1.27917, 0.868065, 0.499163, 0.530348, 0.368664, 0.579603, 0.606813, 0.474569, 0.567234, 0.61827, 0.710455, 0.74133, 0.673547, 0.655842, 0.713924, 0.865246, 0.44281, 0.430935, 0.519854, 0.532459, 0.554567, 0.665852, 0.68471, 0.635628, 0.417298, 0.43146, 0.390779, 0.511892, 0.435908, 0.681133, 0.705395, 0.519598, 0.537012, 0.708454, 0.779362, 1.11024, 0.64664, 0.881045, 1.16119, 1.46689, 1.45692, 1.28448, 1.09614, 0.991741, 1.01155, 0.868303
0.17, 0.0319375, 0.329204, 0.188893, 0.390096, 0.520679, 1.24287, 1.01281, 0.646769, 0.482339, 0.584818, 0.874486, 0.441454, 0.489812, 0.688601, 0.673944, 0.504137, 0.618414, 0.909533, 0.510121, 0.471167, 0.580257, 0.386188, 0.508352, 0.359896, 0.610842, 0.824572, 0.749206, 0.710525, 0.582583, 0.563793, 0.669108, 0.439083, 0.546929, 0.6928, 0.68299, 0.706839, 0.608361, 0.63121, 0.734303, 0.788296, 1.10078, 0.911068, 0.790546, 1.09977, 1.58862, 1.73224, 1.48548, 1.22722, 0.935542, 0.951766, 0.873874
0.18, 0.0319375, 0.415966, 0.116759, 0.262549, 0.316034, 1.1642, 1.01223, 0.501323, 0.400811, 0.433525, 0.617201, 0.66517, 0.622463, 0.551309, 0.639043, 0.521394, 0.649708, 1.02448, 0.657984, 0.46404, 0.502536, 0.430684, 0.569924, 0.474078, 0.878386, 0.90463, 0.917964, 0.935331, 0.634328, 0.614551, 0.52617, 0.630552, 0.627427, 0.658253, 0.682658, 0.97065, 0.742963, 0.588472, 0.704902, 0.947197, 1.0328, 1.10582, 0.859289, 0.901993, 1.63052, 1.90852, 1.37643, 1.12213, 0.917087, 0.829997, 0.877441
0.19, 0.0319375, 0.302373, 0.325533, 0.521071, 0.637513, 1.31106, 1.0488, 0.537923, 0.742468, 0.589199, 0.407336, 0.573365, 0.494169, 0.30975, 0.431536, 0.581261, 0.588339, 0.837005, 0.582673, 0.304004, 0.454131, 0.349613, 0.333556, 0.56991, 0.844553, 0.720716, 0.741065, 1.02332, 0.735967, 0.658284, 0.549449, 0.594934, 0.701469, 0.583813, 0.664398, 0.748441, 0.660961, 0.581098, 0.93619, 0.816744, 0.861869, 0.952247, 0.921812, 1.16152, 1.49155, 1.7486, 1.42938, 1.1077, 1.04827, 0.956332, 0.915006
0.2, 0.0319375, 0.331682, 0.283906, 0.524419, 0.532788, 1.35444, 1.05364, 0.398663, 0.475148, 0.374438, 0.370209, 0.448965, 0.610442, 0.403972, 0.555694, 0.583174, 0.8151, 0.957299, 0.468499, 0.42629, 0.637781, 0.602336, 0.327347, 0.570173, 0.697705, 0.660476, 0.755327, 0.923375, 0.910058, 0.794219, 0.574077, 0.631941, 0.639618, 0.40794, 0.423539, 0.686389, 0.81073, 0.674527, 0.812617, 0.825785, 0.707064, 0.910525, 0.764182, 1.19198, 1.33334, 1.70823, 1.32578, 1.09658, 1.01094, 1.18471, 0.907717
