# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -6.68362, -6.97752, -6.87027, -7.19513, -7.04686, -6.51032, -7.37581, -7.05384, -6.7784, -6.68305, -6.69209, -6.82343, -6.54042, -6.60512, -6.24956, -6.34243, -6.41046, -6.35127, -6.31586, -6.34525
0.01, 0.0319375, -6.37738, -6.43159, -6.57908, -6.69955, -6.16367, -6.0359, -7.0815, -6.85489, -6.62438, -6.58368, -6.02215, -6.34388, -6.24311, -6.28621, -6.06385, -6.18167, -6.18692, -6.01838, -6.14369, -5.81515
0.02, 0.0319375, -6.0711, -6.09532, -5.90975, -5.86338, -6.24522, -6.13597, -6.5981, -6.81, -6.64016, -6.21765, -5.84842, -6.04763, -5.99369, -6.22525, -5.69084, -5.77009, -5.86527, -5.94811, -5.93455, -5.99303
0.03, 0.0319375, -5.87249, -5.928, -5.48035, -5.53241, -5.73023, -5.7343, -6.25278, -6.31225, -6.04875, -5.95134, -5.87821, -5.76459, -5.50711, -5.93299, -5.40826, -5.58647, -5.77863, -5.98461, -5.93202, -6.00779
0.04, 0.0319375, -5.51849, -5.60981, -5.34706, -5.43591, -5.53993, -5.68097, -5.84479, -6.01594, -5.92422, -5.42703, -5.46689, -5.53675, -5.28728, -4.49641, -4.31467, -4.77469, -5.83453, -6.07825, -5.78392, -5.62171
0.05, 0.0319375, -5.60369, -5.80565, -5.37605, -5.616, -5.62957, -5.57312, -5.74773, -6.13296, -5.88569, -5.6568, -5.34899, -5.63198, -5.30588, -4.3047, -4.38931, -4.8232, -5.79471, -5.9913, -5.65878, -5.50548
0.06, 0.0319375, -5.25556, -5.53956, -5.53823, -5.85401, -5.41896, -5.56038, -5.73731, -5.92183, -5.90639, -6.06462, -5.84596, -5.7999, -5.89016, -6.00753, -6.08381, -5.7983, -5.93924, -5.99191, -5.86821, -5.83369
0.07, 0.0319375, -5.75379, -5.78559, -5.6865, -5.90121, -5.37481, -5.31238, -5.76199, -5.99906, -5.6735, -6.17394, -5.80649, -5.77259, -5.82025, -5.94873, -5.61724, -5.76151, -5.90475, -5.74794, -5.67185, -5.78667
0.08, 0.0319375, -4.93581, -5.49279, -5.29979, -5.39802, -5.33093, -5.30582, -5.8429, -6.03242, -5.52917, -5.97322, -5.98734, -5.83252, -5.66029, -5.62072, -5.6589, -5.77182, -6.00238, -5.68894, -5.73242, -5.88943
0.09, 0.0319375, -5.32943, -5.60824, -4.95388, -5.10351, -5.24341, -5.0753, -5.79684, -5.90187, -5.37253, -5.71745, -5.93195, -5.2832, -5.71978, -5.67725, -5.91872, -6.08515, -6.24208, -6.13914, -5.76462, -5.59153
0.1, 0.0319375, -5.08195, -5.15279, -4.60522, -5.34035, -4.94278, -4.88847, -5.33329, -5.61263, -5.29392, -5.59777, -6.24587, -5.42485, -5.3008, -5.4743, -5.52547, -6.05334, -5.89898, -6.03574, -5.98985, -5.89575
0.11, 0.0319375, -4.84725, -4.69832, -4.6184, -5.0433, -5.25271, -5.27658, -5.43865, -5.63291, -5.7292, -5.55518, -5.84578, -5.46195, -5.62291, -5.89184, -5.50973, -5.78192, -5.83848, -6.11423, -5.99994, -5.86279
0.12, 0.0319375, -4.79732, -4.3688, -4.56771, -4.91978, -5.04929, -5.25842, -5.57418, -5.71008, -5.7382, -5.46336, -5.51436, -5.2599, -5.26264, -5.28096, -5.66173, -5.60444, -5.853, -5.79012, -5.79786, -5.71651
0.13, 0.0319375, -4.58099, -4.65829, -4.72089, -4.68514, -5.26601, -5.1082, -5.55115, -5.6407, -5.53121, -5.89338, -5.78229, -5.60394, -5.54139, -5.55863, -5.83746, -5.65198, -5.80957, -5.77189, -5.70532, -5.6688
0.14, 0.0319375, -4.00694, -4.31619, -4.26908, -4.63869, -5.34836, -4.90323, -5.16554, -5.66134, -5.55749, -5.61856, -5.80975, -5.3879, -5.47869, -5.62348, -5.49383, -5.85971, -5.94043, -5.75976, -5.67216, -5.72385
0.15, 0.0319375, -5.06047, -4.66817, -4.38577, -4.84479, -5.2821, -4.84264, -5.19971, -5.57388, -5.79559, -5.51693, -5.85581, -5.39823, -5.16641, -5.65277, -5.57961, -5.70637, -5.89025, -5.63342, -5.55139, -5.46733
0.16, 0.0319375, -5.31219, -4.56448, -4.40285, -4.95283, -5.44716, -4.51671, -5.04469, -5.26012, -5.5608, -5.24565, -5.54368, -5.51084, -5.0915, -5.52643, -5.74703, -5.56459, -5.80066, -5.62319, -5.40738, -5.46696
0.17, 0.0319375, -4.72206, -4.96577, -4.40202, -4.0708, -4.65734, -4.49778, -5.20796, -5.47237, -5.4327, -5.52555, -5.47132, -5.45391, -5.23595, -5.79329, -5.60105, -5.4572, -5.63835, -5.69944, -5.73065, -5.60421
0.18, 0.0319375, -4.62111, -4.60426, -4.49925, -4.27479, -4.96303, -4.78281, -5.33472, -5.39937, -5.44924, -5.32134, -5.54438, -5.31312, -5.40167, -5.59446, -5.61388, -5.71356, -5.79012, -5.68937, -5.79247, -5.79784
0.19, 0.0319375, -5.00211, -4.21202, -4.00509, -4.57958, -4.73093, -4.73745, -5.45618, -5.5826, -5.31471, -5.30282, -5.64566, -5.45515, -5.60193, -5.48274, -5.57015, -5.81752, -5.89268, -5.79714, -5.79366, -5.69838
0.2, 0.0319375, -4.64774, -4.18661, -4.0876, -5.04369, -4.72251, -4.93873, -5.11959, -5.35246, -5.40121, -5.27163, -5.46947, -5.33581, -5.34028, -5.50384, -5.55069, -5.64521, -5.75726, -5.75809, -5.88206, -5.92543
