# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -3.43969, -3.36455, -3.10529, -3.56045, -3.21328, -3.1552, -2.86391, -3.06335, -2.92693, -3.06022, -3.14485, -2.86033, -2.67519, -3.03211, -2.88245, -3.34059, -2.63041, -2.94208, -2.75178, -2.92652
0.01, 0.0319375, -3.52268, -3.51358, -3.16524, -3.26681, -2.96159, -3.24364, -2.84965, -2.9289, -2.81215, -2.64788, -2.53506, -2.60144, -2.60893, -2.39929, -1.9144, -2.12061, -1.98256, -2.53492, -2.76903, -2.74731
0.02, 0.0319375, -3.88131, -3.88445, -3.49281, -3.42623, -3.27849, -3.21799, -3.57032, -3.02886, -2.70821, -2.59537, -2.69248, -2.85869, -2.59647, -2.60579, -2.55936, -2.62195, -2.32357, -2.4609, -2.74151, -2.68978
0.03, 0.0319375, -3.46177, -3.5467, -3.21612, -2.9823, -2.76579, -2.72143, -3.08745, -2.80768, -2.95064, -2.77317, -2.82729, -3.12313, -2.5447, -2.32787, -2.08159, -2.42308, -1.96837, -0.944023, -1.50146, -1.48022
0.04, 0.0319375, -3.46791, -3.29311, -3.2491, -2.98361, -3.1218, -2.79931, -2.88958, -2.75783, -2.45104, -2.82563, -2.52058, -2.83136, -2.62494, -2.61129, -2.35137, -2.5199, -2.12189, -1.22196, -1.71699, -1.79471
0.05, 0.0319375, -3.20142, -3.21432, -3.19073, -3.09719, -3.31588, -3.30697, -3.2344, -3.18973, -2.67671, -2.70815, -2.69602, -2.59534, -2.37865, -2.79674, -2.5834, -2.61766, -2.2904, -2.36505, -2.30683, -2.69371
0.06, 0.0319375, -3.19769, -2.95403, -2.855, -3.33055, -3.16557, -3.18784, -3.23989, -3.04701, -2.78068, -2.68582, -2.63764, -2.83266, -2.39763, -2.73841, -2.48701, -2.34186, -2.24757, -2.28754, -2.39921, -2.59193
0.07, 0.0319375, -3.62999, -3.19378, -2.9927, -3.01075, -3.00614, -2.76609, -3.17083, -2.78016, -2.52487, -2.33244, -2.58693, -3.24905, -2.7343, -2.44297, -2.61686, -2.58435, -2.42235, -2.37286, -2.53399, -2.53531
0.08, 0.0319375, -3.47211, -4.00401, -2.95588, -2.84919, -3.24942, -2.74721, -2.85147, -2.71461, -2.20139, -2.58813, -2.69254, -2.81699, -2.87821, -2.55028, -2.44231, -2.48088, -2.40519, -2.28172, -2.35652, -2.57405
0.09, 0.0319375, -3.74168, -3.27828, -3.02423, -3.22314, -2.94674, -2.77177, -2.72045, -2.80421, -2.52739, -2.48108, -2.45065, -2.50712, -2.6189, -2.4853, -2.33433, -2.13535, -2.22909, -2.34306, -2.44176, -2.48256
0.1, 0.0319375, -3.25013, -2.36875, -2.26898, -2.69447, -2.82673, -2.90221, -2.28545, -2.16961, -2.14345, -1.73916, -2.39415, -2.41927, -2.1157, -1.8613, -2.09756, -1.79238, -2.08644, -1.84117, -1.87433, -2.06403
0.11, 0.0319375, -3.25678, -2.78618, -2.79614, -2.58913, -2.86492, -2.99958, -2.167, -2.29718, -2.33604, -1.91555, -2.15141, -1.70816, -1.95435, -2.04418, -2.03163, -1.60753, -1.83605, -1.69709, -1.795, -1.73931
0.12, 0.0319375, -3.08578, -2.93056, -2.28879, -2.48338, -2.46942, -2.46148, -2.39539, -2.51105, -2.37304, -1.99629, -2.24831, -2.00921, -1.9046, -2.02023, -1.73579, -1.53757, -1.83997, -1.59139, -1.71203, -1.76591
0.13, 0.0319375, -3.23835, -2.68691, -2.95435, -2.61182, -2.41057, -2.57313, -2.46072, -2.19416, -2.18237, -2.12331, -2.33446, -2.38116, -2.08997, -1.72151, -1.96253, -1.98769, -1.89693, -1.77012, -1.77583, -1.94131
0.14, 0.0319375, -2.72375, -2.76467, -2.98722, -2.92345, -2.45316, -2.75159, -2.34666, -2.06866, -2.18954, -2.11993, -2.46647, -1.88523, -1.97532, -1.83313, -1.71887, -1.82793, -1.73305, -1.84796, -1.92557, -1.99052
