# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -3.48723, -3.10541, -3.51206, -3.08149, -3.67078, -3.38065, -2.74129, -2.88752, -3.34324, -3.41067, -3.55861, -3.25873, -3.59694, -3.37213, -3.35318, -3.57338, -3.8013, -3.69751, -3.84396, -3.70194
0.01, 0.0319375, -3.3189, -3.07961, -3.19315, -2.91595, -2.22058, -2.80146, -2.63807, -2.57909, -2.84552, -2.78812, -2.95501, -2.79167, -2.91679, -2.61873, -2.77753, -3.25123, -3.52002, -3.63617, -3.48877, -3.35082
0.02, 0.0319375, -2.99686, -2.64109, -2.85607, -2.72811, -2.18784, -2.82068, -2.65208, -2.28648, -2.66483, -2.67029, -2.95953, -2.29307, -2.46688, -2.42421, -2.88992, -3.07215, -3.16183, -3.20307, -3.12289, -3.17025
0.03, 0.0319375, -2.76327, -1.94916, -2.47636, -2.50021, -2.27853, -2.33274, -2.01099, -2.19858, -2.40898, -2.66422, -2.67574, -2.41875, -2.45893, -2.55023, -2.29473, -2.66864, -2.75138, -2.94467, -2.93205, -3.01709
0.04, 0.0319375, -2.4641, -2.07961, -2.1804, -2.37374, -1.87877, -2.0744, -1.92206, -2.62142, -2.28647, -2.17823, -2.56432, -2.30483, -2.20219, -2.37709, -2.18808, -2.4316, -2.39661, -2.72088, -2.69065, -2.69267
0.05, 0.0319375, -1.81087, -2.23209, -2.33959, -1.74783, -1.40689, -2.13175, -2.03242, -2.41377, -2.02365, -1.8343, -1.95048, -1.94803, -1.91904, -1.81107, -2.14349, -2.27314, -2.27693, -2.4648, -2.39393, -2.43212
0.06, 0.0319375, -1.80817, -1.71381, -1.89134, -1.81528, -1.54154, -2.25127, -2.04825, -1.95633, -2.07738, -1.89666, -1.99146, -1.76934, -1.74046, -1.49585, -2.07881, -2.33096, -2.3417, -2.27435, -2.36018, -2.19407
0.07, 0.0319375, -1.5273, -1.65239, -1.52197, -1.74767, -1.68955, -2.12889, -1.92921, -1.54504, -1.7218, -1.97105, -2.18458, -2.29201, -1.69774, -1.67832, -1.87728, -1.82177, -2.31702, -2.38526, -2.49593, -2.54648
0.08, 0.0319375, -1.80291, -1.90046, -1.9106, -1.3149, -1.29608, -1.55785, -1.47109, -1.39407, -1.99463, -2.0359, -1.95211, -1.46446, -1.48476, -1.59688, -1.52539, -1.54019, -1.87893, -2.05685, -1.97459, -2.21879
0.09, 0.0319375, -1.74348, -1.5925, -1.51245, -1.78179, -0.674149, -0.895035, -1.59832, -1.31602, -1.37219, -1.74474, -2.06166, -1.35439, -1.32827, -1.50044, -1.56622, -1.49174, -1.75859, -1.80572, -1.97329, -1.95363
0.1, 0.0319375, -1.35822, -1.87089, -1.5791, -1.2733, -1.32789, -1.48149, -1.49235, -1.19602, -1.53422, -1.46427, -1.62475, -1.67019, -1.47298, -1.2853, -1.31113, -1.44355, -1.57276, -1.83926, -1.92947, -1.8386
0.11, 0.0319375, -1.55753, -1.49139, -1.25774, -1.2195, -1.39411, -1.3971, -1.05722, -1.06975, -1.28252, -1.48832, -1.55612, -1.70154, -1.45343, -1.26939, -1.46538, -1.46415, -1.69441, -1.85315, -1.68656, -1.80435
0.12, 0.0319375, -1.85207, -0.871016, -1.22861, -1.463, -1.29538, -1.04963, -0.938322, -1.12127, -1.15274, -1.1413, -1.37129, -1.4261, -1.41536, -1.15196, -1.50415, -1.60264, -1.54696, -1.80736, -1.59515, -1.78626
0.13, 0.0319375, -1.55371, -1.43112, -1.54959, -1.74374, -1.29123, -1.32651, -1.1769, -0.908359, -1.15764, -0.948523, -1.30229, -1.10328, -1.25511, -0.973998, -1.22833, -1.43735, -1.64249, -1.73531, -1.65727, -1.66592
0.14, 0.0319375, -1.35426, -1.01669, -1.54875, -0.74575, -0.708673, -1.23401, -1.11804, -0.489679, -0.942133, -1.09423, -1.34534, -1.27599, -0.98753, -0.972674, -1.26714, -1.57302, -1.77446, -1.79705, -1.67092, -1.59556
0.15, 0.0319375, -1.14201, -1.53236, -1.30861, -0.643857, -0.355702, -0.930822, -0.668898, -0.493227, -0.612937, -1.22464, -1.66458, -1.22245, -1.10651, -1.21562, -0.990001, -1.34304, -1.62109, -1.70021, -1.64616, -1.43922
0.16, 0.0319375, -1.08226, -1.3728, -0.915446, -0.94115, -0.390805, -0.750236, -0.863458, -0.97456, -1.19335, -1.02114, -1.39555, -1.09245, -0.932122, -0.796362, -1.01061, -1.14754, -1.24995, -1.3966, -1.42402, -1.53052
0.17, 0.0319375, -0.634532, -0.549105, -0.760907, -0.932203, -0.707859, -0.965148, -1.29135, -0.900132, -1.04038, -0.825146, -0.974795, -0.598115, -0.580363, -0.782184, -1.28947, -1.2221, -1.3775, -1.36632, -1.26766, -1.5882
0.18, 0.0319375, -0.940475, -0.755876, -0.745002, -0.976457, -0.702659, -1.00782, -1.07562, -0.767355, -0.879189, -0.863688, -1.1706, -0.704612, -0.771912, -0.82598, -0.902442, -1.02307, -1.12897, -1.36006, -1.50893, -1.58932
0.19, 0.0319375, -1.06969, -1.0182, -1.27856, -1.02507, -0.453287, -1.08938, -0.826411, -0.945644, -0.856129, -0.920192, -1.12472, -0.743731, -0.669028, -0.751473, -0.733981, -1.10231, -1.37347, -1.72859, -1.53279, -1.42104
0.2, 0.0319375, -1.30519, -0.865849, -1.33563, -0.576047, -1.15986, -1.08237, -0.937437, -0.987744, -0.919868, -1.2929, -1.29447, -1.12437, -0.781888, -0.662875, -0.728639, -1.09978, -1.39412, -1.52509, -1.52259, -1.27979
0.21, 0.0319375, -1.68541, -1.2946, -1.44249, -0.744947, -0.520731, -0.727331, -0.719977, -1.00979, -1.06257, -1.29734, -0.868516, -0.890745, -0.652114, -0.57207, -0.547541, -0.759278, -1.16553, -1.35205, -1.43745, -1.40623
0.22, 0.0319375, -1.32635, -1.1321, -1.25108, -0.85384, 0.211666, -0.203274, -0.503447, -0.564539, -0.483996, -0.859237, -0.988828, -0.83004, -0.53703, -0.574323, -0.467467, -0.595266, -1.34573, -1.54259, -1.11472, -1.39423
0.23, 0.0319375, -1.64567, -0.972906, -1.06555, -1.14465, -0.286655, -0.556612, -0.597826, -0.506973, -0.482261, -0.558929, -0.839585, -0.616611, -0.428937, -0.684011, -0.738531, -0.782247, -1.23845, -1.21277, -1.1974, -1.46473
0.24, 0.0319375, -1.11667, -0.760709, -0.966537, -0.355108, -0.169157, -0.565782, -0.59806, -0.48081, -0.732781, -0.36875, -0.773089, -0.698259, -0.303888, -0.626023, -0.477794, -0.760183, -1.03068, -0.935784, -1.24876, -1.2794
0.25, 0.0319375, -0.498827, -0.887229, -0.910528, -0.560778, -0.501689, -0.754574, -0.642229, -0.473707, -0.743681, -0.639891, -0.654687, -0.70909, -0.210614, -0.305388, -0.402468, -0.662489, -1.11338, -1.09643, -1.21712, -1.39282
