# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5
0.0202898, 0, 0.0177815, -0.101351, 0.0725595, 0.14, 0.14875, 0.0721875
0.0405796, 0, 0.0177205, -0.101351, 0.0728645, 0.175, 0.135625, 0.06125
0.0608694, 0, 0.0174765, -0.101229, 0.0731085, 0.23625, 0.107188, 0.0459375
0.0811592, 0, 0.017324, -0.101046, 0.0733525, 0.260312, 0.105, 0.0503125
0.101449, 0, 0.0174155, -0.100802, 0.073261, 0.260312, 0.118125, 0.0459375
0.121739, 0, 0.0174155, -0.100375, 0.073444, 0.247187, 0.105, 0.0065625
0.142029, 0, 0.0180255, -0.100345, 0.0742065, 0.223125, 0.120312, -0.0175
0.162318, 0, 0.018117, -0.100772, 0.0742065, 0.175, 0.144375, -0.0175
0.182608, 0, 0.017812, -0.101504, 0.0736575, 0.161875, 0.0853125, -0.021875
0.202898, 0, 0.0174155, -0.102633, 0.0727425, 0.203438, -0.035, 0.013125
0.223188, 0, 0.0169885, -0.102541, 0.0715835, 0.251563, -0.118125, 0.07
0.243478, 0, 0.0167445, -0.101748, 0.0710955, 0.2625, -0.203438, 0.124688
0.263767, 0, 0.016409, -0.10126, 0.07137, 0.242812, -0.255937, 0.161875
0.284057, 0, 0.016592, -0.100924, 0.072651, 0.190313, -0.277813, 0.196875
0.304347, 0, 0.0165005, -0.101199, 0.0737795, 0.115938, -0.2625, 0.245
0.324637, 0, 0.016165, -0.100894, 0.0746335, 0.065625, -0.196875, 0.245
0.344927, 0, 0.016409, -0.100558, 0.074481, 0.0459375, -0.0984375, 0.179375
0.365216, 0, 0.0166835, -0.100681, 0.0742065, 0.0853125, -0.0021875, 0.0678125
0.385506, 0, 0.0170495, -0.101168, 0.07381, 0.164062, 0.0765625, -0.039375
0.405796, 0, 0.0169275, -0.101108, 0.073444, 0.2275, 0.115938, -0.0940625
0.426086, 0, 0.016775, -0.101229, 0.0727425, 0.266875, 0.0984375, -0.102812
0.446376, 0, 0.01708, -0.100802, 0.072773, 0.247187, 0.0371875, -0.083125
0.466665, 0, 0.0171105, -0.100589, 0.072773, 0.16625, -0.0371875, -0.0546875
0.486955, 0, 0.0177205, -0.101443, 0.0732305, 0.0328125, -0.2275, -0.074375
0.507245, 0, 0.017995, -0.101748, 0.0727425, 0.0721875, -0.2625, -0.150937
0.527535, 0, 0.0183915, -0.100833, 0.072651, 0.207813, -0.249375, -0.27125
0.547825, 0, 0.0181475, -0.10001, 0.073688, 0.21, -0.225313, -0.3325
0.568114, 0, 0.0175985, -0.0999485, 0.074725, 0.188125, -0.220938, -0.356562
0.588404, 0, 0.0174155, -0.099186, 0.07503, 0.153125, -0.216562, -0.321562
0.608694, 0, 0.0180255, -0.0989725, 0.074786, 0.06125, -0.21, -0.315
0.628984, 0, 0.018666, -0.099064, 0.074298, 0.0175, -0.16625, -0.391562
0.649274, 0, 0.018849, -0.098881, 0.0744505, -0.0678125, -0.13125, -0.4375
0.669563, 0, 0.019093, -0.098881, 0.0748775, -0.229687, -0.115938, -0.455
0.689853, 0, 0.0188185, -0.0997045, 0.0743285, -0.3675, -0.0984375, -0.46375
0.710143, 0, 0.019154, -0.100345, 0.073627, -0.395938, -0.0809375, -0.470313
0.730433, 0, 0.0191235, -0.100924, 0.072834, -0.32375, -0.0546875, -0.49
0.750723, 0, 0.0195505, -0.101168, 0.07259, -0.21, -0.074375, -0.538125
0.771012, 0, 0.0198555, -0.100985, 0.0728645, -0.199062, -0.124688, -0.527188
0.791302, 0, 0.0196725, -0.100802, 0.0726815, -0.225313, -0.13125, -0.455
0.811592, 0, 0.0188795, -0.101168, 0.072773, -0.260312, -0.135625, -0.42
0.831882, 0, 0.0183305, -0.101717, 0.073261, -0.330312, -0.1925, -0.4025
0.852172, 0, 0.018971, -0.101839, 0.0740845, -0.41125, -0.293125, -0.374063
0.872461, 0, 0.02196, -0.0976, 0.073017, -0.404687, -0.385, -0.286563
0.892751, 0, 0.017324, -0.106567, 0.074054, -0.102812, -0.42, 0.129063
0.913041, 0, 0.0196115, -0.101016, 0.0730475, -0.406875, -0.44625, -0.424375
0.933331, 0, 0.020435, -0.100711, 0.0732305, -0.476875, -0.483438, -0.41125
0.953621, 0, 0.02074, -0.100864, 0.0730475, -0.549062, -0.4725, -0.387188
0.97391, 0, 0.0204655, -0.10126, 0.072712, -0.605937, -0.444063, -0.345625
0.9942, 0, 0.020923, -0.100437, 0.072285, -0.56, -0.409063, -0.35
1.01449, 0, 0.0213195, -0.100162, 0.071797, -0.579687, -0.347813, -0.404687
1.03478, 0, 0.021533, -0.100894, 0.070577, -0.595, -0.30625, -0.44625
1.05507, 0, 0.022082, -0.100772, 0.070333, -0.522812, -0.304063, -0.494375
1.07536, 0, 0.0215025, -0.100802, 0.070333, -0.555625, -0.321562, -0.461563
1.09565, 0, 0.020923, -0.100406, 0.070516, -0.51625, -0.509687, -0.41125
1.11594, 0, 0.0217465, -0.100589, 0.070821, -0.444063, -0.529375, -0.39375
1.13623, 0, 0.022082, -0.100558, 0.0711565, -0.479062, -0.487812, -0.371875
1.15652, 0, 0.022997, -0.100619, 0.071187, -0.452812, -0.413438, -0.400313
1.17681, 0, 0.0232105, -0.100681, 0.070821, -0.347813, -0.363125, -0.48125
1.1971, 0, 0.022936, -0.101229, 0.071065, -0.293125, -0.360938, -0.48125
1.21739, 0, 0.0241255, -0.101504, 0.071309, -0.27125, -0.46375, -0.400313
1.23768, 0, 0.024583, -0.102206, 0.070943, -0.284375, -0.51625, -0.301875
1.25797, 0, 0.0241255, -0.103395, 0.0704245, -0.284375, -0.505313, -0.216562
1.27826, 0, 0.023973, -0.103944, 0.0698755, -0.21875, -0.49, -0.207813
1.29855, 0, 0.0246135, -0.102937, 0.0703635, -0.179375, -0.461563, -0.223125
1.31884, 0, 0.025132, -0.102389, 0.0699365, -0.249375, -0.330312, -0.238438
1.33913, 0, 0.0255285, -0.102571, 0.070333, -0.299688, -0.168437, -0.269062
1.35942, 0, 0.025193, -0.102754, 0.070821, -0.310625, -0.0853125, -0.286563
1.37971, 0, 0.0251625, -0.102785, 0.0708515, -0.273438, -0.07875, -0.2625
1.4, 0, 0.025315, -0.102571, 0.070516, -0.231875, -0.0984375, -0.199062
1.42029, 0, 0.025132, -0.102236, 0.0701195, -0.164062, -0.091875, -0.190313
1.44058, 0, 0.0250405, -0.102693, 0.069357, -0.091875, -0.1225, -0.21
1.46087, 0, 0.0244915, -0.102114, 0.068381, -0.02625, -0.155312, -0.196875
1.48116, 0, 0.024034, -0.101595, 0.0683505, -0.02625, -0.1575, -0.164062
1.50145, 0, 0.024217, -0.102206, 0.0685335, -0.039375, -0.1225, -0.135625
1.52173, 0, 0.025193, -0.101962, 0.0687775, 0.0328125, -0.0721875, -0.09625
1.54202, 0, 0.025437, -0.101717, 0.0689605, 0.0721875, -0.0175, -0.039375
1.56231, 0, 0.025681, -0.101962, 0.06893, 0.0328125, -0.0021875, 0.0153125
1.5826, 0, 0.025864, -0.102358, 0.0686555, -0.013125, -0.0415625, 0.021875
1.60289, 0, 0.0258335, -0.102876, 0.068442, -0.0240625, -0.07875, 0.0371875
1.62318, 0, 0.025803, -0.103181, 0.0684725, -0.0109375, -0.105, 0.0590625
1.64347, 0, 0.0257725, -0.10312, 0.0685335, -0.00875, -0.0984375, 0.056875
1.66376, 0, 0.025376, -0.102785, 0.068503, 0.0109375, -0.0853125, 0.035
1.68405, 0, 0.0245525, -0.103029, 0.068869, -0.0503125, -0.234063, 0.039375
1.70434, 0, 0.0249795, -0.103181, 0.0683505, -0.04375, -0.255937, 0.056875
1.72463, 0, 0.025315, -0.103243, 0.0681675, -0.0371875, -0.231875, 0.0765625
1.74492, 0, 0.025193, -0.103029, 0.068076, -0.02625, -0.2275, 0.0853125
1.76521, 0, 0.0253455, -0.102419, 0.0684115, -0.030625, -0.23625, 0.065625
1.7855, 0, 0.025071, -0.10248, 0.068747, -0.0590625, -0.260312, 0.0415625
1.80579, 0, 0.0247965, -0.102846, 0.0692045, -0.0634375, -0.2625, 0.0459375
1.82608, 0, 0.025254, -0.102602, 0.0695095, -0.0503125, -0.247187, 0.035
1.84637, 0, 0.025742, -0.102602, 0.0693265, -0.021875, -0.203438, -0.0021875
1.86666, 0, 0.0260775, -0.102724, 0.0686555, -0.0175, -0.133437, -0.0371875
1.88695, 0, 0.025864, -0.102724, 0.068259, -0.0065625, -0.074375, -0.0459375
1.90724, 0, 0.025437, -0.102754, 0.068137, 0.004375, -0.0415625, -0.04375
1.92753, 0, 0.0257725, -0.102449, 0.0679235, 0.0196875, -0.00875, -0.056875
1.94782, 0, 0.026169, -0.102602, 0.0677405, -0.0021875, 0.0328125, -0.0546875
1.96811, 0, 0.025864, -0.102816, 0.067832, -0.030625, 0.0634375, -0.0459375
1.9884, 0, 0.025437, -0.102754, 0.068198, -0.0371875, 0.0546875, -0.039375
2.00869, 0, 0.025498, -0.102846, 0.06832, -0.0525, 0.04375, -0.02625
2.02898, 0, 0.025864, -0.10309, 0.068198, -0.04375, 0.039375, -0.0153125
2.04927, 0, 0.0260165, -0.10309, 0.067893, -0.0065625, 0.0328125, -0.0196875
2.06956, 0, 0.025864, -0.102907, 0.0682285, 0.00875, 0.0284375, -0.021875
2.08985, 0, 0.025681, -0.10306, 0.068381, -0.0021875, 0.013125, -0.021875
2.11014, 0, 0.025559, -0.102846, 0.068015, 0.02625, -0.0021875, -0.013125
2.13043, 0, 0.025559, -0.102754, 0.06771, 0.07, -0.02625, -0.013125
2.15072, 0, 0.025742, -0.102633, 0.0677405, 0.0459375, -0.0371875, -0.00875
2.17101, 0, 0.0257725, -0.102724, 0.0679845, -0.0153125, -0.0678125, 0.013125
2.1913, 0, 0.0255285, -0.103303, 0.0680455, -0.0678125, -0.0940625, 0.039375
2.21159, 0, 0.0254065, -0.103334, 0.0681675, -0.0459375, -0.102812, 0.048125
2.23188, 0, 0.025376, -0.102968, 0.0684115, -0.0109375, -0.100625, 0.048125
2.25217, 0, 0.025254, -0.102724, 0.068808, -0.02625, -0.107188, 0.0459375
2.27246, 0, 0.025437, -0.102846, 0.0688995, -0.0415625, -0.1225, 0.02625
2.29275, 0, 0.0254675, -0.10306, 0.0683505, 0.0196875, -0.048125, -0.0175
2.31304, 0, 0.025193, -0.102876, 0.068015, 0.0415625, -0.0328125, -0.0175
2.33333, 0, 0.0253455, -0.102663, 0.067771, 0.035, -0.030625, 0.004375
2.35362, 0, 0.0251015, -0.103517, 0.0682285, -0.0196875, 0.013125, -0.0109375
2.37391, 0, 0.025315, -0.103639, 0.067954, 0.0153125, 0.0371875, -0.0590625
2.3942, 0, 0.0257115, -0.102968, 0.0678625, 0.0415625, 0.0415625, -0.0809375
2.41449, 0, 0.025437, -0.102602, 0.068381, 0.004375, 0.0809375, -0.0809375
2.43478, 0, 0.025254, -0.102876, 0.068869, -0.0328125, 0.0765625, -0.102812
2.45507, 0, 0.025376, -0.10309, 0.068869, -0.0284375, 0.035, -0.115938
2.47536, 0, 0.0254065, -0.10309, 0.067649, 0.09625, -0.039375, -0.0896875
2.49565, 0, 0.025437, -0.10251, 0.067649, 0.102812, -0.0634375, -0.0853125
2.51593, 0, 0.025742, -0.102785, 0.067832, 0.04375, -0.048125, -0.0853125
2.53622, 0, 0.025742, -0.103212, 0.067954, 0.0590625, -0.030625, -0.083125
2.55651, 0, 0.0254675, -0.103334, 0.068137, 0.137812, -0.0196875, -0.07875
2.5768, 0, 0.02562, -0.102663, 0.0685945, 0.196875, -0.0196875, -0.074375
2.59709, 0, 0.026108, -0.102266, 0.0687165, 0.1575, 0.00875, -0.0546875
2.61738, 0, 0.0261385, -0.102114, 0.0682895, 0.111562, 0.00875, -0.0525
2.63767, 0, 0.0261995, -0.102175, 0.068076, 0.0546875, -0.013125, -0.035
2.65796, 0, 0.026108, -0.102724, 0.068076, 0.0065625, -0.00875, -0.0153125
2.67825, 0, 0.0258945, -0.103487, 0.068015, 0.030625, 0.00875, -0.039375
2.69854, 0, 0.0257115, -0.102663, 0.068015, 0.107188, 0.030625, -0.074375
2.71883, 0, 0.0255285, -0.102846, 0.068137, 0.056875, 0.04375, -0.0678125
2.73912, 0, 0.0257115, -0.103029, 0.0681065, 0.0546875, 0.039375, -0.0896875
2.75941, 0, 0.025986, -0.10306, 0.0679235, 0.0853125, 0.0634375, -0.115938
2.7797, 0, 0.0260775, -0.102907, 0.067893, 0.0721875, 0.0896875, -0.1225
2.79999, 0, 0.025803, -0.102816, 0.067893, 0.0328125, 0.091875, -0.118125
2.82028, 0, 0.025925, -0.102754, 0.0678625, 0.0459375, 0.0765625, -0.1225
2.84057, 0, 0.0258335, -0.102816, 0.068015, 0.0459375, 0.0590625, -0.091875
2.86086, 0, 0.0255895, -0.102846, 0.067893, 0.0415625, 0.039375, -0.0896875
2.88115, 0, 0.0258945, -0.10306, 0.0680455, 0.065625, 0.0109375, -0.105
2.90144, 0, 0.0259555, -0.103243, 0.06832, 0.0896875, 0.004375, -0.100625
2.92173, 0, 0.0261385, -0.102846, 0.0685945, 0.115938, 0.0065625, -0.083125
2.94202, 0, 0.0261385, -0.102571, 0.068625, 0.137812, 0.0065625, -0.0721875
2.96231, 0, 0.0260775, -0.10251, 0.0688385, 0.144375, 0.004375, -0.0809375
2.9826, 0, 0.0263215, -0.102114, 0.069235, 0.13125, 0.0109375, -0.0721875
