# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5
-0.644, 0, 0.0248755, -0.12453, 0.00660086, -0.0763989, -0.0916786, 0.0286496
-0.624, 0, 0.024356, -0.124408, 0.00644806, -0.120328, -0.0553892, 0.0152798
-0.604, 0, 0.024142, -0.124622, 0.00644806, -0.154708, -0.108868, 0.0286496
-0.584, 0, 0.0237448, -0.125019, 0.0070287, -0.185267, -0.173807, 0.0286496
-0.564, 0, 0.0236225, -0.125141, 0.00681478, -0.217737, -0.275036, -0.00381994
-0.544, 0, 0.0233475, -0.125233, 0.00721205, -0.221557, -0.378174, -0.0133698
-0.524, 0, 0.023592, -0.125202, 0.00748709, -0.225377, -0.485133, -0.0611191
-0.504, 0, 0.0239587, -0.125386, 0.0067231, -0.246386, -0.582541, -0.0993185
-0.484, 0, 0.0248755, -0.126333, 0.00614247, -0.150888, -0.637931, -0.118418
-0.464, 0, 0.0259451, -0.127403, 0.00635639, 0.0954986, -0.597821, -0.0821288
-0.444, 0, 0.026159, -0.125997, 0.0068759, 0.381994, -0.519512, -0.0210097
-0.424, 0, 0.0264646, -0.125997, 0.00736485, 0.427834, -0.473673, 0.00381994
-0.404, 0, 0.026434, -0.125997, 0.00782324, 0.572991, -0.336155, 0.0515692
-0.384, 0, 0.0258839, -0.12508, 0.00828164, 0.65321, -0.200547, 0.118418
-0.364, 0, 0.024906, -0.124591, 0.00770101, 0.580631, -0.0534792, 0.124148
-0.344, 0, 0.0245393, -0.125019, 0.00724261, 0.458393, 0.070669, 0.0993185
-0.324, 0, 0.023867, -0.125294, 0.00653974, 0.370534, 0.137518, 0.0859487
-0.304, 0, 0.0228585, -0.125141, 0.0067231, 0.336155, 0.168077, 0.0916786
-0.284, 0, 0.0233781, -0.124927, 0.00699814, 0.317055, 0.141338, 0.0897687
-0.264, 0, 0.0241726, -0.124866, 0.00742597, 0.276946, 0.126058, 0.0916786
-0.244, 0, 0.0247532, -0.125019, 0.00770101, 0.246386, 0.152798, 0.070669
-0.224, 0, 0.0253033, -0.124041, 0.00779268, 0.204367, 0.242566, 0.0553892
-0.214, 0, 0.0257617, -0.123308, 0.00822052, 0.148978, 0.326605, 0.0477493
-0.194, 0, 0.0263423, -0.12291, 0.00763989, 0.00572991, 0.460303, 0.0477493
-0.174, 0, 0.0275036, -0.123644, 0.00708981, -0.177627, 0.66276, 0.0381994
-0.154, 0, 0.0290316, -0.124377, 0.00635639, -0.234927, 0.933976, 0.064939
-0.134, 0, 0.0300095, -0.1245, 0.00629527, -0.206277, 1.27013, 0.0840387
-0.114, 0, 0.0305901, -0.11307, 0.00366715, 0.397274, 1.68078, 0.242566
-0.094, 0, 0.0111237, -0.130184, 0.002567, -0.595911, 1.63685, -0.185267
-0.074, 0, -0.00427834, -0.10485, -0.010543, 5.0576, 1.62921, -2.27478
-0.054, 0, 0.0429973, -0.146411, 0.00650918, -5.92473, -1.25103, -0.804098
-0.034, 0, 0.0524096, -0.16386, 0.0267702, -3.89443, -0.844207, 1.73807
-0.014, 0, 0.0236836, -0.121199, 0.0126517, 0.762079, 0.838478, 1.40765
0.006, 0, 0.00608135, -0.0869113, -0.00770101, 2.49824, 1.55472, 0.147068
0.026, 0, 0.014363, -0.11359, -3.05595e-05, -1.66741, -0.378174, -0.922516
0.046, 0, 0.0214528, -0.136112, 0.0117654, -2.10861, -0.555802, -0.64175
0.066, 0, 0.0234697, -0.130153, 0.00776212, -0.731519, -0.185267, 0.173807
0.086, 0, 0.0230113, -0.124041, 0.00281148, -0.469853, -0.175717, 0.296046
0.106, 0, 0.0238364, -0.126975, 0.00326987, -0.744889, -0.309415, -0.0190997
0.126, 0, 0.0235309, -0.128228, 0.00323931, -0.571082, -0.284586, 0.00954986
0.146, 0, 0.0207194, -0.130367, 0.00418666, -0.479403, -0.265486, -0.0630291
0.166, 0, 0.0187636, -0.130123, 0.00574519, -0.0381994, -0.282676, -0.0763989
0.186, 0, 0.0197415, -0.127525, 0.0052868, 0.521422, -0.372444, 0.127968
0.206, 0, 0.0214834, -0.124255, 0.005134, 0.620741, -0.542432, 0.217737
0.226, 0, 0.0237142, -0.122024, 0.00467561, 0.420194, -0.763989, 0.221557
0.236, 0, 0.0247838, -0.121688, 0.00495065, 0.143248, -0.922516, 0.148978
0.256, 0, 0.0246616, -0.124347, 0.00663142, -0.169987, -0.981725, 0.070669
0.276, 0, 0.0251505, -0.125355, 0.00849555, -0.187177, -0.912966, 0.0725789
0.296, 0, 0.0264646, -0.12453, 0.00843443, -0.108868, -0.840388, 0.066849
0.316, 0, 0.0274425, -0.124927, 0.00794548, -0.158528, -0.781178, -0.00381994
0.336, 0, 0.0269841, -0.124683, 0.00745653, -0.189087, -0.67804, -0.103138
0.356, 0, 0.0257923, -0.124714, 0.00666198, -0.267396, -0.599731, -0.189087
0.376, 0, 0.0248449, -0.12508, 0.00681478, -0.347615, -0.529062, -0.219647
0.396, 0, 0.0246921, -0.125753, 0.00650918, -0.318965, -0.456483, -0.200547
0.416, 0, 0.0251505, -0.126394, 0.00638695, -0.254026, -0.387724, -0.150888
0.436, 0, 0.0252422, -0.126333, 0.0068759, -0.156618, -0.311325, -0.133698
0.456, 0, 0.0254255, -0.125905, 0.00595911, -0.066849, -0.250206, -0.129878
0.476, 0, 0.0250894, -0.125783, 0.005134, -0.0477493, -0.190997, -0.131788
0.496, 0, 0.0251811, -0.125753, 0.00464505, 0.0210097, -0.147068, -0.0974085
0.516, 0, 0.0246004, -0.1256, 0.00437002, 0.120328, -0.110778, -0.0878587
0.536, 0, 0.0251199, -0.125019, 0.00403386, 0.152798, -0.0859487, -0.0840387
0.556, 0, 0.0255172, -0.124927, 0.00424778, 0.150888, -0.0324695, -0.105048
0.576, 0, 0.0258228, -0.12453, 0.00476729, 0.133698, 0.0725789, -0.108868
0.596, 0, 0.0265562, -0.124438, 0.00437002, 0.0878587, 0.175717, -0.0974085
0.616, 0, 0.0262201, -0.12505, 0.00424778, 0.0783088, 0.263576, -0.0744889
0.636, 0, 0.0253033, -0.124652, 0.00473673, 0.0725789, 0.366715, -0.103138
0.656, 0, 0.0246004, -0.123491, 0.00424778, 0.227287, 0.425924, -0.152798
0.676, 0, 0.0244476, -0.123399, 0.00339211, 0.0859487, 0.336155, -0.229197
0.686, 0, 0.024906, -0.124561, 0.00330043, -0.118418, 0.229197, -0.263576
