# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.20333, 0.13655, 0.113084, 0.359409, 0.972411, 2.48695, 1.6002, 0.45246, 0.298909, 0.177973, 0.270054, 0.409246, 0.633423, 0.555089, 0.648804, 0.464931, 0.543384, 0.446682, 0.412281, 0.436624, 1.12004, 0.398962, 0.299398, 0.320521, 0.398844, 0.646404, 0.353663, 0.486441, 0.328359, 0.382984, 0.563633, 0.987367, 0.892464, 0.505371, 0.578524, 0.629875, 0.85019, 0.611116, 0.656306, 1.35416, 1.45763, 2.21514, 2.29004, 2.53678, 2.4561, 1.99737, 1.26376, 0.712752, 0.706088, 0.879837
0.01, 0.0319375, 0.144763, 0.0957737, 0.243141, 0.262374, 0.873978, 2.47857, 1.60937, 0.36161, 0.370344, 0.246818, 0.309515, 0.426037, 0.635531, 0.696156, 0.657855, 0.438265, 0.441229, 0.575402, 0.45644, 0.57251, 1.12606, 0.42444, 0.340547, 0.410284, 0.382844, 0.861563, 0.610051, 0.414842, 0.354888, 0.29875, 0.40332, 0.852007, 0.571339, 0.433166, 0.509536, 0.629699, 0.799584, 0.393863, 0.705612, 1.39635, 1.77119, 2.22293, 2.30007, 2.41594, 2.21166, 2.12285, 1.29181, 0.70372, 0.631455, 0.769561
0.02, 0.0319375, 0.113412, 0.104884, 0.18451, 0.314663, 0.929625, 2.48944, 1.58582, 0.238471, 0.310243, 0.323251, 0.20682, 0.310317, 0.428473, 0.538628, 0.570029, 0.323663, 0.484048, 0.394597, 0.552689, 0.409642, 1.00868, 0.449283, 0.47055, 0.537059, 0.456535, 0.927131, 0.75169, 0.489068, 0.574368, 0.495292, 0.427329, 0.600721, 0.617297, 0.42514, 0.562562, 0.780983, 0.744979, 0.420178, 0.72447, 1.25844, 1.60511, 1.96706, 2.75831, 2.63904, 2.65451, 2.08993, 1.00346, 0.680296, 0.526884, 0.791822
0.03, 0.0319375, 0.172347, 0.0932225, 0.249456, 0.39722, 0.992021, 2.51806, 1.65098, 0.151195, 0.13745, 0.180479, 0.203878, 0.467344, 0.538326, 0.558671, 0.657818, 0.389852, 0.408418, 0.25599, 0.342246, 0.343514, 1.0013, 0.360275, 0.409408, 0.339914, 0.412805, 0.738084, 0.501155, 0.535807, 0.505696, 0.675638, 0.500202, 0.699139, 0.63844, 0.54448, 0.559635, 0.765028, 0.797142, 0.597498, 0.868899, 1.1766, 1.78542, 1.92499, 2.36024, 2.48949, 2.77419, 2.49091, 0.934254, 0.589871, 0.607219, 0.721509
0.04, 0.0319375, 0.310515, 0.25507, 0.338129, 0.510661, 0.916711, 2.48852, 1.58, 0.27916, 0.366732, 0.270773, 0.268769, 0.57348, 0.40033, 0.394333, 0.519134, 0.459882, 0.667251, 0.371199, 0.391928, 0.425662, 1.02652, 0.52672, 0.451594, 0.231609, 0.470331, 0.960742, 0.682318, 0.596433, 0.497062, 0.590259, 0.514929, 0.629099, 0.800492, 0.584149, 0.503639, 0.62828, 0.818988, 0.723662, 0.826099, 1.37151, 1.62911, 1.93721, 2.30662, 2.76765, 2.85361, 2.44608, 0.973264, 0.645706, 0.500684, 0.59692
0.05, 0.0319375, 0.334441, 0.211301, 0.175671, 0.279204, 0.922081, 2.48031, 1.58786, 0.372922, 0.466751, 0.180959, 0.213494, 0.330465, 0.628777, 0.473839, 0.362451, 0.544163, 0.611429, 0.532802, 0.468682, 0.415814, 1.13974, 0.570929, 0.439709, 0.553019, 0.438946, 0.971159, 0.503182, 0.708005, 0.571972, 0.436348, 0.391946, 0.585221, 0.740809, 0.525697, 0.339474, 0.62268, 0.796926, 0.541154, 1.04298, 1.22953, 1.57382, 2.13097, 2.24425, 2.72874, 2.6182, 1.90632, 1.28389, 0.644985, 0.472609, 0.772222
0.06, 0.0319375, 0.206584, 0.160371, 0.0440377, 0.324763, 0.91914, 2.48812, 1.63186, 0.270584, 0.280851, 0.206424, 0.222245, 0.433658, 0.826534, 0.628991, 0.784566, 0.680079, 0.506132, 0.495264, 0.517851, 0.509097, 1.16962, 0.598636, 0.353816, 0.432036, 0.486534, 0.912202, 0.437421, 0.710223, 0.690375, 0.592912, 0.371644, 0.365492, 0.639845, 0.565495, 0.526361, 0.693422, 0.848638, 0.602236, 0.903026, 1.12901, 1.38511, 1.99278, 2.13499, 2.53826, 2.60142, 1.97079, 1.04993, 0.677424, 0.555111, 0.674241
0.07, 0.0319375, 0.201186, 0.12264, 0.336356, 0.40065, 0.972717, 2.50043, 1.60399, 0.280147, 0.27955, 0.245272, 0.309721, 0.472987, 0.490451, 0.577136, 0.499571, 0.627685, 0.615771, 0.475117, 0.602346, 0.436407, 1.19366, 0.488113, 0.396014, 0.316201, 0.387102, 0.677482, 0.365397, 0.45799, 0.428563, 0.541398, 0.385779, 0.574013, 0.910786, 0.608002, 0.606287, 0.686745, 0.860867, 0.491804, 0.775529, 1.11458, 1.5355, 2.05579, 2.26512, 2.68641, 2.56622, 1.94824, 0.894819, 0.545514, 0.485228, 0.619122
0.08, 0.0319375, 0.191988, 0.21826, 0.311301, 0.395995, 0.938558, 2.49403, 1.60452, 0.264092, 0.25317, 0.317841, 0.379875, 0.444798, 0.576547, 0.549048, 0.70731, 0.640492, 0.54834, 0.362269, 0.435183, 0.419265, 1.16027, 0.404099, 0.322619, 0.336059, 0.562426, 0.841749, 0.479585, 0.426906, 0.501614, 0.442767, 0.486937, 0.692314, 0.700261, 0.587383, 0.577662, 0.695948, 0.804263, 0.654774, 0.973779, 1.30657, 1.47932, 2.12704, 2.28569, 2.55931, 2.68543, 1.89066, 1.0319, 0.511732, 0.372571, 0.661519
0.09, 0.0319375, 0.29248, 0.0834646, 0.110735, 0.326106, 0.934512, 2.49975, 1.63806, 0.325806, 0.383375, 0.244431, 0.345864, 0.615825, 0.530582, 0.607877, 0.576922, 0.614393, 0.483522, 0.44213, 0.349413, 0.579618, 1.17158, 0.384477, 0.463241, 0.34857, 0.401677, 0.906096, 0.608048, 0.5011, 0.366963, 0.549586, 0.472246, 0.723504, 0.868737, 0.728736, 0.715346, 0.87402, 0.845051, 0.554462, 0.768855, 1.11937, 1.3504, 2.30819, 2.45076, 2.73645, 2.86089, 2.03807, 1.22681, 0.694844, 0.339139, 0.728126
