# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.185496, 0.153603, 0.14994, 0.624935, 1.76966, 1.28412, 0.467985, 0.372734, 0.281503, 0.316648, 0.32613, 0.523109, 0.630037, 0.520515, 0.321243, 0.494875, 0.626603, 0.54993, 0.492471, 0.65617, 0.462793, 0.691961, 0.561936, 0.487428, 0.565227, 0.380992, 0.522291, 0.69234, 0.887034, 0.576011, 0.705525, 0.671354, 0.54605, 0.60531, 0.778753, 0.654903, 0.665142, 0.726438, 0.648549, 0.751217, 0.673843, 0.662867, 0.785429, 1.15997, 0.920017, 1.10943, 0.90118, 1.02475, 0.920209, 0.799015
0.01, 0.0319375, 0.232847, 0.0793894, 0.143001, 0.625767, 1.73752, 1.26596, 0.637412, 0.28179, 0.123359, 0.194121, 0.211813, 0.358635, 0.566284, 0.451927, 0.344459, 0.586781, 0.472388, 0.404463, 0.499092, 0.781358, 0.640741, 0.674188, 0.471703, 0.537057, 0.79061, 0.358271, 0.565361, 0.789924, 0.869743, 0.757736, 0.756177, 1.06957, 0.727727, 0.579772, 0.693877, 0.642735, 0.60214, 0.574009, 0.599036, 0.583923, 0.503412, 0.57793, 0.736859, 1.05805, 0.932904, 1.1659, 1.02023, 0.839729, 0.807193, 0.888567
0.02, 0.0319375, 0.295696, 0.0255114, 0.197788, 0.649851, 1.70714, 1.32943, 0.582286, 0.410288, 0.316041, 0.272436, 0.240601, 0.393417, 0.572218, 0.514378, 0.396997, 0.559148, 0.56385, 0.30113, 0.458654, 0.49639, 0.322672, 0.489527, 0.5456, 0.518958, 0.68979, 0.444266, 0.661167, 0.840962, 0.835205, 0.696742, 0.455906, 0.762624, 0.656088, 0.710213, 0.402799, 0.462156, 0.577396, 0.681822, 0.778979, 0.689662, 0.542577, 0.529094, 0.716734, 1.0126, 1.17306, 1.26207, 1.06146, 0.92509, 0.671929, 0.704733
0.03, 0.0319375, 0.198244, 0.110649, 0.242359, 0.639838, 1.7229, 1.31753, 0.642175, 0.340224, 0.576592, 0.336665, 0.120493, 0.422127, 0.343336, 0.470746, 0.579759, 0.634634, 0.51828, 0.474294, 0.5181, 0.426355, 0.318435, 0.354582, 0.549173, 0.526806, 0.645885, 0.676337, 0.737183, 0.748669, 0.897649, 0.638165, 0.56856, 0.653396, 0.451412, 0.587123, 0.530795, 0.617584, 0.729084, 0.691245, 0.6435, 0.543209, 0.487065, 0.604607, 0.783363, 1.00971, 1.13488, 1.28105, 0.880502, 0.916769, 0.841504, 0.640478
0.04, 0.0319375, 0.0796755, 0.154987, 0.414245, 0.643794, 1.73247, 1.32664, 0.559148, 0.448598, 0.481587, 0.352711, 0.50663, 0.50338, 0.451246, 0.439859, 0.407082, 0.343225, 0.469079, 0.324534, 0.682107, 0.645322, 0.38662, 0.396309, 0.466443, 0.373892, 0.570423, 0.58793, 0.544145, 0.574685, 0.67238, 0.514976, 0.527481, 0.590792, 0.410816, 0.452625, 0.550811, 0.436209, 0.561201, 0.540477, 0.743438, 0.652984, 0.564644, 0.846089, 0.867252, 1.14455, 1.24634, 1.21575, 0.841886, 0.943215, 0.900521, 0.674742
0.05, 0.0319375, 0.212655, 0.132266, 0.234168, 0.641035, 1.69414, 1.24324, 0.341568, 0.305112, 0.266419, 0.29799, 0.469993, 0.439855, 0.335048, 0.567541, 0.388171, 0.503506, 0.84301, 0.340202, 0.4173, 0.66304, 0.496248, 0.475033, 0.719434, 0.681788, 0.605962, 0.647326, 0.576588, 0.574392, 0.576137, 0.730272, 0.601257, 0.582463, 0.667922, 0.528471, 0.652637, 0.546745, 0.579127, 0.526121, 0.615852, 0.815763, 0.688376, 0.708018, 0.86757, 1.3689, 1.13679, 0.904829, 0.909114, 0.860881, 0.613, 0.750194
0.06, 0.0319375, 0.356183, 0.114448, 0.113526, 0.660456, 1.7913, 1.30676, 0.433902, 0.305233, 0.428469, 0.406603, 0.549779, 0.411561, 0.346245, 0.377281, 0.446199, 0.525011, 0.738365, 0.425034, 0.307829, 0.693279, 0.539836, 0.476561, 0.485995, 0.763704, 0.525758, 0.535245, 0.606388, 0.48853, 0.799193, 0.833632, 0.642025, 0.675965, 0.755983, 0.673461, 0.49289, 0.580971, 0.668294, 0.580373, 0.630519, 0.760462, 0.672815, 0.556958, 0.813217, 1.25245, 0.904109, 0.851656, 0.87435, 0.840518, 0.626395, 0.698691
0.07, 0.0319375, 0.36216, 0.119524, 0.218953, 0.605271, 1.70476, 1.291, 0.313774, 0.317796, 0.355261, 0.220918, 0.280118, 0.285732, 0.479249, 0.47294, 0.406039, 0.203795, 0.296092, 0.511463, 0.511297, 0.724734, 0.508676, 0.674881, 0.38841, 0.719666, 0.491413, 0.499555, 0.536213, 0.421206, 0.833904, 0.726829, 0.876209, 0.675102, 0.645303, 0.497113, 0.49384, 0.706624, 0.757928, 0.640474, 0.728135, 0.653185, 0.516554, 0.466315, 0.616659, 1.0361, 1.05493, 1.10313, 0.925367, 0.743938, 0.721913, 0.721209
0.08, 0.0319375, 0.187615, 0.111465, 0.188964, 0.582791, 1.69878, 1.22358, 0.338337, 0.31585, 0.191699, 0.30061, 0.415378, 0.496172, 0.469537, 0.401887, 0.26786, 0.24812, 0.583538, 0.526666, 0.468932, 0.61642, 0.552007, 0.659853, 0.452089, 0.596829, 0.565276, 0.589198, 0.620441, 0.492182, 0.727234, 0.681577, 0.56004, 0.404482, 0.56715, 0.586604, 0.507949, 0.632611, 0.515901, 0.418886, 0.683538, 0.689784, 0.527754, 0.515795, 0.728008, 1.08955, 1.20136, 1.06619, 0.891227, 0.807119, 0.70698, 0.80471
0.09, 0.0319375, 0.180417, 0.0338029, 0.137407, 0.610332, 1.71333, 1.2442, 0.499061, 0.411722, 0.229089, 0.298759, 0.478943, 0.545969, 0.280896, 0.348367, 0.445408, 0.245939, 0.542049, 0.394674, 0.416551, 0.393808, 0.623222, 0.404085, 0.36136, 0.579868, 0.513098, 0.629422, 0.760288, 0.548359, 1.01002, 0.835976, 0.530084, 0.412662, 0.463103, 0.593911, 0.76058, 0.66272, 0.676788, 0.554025, 0.651775, 0.590053, 0.599829, 0.498063, 0.675679, 0.978228, 0.899566, 1.00609, 1.08086, 0.862711, 0.612712, 0.517671
