Time (seconds),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.020084630767362797,0.1251720041036605,-0.949891984462738,-0.2820639908313751,2.012500047683716,-0.5774999856948853,0.4550000131130218
0.040169261534725595,0.1232199966907501,-0.9657520055770874,-0.2813319861888885,1.347499966621399,-0.4025000035762787,0.8575000166893005
0.06025389230208839,0.1268799901008606,-0.973315954208374,-0.2703520059585571,1.5399999618530271,-0.0350000001490116,0.9275000095367432
0.08033852306945119,0.1293199956417083,-0.9647759795188904,-0.2601040005683899,1.680000066757202,0.2800000011920929,0.7524999976158142
0.100423153836814,0.1259039938449859,-0.9569680094718932,-0.2613239884376526,0.6650000214576721,0.4550000131130218,0.7350000143051147
0.1205077846041768,0.1263919919729232,-0.961359977722168,-0.2659600079059601,-0.6474999785423279,0.4900000095367431,0.5249999761581421
0.1405924153715396,0.1227319985628128,-0.9674599766731262,-0.2693759799003601,-1.1725000143051147,0.7524999976158142,0.4550000131130218
0.1606770461389024,0.1219999939203262,-0.9659959673881532,-0.2627879977226257,-0.8575000166893005,1.0325000286102295,0.332500010728836
0.1807616769062652,0.1222440004348754,-0.962336003780365,-0.2513200044631958,-0.2800000011920929,1.2424999475479126,0.2450000047683715
0.20084630767362802,0.1222440004348754,-0.9542839527130128,-0.2444880008697509,-0.2450000047683715,0.9800000190734864,0.3149999976158142
0.22093093844099082,0.1254159957170486,-0.9576999545097352,-0.2437559962272644,-0.9100000262260436,0.332500010728836,0.6474999785423279
0.24101556920835362,0.1227319985628128,-0.9640439748764038,-0.2430239915847778,-0.962499976158142,-0.0700000002980232,1.190000057220459
0.26110019997571643,0.1256600022315979,-0.9684360027313232,-0.2420479953289032,-0.332500010728836,-0.1924999952316284,1.3825000524520874
0.2811848307430792,0.1237079948186874,-0.9650200009346008,-0.2396079897880554,0.1924999952316284,-0.2100000083446502,1.3825000524520874
0.301269461510442,0.1215119957923889,-0.9657520055770874,-0.2474159896373748,0.2100000083446502,-0.4025000035762787,1.1725000143051147
0.32135409227780476,0.1156559959053993,-0.969655990600586,-0.2588839828968048,0.1400000005960464,-0.6299999952316284,0.9449999928474426
0.34143872304516754,0.1090679988265037,-0.9869799613952636,-0.2564440071582794,-0.3149999976158142,-0.4900000095367431,0.7175000309944153
0.3615233538125303,0.1068719998002052,-0.990395963191986,-0.2439999878406524,0.0700000002980232,-0.5425000190734863,-0.4200000166893005
0.3816079845798931,0.1071159988641738,-0.9757559895515442,-0.2391199916601181,0.7875000238418579,-0.8050000071525574,-1.6449999809265137
0.40169261534725587,0.1107759997248649,-0.965507984161377,-0.2366800010204315,0.9275000095367432,-0.9975000023841858,-1.924999952316284
0.42177724611461864,0.1158999949693679,-0.9611159563064576,-0.2374119907617569,0.9275000095367432,-1.1200000047683716,-1.784999966621399
0.4418618768819814,0.114436000585556,-0.9552599787712096,-0.2400960028171539,1.1549999713897705,-1.0674999952316284,-1.662500023841858
0.4619465076493442,0.1129719987511634,-0.9545279741287231,-0.2398519963026046,0.8575000166893005,-1.190000057220459,-1.4175000190734863
0.482031138416707,0.109555996954441,-0.9681919813156128,-0.2427799999713897,0.1924999952316284,-1.5924999713897705,-1.4524999856948853
0.5021157691840697,0.1132159978151321,-0.9818559885025024,-0.2466839998960495,0.262499988079071,-1.7324999570846558,-2.134999990463257
0.5222003999514325,0.1178519949316978,-0.9852719902992249,-0.2391199916601181,0.7524999976158142,-1.3300000429153442,-2.677500009536743
0.5422850307187953,0.1227319985628128,-0.972827970981598,-0.2330199927091598,1.784999966621399,-0.9800000190734864,-2.8350000381469727
0.5623696614861581,0.1237079948186874,-0.958187997341156,-0.2320439964532852,2.2225000858306885,-0.6474999785423279,-2.432500123977661
0.5824542922535209,0.1215119957923889,-0.957211971282959,-0.2337519973516464,1.7324999570846558,-0.5600000023841858,-1.837499976158142
0.6025389230208836,0.1227319985628128,-0.9564799666404724,-0.2354599982500076,1.347499966621399,-0.262499988079071,-1.6100000143051147
0.6226235537882464,0.1307840049266815,-0.9703879952430724,-0.2322880029678344,1.3300000429153442,0.6299999952316284,-0.9100000262260436
0.6427081845556092,0.1327359974384308,-0.970143973827362,-0.2357039898633957,1.8550000190734863,0.8050000071525574,-0.699999988079071
0.662792815322972,0.124439999461174,-0.9635559916496276,-0.2405840009450912,1.9075000286102293,0.8224999904632568,-0.6825000047683716
0.6828774460903347,0.1198039948940277,-0.9635559916496276,-0.2444880008697509,1.6100000143051147,0.8400000333786011,-0.5950000286102295
0.7029620768576975,0.1173639968037605,-0.9652639627456664,-0.2427799999713897,1.8200000524520876,0.875,-0.3849999904632568
0.7230467076250603,0.118827998638153,-0.969655990600586,-0.2439999878406524,2.6424999237060547,0.7175000309944153,-0.1050000041723251
0.7431313383924231,0.1207799986004829,-0.9689239859580994,-0.2410719990730285,3.447499990463257,0.6474999785423279,0.1749999970197677
0.7632159691597858,0.1219999939203262,-0.9598959684371948,-0.2396079897880554,3.762500047683716,0.5950000286102295,0.2975000143051147
0.7833005999271486,0.1224879994988441,-0.9606279730796814,-0.2400960028171539,2.992500066757202,0.5249999761581421,0.3149999976158142
0.8033852306945114,0.1256600022315979,-0.9674599766731262,-0.2435119897127151,2.134999990463257,0.3499999940395355,-0.1050000041723251
0.8234698614618742,0.1239520013332367,-0.9713639616966248,-0.2515639960765838,1.4524999856948853,-0.0525000020861625,-0.6825000047683716
0.843554492229237,0.1246839985251426,-0.977463960647583,-0.2552239894866943,1.1024999618530271,0.2100000083446502,-1.1549999713897705
0.8636391229965997,0.1307840049266815,-0.965507984161377,-0.2518079876899719,1.8550000190734863,1.0325000286102295,-1.6100000143051147
0.8837237537639625,0.1324919909238815,-0.9547719955444336,-0.2469279915094375,1.837499976158142,1.7324999570846558,-1.5575000047683716
