# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.022985, 0.00713988, 0.00257898, 0.00769721, 0.0055578, 0.00421172, 0.0106322, 0.00283316, 0.00224945, 0.00392441, 0.00465975, 0.00704247, 0.00619491, 0.00611873, 0.00492336, 0.00384865, 0.00997652, 0.0060365, 0.00417659, 0.006107, 0.00611423, 0.00408434, 0.00693557, 0.00538897, 0.00471278, 0.0103918, 0.00280868, 0.00376872, 0.00394388, 0.00311568, 0.00617584, 0.00525178, 0.0060679, 0.00560652, 0.00375222, 0.00557096, 0.0064008, 0.00801407, 0.0066411, 0.00511658, 0.00597287, 0.00561849, 0.00481731, 0.00379901, 0.00288927, 0.00373286, 0.00426158, 0.00497639, 0.00287417, 0.00366314
0.01, 0.0319375, 0.0203443, 0.00144211, 0.00730948, 0.0108547, 0.00425731, 0.00342093, 0.00943157, 0.00315015, 0.00308716, 0.00469475, 0.00223446, 0.00518051, 0.00436734, 0.00416531, 0.00270097, 0.00420116, 0.00448875, 0.00229203, 0.00276326, 0.00318473, 0.00498718, 0.00404706, 0.0038895, 0.00277789, 0.00258731, 0.00705052, 0.00547991, 0.00380922, 0.00594656, 0.00578159, 0.00434526, 0.00309239, 0.00400788, 0.00531522, 0.0035168, 0.00736297, 0.00804896, 0.0063809, 0.00750756, 0.00558554, 0.00631575, 0.00381183, 0.00306529, 0.00320172, 0.00389413, 0.00398686, 0.00346679, 0.0026307, 0.0029317, 0.00298971
0.02, 0.0319375, 0.0167268, 0.00180403, 0.0063796, 0.0147625, 0.00575836, 0.00181463, 0.00669309, 0.00521502, 0.00469083, 0.00477911, 0.00222221, 0.00434942, 0.00570147, 0.0050899, 0.00243046, 0.00307849, 0.00471053, 0.0052972, 0.00489169, 0.00826427, 0.00461489, 0.00430182, 0.00909224, 0.00372324, 0.00558424, 0.00558518, 0.00407947, 0.00500379, 0.00668504, 0.00653547, 0.00334216, 0.00305175, 0.00473711, 0.00545051, 0.00505728, 0.00656614, 0.00717432, 0.00621233, 0.00727753, 0.00536443, 0.00503154, 0.00440805, 0.00339432, 0.00357798, 0.00445421, 0.00470341, 0.00298471, 0.00367597, 0.00308811, 0.00371706
0.03, 0.0319375, 0.0227446, 0.00448483, 0.00695522, 0.0262883, 0.011154, 0.00407021, 0.00352975, 0.00286573, 0.00320695, 0.00517149, 0.00573821, 0.00380922, 0.00417587, 0.00502075, 0.00532838, 0.00400646, 0.0061179, 0.00402771, 0.0040486, 0.00770785, 0.00517173, 0.00412257, 0.0101344, 0.00448258, 0.0107835, 0.00778439, 0.00504744, 0.00607999, 0.00676484, 0.00438882, 0.00218986, 0.00336355, 0.00535281, 0.00466224, 0.0064567, 0.0067639, 0.00658213, 0.005095, 0.00830151, 0.00522189, 0.00483961, 0.00510721, 0.00522047, 0.00455924, 0.00473165, 0.00358795, 0.00309976, 0.00400634, 0.00287964, 0.00356325
0.04, 0.0319375, 0.033751, 0.0149499, 0.00338909, 0.0290299, 0.0170914, 0.00259456, 0.00183771, 0.00425921, 0.00682937, 0.00765356, 0.0059532, 0.00399399, 0.00356717, 0.00470258, 0.0078155, 0.00614492, 0.00586373, 0.00557392, 0.00432022, 0.00849999, 0.008814, 0.00432947, 0.00510472, 0.00653203, 0.00871368, 0.00775162, 0.00496927, 0.00452222, 0.00640755, 0.00420424, 0.00192278, 0.00279703, 0.00359674, 0.00399708, 0.00450821, 0.00640246, 0.00600783, 0.00570882, 0.00415688, 0.00388641, 0.00450358, 0.0032799, 0.00363036, 0.00379758, 0.00422514, 0.00335167, 0.0037002, 0.0040492, 0.00357358, 0.00255556
0.05, 0.0319375, 0.0400864, 0.0231531, 0.00358914, 0.0158207, 0.0147238, 0.00516782, 0.00368654, 0.00775198, 0.00243843, 0.00325412, 0.00442253, 0.00282128, 0.00323214, 0.00767686, 0.00800248, 0.00480355, 0.00636597, 0.0066668, 0.00418798, 0.00563948, 0.00976158, 0.00699322, 0.0033746, 0.00572873, 0.00397653, 0.00820693, 0.00470626, 0.00816874, 0.00707159, 0.0028403, 0.00362893, 0.00345633, 0.00445184, 0.00601754, 0.00559645, 0.00661872, 0.00544482, 0.00582888, 0.00447546, 0.00523707, 0.00524704, 0.00337804, 0.00398508, 0.00340739, 0.00362953, 0.00482158, 0.0033203, 0.00437636, 0.00330866, 0.00280321
0.06, 0.0319375, 0.0316119, 0.0299941, 0.00957043, 0.0106966, 0.0166376, 0.00897067, 0.00307872, 0.00498469, 0.00526565, 0.00427677, 0.00356289, 0.00423167, 0.00405597, 0.00541601, 0.00454453, 0.00266709, 0.00360553, 0.00681943, 0.00472334, 0.00352987, 0.00742344, 0.00459828, 0.00409989, 0.00949581, 0.0052749, 0.00916311, 0.00453764, 0.00707975, 0.00644498, 0.00430277, 0.00617939, 0.00498777, 0.0045113, 0.00463851, 0.00630272, 0.00588577, 0.00536182, 0.00521632, 0.00629324, 0.00634821, 0.005423, 0.00336628, 0.00301669, 0.00290888, 0.0045253, 0.00543415, 0.00495219, 0.00533692, 0.00392358, 0.00291613
0.07, 0.0319375, 0.0149198, 0.0270961, 0.0107643, 0.00854644, 0.0192822, 0.0126254, 0.00383558, 0.00147853, 0.00289212, 0.00461822, 0.00176631, 0.00476321, 0.00451735, 0.00625604, 0.0025294, 0.00201844, 0.00231237, 0.00557475, 0.00472192, 0.0035111, 0.00923717, 0.0096911, 0.0109861, 0.00739823, 0.00877962, 0.0144745, 0.00577887, 0.00598816, 0.00785571, 0.00724261, 0.00700328, 0.00570586, 0.00662535, 0.00482312, 0.00570396, 0.00715338, 0.00861263, 0.00841488, 0.0059596, 0.00520838, 0.00458392, 0.00455627, 0.00358166, 0.00479631, 0.00573774, 0.00425006, 0.00330224, 0.00479856, 0.00363416, 0.00307052
0.08, 0.0319375, 0.00480509, 0.0235231, 0.0183178, 0.00644119, 0.00899383, 0.00985448, 0.00769532, 0.0028353, 0.00259599, 0.00254212, 0.00413598, 0.00579179, 0.00527514, 0.00361337, 0.00334252, 0.00264973, 0.00577448, 0.00534297, 0.00278478, 0.00332886, 0.00412708, 0.00732439, 0.0073961, 0.00527431, 0.0065151, 0.00872797, 0.00668586, 0.0047046, 0.00771696, 0.00456612, 0.00583185, 0.00635484, 0.00588233, 0.00731291, 0.00551678, 0.00659693, 0.00562039, 0.00684879, 0.00376433, 0.00531818, 0.00573371, 0.00431476, 0.0041602, 0.00567539, 0.00492716, 0.00531285, 0.0036142, 0.00485254, 0.00462296, 0.00363855
0.09, 0.0319375, 0.0155745, 0.0280721, 0.0172456, 0.0070491, 0.0121862, 0.00940464, 0.00817631, 0.00480556, 0.00497224, 0.00312578, 0.00325578, 0.0063745, 0.00349969, 0.00310249, 0.00481114, 0.00270513, 0.00653025, 0.00559147, 0.00276469, 0.00368012, 0.00895508, 0.00821923, 0.00573335, 0.00493546, 0.00469166, 0.00815361, 0.00539858, 0.00382965, 0.0034675, 0.0035604, 0.00503249, 0.00684583, 0.00495848, 0.00627488, 0.00651865, 0.00602015, 0.00472975, 0.00745645, 0.00706141, 0.00390102, 0.00549129, 0.00516153, 0.00518383, 0.00421588, 0.00318009, 0.00497069, 0.00409978, 0.00470021, 0.00375055, 0.00357465
0.1, 0.0319375, 0.00912118, 0.0281073, 0.020395, 0.00842659, 0.00872679, 0.0103731, 0.0066186, 0.00341155, 0.00638433, 0.00238622, 0.00475182, 0.00784329, 0.00426063, 0.00392655, 0.00395326, 0.0033228, 0.00576702, 0.00878907, 0.00551488, 0.00391182, 0.0121428, 0.00968035, 0.00533229, 0.00683257, 0.00804624, 0.00872124, 0.00532957, 0.00677325, 0.00350991, 0.00406392, 0.00563402, 0.00519747, 0.00388807, 0.00544268, 0.00517802, 0.007855, 0.00787594, 0.00715858, 0.00637616, 0.00425137, 0.00676591, 0.00472489, 0.00449385, 0.0030937, 0.00286859, 0.00456541, 0.0039199, 0.00400776, 0.00290995, 0.00396988
0.11, 0.0319375, 0.0109779, 0.0298746, 0.0195756, 0.00625545, 0.00468348, 0.0133747, 0.00852505, 0.00297212, 0.00383665, 0.00661221, 0.00422419, 0.00651178, 0.00442775, 0.00420721, 0.00438051, 0.00210183, 0.00360506, 0.00911823, 0.00520138, 0.00398223, 0.00833426, 0.0092243, 0.00449848, 0.00756932, 0.00427309, 0.00497579, 0.0037192, 0.00545572, 0.00291352, 0.00736238, 0.00409883, 0.00275756, 0.0042008, 0.00702447, 0.00617939, 0.00632072, 0.00746497, 0.00657396, 0.00767047, 0.00324259, 0.00568428, 0.00440864, 0.00524621, 0.00517185, 0.00321633, 0.00397392, 0.00453361, 0.00429933, 0.00392833, 0.00252952
0.12, 0.0319375, 0.0140405, 0.0312524, 0.0187967, 0.00468348, 0.0107423, 0.0179926, 0.00852493, 0.00251477, 0.00801715, 0.00812464, 0.0048478, 0.0108179, 0.00738734, 0.0068167, 0.00559846, 0.00279465, 0.00478338, 0.00415818, 0.00421825, 0.00390755, 0.00320552, 0.00483724, 0.00658142, 0.00710118, 0.006327, 0.010883, 0.00435749, 0.00310511, 0.00471765, 0.00916595, 0.00426277, 0.00593305, 0.00566354, 0.00755489, 0.00601731, 0.00601885, 0.00695356, 0.00652493, 0.00580933, 0.00582865, 0.00791414, 0.004774, 0.00550327, 0.00412601, 0.00367549, 0.00415272, 0.0041545, 0.00365685, 0.00472643, 0.00342414
0.13, 0.0319375, 0.0200891, 0.0277727, 0.0104432, 0.00825694, 0.011459, 0.0156301, 0.00838462, 0.00495373, 0.00736013, 0.0107291, 0.00408719, 0.00617833, 0.00657703, 0.00482407, 0.0040194, 0.00598626, 0.00563616, 0.00484305, 0.00380981, 0.00514256, 0.00424366, 0.00587143, 0.00949451, 0.00679054, 0.00892093, 0.00900245, 0.00632819, 0.00514623, 0.00641039, 0.00881625, 0.00530763, 0.00573205, 0.00378666, 0.00388012, 0.00661387, 0.00731788, 0.00641288, 0.0050383, 0.00456422, 0.00719859, 0.00823046, 0.00569803, 0.00520849, 0.00394816, 0.00361575, 0.00359306, 0.00505111, 0.00362513, 0.00334299, 0.00294133
0.14, 0.0319375, 0.0150662, 0.0209383, 0.00856287, 0.00393106, 0.00833887, 0.00394839, 0.00708082, 0.0072896, 0.0106042, 0.00827952, 0.00409657, 0.00772856, 0.00777268, 0.0037559, 0.00345336, 0.00310427, 0.00444425, 0.00514967, 0.00287001, 0.00253689, 0.00513485, 0.00332779, 0.00955685, 0.00783229, 0.00471397, 0.006807, 0.00787783, 0.0060935, 0.00597583, 0.00709526, 0.00432674, 0.00287833, 0.0046232, 0.00673133, 0.00476416, 0.00719764, 0.00678983, 0.00781609, 0.00646772, 0.0049548, 0.00565939, 0.00430574, 0.00360803, 0.00401952, 0.00316583, 0.00290829, 0.00345657, 0.0029342, 0.00438016, 0.00392227
0.15, 0.0319375, 0.0257023, 0.0119084, 0.00413575, 0.00595474, 0.00880136, 0.00603342, 0.00443261, 0.00383143, 0.00687744, 0.00483973, 0.00536099, 0.00703418, 0.00485207, 0.00523826, 0.00341666, 0.00324533, 0.00628827, 0.00282104, 0.0032073, 0.00437873, 0.00455046, 0.00335202, 0.00639843, 0.00510864, 0.00365399, 0.00345895, 0.0061993, 0.00563959, 0.00683281, 0.00536146, 0.00433042, 0.00363321, 0.00536905, 0.00573513, 0.00416554, 0.00732782, 0.00714675, 0.00678166, 0.00611719, 0.00600404, 0.00780142, 0.00479512, 0.00321206, 0.00427962, 0.00344541, 0.00317641, 0.00340157, 0.00466924, 0.003599, 0.00356693
0.16, 0.0319375, 0.0281748, 0.0129906, 0.00486512, 0.00655761, 0.00960703, 0.00313315, 0.00243474, 0.00490676, 0.00475704, 0.00748887, 0.00489264, 0.0096741, 0.00952875, 0.00495563, 0.00372395, 0.00464135, 0.00537166, 0.0047689, 0.00464456, 0.00569128, 0.0106812, 0.0034125, 0.00480343, 0.00410892, 0.00499786, 0.00412138, 0.00493001, 0.00377003, 0.00352737, 0.00264438, 0.00375174, 0.00498564, 0.00606636, 0.00593685, 0.00524289, 0.00643846, 0.00776523, 0.00820776, 0.00644853, 0.00647826, 0.00699014, 0.00458167, 0.00267232, 0.00394721, 0.00381112, 0.00471789, 0.00472417, 0.00414216, 0.00394911, 0.00284125
0.17, 0.0319375, 0.0350548, 0.015393, 0.00202356, 0.0100707, 0.0150274, 0.00877087, 0.00387667, 0.00870008, 0.00645493, 0.00296724, 0.00438787, 0.00563047, 0.00680771, 0.00823412, 0.00400456, 0.0079961, 0.00871072, 0.00476772, 0.00659646, 0.00876744, 0.00834443, 0.00505859, 0.0100216, 0.0063546, 0.00606233, 0.00510947, 0.00511374, 0.00278894, 0.00298055, 0.00481529, 0.00375103, 0.003849, 0.00396668, 0.00633577, 0.00695226, 0.00684512, 0.00650977, 0.00704732, 0.00913831, 0.00550469, 0.00425861, 0.00440567, 0.00269134, 0.0042814, 0.00348568, 0.00484293, 0.00555709, 0.00454915, 0.00509322, 0.00263831
