# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.00320053, 0.00254533, 0.00532067, 0.00250669, 0.0044789, 0.00719492, 0.00366468, 0.00223982, 0.00375768, 0.00278763, 0.00288879, 0.00367526, 0.00402094, 0.00442656, 0.00461359, 0.00298008, 0.00263011, 0.00258505, 0.00206079, 0.00236708, 0.00227193, 0.00252024, 0.0020715, 0.00318924, 0.00488422, 0.00384651, 0.00365696, 0.0030256, 0.00420496, 0.00363167, 0.00536241, 0.00313398, 0.00236969, 0.00227907, 0.0028983, 0.00288772, 0.00262631, 0.00327432, 0.00310523, 0.00339539, 0.00304034, 0.00477389, 0.00406653, 0.00272796, 0.0026156, 0.0034043, 0.00531949, 0.00393984, 0.00335642, 0.00465239
0.01, 0.0319375, 0.00217416, 0.00301609, 0.00351656, 0.00471456, 0.00276017, 0.00310843, 0.00332636, 0.00134497, 0.00260954, 0.00349126, 0.00446015, 0.0047135, 0.00310095, 0.0024269, 0.00329179, 0.00374093, 0.00248172, 0.00160863, 0.00215382, 0.00264783, 0.00333111, 0.00222875, 0.00250716, 0.00347225, 0.00304093, 0.00314016, 0.00210921, 0.00264783, 0.00535791, 0.00381445, 0.00314801, 0.00331793, 0.00180891, 0.00222519, 0.00215869, 0.00198751, 0.00251573, 0.00342854, 0.00340038, 0.00297128, 0.0034384, 0.00410547, 0.00505692, 0.00424259, 0.00315668, 0.00323594, 0.00515098, 0.00452008, 0.00455592, 0.00385268
0.02, 0.0319375, 0.00441398, 0.00271678, 0.00618461, 0.00531107, 0.00491897, 0.00477377, 0.00408695, 0.00149615, 0.00218582, 0.00268314, 0.00263819, 0.00421968, 0.00374307, 0.00170729, 0.00312471, 0.00305127, 0.00282199, 0.00244319, 0.00148032, 0.00123889, 0.00208423, 0.00303142, 0.00229893, 0.00219283, 0.00305056, 0.00467719, 0.00367585, 0.0031587, 0.00429553, 0.0028378, 0.00265781, 0.00392239, 0.00374367, 0.00282603, 0.00279144, 0.00255389, 0.00346881, 0.00328311, 0.00331472, 0.0036224, 0.00440923, 0.00381124, 0.00267006, 0.00303356, 0.00342759, 0.00323024, 0.00453385, 0.00479109, 0.00513437, 0.0034934
0.03, 0.0319375, 0.00525961, 0.00286478, 0.0030502, 0.00329214, 0.00513414, 0.00660084, 0.00429861, 0.00468988, 0.00187519, 0.00154043, 0.00121008, 0.00211421, 0.00246661, 0.00242368, 0.00249718, 0.00168825, 0.00216655, 0.00198049, 0.00205389, 0.00106671, 0.00178214, 0.0029821, 0.00330557, 0.00284767, 0.00231047, 0.00316143, 0.00356752, 0.00193885, 0.00296308, 0.00436746, 0.00240513, 0.00356598, 0.0035307, 0.00416317, 0.00437446, 0.00290187, 0.00218284, 0.00322917, 0.00396692, 0.00355564, 0.00396597, 0.00364402, 0.00252773, 0.00286074, 0.00227003, 0.00203831, 0.00333242, 0.00411426, 0.00473485, 0.00369663
0.04, 0.0319375, 0.00373393, 0.00104158, 0.00325471, 0.00387062, 0.00557048, 0.00396751, 0.00307005, 0.00550006, 0.00333242, 0.00328822, 0.003042, 0.00269396, 0.00227241, 0.00469095, 0.00325923, 0.0014108, 0.00239919, 0.00224481, 0.00306565, 0.00250098, 0.00213669, 0.00261751, 0.00335856, 0.00533929, 0.0021173, 0.00318235, 0.00361266, 0.00311093, 0.00230226, 0.00438039, 0.00527431, 0.00326315, 0.00280844, 0.00318579, 0.00353082, 0.00341357, 0.00225528, 0.00259444, 0.00238218, 0.00307326, 0.00361254, 0.00297711, 0.00326671, 0.00387192, 0.00260645, 0.00289818, 0.00380637, 0.00446952, 0.00412851, 0.00412269
0.05, 0.0319375, 0.00553409, 0.00279263, 0.00271452, 0.00811636, 0.00488659, 0.00157494, 0.00167527, 0.00276481, 0.00347107, 0.00174596, 0.00248231, 0.00311283, 0.0041405, 0.00410951, 0.0032723, 0.00288309, 0.00261061, 0.00257256, 0.00355933, 0.00318318, 0.00223149, 0.00449931, 0.00535079, 0.00419439, 0.00284374, 0.0033967, 0.00410108, 0.00353545, 0.00237064, 0.00195824, 0.00436247, 0.0034542, 0.00253689, 0.00291423, 0.00233675, 0.00337579, 0.00286573, 0.00217689, 0.00279417, 0.00335191, 0.00267684, 0.00263177, 0.00224921, 0.00441576, 0.00319388, 0.00256257, 0.00317296, 0.00397452, 0.00446905, 0.00558115
0.06, 0.0319375, 0.00375483, 0.00102396, 0.00386278, 0.00964977, 0.00356693, 0.0019768, 0.00221246, 0.0022328, 0.00441612, 0.00327836, 0.00238539, 0.00354293, 0.00312947, 0.00276671, 0.00246376, 0.00322762, 0.00310416, 0.0026162, 0.00188923, 0.00254593, 0.00218748, 0.00355493, 0.00332054, 0.00332339, 0.0019724, 0.00236803, 0.0027251, 0.00202915, 0.00272308, 0.00336165, 0.00415071, 0.00248647, 0.00226705, 0.0026961, 0.00533727, 0.00394946, 0.00292743, 0.00303451, 0.00371801, 0.00294204, 0.00284148, 0.00279988, 0.00242131, 0.00330509, 0.00404409, 0.00352417, 0.00312662, 0.00403032, 0.00363665, 0.00346643
0.07, 0.0319375, 0.00224065, 0.00236839, 0.00229465, 0.00545323, 0.00247054, 0.00281676, 0.00403139, 0.00279905, 0.00492906, 0.00449207, 0.00208708, 0.00300207, 0.00264414, 0.00466663, 0.00472584, 0.00231154, 0.00342925, 0.00341487, 0.00167932, 0.00179535, 0.00170622, 0.00236232, 0.00354424, 0.00358855, 0.00211028, 0.00263784, 0.00288677, 0.00248374, 0.00321182, 0.00265401, 0.00296475, 0.0029758, 0.00230547, 0.00352987, 0.00360292, 0.00282544, 0.00237826, 0.00314717, 0.00403507, 0.00294074, 0.00284196, 0.00280701, 0.00262607, 0.00200214, 0.00331341, 0.00361789, 0.00367822, 0.00448104, 0.00319946, 0.0038135
0.08, 0.0319375, 0.00398295, 0.00066449, 0.0022278, 0.00429755, 0.00376742, 0.000750856, 0.00380245, 0.0015903, 0.00433399, 0.00296106, 0.00172859, 0.00242892, 0.00332268, 0.00142366, 0.00411165, 0.00434882, 0.00261132, 0.00265876, 0.00189768, 0.00172216, 0.00211635, 0.00362406, 0.00230357, 0.00181106, 0.00176036, 0.00389722, 0.00371635, 0.00416341, 0.0037749, 0.00280166, 0.00329488, 0.00287061, 0.00309738, 0.00245734, 0.00204378, 0.00349471, 0.00270751, 0.00246328, 0.00271631, 0.00258124, 0.00288618, 0.00341416, 0.00289248, 0.002503, 0.00358237, 0.00292338, 0.0032136, 0.00346453, 0.00325614, 0.00442989
0.09, 0.0319375, 0.0101458, 0.00376706, 0.00267077, 0.00338137, 0.00229607, 0.00247173, 0.00407746, 0.00234722, 0.00194027, 0.00177583, 0.0023226, 0.00264105, 0.00305008, 0.00308324, 0.00545762, 0.00258374, 0.00217666, 0.00139878, 0.00161898, 0.00143306, 0.0021167, 0.00144496, 0.00203545, 0.00247767, 0.00229489, 0.00255889, 0.00267993, 0.00299743, 0.00343079, 0.00341654, 0.0030218, 0.00317177, 0.00305923, 0.00269883, 0.00296237, 0.00323059, 0.00327967, 0.00222507, 0.0025187, 0.00236054, 0.00341404, 0.00349863, 0.00298115, 0.00250407, 0.00295025, 0.00315668, 0.00283625, 0.00247518, 0.00354543, 0.00441849
