# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -0.798919, -1.28521, -0.84471, -0.782401, -0.861071, -0.734009, -0.116594, -0.261861, 0.0953993, 0.412, 0.123718, 0.581327, 0.289599, 0.0896775, -0.0380293, 0.111145, 0.433523, -0.0327871, -0.747121, -0.685138
0.01, 0.0319375, -0.383028, -0.536907, -0.512431, -0.453778, -0.59289, -0.366748, -0.0938813, 0.229192, 0.486527, 0.523834, 0.467652, 0.525081, 0.442319, 0.418611, 0.335141, 0.389997, 0.567592, 0.0671384, -0.177158, -0.724743
0.02, 0.0319375, -0.0457005, -0.652412, -0.863961, -0.195527, -0.149646, -0.0806174, -0.150345, 0.296886, 0.838509, 1.02779, 1.04554, 0.726299, 0.997126, 0.416559, 0.628343, 0.534543, 0.663661, 0.358911, -0.340715, -0.919289
0.03, 0.0319375, 0.173509, -0.328536, -0.591203, -0.386846, -0.0273009, -0.13579, -0.0855625, 0.46911, 1.08192, 0.808273, 0.950985, 0.899603, 0.777254, 0.787844, 0.726017, 0.926896, 0.621621, 0.223033, 0.317868, 0.0157377
0.04, 0.0319375, -0.00930723, -0.409833, 0.00572861, -0.618638, -0.436684, -0.0355301, -0.136657, 0.628538, 0.841036, 0.142368, 0.378541, 0.659349, 0.432581, 0.579301, 0.517376, 0.532719, 0.282267, -0.0804664, -0.151004, -0.603656
0.05, 0.0319375, -0.0595438, -0.119272, -0.345422, -0.61885, -0.546306, -0.665609, -0.241071, 0.102666, 0.808771, 0.412521, 0.266358, 0.42853, 0.691099, 0.751759, 0.66432, 0.344644, 0.151385, -0.596062, -0.771977, -1.06708
0.06, 0.0319375, -0.58987, -0.119751, -0.197914, -0.54595, -0.352339, -0.438923, -0.081013, 0.153168, 0.694749, 1.00044, 0.64704, 0.543845, 0.607311, 0.510687, 0.859134, 1.22313, 0.679411, -0.00416992, -0.533846, -1.12264
0.07, 0.0319375, -0.330221, -0.249101, 0.0387083, -0.615248, -0.140161, -0.36216, -0.253698, 0.144633, 0.405521, 0.792935, 0.441188, 0.604495, 0.755322, 0.517067, 0.890129, 1.35708, 0.89966, 0.313169, -0.389089, -1.05967
0.08, 0.0319375, -0.900541, -0.444657, -0.161752, -0.530089, -0.417636, -0.729971, -0.283438, 0.240835, 0.744703, 1.00134, 0.344848, 0.322343, 0.601865, 0.237834, 0.703487, 0.675683, 0.424855, -0.10835, -0.369742, -0.95859
0.09, 0.0319375, -0.850666, -0.216779, -0.198096, -0.0199676, -0.330846, -0.383279, -0.174697, 0.467144, 1.13103, 0.936504, 0.541522, 0.664845, 0.701639, 0.636531, 0.540525, 0.448124, 0.311633, -0.111239, -0.510408, -1.00163
0.1, 0.0319375, -0.56118, -0.714322, -0.370458, -0.289898, -0.419954, -0.225106, -0.249034, 0.0462011, 0.494938, 0.886193, 0.540261, 0.406213, 0.407887, 0.312166, 0.424595, 0.439013, 0.0847579, -0.106398, -0.651809, -1.10345
0.11, 0.0319375, -0.316448, -1.10262, -0.847872, -0.924353, -0.538897, -0.201311, -0.282591, 0.107735, 0.596835, 0.55191, 0.00406535, 0.417886, 0.648992, 0.19048, 0.921874, 0.788815, 0.535357, -0.0212827, -0.385315, -1.10298
0.12, 0.0319375, -0.0845155, -0.322816, -0.786791, -0.953444, -0.362164, -0.024677, -0.217671, 0.718172, 0.962219, 0.900202, 0.237699, 0.633794, 0.969494, 0.831476, 0.99511, 0.910974, 0.645833, 0.214879, -0.206708, -0.767925
0.13, 0.0319375, -0.132386, -0.334998, -0.621434, -0.450048, -0.123006, 0.261328, 0.479613, 0.700671, 0.948283, 1.18904, 0.813709, 0.748541, 0.811197, 0.8872, 0.866671, 0.867717, 0.587245, 0.0120179, -0.178724, -0.745632
