# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.256614, 0.235305, 0.424673, 0.456474, 0.487994, 0.314238, 0.587592, 0.69534, 0.208563, 0.332997, 0.38966, 0.561213, 0.48803, 0.657134, 0.755808, 0.640261, 0.282906, 0.246574, 0.680217, 0.927775, 0.889454, 0.612165, 0.386717, 0.560731, 0.655351, 0.645393, 0.409745, 0.479883, 0.70927, 0.505497, 0.539794, 0.568438, 0.646175, 0.760465, 0.815731, 0.66802, 0.506908, 0.459965, 0.491742, 0.871339, 0.959297, 0.961372, 1.33336, 1.71168, 1.65758, 1.3037, 0.999457, 0.751786, 0.653818, 0.709519
0.01, 0.0319375, 0.373193, 0.163241, 0.58333, 0.40783, 0.532187, 0.480676, 0.600429, 0.525803, 0.389924, 0.209201, 0.357874, 0.413611, 0.509613, 0.50822, 0.493527, 0.565251, 0.310126, 0.569557, 0.67238, 0.6521, 0.817089, 0.864951, 0.478956, 0.465841, 0.706044, 0.732484, 0.57559, 0.586689, 0.552201, 0.410419, 0.702537, 0.515134, 0.522732, 0.578842, 0.826027, 0.68973, 0.590387, 0.729438, 0.64547, 0.669743, 0.722977, 0.969781, 1.32338, 1.81051, 1.76813, 1.42636, 0.994489, 0.662606, 0.594817, 0.5679
0.02, 0.0319375, 0.242034, 0.319993, 0.333702, 0.152394, 0.44118, 0.560458, 0.539206, 0.60066, 0.401455, 0.344185, 0.22371, 0.574741, 0.655999, 0.644467, 0.456167, 0.5883, 0.561317, 0.569708, 0.539978, 0.692128, 0.746603, 0.674237, 0.584843, 0.803918, 0.873361, 0.817129, 0.722997, 0.745419, 0.383099, 0.474975, 0.692882, 0.702615, 0.481283, 0.773765, 0.759431, 0.681072, 0.565418, 0.770253, 0.71888, 0.748423, 0.735976, 0.922863, 1.46652, 1.95591, 1.87205, 1.37947, 0.887122, 0.627961, 0.603393, 0.668565
0.03, 0.0319375, 0.235924, 0.242588, 0.269556, 0.23654, 0.456867, 0.473759, 0.653349, 0.587278, 0.267828, 0.416501, 0.475981, 0.473105, 0.394125, 0.490557, 0.31775, 0.643402, 0.711194, 0.788833, 0.515818, 0.69204, 1.06914, 0.847951, 0.712929, 0.831529, 0.608402, 0.602916, 0.732202, 0.655699, 0.581456, 0.527538, 0.782149, 0.642207, 0.481441, 0.894138, 0.762838, 0.72284, 0.611874, 0.655184, 0.663239, 0.805855, 0.876025, 0.973036, 1.39119, 1.83051, 1.9235, 1.21274, 0.869476, 0.804735, 0.714126, 0.704334
0.04, 0.0319375, 0.327145, 0.316204, 0.253651, 0.450701, 0.576321, 0.312289, 0.503229, 0.328573, 0.256032, 0.506541, 0.705851, 0.595358, 0.391732, 0.756005, 0.712551, 0.549873, 0.74114, 0.850735, 0.747355, 0.887717, 0.938791, 0.766076, 0.659002, 0.730553, 0.575427, 0.524326, 0.53943, 0.488392, 0.684987, 0.56922, 0.463526, 0.414836, 0.424367, 0.648737, 0.729569, 0.726462, 0.615311, 0.749045, 0.505161, 0.898277, 0.931023, 1.15312, 1.47912, 1.86681, 2.03012, 1.35685, 0.951342, 1.0073, 0.760825, 0.526943
0.05, 0.0319375, 0.290628, 0.136839, 0.256459, 0.363581, 0.429154, 0.435243, 0.568392, 0.624219, 0.296569, 0.493771, 0.387431, 0.336892, 0.254921, 0.678924, 0.452044, 0.600727, 0.665003, 0.75824, 0.583568, 0.820167, 0.533606, 0.626408, 0.643789, 0.468555, 0.783801, 0.575049, 0.51557, 0.706612, 0.621581, 0.493816, 0.454233, 0.69242, 0.675398, 0.767694, 0.591374, 0.525545, 0.536031, 0.765007, 0.708051, 0.842643, 0.706091, 1.2022, 1.45607, 1.6627, 1.75326, 1.17737, 1.04696, 0.783202, 0.791874, 0.658332
0.06, 0.0319375, 0.334774, 0.0772006, 0.267011, 0.363914, 0.319717, 0.279413, 0.769524, 0.692395, 0.246085, 0.104172, 0.306342, 0.525542, 0.409625, 0.620375, 0.704913, 0.443668, 0.578631, 0.734289, 0.560228, 0.432705, 0.34846, 0.502088, 0.706775, 0.564829, 0.606674, 0.556335, 0.753508, 0.696264, 0.681098, 0.568835, 0.447213, 0.785067, 0.541641, 0.62992, 0.618744, 0.691536, 0.621887, 0.740985, 0.877479, 0.951883, 0.915553, 1.11686, 1.4646, 1.73923, 1.62057, 1.19702, 0.882217, 0.716904, 0.623256, 0.636659
0.07, 0.0319375, 0.518277, 0.314526, 0.600469, 0.429444, 0.411149, 0.395716, 0.709779, 0.579095, 0.647914, 0.174542, 0.267502, 0.64505, 0.493518, 0.655724, 0.664643, 0.731649, 0.605426, 0.537011, 0.479667, 0.826586, 0.72199, 0.821151, 0.517335, 0.517482, 0.705724, 0.735279, 0.683995, 0.71725, 0.714713, 0.645865, 0.838446, 0.869217, 0.56006, 0.797887, 0.933971, 0.869467, 0.805615, 0.672566, 0.55094, 0.79409, 0.881274, 1.1235, 1.63051, 1.79147, 1.70488, 1.37415, 1.01343, 0.76557, 0.65496, 0.720076
0.08, 0.0319375, 0.469852, 0.708046, 0.701451, 0.271539, 0.388963, 0.171564, 0.527242, 0.766991, 0.7114, 0.214677, 0.205847, 0.449418, 0.601973, 0.483252, 0.413314, 0.757003, 0.617792, 0.62283, 0.41545, 0.556675, 0.740354, 0.866743, 0.580809, 0.615821, 0.489884, 0.646497, 0.769711, 0.6485, 0.673954, 0.718831, 0.981809, 0.884336, 0.668852, 0.702555, 0.891682, 0.681552, 0.694545, 0.814565, 0.567094, 0.92666, 1.1678, 0.804679, 1.37549, 1.82151, 1.63928, 1.42693, 0.904243, 0.800929, 0.88755, 0.615576
0.09, 0.0319375, 0.443271, 0.519163, 0.507476, 0.356168, 0.354678, 0.221567, 0.596911, 0.630676, 0.400812, 0.432001, 0.296855, 0.603167, 0.571355, 0.541664, 0.497473, 0.597616, 0.772413, 0.842294, 0.675483, 0.437267, 0.612168, 0.918909, 0.531018, 0.67153, 0.614227, 0.679986, 0.689656, 0.716965, 0.723957, 0.988463, 0.879268, 0.630736, 0.734636, 0.752988, 0.855062, 0.887548, 0.866287, 0.759203, 0.627422, 0.999631, 1.22936, 0.815108, 1.1838, 1.99829, 1.92132, 1.54569, 0.950295, 0.746755, 0.817369, 0.556024
