Time (seconds),accel0,accel1,accel2,gyro0,gyro1,gyro2
-0.644,-0.0322708785,-1.006753683,-0.0457170791,-2.9337162971,-3.8657824993,-0.4583931863
-0.624,-0.0224918257,-1.0001528263,-0.0545182302,-2.6281208992,-3.6518657207,-0.5653516054
-0.604,-0.023958683,-0.9962411522,-0.058674328,-2.9184365272,-3.3309905529,0.0305595453
-0.5839999999,-0.0312929749,-0.9984414577,-0.0552516579,-3.5449073314,-3.4073894023,0.8098279237
-0.5639999999,-0.0259144939,-0.999908328,-0.055007182,-3.2240319252,-4.3852949142,1.3751795291
-0.544,-0.0200470611,-1.004553318,-0.0591632798,-2.8725972175,-5.0423250198,1.726614356
-0.524,-0.0151575347,-1.0106652975,-0.0625859498,-2.8420376777,-4.4464139938,1.8182929754
-0.504,-0.0124682942,-1.0091984272,-0.0633193776,-2.7045197486,-3.3768298625,1.8335727453
-0.4839999999,-0.0129572469,-1.0069981813,-0.0645417571,-3.2698712348,-2.6892399787,1.3598997592
-0.464,-0.0068453382,-1.0131100416,-0.0679644271,-3.7435443401,-1.7724536657,0.8709470629
-0.444,-0.007334291,-1.0116431713,-0.0745652914,-3.7129848003,-0.4125538468,0.763988614
-0.424,-0.012712771,-0.9979525208,-0.0770100504,-2.5975613594,0.5806313753,0.2903156876
-0.404,-0.0227363016,-1.0062646865,-0.0735873878,-2.8420376777,1.2682211399,0.4431134164
-0.3839999999,-0.0334932617,-1.0197108983,-0.0779879614,-2.948996067,1.6349356174,1.2071020603
-0.3639999999,-0.0376493595,-1.0194664001,-0.0836109146,-1.4821379184,1.2376616001,0.8403875231
-0.3439999999,-0.0393606945,-1.0104207992,-0.075543195,0.0763988643,0.855667293,0.1833572685
-0.324,-0.0398496463,-1.0099318027,-0.0650307089,0.3667145371,0.0458393171,-0.3514347672
-0.304,-0.0405830778,-1.0069981813,-0.0728539526,1.2987806797,-0.9473459124,-0.7487088441
-0.2839999999,-0.0545182302,-1.0177551507,-0.0772545337,0.7028695344,-1.8335727453,-0.7945481538
-0.264,-0.0535403229,-1.0263117551,-0.0721205249,0.4736729562,-2.2614064216,-0.6417504549
-0.2439999999,-0.0388717427,-1.006753683,-0.0679644271,2.4906029701,-2.5822815895,-0.5653516054
-0.224,-0.0361825004,-0.9940409064,-0.0767655745,3.0559544563,-3.7893836498,-0.1833572685
