Time (seconds),accel0,accel1,accel2,gyro0,gyro1,gyro2
-0.1939999999,0.4246554374,-0.9104299545,-0.199003756,0.2291965931,-1.0237448215,0.0763988643
-0.1739999999,0.4241665005,-0.9104299545,-0.200226143,0.5500718355,-0.9779054522,0.0916786342
-0.154,0.4241665005,-0.9111633896,-0.1994927078,0.3972740769,-0.8862268328,0.0152797726
-0.134,0.4261223077,-0.9084741473,-0.1963145136,0.3361549973,-0.8709470629,-0.0458393171
-0.114,0.4248999059,-0.9094520807,-0.1946031898,0.1833572685,-0.8251076936,-0.0152797726
-0.0939999999,0.4258778095,-0.910918951,-0.1960700452,-0.0305595453,-0.9167863726,-0.0305595453
-0.074,0.4241665005,-0.9101855158,-0.1977813839,-0.1527977287,-0.9320661425,-0.0611190907
-0.054,0.420743823,-0.9101855158,-0.1955810934,-0.1222381815,-1.0390245914,-0.1069584116
-0.034,0.4204993546,-0.9092075824,-0.1950921416,0.0,-1.100143671,-0.0152797726
-0.014,0.4234330654,-0.9116523265,-0.1960700452,-0.0305595453,-0.9779054522,-0.0152797726
0.006,0.425633341,-0.9101855158,-0.1924028992,-0.1375179588,-0.7487088441,-0.0763988643
0.026,0.424410969,-0.9062739014,-0.1938697546,0.1222381815,-0.626470685,0.1527977287
0.0459999999,0.4236775338,-0.9092075824,-0.1946031898,-0.4583931863,-0.8862268328,0.0458393171
0.066,0.4241665005,-0.9143415689,-0.1955810934,-0.4278336465,-0.763988614,0.0916786342
0.0859999999,0.4241665005,-0.9126302599,-0.1987592875,-0.0611190907,-0.4736729562,0.0458393171
0.106,0.4236775338,-0.9158084392,-0.202670902,0.244476363,-0.381994307,0.0152797726
0.126,0.425633341,-0.9123857617,-0.1985148042,1.0543043613,0.0916786342,0.1833572685
0.1459999999,0.4222106635,-0.903584659,-0.1968034654,1.0695841312,0.0916786342,0.1375179588
0.166,0.4239220023,-0.9030956625,-0.1963145136,0.2597561478,-0.1527977287,-0.0763988643
0.1859999999,0.4246554374,-0.9082297086,-0.1980258524,-0.5042325258,-0.4431134164,-0.2139168232
0.206,0.4217217266,-0.9111633896,-0.1909360438,-0.626470685,-0.381994307,-0.2597561478
0.226,0.4266112446,-0.9096965193,-0.194114238,-0.6570302248,-0.3055954575,-0.1222381815
0.2459999999,0.4266112446,-0.9062739014,-0.2024264335,-0.4583931863,-0.0916786342,-0.0152797726
0.266,0.4263667762,-0.912141323,-0.1936252862,-0.4583931863,0.0611190907,-0.1222381815
0.276,0.4226996302,-0.9118968248,-0.1946031898,-0.4583931863,0.2139168232,-0.0916786342
0.2959999999,0.420743823,-0.9131191968,-0.192891851,-0.3667145371,0.0152797726,-0.0152797726
0.316,0.420743823,-0.9148305654,-0.1938697546,-0.2750359177,-0.1680774986,0.0305595453
0.336,0.4229440987,-0.9145860671,-0.1972924172,0.0,-0.5653516054,0.1069584116
0.3559999999,0.4224551618,-0.9155640006,-0.1948476582,0.2903156876,-0.6570302248,0.0763988643
0.3759999999,0.4231885969,-0.9104299545,-0.1955810934,0.4889527261,-0.7334290742,0.1375179588
0.3959999999,0.4204993546,-0.9118968248,-0.1992482393,0.3514347672,-1.100143671,0.1069584116
0.416,0.4200103878,-0.9111633896,-0.192891851,0.3667145371,-1.3598997592,0.2291965931
0.436,0.4214772582,-0.9084741473,-0.1924028992,0.4889527261,-1.3751795291,0.1375179588
0.456,0.4263667762,-0.910918951,-0.1960700452,0.3514347672,-1.2835009098,-0.0152797726
