# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49
0, 0.0319375, 0.00416994, 0.00184116, 0.00147865, 0.00267719, 0.00386313, 0.00255603, 0.00118817, 0.00270109, 0.0037097, 0.00311568, 0.00345325, 0.00291174, 0.00175525, 0.00176893, 0.0019536, 0.00207257, 0.00156233, 0.00187138, 0.00437042, 0.00291708, 0.00388724, 0.00541648, 0.00319851, 0.00350255, 0.00240442, 0.00449813, 0.00530182, 0.00301478, 0.00461549, 0.00416068, 0.00375388, 0.00410939, 0.0034043, 0.00467529, 0.00332054, 0.00425576, 0.00451343, 0.00542027, 0.00509784, 0.00368298, 0.00364532, 0.00249801, 0.00356301, 0.00311354, 0.00406535, 0.00436639, 0.00617454, 0.0056652, 0.004641, 0.00438882
0.01, 0.0319375, 0.00308003, 0.00368963, 0.00264949, 0.00146591, 0.00253083, 0.0009163, 0.00164029, 0.00206484, 0.00280238, 0.00346715, 0.00236648, 0.00240466, 0.00198382, 0.00196443, 0.00268754, 0.00146889, 0.00133021, 0.00190125, 0.00323511, 0.00356847, 0.00458891, 0.00492645, 0.00304473, 0.00296166, 0.00345146, 0.00348425, 0.00471895, 0.00443997, 0.00488042, 0.00265222, 0.00327634, 0.0023804, 0.00337258, 0.00532423, 0.00511623, 0.00448661, 0.00232652, 0.00493772, 0.00397535, 0.00354175, 0.00373262, 0.0026634, 0.0032464, 0.00266174, 0.00345705, 0.00454868, 0.00492906, 0.00392286, 0.00587155, 0.00497224
0.02, 0.0319375, 0.00579831, 0.00203545, 0.00300932, 0.00204247, 0.0017869, 0.00193861, 0.00277598, 0.00264937, 0.00175037, 0.00136616, 0.00171764, 0.00221305, 0.00290746, 0.0020872, 0.00428615, 0.00155328, 0.00122567, 0.00144104, 0.00115888, 0.00208375, 0.00205032, 0.00206472, 0.00256567, 0.00276719, 0.00323166, 0.00435808, 0.00450489, 0.00504293, 0.00345479, 0.0025577, 0.00478468, 0.00409847, 0.00264117, 0.00426573, 0.00540059, 0.00359793, 0.00362383, 0.00494222, 0.00435749, 0.00443736, 0.00320338, 0.00242464, 0.00248838, 0.00323285, 0.00439689, 0.004711, 0.0054134, 0.0043544, 0.00433529, 0.00527751
0.03, 0.0319375, 0.00834715, 0.00441078, 0.00196252, 0.00465915, 0.00160506, 0.00309227, 0.0028296, 0.00161232, 0.00309762, 0.00194872, 0.00250348, 0.00310011, 0.00302798, 0.00279001, 0.00380352, 0.00193789, 0.00241096, 0.00153519, 0.00207126, 0.00216881, 0.00382798, 0.00629146, 0.00401702, 0.00485634, 0.00370008, 0.00395849, 0.00600321, 0.00525688, 0.00374949, 0.00407093, 0.00533182, 0.00496737, 0.00541363, 0.00481826, 0.00619385, 0.00544636, 0.00421125, 0.00401109, 0.00434312, 0.00434182, 0.00478112, 0.00354816, 0.00258552, 0.00373215, 0.00587096, 0.00525095, 0.00597595, 0.00641608, 0.0041957, 0.00597986
0.04, 0.0319375, 0.00805002, 0.00354971, 0.00273224, 0.00408636, 0.00278645, 0.000920111, 0.00172835, 0.00198418, 0.00347522, 0.00134913, 0.000684742, 0.00285765, 0.00223779, 0.00162255, 0.00212206, 0.00214644, 0.00338838, 0.00203117, 0.00241691, 0.00415997, 0.00429553, 0.00740202, 0.0033209, 0.00408814, 0.0043093, 0.00528878, 0.00699547, 0.00510994, 0.00352512, 0.00489703, 0.00273782, 0.00507199, 0.00491269, 0.00504696, 0.00666265, 0.00555638, 0.00570526, 0.00334074, 0.00434194, 0.00492419, 0.00476487, 0.00336771, 0.0035598, 0.00311069, 0.0052117, 0.00412518, 0.00570763, 0.00559775, 0.00385209, 0.00500557
0.05, 0.0319375, 0.00409586, 0.0026703, 0.00252227, 0.00256353, 0.00111565, 0.00197513, 0.00283709, 0.0024376, 0.00295548, 0.00120865, 0.00153007, 0.00422799, 0.00205068, 0.00161791, 0.00211432, 0.00199857, 0.00230333, 0.00194539, 0.00319388, 0.00308978, 0.00577567, 0.00404409, 0.00214252, 0.00391491, 0.0034871, 0.0033765, 0.00501683, 0.00489205, 0.00476072, 0.00391788, 0.0032439, 0.00566662, 0.00448056, 0.00250657, 0.00370554, 0.00411592, 0.00379699, 0.00338398, 0.00487971, 0.00365696, 0.00327123, 0.00274377, 0.00389496, 0.00396276, 0.00529162, 0.00415652, 0.00435749, 0.0035813, 0.00352025, 0.00440567
0.06, 0.0319375, 0.00581039, 0.0027553, 0.00661694, 0.00699654, 0.00424662, 0.00380067, 0.00556871, 0.00457372, 0.00418881, 0.00388475, 0.00439796, 0.0060666, 0.00331294, 0.00174584, 0.00241251, 0.00249492, 0.00332993, 0.00221519, 0.00368986, 0.00447843, 0.00664359, 0.00793105, 0.00409966, 0.00489323, 0.00855578, 0.00401429, 0.00457324, 0.00360031, 0.00517375, 0.00455509, 0.00441992, 0.00479524, 0.00448424, 0.00388202, 0.00326553, 0.00570289, 0.004131, 0.00527573, 0.00551808, 0.0044751, 0.00583315, 0.00924379, 0.00649307, 0.00739302, 0.00935646, 0.00584903, 0.00972356, 0.00676342, 0.0058565, 0.00789356
0.07, 0.0319375, 0.0063411, 0.00655607, 0.0130607, 0.016617, 0.00961553, 0.00719811, 0.0107833, 0.00969204, 0.00622252, 0.00413337, 0.00834963, 0.00700695, 0.00558649, 0.00312246, 0.00166992, 0.00306422, 0.00667189, 0.00387727, 0.00479572, 0.00639523, 0.0117912, 0.0100233, 0.00531664, 0.00780745, 0.0149457, 0.00775221, 0.00542928, 0.00724368, 0.00487152, 0.00527929, 0.0036749, 0.00533775, 0.00813078, 0.00876543, 0.00502751, 0.00529044, 0.00611636, 0.00631504, 0.00573359, 0.00673051, 0.00777563, 0.013233, 0.00929268, 0.0118198, 0.0120567, 0.00778841, 0.0142255, 0.00993876, 0.00876024, 0.0103614
0.08, 0.0319375, 0.00206472, 0.00181141, 0.00553006, 0.00712698, 0.00239253, 0.00305103, 0.00370447, 0.00322834, 0.00390683, 0.00246471, 0.003386, 0.00223363, 0.00216571, 0.00247232, 0.00208054, 0.00284422, 0.00362798, 0.00268159, 0.00304854, 0.00271904, 0.00315692, 0.00341511, 0.00389543, 0.00416281, 0.00492289, 0.00431298, 0.00692527, 0.00610605, 0.003742, 0.00688158, 0.00582011, 0.00562762, 0.00480604, 0.00597251, 0.00266946, 0.00230951, 0.00480022, 0.00429624, 0.00320065, 0.00403958, 0.00469985, 0.00403281, 0.00319875, 0.00405727, 0.00525462, 0.00502182, 0.00734676, 0.00456256, 0.00503522, 0.00541814
0.09, 0.0319375, 0.00260764, 0.00257934, 0.00175882, 0.00465666, 0.00143568, 0.00193528, 0.00484661, 0.00362383, 0.00423, 0.00222293, 0.00181141, 0.00216726, 0.00220853, 0.00251513, 0.00280511, 0.003314, 0.00377514, 0.00242808, 0.00230618, 0.00340477, 0.00252417, 0.00260467, 0.00197275, 0.00325638, 0.00378167, 0.00621091, 0.00500485, 0.00447463, 0.00442015, 0.00624076, 0.00459365, 0.00438063, 0.00474909, 0.00516616, 0.00286074, 0.00345883, 0.00347855, 0.00404409, 0.00325911, 0.00431547, 0.00328002, 0.00345574, 0.00234757, 0.00227669, 0.0046512, 0.00456719, 0.00785488, 0.00562679, 0.00512334, 0.00544837
