# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -6.21296, -6.30895, -5.52632, -6.02288, -6.18445, -5.97537, -6.91802, -6.8461, -6.83219, -6.84863, -6.90039, -6.61595, -6.59024, -6.76236, -6.68394, -6.55091, -6.42299, -6.39645, -6.25655, -6.10386
0.01, 0.0319375, -5.55735, -5.97832, -5.90704, -5.6994, -5.91438, -6.16869, -6.48768, -6.50424, -6.41665, -6.28311, -6.60137, -6.56081, -6.60251, -6.73805, -6.72176, -6.30734, -6.19869, -6.28875, -6.17717, -6.02849
0.02, 0.0319375, -4.61862, -4.82802, -5.39867, -5.39286, -5.26732, -6.17945, -6.74833, -6.24253, -6.38768, -6.39111, -6.56138, -6.35891, -6.19054, -6.29482, -6.38706, -6.39593, -5.97627, -6.02973, -6.03857, -6.14106
0.03, 0.0319375, -4.64654, -5.10278, -4.86049, -4.86103, -4.86842, -5.61052, -5.97948, -6.38153, -6.61623, -6.13089, -6.4138, -6.20331, -6.14726, -6.22093, -6.44615, -6.42918, -5.92674, -6.1274, -5.93695, -6.14331
0.04, 0.0319375, -3.9485, -4.42378, -4.39461, -4.71763, -4.81954, -5.60567, -5.60968, -5.96008, -6.29478, -5.91984, -6.26167, -6.16759, -6.09404, -6.23026, -6.26628, -5.83695, -6.05485, -6.22508, -5.81588, -5.68867
0.05, 0.0319375, -3.57674, -4.10106, -4.05672, -4.94464, -4.68109, -5.28557, -5.88156, -5.5156, -5.71804, -5.83855, -5.83834, -6.32315, -6.44562, -6.24727, -6.02616, -5.87265, -5.76148, -5.92818, -5.73132, -5.58233
0.06, 0.0319375, -3.7643, -4.38881, -3.84011, -4.24032, -4.67409, -5.46852, -5.6706, -5.40159, -5.48308, -5.60989, -5.7266, -5.89067, -6.05832, -6.01551, -6.01209, -5.70975, -5.74724, -6.00369, -5.72531, -5.58846
0.07, 0.0319375, -4.20081, -4.19361, -3.80923, -4.36417, -4.45761, -5.28037, -5.52461, -5.98568, -5.60251, -5.3458, -5.8133, -5.76334, -5.95508, -6.09918, -6.09177, -5.7075, -5.92624, -6.1928, -5.80071, -5.68182
0.08, 0.0319375, -3.69424, -3.93511, -4.45704, -4.21592, -4.45684, -5.35626, -5.61023, -5.89789, -5.56376, -5.39637, -5.9049, -6.25412, -6.26577, -6.50057, -6.06149, -5.8011, -5.94506, -5.9978, -6.23683, -6.0592
0.09, 0.0319375, -3.66518, -4.26536, -4.33403, -4.48884, -4.51032, -4.94866, -5.99392, -5.72358, -5.51653, -5.3156, -5.88061, -6.25075, -6.12193, -6.22581, -6.24773, -6.01636, -6.22926, -5.96006, -5.78465, -5.95021
0.1, 0.0319375, -4.01182, -4.51463, -4.54235, -4.43499, -4.77122, -5.10074, -5.93335, -5.83849, -5.73855, -5.6936, -6.08814, -6.76103, -6.3066, -6.19864, -6.511, -6.0279, -6.20006, -5.81591, -5.80023, -5.80185
0.11, 0.0319375, -4.39812, -3.82, -4.2506, -4.14986, -4.71228, -5.35573, -5.63143, -5.53194, -5.60399, -5.1393, -5.60286, -6.08506, -6.07648, -6.18389, -6.27013, -6.06342, -6.00236, -5.95726, -5.885, -5.58736
0.12, 0.0319375, -3.42602, -4.37272, -3.92427, -3.58826, -3.74034, -5.03262, -5.11361, -5.5603, -5.40985, -5.31915, -5.86916, -6.03817, -5.97126, -5.93823, -6.43027, -6.16521, -5.78483, -5.89851, -5.85848, -5.54906
