# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, 1.40107, 2.01878, 0.684242, 1.61771, 2.69261, 1.77093, 3.29791, 2.7589, 3.21689, 2.99196, 2.56347, 2.70601, 2.86056, 2.8438, 2.42989, 1.93727, 1.27347, 0.861279, 0.145528, 0.872989
0.01, 0.0319375, 1.08749, 2.02931, 1.56757, 1.77232, 2.84946, 1.42016, 3.26655, 2.70308, 2.66346, 1.87261, 1.33626, 0.594385, 0.64583, 0.342349, -0.36578, -0.502522, -0.437674, -0.643671, -0.598013, -0.735339
0.02, 0.0319375, 1.52518, 2.2551, 2.26657, 1.48053, 2.42443, 1.92546, 3.24613, 2.45964, 2.54842, 1.68542, 1.37382, 1.06683, 0.414146, 0.00775813, -0.329225, -0.658954, -0.629924, -0.57488, -0.401719, -0.90678
0.03, 0.0319375, 1.78222, 2.22489, 2.30283, 1.51746, 2.55344, 2.18544, 3.22909, 2.29051, 2.61072, 1.82971, 1.51241, 1.08137, 0.483129, -0.0866778, -0.281997, -0.572523, -0.299061, -0.459676, -0.580416, -0.899145
0.04, 0.0319375, 1.86477, 2.39896, 2.65941, 1.68537, 2.49652, 2.40508, 3.16504, 2.23897, 2.88415, 2.12373, 1.56417, 0.899206, 0.729831, 0.111326, 0.112514, -0.158589, -0.163669, -0.300695, -0.394709, -0.423729
0.05, 0.0319375, 1.8522, 2.52065, 2.83328, 1.94899, 2.52009, 2.33891, 3.23355, 2.23306, 2.96467, 2.26268, 1.80562, 0.892532, 1.01036, 0.385236, 0.260818, -0.125484, 0.139848, -0.339602, -0.199015, 0.15352
0.06, 0.0319375, 1.82367, 2.52161, 2.96848, 1.77678, 2.5899, 2.28623, 3.14152, 2.1906, 2.9824, 2.31646, 1.732, 0.889493, 0.830695, 0.315812, 0.0438352, -0.144434, 0.180436, -0.30709, -0.0590452, 0.0233725
0.07, 0.0319375, 1.83068, 2.61378, 2.81047, 1.18562, 2.30794, 1.99535, 3.17519, 2.34824, 2.74466, 2.0076, 1.42558, 0.690299, 0.828533, 0.0954189, 0.154561, -0.0668651, 0.121312, -0.33995, 0.0917178, 0.000365429
0.08, 0.0319375, 2.02365, 2.56815, 2.69905, 1.7157, 2.30306, 1.81743, 2.96763, 2.32976, 2.58542, 1.9173, 1.57514, 0.726901, 0.800816, 0.637679, 0.479799, 0.742213, 0.497032, 0.00756838, 0.186662, 0.208664
0.09, 0.0319375, 1.86442, 2.39558, 2.73863, 1.95083, 2.1036, 1.67678, 3.07246, 2.49801, 2.07568, 1.66309, 1.5899, 0.632496, 1.09963, 0.72087, 0.45415, 0.499212, 0.397878, 0.0116424, 0.323112, 0.193515
0.1, 0.0319375, 2.00895, 2.45736, 2.86805, 2.20078, 2.16292, 1.54098, 3.03369, 2.49753, 2.39056, 1.85561, 1.87615, 0.737985, 0.930863, 0.265737, 0.111175, 0.0363039, 0.270727, -0.0934235, 0.0922514, 0.107899
0.11, 0.0319375, 2.26243, 2.63589, 3.00116, 1.9924, 2.24263, 1.36522, 2.94846, 2.53536, 3.31883, 2.49182, 2.08821, 1.28373, 1.06702, 0.28254, -0.0551439, -0.142435, 0.199184, -0.0990921, 0.0760506, 0.237321
