# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5
-0.644, 0, 0.0304984, -0.123491, 0.0101763, -0.0974085, -0.129878, -0.00190997
-0.624, 0, 0.0304679, -0.123736, 0.0101152, -0.0935886, -0.105048, -0.0114598
-0.604, 0, 0.0301012, -0.123399, 0.00993185, -0.068759, -0.0974085, -0.0133698
-0.584, 0, 0.030254, -0.123338, 0.0100235, -0.070669, -0.0974085, -0.0133698
-0.564, 0, 0.0301928, -0.123522, 0.010268, -0.0897687, -0.0954986, -0.0152798
-0.544, 0, 0.0304067, -0.123308, 0.0103291, -0.070669, -0.0935886, -0.00572991
-0.524, 0, 0.0304679, -0.123338, 0.0100846, -0.0859487, -0.0954986, -0.0133698
-0.504, 0, 0.0302234, -0.123399, 0.0100541, -0.0859487, -0.068759, -0.0114598
-0.484, 0, 0.0303762, -0.123369, 0.00996241, -0.0840387, -0.0534792, -0.0171897
-0.464, 0, 0.0304984, -0.123491, 0.00980961, -0.070669, -0.0534792, -0.00572991
-0.444, 0, 0.0303762, -0.123705, 0.0100235, -0.068759, -0.0496593, -0.0133698
-0.424, 0, 0.0302845, -0.12343, 0.00971794, -0.0611191, -0.0630291, -0.0210097
-0.404, 0, 0.0304067, -0.123674, 0.00980961, -0.0592091, -0.0611191, -0.0190997
-0.384, 0, 0.0304373, -0.123522, 0.0095957, -0.0592091, -0.0572991, -0.0171897
-0.364, 0, 0.0303456, -0.123461, 0.00977905, -0.0381994, -0.066849, -0.0190997
-0.344, 0, 0.030254, -0.12343, 0.00956514, -0.0324695, -0.0802188, -0.00954986
-0.324, 0, 0.0302845, -0.123491, 0.00971794, -0.0305595, -0.0878587, -0.00763989
-0.304, 0, 0.0305595, -0.123399, 0.00956514, -0.0401094, -0.0954986, -0.0114598
-0.284, 0, 0.0304067, -0.123613, 0.00953458, -0.0381994, -0.0916786, -0.00381994
-0.264, 0, 0.0305595, -0.123461, 0.00953458, -0.0267396, -0.0935886, -0.00190997
-0.244, 0, 0.0303456, -0.123461, 0.00932066, -0.0248296, -0.0840387, 0.00381994
-0.214, 0, 0.0304067, -0.123644, 0.0092901, -0.0229197, -0.0859487, 0.00190997
