# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -3.41639, -3.53594, -3.95939, -4.18049, -4.8069, -4.64491, -4.49037, -4.88083, -5.02102, -4.71038, -5.2677, -5.29402, -4.99471, -4.78979, -4.98784, -5.05245, -4.8955, -5.24353, -4.90217, -4.90987
0.01, 0.0319375, -3.23346, -3.79685, -3.21351, -3.4589, -3.92448, -3.90524, -4.36198, -4.02736, -4.00363, -4.42979, -4.52495, -4.43739, -4.23188, -4.26654, -4.39845, -4.58747, -4.48356, -4.68411, -4.32544, -4.46732
0.02, 0.0319375, -3.04409, -3.50616, -3.22244, -3.4315, -3.75642, -3.69783, -3.98275, -3.91643, -3.97835, -4.13886, -4.24185, -4.07037, -3.8005, -4.05137, -4.23011, -4.6509, -4.50616, -4.36887, -4.19722, -4.22849
0.03, 0.0319375, -2.51498, -3.14846, -3.19891, -3.07281, -3.72675, -3.4155, -3.35548, -3.64458, -3.94689, -4.10118, -3.95799, -3.88605, -3.97358, -3.92548, -3.90408, -4.14407, -4.15368, -4.15186, -4.07282, -3.90295
0.04, 0.0319375, -1.7026, -2.7815, -3.0367, -3.76014, -3.38361, -3.36785, -3.37852, -3.77501, -3.43808, -3.79152, -3.39841, -3.73918, -3.92072, -3.58997, -3.79783, -3.65237, -3.85841, -3.99036, -3.85937, -3.83917
0.05, 0.0319375, -1.6203, -2.93461, -2.84823, -3.37862, -2.94205, -3.19974, -2.9728, -3.76498, -3.11706, -3.48502, -3.76778, -3.76286, -3.63756, -3.71117, -3.88307, -3.61077, -3.74306, -3.79158, -3.79099, -3.77702
0.06, 0.0319375, -2.02001, -2.35516, -2.98176, -2.80632, -3.14095, -2.8976, -3.32511, -3.63206, -3.28622, -3.24639, -3.12171, -3.36558, -3.26446, -3.29555, -3.65714, -3.70291, -3.4643, -3.3325, -3.43287, -3.52098
0.07, 0.0319375, -1.50782, -2.21457, -2.63558, -2.38399, -2.57819, -2.97236, -3.33816, -3.04988, -3.02153, -3.29465, -3.40101, -3.55526, -3.53847, -3.28613, -3.50809, -3.53388, -3.31592, -3.25533, -3.13012, -3.33726
0.08, 0.0319375, -1.28776, -1.97243, -1.70432, -2.57924, -2.29403, -2.27186, -3.02994, -2.92599, -3.01126, -3.66489, -3.46835, -3.12948, -3.39189, -3.38608, -3.4364, -3.24045, -3.21397, -3.41579, -3.14617, -3.1115
0.09, 0.0319375, -1.60374, -2.04657, -1.79289, -2.68055, -2.56843, -2.32878, -3.20723, -3.00047, -2.69459, -3.15285, -3.30571, -2.92952, -3.38168, -3.39616, -3.19511, -3.41738, -3.16623, -3.2044, -3.18168, -3.15932
