# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -4.16795, -5.80872, -5.53574, -4.09864, -5.85196, -4.96642, -6.11053, -5.21482, -5.71573, -5.50542, -5.82928, -5.67323, -5.91661, -6.08645, -6.10181, -5.5557, -5.21507, -4.9478, -5.44771, -5.56096
0.01, 0.0319375, -2.97836, -4.87792, -4.62384, -2.98495, -4.855, -4.05543, -4.69848, -3.92991, -4.66935, -4.4098, -4.89485, -5.03668, -5.0231, -4.90276, -4.9608, -4.56073, -4.29905, -4.17199, -4.37272, -4.55382
0.02, 0.0319375, -2.21254, -4.19116, -4.02309, -2.31309, -4.32765, -3.44931, -4.15596, -3.24747, -3.94377, -3.3939, -4.16102, -4.29196, -4.31, -3.89041, -3.86561, -3.46605, -3.39623, -3.5811, -3.99281, -3.81769
0.03, 0.0319375, -1.75683, -3.8265, -3.53428, -1.70647, -3.82019, -3.01344, -3.76922, -2.63568, -3.41075, -3.17234, -3.49522, -3.59793, -3.91323, -3.47424, -3.74568, -3.09704, -3.12141, -2.95868, -3.19246, -3.4015
0.04, 0.0319375, -1.29564, -3.01423, -3.16183, -1.35631, -3.28168, -2.34237, -3.52229, -2.19542, -3.07354, -2.9977, -3.38327, -3.29894, -3.06862, -2.81624, -3.19584, -3.02311, -2.88146, -2.49414, -2.6002, -2.55194
0.05, 0.0319375, -0.986036, -2.83044, -3.0341, -0.986776, -2.55501, -2.06528, -2.94952, -1.81081, -2.53531, -2.64491, -2.81122, -2.9719, -2.64998, -2.40822, -2.54268, -2.41487, -2.32681, -2.18443, -2.20761, -2.24852
0.06, 0.0319375, -0.792298, -2.15416, -2.78315, -0.701891, -2.3506, -2.03232, -2.79481, -1.63154, -2.51985, -2.13317, -2.16844, -2.51035, -2.74394, -2.29546, -2.06863, -2.02978, -1.64438, -1.871, -2.07134, -2.44512
0.07, 0.0319375, -0.567423, -2.1958, -2.78592, -0.492766, -1.80403, -1.68513, -2.32422, -1.45321, -2.38702, -2.02002, -2.03455, -2.25089, -2.54445, -2.50841, -2.29941, -2.16722, -1.55832, -1.60307, -1.79077, -2.20188
0.08, 0.0319375, -0.354062, -1.96911, -2.52148, -0.407256, -1.78972, -1.9254, -2.13193, -1.26833, -1.9765, -2.00732, -2.17194, -2.48808, -2.62605, -2.41187, -2.06147, -2.1737, -1.47212, -1.32456, -1.51793, -2.08983
0.09, 0.0319375, -0.161104, -1.97356, -2.47957, -0.225174, -1.56583, -1.82696, -2.01349, -1.18677, -1.76365, -1.71356, -2.00936, -2.24993, -2.14475, -2.03491, -1.79346, -1.79127, -1.24284, -1.30322, -1.34542, -2.14843
