# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5
0.0202975, 0, 0.0207095, -0.124684, 0.0008845, -0.0284375, 3.12594, -0.0634375
0.0405951, 0, 0.021045, -0.124532, 0.0011285, 0.074375, 3.17188, 0.0175
0.0608926, 0, 0.0211975, -0.124288, 0.0016165, 0.164062, 3.21344, 0.11375
0.0811901, 0, 0.0216245, -0.124532, 0.0022265, 0.207813, 3.29, 0.172813
0.101488, 0, 0.0222955, -0.124623, 0.0022265, 0.293125, 3.43656, 0.185937
0.121785, 0, 0.0238205, -0.125233, 0.002257, 0.39375, 3.52625, 0.161875
0.142083, 0, 0.024949, -0.125629, 0.002501, 0.581875, 3.675, 0.111562
0.16238, 0, 0.025437, -0.125142, 0.00183, 0.824687, 3.80625, 0.083125
0.182678, 0, 0.027755, -0.122518, 0.0032025, 1.19656, 4.13, 0.212187
0.202975, 0, 0.028182, -0.120414, 0.0033855, 1.4, 4.38156, 0.360938
0.223273, 0, 0.0280905, -0.118859, 0.0036905, 1.51594, 4.49531, 0.53375
0.24357, 0, 0.0279075, -0.119163, 0.004392, 1.47219, 4.66375, 0.763438
0.263868, 0, 0.027816, -0.120048, 0.004514, 1.53781, 4.83656, 0.947187
0.284165, 0, 0.0273585, -0.120688, 0.0047885, 1.65156, 5.04656, 1.04562
0.304463, 0, 0.0277855, -0.121695, 0.0046665, 1.69969, 5.08156, 1.16156
0.32476, 0, 0.028853, -0.122701, 0.0046665, 1.76531, 5.1625, 1.2425
0.345058, 0, 0.0279685, -0.123921, 0.005612, 1.785, 5.30906, 1.27313
0.365355, 0, 0.025864, -0.124501, 0.0059475, 1.84625, 5.40531, 1.225
0.385653, 0, 0.023851, -0.125813, 0.005734, 1.90531, 5.49281, 1.09375
0.40595, 0, 0.0211365, -0.12749, 0.0052765, 1.88344, 5.39219, 0.872813
0.426248, 0, 0.0181475, -0.12935, 0.0073505, 1.62969, 5.11875, 0.382812
0.446546, 0, 0.0165615, -0.130387, 0.009455, 1.34094, 4.51062, -0.3675
0.466843, 0, 0.015128, -0.129046, 0.011163, 1.32781, 3.94625, -1.19
0.487141, 0, 0.0155245, -0.124379, 0.013054, 1.50937, 3.48906, -1.77844
