# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5
0.0201596, 0, -0.0041175, -0.124501, -0.007198, -0.02625, -0.0328125, -0.004375
0.0403192, 0, -0.0039955, -0.124532, -0.0069845, -0.0371875, -0.0415625, 0.0021875
0.0604788, 0, -0.0039955, -0.124775, -0.0071675, -0.04375, -0.06125, 0.00875
0.0806385, 0, -0.0038735, -0.124532, -0.006832, -0.0371875, -0.0546875, 0.0021875
0.100798, 0, -0.0039955, -0.124836, -0.007381, -0.0525, -0.056875, 0.0021875
0.120958, 0, -0.004026, -0.12508, -0.007564, -0.0196875, -0.035, -0.0065625
0.141117, 0, -0.0040565, -0.124715, -0.007137, 0.004375, -0.0021875, -0.013125
0.161277, 0, -0.003721, -0.124318, -0.007198, -0.0328125, 0.039375, 0.0065625
0.181437, 0, -0.0036905, -0.124562, -0.0074115, -0.065625, 0.0634375, 0.013125
0.201596, 0, -0.0036295, -0.12444, -0.0070455, -0.056875, 0.0853125, 0.013125
0.221756, 0, -0.004148, -0.124501, -0.0071675, -0.039375, 0.0896875, 0.0153125
0.241915, 0, -0.0044835, -0.124715, -0.0069845, -0.048125, 0.074375, 0.0153125
0.262075, 0, -0.0043005, -0.124653, -0.006893, -0.0503125, 0.04375, 0.0021875
0.282235, 0, -0.003843, -0.124806, -0.007564, -0.06125, 0.0153125, 0.021875
0.302394, 0, -0.003416, -0.124715, -0.007076, -0.0503125, 0.0175, 0.0153125
0.322554, 0, -0.003599, -0.124592, -0.007747, -0.0503125, 0.048125, 0.0109375
0.342713, 0, -0.003721, -0.124806, -0.0073505, -0.035, 0.100625, 0.013125
0.362873, 0, -0.004087, -0.124684, -0.0072895, -0.0196875, 0.091875, -0.00875
0.383033, 0, -0.0041175, -0.124684, -0.0078385, -0.0109375, 0.0546875, -0.0153125
0.403192, 0, -0.0041175, -0.124562, -0.007869, -0.0021875, 0.0415625, -0.0021875
0.423352, 0, -0.0040565, -0.124592, -0.0077165, -0.02625, 0.004375, 0.0196875
0.443512, 0, -0.0040565, -0.124715, -0.007869, -0.013125, -0.0021875, 0.0065625
0.463671, 0, -0.004148, -0.124775, -0.0077165, 0.00875, -0.0153125, -0.0109375
