Time (seconds),accel0,accel1,accel2,gyro0,gyro1,gyro2
-0.524,0.0506066083,-0.9981969594,-0.1992482393,4.0338602066,8.1135597229,8.1441192626
-0.504,0.1017021685,-0.9842618107,-0.2126944363,9.7637748718,10.3902454376,9.9012928009
-0.4839999999,0.144974485,-0.9576138854,-0.2417871206,13.2322826385,13.0642051696,10.2374477386
-0.464,0.1273721903,-0.9475903511,-0.2784585654,12.2390975952,15.3256120681,8.9233875274
-0.444,0.0865446329,-0.9561470746,-0.2892155349,12.1626987457,15.0964155197,7.960761547
-0.424,0.0337377376,-0.9666595458,-0.2667237222,14.8824987411,13.6601171493,9.1984233856
-0.404,0.0090456251,-0.9742382764,-0.2376310229,19.0997161865,10.0693702697,12.6363716125
-0.3839999999,0.0066008619,-0.9669039845,-0.2107386291,22.9196586608,5.5618371963,13.705956459
-0.3639999999,0.0092901019,-0.9502795934,-0.2307856827,23.8058853149,1.5279772281,11.7959842681
-0.3439999999,0.0276258289,-0.8908718824,-0.2684350311,28.0536632537,-1.4057390689,11.0167160034
-0.324,0.0342266894,-0.83170861,-0.2987501025,26.5256843566,-2.4447636604,12.5141334533
-0.304,0.0589188039,-0.8815817832,-0.2535219788,9.2442626953,-0.0611190907,12.3613357543
-0.2839999999,0.0044005746,-1.0703175067,-0.2584115266,-3.9727408885,-6.8300585746,8.4038753509
-0.264,-0.0572074688,-1.1353482007,-0.2146502435,10.3138465881,-19.023317337,7.074534893
-0.2439999999,0.0088011492,-0.9852397441,-0.3055954575,29.5816402435,-23.3780517578,3.1781926155
-0.224,0.0305595453,-0.9016288518,-0.3121963143,30.0553131103,-23.2099742889,-3.101793766
-0.204,0.0007334291,-0.912141323,-0.2046267092,22.2779083251,-26.8924007415,-11.964061737
-0.1839999999,-0.0376493595,-1.0910979509,-0.0691868141,5.9285516738,-33.6613388061,-28.6954135894
-0.1739999999,-0.0811661556,-1.2891238927,-0.0004889527,-6.0813493728,-39.4829330444,-46.8019447326
-0.154,-0.0855667293,-1.4653912782,-0.0058674328,-1.0695841312,-39.1314964294,-60.2787017822
-0.134,-0.0190691556,-1.3690676689,0.0195581093,36.4728164672,-30.4373073577,-47.1533775329
-0.114,0.0444946996,-1.1038107872,0.1105033159,50.9427604675,-36.702014923,-11.1389541625
-0.0939999999,0.0264034476,-1.0135990381,0.1364178061,29.0926876068,-49.1397476196,18.9927577972
-0.074,0.0122238183,-1.1209241151,0.0850777775,-0.5195122957,-53.7389602661,25.3491420745
-0.054,0.0542737506,-1.1250802278,0.0638083294,-5.5771169662,-51.7831497192,29.1843662261
-0.034,0.117348656,-1.0003973245,0.0136906765,-1.3140604496,-44.0821456909,34.5322875976
-0.014,0.1325061917,-0.8595789074,-0.0036671455,-1.5279772281,-37.9243965148,33.584941864
0.006,0.0960792079,-0.8236408829,0.0246921125,-10.1152095794,-32.5153579711,26.8771209716
0.026,0.086300157,-0.8136173486,0.0207804907,-11.6431865692,-19.313632965,17.4189414978
0.0459999999,0.1080585494,-0.872780621,0.00268924,-11.0014362335,-14.6380224227,10.9861564636
0.066,0.0811661556,-0.8906273841,-0.0009779054,-4.3241758346,-11.7348651885,7.670445919
0.0859999999,0.0224918257,-0.8779146075,-0.0574519447,-1.2071020603,-8.7858695983,5.5159978866
0.106,-0.0237142071,-0.9150750041,-0.0359380245,-2.5364422798,-10.6652812957,1.3751795291
0.126,-0.0308040212,-0.9764385819,-0.0139351524,-4.5075330734,-14.2865877151,-3.9421813488
0.1459999999,0.014668582,-1.0187330245,-0.0383827872,-4.8131284713,-15.05057621,-7.3342909812
0.166,0.0447391755,-1.0424472093,-0.0268923994,-5.1492834091,-15.3256120681,-6.9064574241
0.1859999999,0.0366714559,-1.0426917076,-0.0083121964,-4.3394556045,-17.2814235687,-4.5228128433
0.206,0.0136906765,-1.0236225128,-0.0271368753,-3.7893836498,-18.1370906829,-3.0865139961
0.226,0.0100235305,-1.0131100416,-0.0598967075,-6.6161413192,-16.5785541534,-3.3157105445
