Time (seconds), x, y, z
0.007,-0.029785156, 1.3330078, 0.6677246
0.029,-0.43847656, 1.5554199, 1.2873535
0.052,-0.34277344, 1.3254395, 1.675293
0.074,1.2587891, -0.5126953, 4.7807617
0.097,-0.79956055, 1.9707031, 2.1191406
0.119,-0.5275879, 1.2785645, 2.0249023
0.142,-0.6101074, 0.16235352, 1.9997559
0.159,-0.40673828, -0.8508301, 1.7492676
0.177,0.19360352, -1.4030762, 0.9562988
0.195,0.5554199, -1.442627, 0.11450195
0.213,0.22387695, -1.1491699, -0.12109375
0.230,0.017333984, -0.7324219, -0.16333008
0.248,-0.6269531, -0.53808594, 0.36083984
0.266,-0.72387695, -0.4284668, 0.66552734
0.284,-0.6020508, -0.34838867, 0.7434082
0.301,-0.45214844, -0.44726562, 1.0664062
0.319,-0.20336914, -0.5656738, 1.2932129
0.337,0.025634766, -0.66015625, 1.4484863
0.355,0.31689453, -0.57250977, 1.0874023
0.372,0.26611328, -0.1772461, 0.91381836
0.390,-0.36865234, -0.083496094, 1.7727051
0.408,-0.7841797, 0.29003906, 2.2128906
0.426,-0.92626953, 0.47509766, 2.3886719
0.443,-0.7915039, 0.6140137, 2.1811523
0.461,-0.17480469, 0.65527344, 1.5185547
0.479,0.4716797, 0.80078125, 0.7453613
0.497,0.6611328, 1.0019531, 0.6179199
0.517,0.453125, 1.3747559, 0.9304199
0.537,0.46484375, 1.515625, 1.1818848
0.557,0.71972656, 1.5395508, 1.0786133
0.577,1.0944824, 1.1911621, 1.0461426
0.597,1.046875, 0.45996094, 1.6442871
0.617,0.68237305, -0.15576172, 2.1530762
0.637,0.8725586, 0.25439453, 1.7333984
0.657,1.0932617, 0.10644531, 1.9846191
0.677,1.1240234, -0.5, 1.3876953
0.698,1.2243652, -0.4243164, 0.029052734
0.718,0.6928711, -0.59350586, -0.039794922
0.738,0.34399414, -0.5456543, -0.07910156
0.758,0.19018555, -0.17529297, -0.12451172
0.778,0.0793457, -1.2614746, 0.93774414
0.798,0.11621094, -2.1467285, 1.7617188
0.818,0.30419922, -1.9272461, 1.2973633
0.838,0.39257812, -1.5795898, 1.0634766
0.858,0.45385742, -1.4492188, 1.1943359
0.878,0.6166992, -1.2937012, 1.2268066
0.899,0.8305664, -1.0551758, 1.1152344
0.919,0.77490234, -1.0717773, 1.232666
0.939,0.8720703, -0.2602539, 0.60961914
0.959,0.9968262, 0.21899414, 0.35668945
0.979,0.91625977, -0.104003906, 0.8881836
0.999,0.8959961, -0.44555664, 1.4477539
1.019,1.0705566, -0.06347656, 1.2475586
1.039,1.2868652, 0.5161133, 0.64746094
1.059,1.4306641, 1.0270996, 0.26831055
1.079,1.4975586, 1.4492188, -0.017333984
1.099,1.4765625, 1.4760742, 0.057861328
1.119,1.0893555, 1.4909668, 0.16577148
1.139,1.0317383, 1.657959, -0.5378418
1.159,0.84887695, 1.7094727, -0.19165039
1.179,0.42919922, 1.3051758, 1.034668
