# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, -0.784229, -1.13908, -1.07862, -0.668152, -0.538299, -1.28033, -1.43715, -1.17732, -1.26273, -0.683719, -0.581462, -0.250198, -0.33269, -0.657596, -0.703681, -1.12834, -1.40848, -1.7088, -2.19815, -2.3861
0.01, 0.0319375, -0.678868, -1.25566, -1.11788, -1.21744, -0.616057, -1.23828, -0.737162, -0.797764, -1.02091, -1.14657, -1.08729, -0.246924, -0.329186, -0.736126, -0.690454, -1.15766, -1.6245, -1.92408, -2.09663, -2.21436
0.02, 0.0319375, -0.512766, -0.976938, -0.643342, -0.552085, -0.219517, -0.879587, -0.48567, -0.799968, -1.10702, -1.35793, -0.965508, -0.447026, -0.449359, -0.687084, -0.748532, -1.19642, -1.52167, -1.78179, -2.03739, -2.23977
0.03, 0.0319375, -0.0142484, -0.581945, -0.301038, -0.629294, -0.665155, -0.986004, -0.646857, -1.22256, -0.910514, -0.885189, -0.809238, -0.331282, -0.57109, -0.593803, -0.760021, -1.33064, -1.71194, -1.87955, -2.11105, -2.55892
0.04, 0.0319375, 0.547434, -0.796039, -0.813911, -0.747505, -0.48699, -0.894109, -0.983218, -0.954253, -0.740663, -0.666322, -0.83974, -0.164908, -0.769111, -0.874468, -0.658965, -1.35243, -1.81955, -1.8433, -1.98826, -2.34793
0.05, 0.0319375, 0.120146, -0.713373, -0.852124, -0.850628, -0.447426, -0.642254, -0.910522, -0.883938, -0.719763, -0.434397, -0.852126, -0.436875, -0.596697, -0.870732, -0.983813, -1.37659, -1.97373, -1.6411, -1.8287, -2.31351
0.06, 0.0319375, -0.117646, -0.0982482, -0.542058, -0.805408, -0.558728, -0.936541, -0.619852, -0.737308, -0.768191, -0.762343, -1.02038, -0.25593, -0.559397, -0.755432, -0.762959, -1.35449, -1.74372, -1.81856, -2.21015, -2.20512
0.07, 0.0319375, 0.365472, -0.190703, -0.6135, -0.881578, -0.766092, -0.900919, -0.965678, -1.18713, -0.641794, -0.999895, -0.748974, -0.0326746, -0.421743, -0.912053, -0.81061, -1.3983, -1.60069, -1.92384, -2.15454, -2.31843
0.08, 0.0319375, 0.114067, -0.756424, -0.877443, -0.696092, -0.377429, -0.780873, -0.887936, -0.986926, -0.8266, -0.855046, -0.799662, -0.52027, -0.705389, -0.895503, -0.600388, -1.48353, -1.54679, -1.87654, -2.20633, -2.45624
0.09, 0.0319375, 0.147864, -0.883376, -1.31975, -0.993115, -0.952224, -0.797493, -0.988513, -1.25716, -1.26106, -0.848753, -0.765492, -0.529025, -0.67405, -0.532248, -0.759018, -1.28526, -1.74671, -1.77943, -2.14748, -2.4014
