# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5
-0.204, 0, 0.0163494, -0.125875, -0.00336155, 0.0458393, -0.114598, -0.00190997
-0.194, 0, 0.0164716, -0.125814, -0.00326987, 0.0439293, -0.0954986, 0
-0.174, 0, 0.0164105, -0.126119, -0.00323931, 0.0305595, -0.0974085, -0.00954986
-0.154, 0, 0.0163799, -0.126211, -0.00345323, 0.0248296, -0.0935886, 0
-0.134, 0, 0.0163188, -0.125966, -0.00351435, 0.0381994, -0.0993185, 0
-0.114, 0, 0.0162882, -0.125966, -0.00366715, 0.0381994, -0.0954986, 0.00381994
-0.094, 0, 0.0163799, -0.126119, -0.00381994, 0.0324695, -0.103138, 0.00381994
-0.074, 0, 0.0160743, -0.12615, -0.0036977, 0.0381994, -0.110778, 0.00763989
-0.054, 0, 0.0163494, -0.126211, -0.00348379, 0.0420194, -0.106958, 0.00954986
-0.034, 0, 0.0163494, -0.126303, -0.00360603, 0.0362895, -0.120328, 0.00572991
-0.014, 0, 0.0161354, -0.12615, -0.00351435, 0.0592091, -0.116508, 0.00381994
0.006, 0, 0.0161966, -0.126089, -0.00363659, 0.064939, -0.124148, -0.00381994
0.026, 0, 0.0162577, -0.126241, -0.00351435, 0.0420194, -0.108868, -0.00190997
0.046, 0, 0.0162882, -0.125875, -0.00372826, 0.0343795, -0.106958, 0
0.066, 0, 0.0164105, -0.125875, -0.0036977, 0.0190997, -0.101228, -0.00190997
0.086, 0, 0.0163188, -0.126028, -0.00357547, 0.0133698, -0.0993185, -0.0133698
0.106, 0, 0.0165938, -0.126058, -0.00372826, 0.00954986, -0.0935886, 0
0.126, 0, 0.0161354, -0.125997, -0.00378938, 0.0210097, -0.0783088, -0.00381994
0.146, 0, 0.0165022, -0.126089, -0.00360603, 0.0114598, -0.066849, -0.0114598
0.166, 0, 0.0164105, -0.125753, -0.00342267, 0.00763989, -0.064939, -0.00954986
0.186, 0, 0.0162271, -0.125844, -0.00330043, 0.00763989, -0.0534792, 0
0.206, 0, 0.0159521, -0.126058, -0.00330043, -0.0114598, -0.068759, -0.00954986
0.226, 0, 0.0160132, -0.126394, -0.00378938, -0.00763989, -0.0840387, -0.00190997
0.246, 0, 0.0160438, -0.126089, -0.00372826, 0.0286496, -0.0763989, -0.0114598
0.266, 0, 0.0162882, -0.125753, -0.00326987, 0.0248296, -0.0553892, -0.0171897
0.286, 0, 0.0163494, -0.125783, -0.00299484, 0.00572991, -0.0286496, -0.00954986
0.296, 0, 0.0162882, -0.125875, -0.00275036, 0, -0.00763989, -0.00954986
0.322, 0, 0.0159826, -0.125875, -0.00326987, -0.00763989, -0.0152798, -0.0190997
0.342, 0, 0.0160438, -0.12615, -0.00339211, -0.0210097, -0.0286496, -0.00190997
0.362, 0, 0.0164105, -0.126303, -0.00351435, -0.00763989, -0.0286496, 0.00381994
0.382, 0, 0.0163799, -0.126364, -0.00342267, 0.0152798, -0.0190997, 0
0.402, 0, 0.0159826, -0.126241, -0.00345323, 0.00381994, -0.0152798, 0
0.422, 0, 0.0160743, -0.12615, -0.00363659, 0.0248296, -0.0286496, 0
0.442, 0, 0.0159215, -0.126028, -0.00360603, 0.0286496, -0.0381994, -0.00763989
0.462, 0, 0.0160743, -0.125783, -0.00330043, 0.0229197, -0.0534792, 0
0.482, 0, 0.0161354, -0.125814, -0.00333099, 0.00381994, -0.064939, -0.00190997
0.502, 0, 0.0161966, -0.126394, -0.00366715, -0.00190997, -0.0821288, 0.00190997
0.522, 0, 0.0160743, -0.126028, -0.00336155, 0.0152798, -0.0916786, 0.0152798
0.542, 0, 0.0164716, -0.126303, -0.00366715, 0.00954986, -0.0840387, 0.00763989
0.562, 0, 0.0162577, -0.126394, -0.00360603, 0, -0.0744889, 0.00763989
0.582, 0, 0.0160438, -0.125905, -0.00357547, 0.0171897, -0.0878587, 0.0114598
0.602, 0, 0.0159521, -0.125966, -0.00381994, 0.00954986, -0.0974085, 0.00572991
0.622, 0, 0.0160743, -0.125905, -0.00360603, 0.00190997, -0.0974085, 0.0114598
0.642, 0, 0.0163188, -0.12615, -0.00375882, 0, -0.101228, 0.00954986
0.662, 0, 0.016441, -0.125997, -0.00363659, 0.00572991, -0.0821288, 0.00572991
0.682, 0, 0.0161966, -0.126089, -0.00381994, 0, -0.0821288, 0.00190997
0.702, 0, 0.0162271, -0.126455, -0.00394218, 0.00381994, -0.068759, -0.00190997
0.722, 0, 0.0162577, -0.126028, -0.00363659, 0.0267396, -0.066849, 0
0.742, 0, 0.0164105, -0.125844, -0.00366715, 0.0248296, -0.068759, 0
0.762, 0, 0.0162271, -0.126028, -0.00378938, 0.00954986, -0.0592091, -0.00572991
0.782, 0, 0.0162882, -0.125844, -0.00345323, 0.0152798, -0.0515692, -0.00381994
0.804, 0, 0.0163494, -0.12615, -0.00351435, -0.0133698, -0.0534792, 0.00763989
0.824, 0, 0.016166, -0.125936, -0.00351435, -0.00954986, -0.0611191, 0.00572991
0.844, 0, 0.0162271, -0.126028, -0.00366715, -0.0171897, -0.064939, 0.00954986
0.864, 0, 0.0161966, -0.126089, -0.0036977, -0.0267396, -0.070669, 0.0114598
0.884, 0, 0.0160132, -0.126058, -0.00339211, -0.0229197, -0.0763989, 0.00954986
0.904, 0, 0.0159826, -0.126089, -0.00333099, -0.00381994, -0.0878587, 0.00381994
0.924, 0, 0.0161354, -0.126028, -0.00330043, -0.0267396, -0.103138, 0.00954986
0.944, 0, 0.0159826, -0.126272, -0.00323931, -0.0324695, -0.103138, 0.0152798
0.964, 0, 0.0161049, -0.126058, -0.00342267, -0.0458393, -0.106958, 0.00954986
0.984, 0, 0.0161049, -0.125997, -0.00333099, -0.0267396, -0.116508, 0.0152798
1.004, 0, 0.016166, -0.126303, -0.00311707, -0.0439293, -0.116508, 0.0248296
1.024, 0, 0.0162882, -0.126058, -0.00339211, -0.0324695, -0.126058, 0.0267396
1.044, 0, 0.0160743, -0.126089, -0.00330043, -0.0401094, -0.126058, 0.0248296
1.064, 0, 0.0159215, -0.126089, -0.00342267, -0.0515692, -0.137518, 0.0152798
1.084, 0, 0.0160132, -0.12618, -0.00348379, -0.0420194, -0.127968, 0.0152798
1.104, 0, 0.0158298, -0.125875, -0.00345323, -0.0343795, -0.135608, 0.0152798
1.124, 0, 0.0159215, -0.126089, -0.00351435, -0.0267396, -0.141338, 0.0190997
1.144, 0, 0.0160438, -0.125936, -0.00348379, -0.0362895, -0.143248, 0.0171897
1.164, 0, 0.0160743, -0.126028, -0.00342267, -0.0362895, -0.156618, 0.0190997
1.184, 0, 0.0160132, -0.125783, -0.00323931, -0.0458393, -0.148978, 0.0229197
1.204, 0, 0.0161354, -0.126028, -0.00372826, -0.0458393, -0.148978, 0.0171897
1.224, 0, 0.0161049, -0.12618, -0.00345323, -0.064939, -0.147068, 0.0190997
1.244, 0, 0.0162271, -0.126211, -0.00357547, -0.066849, -0.137518, 0.0190997
1.264, 0, 0.0161049, -0.125997, -0.00381994, -0.0802188, -0.129878, 0.0152798
1.274, 0, 0.0160743, -0.126211, -0.00357547, -0.0821288, -0.143248, 0.0190997
1.296, 0, 0.0159826, -0.12615, -0.00348379, -0.0878587, -0.120328, 0.00572991
1.316, 0, 0.0161354, -0.12615, -0.00336155, -0.0821288, -0.126058, 0.00954986
1.336, 0, 0.0159521, -0.125997, -0.0038505, -0.0783088, -0.108868, 0.00381994
1.356, 0, 0.0160132, -0.125875, -0.00378938, -0.070669, -0.112688, 0.00954986
1.376, 0, 0.016166, -0.125875, -0.00342267, -0.0630291, -0.110778, 0
1.396, 0, 0.0162577, -0.12618, -0.00378938, -0.0840387, -0.0993185, -0.0114598
1.416, 0, 0.0162577, -0.126639, -0.00427834, -0.0993185, -0.0954986, -0.0171897
1.436, 0, 0.0161354, -0.12673, -0.00461449, -0.0534792, -0.0897687, -0.0190997
1.456, 0, 0.0158604, -0.125875, -0.00421722, 0.00190997, -0.0763989, -0.00381994
1.476, 0, 0.0161049, -0.125753, -0.00409498, -0.0401094, -0.0611191, -0.0362895
1.496, 0, 0.0163799, -0.125691, -0.0040033, -0.0592091, -0.0362895, -0.0267396
1.516, 0, 0.0160743, -0.125905, -0.00388106, -0.066849, -0.0305595, -0.0210097
1.536, 0, 0.0160438, -0.125936, -0.00406442, -0.0840387, -0.00954986, -0.0190997
1.556, 0, 0.0160132, -0.126272, -0.00424778, -0.0725789, -0.00572991, -0.00763989
1.576, 0, 0.0161049, -0.126119, -0.0041561, -0.0515692, -0.00572991, -0.00381994
1.596, 0, 0.0160132, -0.126211, -0.00406442, -0.0477493, -0.0114598, 0.00190997
1.616, 0, 0.0160743, -0.126517, -0.00446169, -0.0420194, -0.0190997, 0.00763989
1.636, 0, 0.0160438, -0.125722, -0.00409498, -0.0171897, -0.0286496, 0
1.656, 0, 0.0161966, -0.125355, -0.00412554, -0.0343795, -0.0305595, -0.00381994
1.676, 0, 0.0158298, -0.126058, -0.0043089, -0.066849, -0.0362895, -0.00190997
1.696, 0, 0.0157993, -0.126303, -0.00446169, -0.0572991, -0.0496593, -0.00572991
1.716, 0, 0.0159826, -0.125905, -0.00409498, -0.0305595, -0.0630291, 0.00763989
1.736, 0, 0.0164105, -0.126211, -0.00440057, -0.064939, -0.0439293, -0.0114598
1.756, 0, 0.0163188, -0.126303, -0.00409498, -0.0496593, -0.0401094, -0.00381994
1.776, 0, 0.0159826, -0.125997, -0.00409498, -0.0267396, -0.0458393, -0.00572991
1.796, 0, 0.0157993, -0.126303, -0.00418666, -0.0496593, -0.0534792, -0.0114598
1.816, 0, 0.0160743, -0.125905, -0.0043089, -0.0630291, -0.0496593, -0.00381994
1.836, 0, 0.016441, -0.12615, -0.00427834, -0.0592091, -0.0401094, 0
1.856, 0, 0.0160743, -0.126517, -0.00403386, -0.0477493, -0.0458393, 0.00954986
1.876, 0, 0.0160132, -0.126211, -0.00467561, -0.0248296, -0.0477493, 0.00381994
1.896, 0, 0.0157993, -0.125966, -0.00446169, -0.0133698, -0.0744889, 0.00190997
1.916, 0, 0.0158604, -0.126303, -0.00449225, -0.0286496, -0.0974085, 0.00572991
1.936, 0, 0.0159521, -0.126364, -0.00485897, 0.00381994, -0.105048, -0.00381994
1.956, 0, 0.0161049, -0.126028, -0.00476729, 0.0305595, -0.101228, 0
1.976, 0, 0.0162271, -0.125722, -0.00440057, 0.0343795, -0.0974085, -0.00190997
1.996, 0, 0.0163188, -0.126028, -0.00437002, -0.0114598, -0.101228, -0.00954986
2.016, 0, 0.015891, -0.125997, -0.00461449, -0.0171897, -0.112688, -0.00381994
2.036, 0, 0.0161354, -0.126028, -0.00455337, -0.00763989, -0.110778, 0
2.056, 0, 0.0159826, -0.125905, -0.00433946, -0.0229197, -0.114598, 0
