# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19
0, 0.0319375, 1.03075, 1.31786, 0.3056, 0.467408, -0.493162, -0.553369, -0.764331, 0.00740935, 0.466633, 0.0235032, -0.0420793, -0.348244, -0.131254, -0.184961, -0.168856, 0.0834058, -0.0531618, 0.00981293, -0.143517, -0.619378
0.01, 0.0319375, 1.5062, 1.3022, 0.397955, 0.709116, -0.54231, -0.228492, -0.552208, 0.318889, 0.646599, 0.200815, 0.0296034, 0.040611, -0.0305609, 0.0288564, 0.316173, 0.0560395, -0.336075, -0.687944, -0.646876, -0.66891
0.02, 0.0319375, 1.39358, 0.768477, 0.125105, 0.733541, -0.243214, 0.173786, -0.232526, 0.42726, 0.876336, 0.406305, -0.15326, 0.108089, 0.310942, 0.0588844, 0.154364, -0.0157447, -0.161572, -0.283089, -0.412531, -0.763193
0.03, 0.0319375, 0.77292, 0.445157, 0.286744, 0.997576, 0.254492, 0.321671, -0.244268, 0.239317, 0.570267, 0.626449, 0.0371018, 0.243571, 0.232393, 0.199294, 0.158705, -0.13611, -0.307818, -0.22732, -0.453229, -1.03151
0.04, 0.0319375, 1.42776, 0.854354, 0.414188, 0.987328, 0.40719, 0.0227713, -0.42197, 0.33983, 0.719156, 0.737664, -0.0976743, 0.23586, 0.531661, 0.111187, 0.207001, -0.0305881, -0.373119, -0.261196, -0.374007, -0.932106
0.05, 0.0319375, 1.28011, 0.663605, 0.109155, 1.10395, 0.138892, -0.254055, -0.490036, 0.0705666, 0.803462, 0.463187, -0.0748474, 0.0523733, 0.387922, 0.205192, 0.246636, 0.152278, -0.362058, -0.562636, -0.45102, -0.798743
0.06, 0.0319375, 1.14731, 0.508738, 0.157707, 0.605674, 0.0746772, -0.697777, -0.450385, 0.074305, 0.246069, 0.260665, 0.117025, 0.242602, 0.326755, 0.074587, 0.180472, -0.00229616, -0.37269, -0.616258, -0.589896, -0.645745
0.07, 0.0319375, 1.25187, 0.880015, 0.2325, 0.262843, -0.132081, -0.363091, -0.571433, -0.21945, 0.281772, 0.195648, 0.18145, 0.162811, 0.342604, 0.218988, -0.121494, -0.0580252, -0.317009, -0.583757, -0.752436, -1.07508
0.08, 0.0319375, 1.27029, 0.634422, -0.211341, 0.00529696, -0.140462, -0.233373, -0.121816, 0.314804, 0.21739, 0.188936, -0.323431, -0.167935, 0.162766, 0.0412218, -0.0514888, -0.156327, -0.555896, -0.720074, -1.03786, -1.17839
0.09, 0.0319375, 0.987369, -0.0313287, -0.378378, -0.44617, -0.234958, -0.0666445, -0.45278, -0.0549487, -0.205953, 0.0377219, -0.181672, -0.160464, 0.153649, 0.024367, -0.256309, -0.302075, -0.518142, -0.833449, -0.936573, -1.30335
0.1, 0.0319375, 0.82782, 0.997168, 0.526119, -0.0475176, -0.107433, 0.31149, -0.655301, -0.212346, 0.266084, -0.0133531, -0.420842, -0.445016, 0.258233, -0.116536, -0.267467, -0.352692, -0.681947, -0.852753, -0.980489, -1.50063
0.11, 0.0319375, 0.744326, 1.37528, 0.51446, 0.115368, -0.348354, 0.00146484, -0.640199, -0.286114, -0.0218667, -0.370024, -0.588666, -0.324036, -0.0511077, -0.508602, -0.311781, -0.384906, -0.81364, -1.1344, -1.03373, -1.35261
0.12, 0.0319375, 0.437232, 1.11718, -0.00950428, 0.432743, -0.466856, 0.0164371, -0.789486, 0.170271, -0.162273, -0.352539, -0.398714, -0.457408, 0.205039, -0.149361, -0.178851, -0.566801, -0.668085, -1.21473, -1.2534, -1.41699
0.13, 0.0319375, 0.388336, 0.755549, -0.0744859, -0.0827047, -0.324086, -0.0124853, -1.00554, 0.671991, -0.0574448, -0.35031, -0.299613, -0.443451, 0.352645, -0.366649, -0.310854, -0.0966655, -0.586009, -1.49946, -1.30387, -1.49361
0.14, 0.0319375, 0.659929, 0.455902, -0.370434, -0.129277, -0.117917, -0.0231813, -0.644566, 0.756857, -0.0697719, -0.265303, -0.443973, -0.372971, 0.316088, -0.111646, -0.237061, 0.139588, -0.255456, -1.13701, -1.10322, -1.3662
0.15, 0.0319375, 0.521033, 0.008402, -0.224025, -0.463459, -0.278588, -0.0946836, -0.32133, 0.970003, 0.173724, 0.0819064, -0.346008, -0.401585, 0.561802, 0.111526, -0.155887, 0.356801, 0.0109708, -1.22689, -1.18667, -1.41763
0.16, 0.0319375, 1.00993, 0.896459, -0.261012, -0.319198, -0.368895, -0.215743, -0.570189, 0.883643, 0.30003, -0.125711, -0.086, -0.481862, 0.382667, 0.171301, 0.0566651, 0.498856, -0.0684241, -1.48802, -1.59084, -1.3723
0.17, 0.0319375, 0.962497, 0.8582, -0.328067, 0.503554, 0.191259, 0.0310908, -0.569861, 0.907889, 0.0884487, 0.0144853, 0.0375997, -0.153193, 0.218717, 0.481124, 0.129655, 0.446107, -0.0772297, -1.26127, -1.40298, -1.15488
0.18, 0.0319375, 1.0493, 0.872455, -0.338539, 0.545192, 0.50327, 0.239914, -0.345407, 1.31764, 0.39893, -0.0557682, -0.441453, -0.390146, 0.0862066, 0.253915, -0.0364864, 0.363052, -0.145997, -0.983657, -0.941871, -1.13179
0.19, 0.0319375, 1.44387, 0.919495, -0.105712, 0.534888, 0.106185, 0.010992, 0.247083, 1.22614, 0.284076, 0.0391925, -0.350607, -0.121161, 0.444931, 0.422176, -0.12763, -0.0415321, -0.251089, -0.753592, -0.839308, -1.01366
0.2, 0.0319375, 1.451, 0.569697, -0.0721152, -0.248929, -0.458163, 0.112056, 0.220166, 0.968207, -0.0080129, -0.167617, -0.152241, -0.0825623, 0.260162, 0.426257, -0.104423, 0.103478, -0.311852, -0.599499, -0.696044, -0.880843
0.21, 0.0319375, 1.18082, 0.643218, -0.0645135, -0.334388, -1.0885, -0.398404, -0.371755, 0.92281, -0.0690544, -0.317996, 0.131186, -0.0806048, 0.466015, 0.375573, -0.115048, 0.0983876, -0.383994, -0.94157, -0.839181, -0.929775
0.22, 0.0319375, 0.392884, -0.0655594, -0.00814648, 0.189297, -0.460491, -0.272063, -0.490264, 0.251994, -0.352602, -0.413084, 0.0619379, -0.186188, 0.248598, 0.232852, 0.255542, 0.0376251, -0.370854, -0.654679, -0.738231, -0.908715
0.23, 0.0319375, 1.30119, 0.635815, -0.253302, -0.440483, -0.275769, -0.0905908, -0.0826612, 0.448747, -0.362089, -0.266003, -0.151825, -0.216647, 0.40681, 0.120938, -0.0275208, 0.234299, -0.0239604, -0.523393, -0.519673, -0.550668
0.24, 0.0319375, 1.42066, 0.316127, -0.558048, -0.546048, -0.288326, -0.310639, 0.270657, 0.26521, -0.219385, -0.0606111, -0.0280258, -0.151145, 0.418647, -0.0113302, -0.0512024, 0.230928, -0.0270568, -0.313314, -0.153158, -0.263058
0.25, 0.0319375, 1.20077, 0.581684, -0.40732, -0.157482, -0.106079, 0.0124442, -0.358934, 0.223546, -0.0639878, 0.138693, 0.0574364, 0.0554761, 0.207876, 0.0551754, -0.0976131, -0.102757, -0.138131, -0.243474, 0.134004, -0.129041
0.26, 0.0319375, 1.24552, 1.23409, -0.0613308, -0.137378, -0.233391, -0.130034, -0.398348, 0.58607, 0.284383, 0.308066, 0.188665, 0.131104, 0.34982, -0.095972, -0.175255, -0.0562944, -0.0415636, -0.0226067, 0.190689, -0.047528
0.27, 0.0319375, 1.87041, 1.921, 0.220775, 0.582657, 0.108488, -0.259445, -0.349612, 0.751077, 0.957489, 0.142547, -0.0141822, 0.187665, 0.263082, -0.0435167, 0.139625, 0.258329, 0.262426, 0.423621, 0.791655, 0.211345
0.28, 0.0319375, 1.70756, 2.03686, 1.24329, 1.28826, 0.158873, 0.448499, 0.0567867, 1.0676, 1.09151, 0.285555, -0.0275166, 0.407939, 0.533569, -0.254178, 0.545166, 0.53686, 0.450518, 0.472506, 0.675667, 0.185923
0.29, 0.0319375, 1.91491, 2.13591, 1.35063, 1.6377, 0.32188, 0.699755, 0.108715, 0.582558, 0.968538, 0.835874, 0.264572, 0.347587, 0.57971, -0.093073, 0.317953, 0.438958, 0.33203, 0.440631, 0.587871, 0.219962
